index,name,state,city,county,enrollment,mmr,overall,xmed,xrel,xper,lat,lng
996,Des Moines Elementary,Washington,Des Moines,King,68,86.76,85.29,0,0,2.94,47.3884582,-122.3128235
997,Stanwood Elementary,Washington,Stanwood,Snohomish,68,86.76,83.82,0,0,8.82,48.2449331,-122.3720673
998,Amazing Grace Christian,Washington,Seattle,King,15,86.67,73.33,0,0,26.67,47.4812206,-122.2017392
999,Coulee City Elementary,Washington,Coulee City,Grant,15,86.67,66.67,0,0,6.67,47.6132785,-119.2929511
1000,Eagle View Christian,Washington,Yelm,Thurston,15,86.67,73.33,6.67,0,0,46.8966417,-122.6061985
1001,Grace Academy,Washington,Marysville,Snohomish,30,86.67,73.33,3.33,0,16.67,48.0724093,-122.139599
1002,Green Mountain,Washington,Woodland,Cowlitz,15,86.67,86.67,0,0,6.67,45.9477394,-122.5385584
1003,Home Connection,Washington,Vancouver,Clark,15,86.67,73.33,0,0,20,45.6193149,-122.5848859
1004,Lafayette Elementary,Washington,Seattle,King,75,86.67,81.33,0,1.33,2.67,47.5800103,-122.3874364
1005,Lind Elementary,Washington,Lind,Adams,15,86.67,86.67,0,0,6.67,46.9733414,-118.6177801
1006,Otis Orchards,Washington,Otis Orchards,Spokane,60,86.67,78.33,6.67,0,16.67,47.6994495,-117.1097331
1007,Rainier Christian Schools-Kent View Elementary,Washington,Auburn,King,30,86.67,70,0,0,3.33,47.350389,-122.229788
1008,Lake Hills Elementary,Washington,Bellevue,King,82,86.59,84.15,1.22,0,4.88,47.6009937,-122.1492291
1009,Lea Hill Elementary,Washington,Auburn,King,82,86.59,74.39,0,0,7.32,47.3248664,-122.1754302
1010,Chester Elementary,Washington,Spokane Valley,Spokane,67,86.57,83.58,0,0,7.46,47.6239257,-117.2386741
1011,Green Lake Elementary,Washington,Seattle,King,67,86.57,85.07,1.49,0,1.49,47.6763251,-122.3286334
1012,Dearborn Park Elementary,Washington,Seattle,King,52,86.54,78.85,0,0,0,47.5518621,-122.2961718
1013,Holy Rosary Elementary,Washington,Seattle,King,52,86.54,73.08,0,0,1.92,47.5654203,-122.3852579
1014,Hough Elementary,Washington,Vancouver,Clark,52,86.54,73.08,1.92,0,0,45.635658,-122.6750426
1015,Margaret Mead Elementary,Washington,Sammamish,King,89,86.52,77.53,1.12,0,4.49,47.6260509,-122.053283
1016,Evergreen Academy,Washington,Bothell,King,37,86.49,81.08,0,0,8.11,47.744208,-122.1824408
1017,Raymond Elementary,Washington,Raymond,Pacific,37,86.49,86.49,2.7,0,2.7,46.6856344,-123.7262399
1018,Pathfinder K-8,Washington,Seattle,King,51,86.27,78.43,0,0,7.84,47.5626567,-122.3579438
1019,Pleasant Valley Primary,Washington,Battle Ground,Clark,109,86.24,79.82,1.83,0,11.93,45.7265127,-122.6230695
1020,Adams Elementary,Washington,Spokane,Spokane,58,86.21,86.21,0,0,6.9,47.6212465,-117.3677389
1021,Adams Elementary,Washington,Spokane Valley,Spokane,65,86.21,80,0,1.54,0,47.6506763,-117.2062445
1022,Rosa Parks Elementary,Washington,Redmond,King,87,86.21,83.91,1.15,0,1.15,47.6847431,-122.0348568
1023,Samish Elementary,Washington,Sedro-Woolley,Skagit,29,86.21,82.76,6.9,0,3.45,48.5859954,-122.2248728
1024,Vaughn Elementary,Washington,Vaughn,Pierce,58,86.21,77.59,1.72,1.72,1.72,47.3448723,-122.7706286
1025,Beacon Elementary,Washington,Montesano,Grays Harbor,94,86.17,79.79,2.13,0,4.26,46.9843879,-123.5807001
1026,Bryant Elementary,Washington,Seattle,King,86,86.05,83.72,0,0,0,47.6711946,-122.2921117
1027,South Pines Elementary,Washington,Spokane,Spokane,50,86,80,0,0,12,47.6355857,-117.2428313
1028,East Ridge Elementary,Washington,Woodinville,King,64,85.94,75,3.13,0,12.5,47.7408581,-122.0429405
1029,Queen Anne Elementary,Washington,Seattle,King,64,85.94,79.69,0,0,0,47.6599142,-122.3400034
1030,Franklin Elementary,Washington,Kirkland,King,71,85.92,73.24,1.41,0,0,47.6623189,-122.1735556
1031,Washington Elementary,Washington,Tacoma,Pierce,71,85.92,83.1,2.82,0,2.82,47.2715604,-122.4864193
1032,Mountain View Elementary,Washington,Lacey,Thurston,113,85.84,74.34,0.88,0,0,47.0288088,-122.8224197
1033,Anderson Island Elementary,Washington,Steilacoom,Pierce,7,85.71,71.43,0,0,0,47.1629312,-122.7127764
1034,Bickleton Elementary And High Schl,Washington,Bickelton,Klickitat,14,85.71,85.71,0,0,7.14,45.9990971,-120.2922785
1035,Black Diamond Elementary,Washington,Black Diamond,King,49,85.71,79.59,0,0,12.24,47.3101417,-122.0052064
1036,Carbonado Historical School 19,Washington,Carbonado,Pierce,14,85.71,85.71,0,0,7.14,47.0810768,-122.0540946
1037,Concrete Elementary,Washington,Concrete,Skagit,42,85.71,80.95,0,0,0,48.5321161,-121.7631911
1038,Evergreen Elementary,Washington,Spanaway,Pierce,89,85.71,95.51,0,0,1.12,47.1016534,-122.4118717
1039,Evergreen Elementary,Washington,Fort Lewis,Pierce,105,85.71,84.76,0,0,0,47.11313,-122.5587337
1040,Evergreen Elementary,Washington,Lakebay,Pierce,28,85.71,82.14,0,0,17.86,47.240804,-122.7714461
1041,Glendale Lutheran,Washington,Burien,King,7,85.71,85.71,0,0,14.29,47.4819043,-122.3367969
1042,Greenwood Elementary,Washington,Seattle,King,56,85.71,76.79,0,0,0,47.68735,-122.3598361
1043,Lacrosse Elementary,Washington,LaCrosse,Whitman,7,85.71,85.71,0,0,14.29,46.8143132,-117.8751561
1044,Liberty Christian,Washington,Richland,Benton,28,85.71,82.14,0,3.57,14.29,46.285779,-119.299378
1045,Lynden Christian School Bellingham,Washington,Bellingham,Whatcom,21,85.71,76.19,9.52,0,14.29,48.7951185,-122.4721091
1046,Mesa Elementary,Washington,Mesa,Franklin,28,85.71,78.57,0,0,0,46.5752748,-119.0016192
1047,Nine Mile Falls Elementary,Washington,Nine Mile Falls,Spokane,21,85.71,76.19,0,0,19.05,47.7800401,-117.551163
1048,Oakesdale Elementary,Washington,Oakesdale,Whitman,7,85.71,71.43,14.29,0,0,47.1263351,-117.2425891
1049,Sonshine Christian Elementary,Washington,Vancouver,Clark,14,85.71,85.71,0,0,7.14,45.702977,-122.6700104
1050,St. Francis Of Assisi,Washington,Burien,King,42,85.71,83.33,0,0,2.38,47.4665241,-122.3600164
1051,Upper Valley Christian,Washington,Leavenworth,Chelan,7,85.71,85.71,0,0,14.29,47.594482,-120.6694229
1052,Yale Elementary,Washington,Ariel,Cowlitz,7,85.71,85.71,0,0,14.29,45.9958417,-122.3804855
1053,View Ridge Elementary,Washington,Everett,Snohomish,90,85.56,82.22,2.22,0,10,47.9517743,-122.2298111
1054,Stevenson Elementary,Washington,Bellevue,King,131,85.5,73.28,1.53,0,0,47.6177921,-122.1503393
1055,Evergreen Elementary,Washington,Shelton,Mason,110,85.45,72.73,0.91,0,0,47.2150063,-123.1096923
1056,Parkway Elementary,Washington,Clarkston,Asotin,48,85.42,81.25,0,0,4.17,46.4085213,-117.0425969
1057,Dunlap Elementary,Washington,Seattle,King,41,85.37,78.05,0,0,0,47.524971,-122.274738
1058,Clear Lake Elementary,Washington,Clear Lake,Skagit,34,85.29,79.41,2.94,0,8.82,48.4644819,-122.233543
1059,Madrona K-8,Washington,Edmonds,Snohomish,68,85.29,80.88,0,0,16.18,47.7841922,-122.3571122
1060,Cedar Park Christian School-Mill Creek Campus,Washington,Everett,Snohomish,27,85.19,81.48,0,0,18.52,47.8788236,-122.2048139
1061,Darrington Elementary,Washington,Darrington,Snohomish,27,85.19,81.48,3.7,0,7.41,48.247433,-121.60171
1062,Renton Park Elementary,Washington,RENTON,King,81,85.19,82.72,2.47,2.47,4.94,47.4517946,-122.1687734
1063,Opportunity Elementary,Washington,Spokane,Spokane,101,85.15,79.21,0,0.99,5.94,47.6467886,-117.2474716
1064,Roosevelt Elementary,Washington,Yakima,Yakima,88,85.15,87.5,5.68,0,0,46.5993631,-120.5325731
1065,Roosevelt Elementary,Washington,Granger,Yakima,101,85.15,85.15,0,0,0,46.3469632,-120.1898212
1066,L P Brown Elementary,Washington,Olympia,Thurston,74,85.14,75.68,0,0,2.7,47.0709684,-122.9276709
1067,Central Elementary,Washington,Ferndale,Whatcom,47,85.11,82.98,0,0,8.51,48.845492,-122.59183
1068,Columbia Elementary,Washington,Burbank,Walla Walla,47,85.11,80.85,0,0,6.38,46.2003457,-119.0128683
1069,Salnave Elementary,Washington,Cheney,Spokane,67,85.07,76.12,0,0,2.99,47.481134,-117.5955572
1070,Quincy Valley,Washington,Quincy,Grant,20,85,85,0,0,5,47.2296687,-119.875069
1071,Wilbur Elementary,Washington,Wilbur,Lincoln,20,85,85,0,0,10,47.7532071,-118.7044846
1072,Redmond Elementary,Washington,Redmond,King,86,84.88,66.28,0,0,0,47.6755092,-122.1164596
1073,Rose Hill Elementary,Washington,Kirkland,King,86,84.88,73.26,1.16,0,2.33,47.6763886,-122.1674375
1074,John Hay Elementary,Washington,Seattle,King,79,84.81,82.28,0,0,0,47.6328507,-122.351958
1075,Lake View Elementary,Washington,Auburn,King,79,84.81,84.81,1.27,0,8.86,47.3166394,-122.1222312
1076,John Muir Elementary,Washington,Seattle,King,59,84.75,81.36,0,0,0,47.573151,-122.2907491
1077,Martha Lake Elementary,Washington,Lynnwood,Snohomish,59,84.75,76.27,0,0,1.69,47.8393783,-122.2480967
1078,Sunset Elementary,Washington,Vancouver,Clark,85,84.71,72.94,0,0,2.35,45.6895382,-122.5822521
1079,Northgate Elementary,Washington,Seattle,King,39,84.62,79.49,0,0,0,47.7147167,-122.329337
1080,Ocean Park Elementary,Washington,Ocean Park,Pacific,26,84.62,73.08,0,0,11.54,46.488573,-124.050617
1081,Burnt Bridge Creek Elementary,Washington,Vancouver,Clark,84,84.52,67.86,0,1.19,3.57,45.657215,-122.522424
1082,Stratton Elementary,Washington,Newport,Pend Oreille,71,84.51,77.46,0,0,4.23,48.1767459,-117.0562151
1083,Lighthouse Christian,Washington,Gig Harbor,Pierce,32,84.38,84.38,0,0,6.25,47.289809,-122.5791441
1084,Whidbey Island Waldorf,Washington,Clinton,Island,32,84.38,84.38,6.25,0,9.38,47.9798638,-122.4056354
1085,Madison Elementary,Washington,Spokane,Spokane,51,84.31,84.31,3.92,3.92,5.88,47.7083638,-117.4153376
1086,Chattaroy Elementary,Washington,Chattaroy,Spokane,38,84.21,84.21,0,0,15.79,47.8921167,-117.3584726
1087,Crescent Heights Elementary,Washington,Tacoma,Pierce,82,84.15,71.95,0,0,3.66,47.2947852,-122.400525
1088,Mountain Way Elementary,Washington,Granite Falls,Snohomish,119,84.03,78.15,0,0,1.68,48.0898269,-121.9702577
1089,Bellevue Christian Mack Elementary,Washington,Woodinville,King,25,84,84,0,0,16,47.7589451,-122.1138803
1090,Shoultes Elementary,Washington,Marysville,Snohomish,75,84,82.67,1.33,1.33,4,48.1186841,-122.1619066
1091,Leschi Elementary,Washington,Seattle,King,68,83.82,79.41,0,0,0,47.6021448,-122.2918926
1092,Salem Woods Elementary,Washington,Monroe,Snohomish,74,83.78,82.43,1.35,0,5.41,47.8810939,-121.9388294
1093,Challenger Elementary,Washington,Everett,Snohomish,43,83.72,76.74,2.33,0,9.3,47.9116172,-122.2424756
1094,K-8 Stem At Boren,Washington,Seattle,King,55,83.64,78.18,0,0,3.64,47.5486142,-122.3621873
1095,Central Primary Center,Washington,Snohomish,Snohomish,61,83.61,77.05,1.64,0,6.56,47.9139911,-122.0924648
1096,Lowell Elementary,Washington,Seattle,King,61,83.61,77.05,0,0,0,47.624599,-122.3181719
1097,Helen Stafford Elementary,Washington,Tacoma,Pierce,67,83.58,82.09,1.49,0,1.49,47.1745707,-122.4562814
1098,Hazelwood Elementary,Washington,NEWCASTLE,King,100,83.51,96,0,0,1,47.5379965,-122.1842938
1099,Hazelwood Elementary,Washington,Auburn,King,97,83.51,78.35,1.03,1.03,12.37,47.3290114,-122.1836584
1100,Irene Reither Elementary,Washington,Everson,Whatcom,115,83.48,74.78,0,0,3.48,48.8655569,-122.4397086
1101,Calvary Christian,Washington,Kennewick,Benton,24,83.33,79.17,0,0,16.67,46.202356,-119.252951
1102,Community Montessori,Washington,Tacoma,Pierce,6,83.33,83.33,0,0,16.67,47.2488887,-122.4475878
1103,Cornerstone Academy,Washington,Monroe,Snohomish,6,83.33,83.33,0,0,0,47.866854,-122.008782
1104,Cougar Creek Elementary,Washington,Arlington,Snohomish,66,83.33,75.76,0,0,1.52,48.142586,-122.2172284
1105,Evergreen Elementary,Washington,Gifford,Stevens,6,83.33,83.33,16.67,0,0,48.3102576,-118.1385847
1106,Mountlake Terrace Elementary,Washington,Mountlake Terrace,Snohomish,54,83.33,72.22,3.7,0,0,47.7994673,-122.3020639
1107,Parkland Lutheran,Washington,Tacoma,Pierce,6,83.33,83.33,0,0,16.67,47.1443626,-122.4338362
1108,Roosevelt Elementary,Washington,Roosevelt,Klickitat,6,83.33,66.67,0,0,0,45.7406847,-120.2194882
1109,Swan,Washington,Port Townsend,Jefferson,6,83.33,33.33,0,0,0,48.1170086,-122.7817852
1110,Riverview Elementary,Washington,Vancouver,Clark,65,83.08,73.85,1.54,0,1.54,45.6065753,-122.541296
1111,South Shore Pk-8,Washington,Seattle,King,53,83.02,73.58,0,0,0,47.5241026,-122.2719749
1112,Downing Elementary,Washington,Tacoma,Pierce,47,82.98,74.47,0,0,4.26,47.2700761,-122.5059436
1113,Lakeland Elementary,Washington,Auburn,King,76,82.89,81.58,0,0,14.47,47.2805574,-122.2938019
1114,Pleasant Glade Elementary,Washington,Lacey,Thurston,64,82.81,78.13,0,0,1.56,47.062303,-122.8251668
1115,Midway Elementary,Washington,Des Moines,King,93,82.8,74.19,0,0,0,47.3997135,-122.3035268
1116,Eatonville Elementary,Washington,Eatonville,Pierce,52,82.69,78.85,1.92,1.92,1.92,46.870241,-122.26408
1117,Christian Faith,Washington,Federal Way,King,23,82.61,82.61,0,0,17.39,47.2988551,-122.3086606
1118,Cornerstone Christian,Washington,Olympia,Thurston,23,82.61,69.57,0,0,4.35,47.0344129,-122.817597
1119,Isom Elementary,Washington,Lynden,Whatcom,80,82.5,76.25,1.25,0,1.25,48.9493625,-122.4658359
1120,South Whidbey Elementary,Washington,Langley,Island,80,82.5,78.75,3.75,0,0,48.0143548,-122.4112874
1121,Chambers Prairie Elementary,Washington,Lacey,Thurston,114,82.46,70.18,0,0,5.26,46.9918552,-122.8055644
1122,Glenwood Elementary,Washington,Lake Stevens,Snohomish,91,82.42,71.43,1.1,0,5.49,47.9757513,-122.0919844
1123,Bellingham Christian,Washington,Bellingham,Whatcom,17,82.35,82.35,0,0,17.65,48.7745402,-122.4527335
1124,Birney Elementary,Washington,Tacoma,Pierce,68,82.35,79.41,0,1.47,2.94,47.1877715,-122.4507432
1125,Toutle Lake Elementary,Washington,Toutle,Cowlitz,51,82.35,72.55,0,1.96,5.88,46.3239204,-122.7405443
1126,Wing Luke Elementary,Washington,Seattle,King,51,82.35,82.35,0,0,1.96,47.538532,-122.2958996
1127,Chloe Clark Elementary,Washington,Dupont,Pierce,147,82.31,73.47,0.68,0,2.04,47.0973819,-122.6390956
1128,Meriwether Elementary,Washington,JBLM LEWIS MCCHORD,Pierce,62,82.26,79.03,1.61,0,0,47.1362765,-122.5905307
1129,Burton Elementary,Washington,Vancouver,Clark,56,82.14,75,1.79,0,12.5,45.642295,-122.5259443
1130,Kendall Elementary,Washington,Maple Falls,Whatcom,61,81.97,65.57,1.64,1.64,11.48,48.9165361,-122.1415494
1131,Sunset Elementary,Washington,Airway Heights,Spokane,72,81.94,79.17,0,0,2.78,47.6452791,-117.5888485
1132,Bryant Campus,Washington,Spokane,Spokane,77,81.82,74.03,10.39,1.3,2.6,47.664621,-117.436552
1133,Olympia Community,Washington,Olympia,Thurston,11,81.82,72.73,0,0,0,47.0185782,-122.8844616
1134,St. John Vianney,Washington,Spokane,Spokane,11,81.82,81.82,0,0,0,47.6611914,-117.2723755
1135,St. Mary,Washington,Aberdeen,Grays Harbor,22,81.82,81.82,0,0,0,46.980225,-123.820331
1136,Wilson Creek Elementary,Washington,Wilson Creek,Grant,11,81.82,81.82,0,0,9.09,47.4255171,-119.1215912
1137,Lakeview Elementary,Washington,Kirkland,King,114,81.58,65.79,2.63,0,1.75,47.667517,-122.2001338
1138,Republic Elementary,Washington,Republic,Ferry,27,81.48,81.48,0,0,7.41,48.6418259,-118.7271254
1139,Fishers Landing Elementary,Washington,Vancouver,Clark,97,81.44,61.86,0,0,3.09,45.5948748,-122.4885955
1140,Lockwood Elementary,Washington,Bothell,King,70,81.43,77.14,0,0,0,47.7781648,-122.2558088
1141,Bailey Gatzert Elementary,Washington,Seattle,King,43,81.4,74.42,0,0,0,47.6011701,-122.3155688
1142,Montessori Children's House,Washington,Redmond,King,16,81.25,68.75,0,0,6.25,47.6539126,-122.0496168
1143,Roxhill Elementary,Washington,Seattle,King,37,81.08,75.68,0,0,2.7,47.518267,-122.3709079
1144,Green Gables Elementary,Washington,Federal Way,King,58,81.03,74.14,0,0,1.72,47.3096538,-122.3929108
1145,Cascadia Elementary,Washington,Ferndale,Whatcom,63,80.95,79.37,1.59,0,17.46,48.8656188,-122.617843
1146,Naselle Elementary,Washington,Naselle,Pacific,21,80.95,76.19,0,0,9.52,46.3777371,-123.8022373
1147,Woodin Elementary,Washington,Bothell,King,89,80.9,68.54,0,0,0,47.7681382,-122.1676646
1148,Audubon Elementary,Washington,Redmond,King,99,80.81,62.63,0,0,1.01,47.6374176,-122.1016403
1149,Mount View Elementary,Washington,Seattle,King,99,80.81,64.65,0,1.01,0,47.5063969,-122.3506188
1150,Elmhurst Elementary,Washington,Tacoma,Pierce,57,80.7,78.95,0,0,3.51,47.1355856,-122.4243429
1151,Licton Springs K-8,Washington,Seattle,King,31,80.65,70.97,0,0,0,47.694691,-122.3433909
1152,Thoreau Elementary,Washington,Kirkland,King,67,80.6,70.15,1.49,1.49,2.99,47.7251308,-122.2303274
1153,Sacred Heart,Washington,Clyde Hill,King,36,80.56,75,0,0,0,47.6237889,-122.2133774
1154,Sifton Elementary,Washington,Vancouver,Clark,77,80.52,66.23,0,0,10.39,45.6756078,-122.5308072
1155,Nooksack Elementary,Washington,Everson,Whatcom,71,80.28,74.65,0,0,1.41,48.925886,-122.307888
1156,Emerson,Washington,Hoquiam,Grays Harbor,126,80.16,74.6,2.38,0.79,2.38,46.9813125,-123.9034046
1157,Christian Worship Center Elementary,Washington,Zillah,Yakima,5,80,80,0,0,20,46.4085331,-120.2732242
1158,Evaline Elementary,Washington,Winlock,Lewis,10,80,80,0,0,20,46.539371,-122.939213
1159,Everett Christian,Washington,Everett,Snohomish,10,80,60,10,0,10,47.987745,-122.1931683
1160,Lincoln Elementary,Washington,Olympia,Thurston,40,80,65,0,0,5,47.0295195,-122.898405
1161,Parade,Washington,Carnation,King,5,80,60,0,0,20,47.6515347,-121.9094694
1162,Pullman Christian,Washington,Pullman,Whitman,5,80,60,0,0,40,46.722502,-117.1877594
1163,Sacajawea Elementary,Washington,Seattle,King,45,80,75.56,0,0,2.22,47.6985053,-122.3075542
1164,Seattle Hebrew Academy,Washington,Seattle,King,15,80,60,0,0,6.67,47.6342764,-122.3079247
1165,The Island,Washington,Bainbridge Island,Kitsap,10,80,80,0,0,20,47.6789911,-122.535249
1166,Eagle Creek Elementary,Washington,Arlington,Snohomish,109,79.82,69.72,2.75,0,2.75,48.194031,-122.112316
1167,Windsor Elementary,Washington,Spokane,Spokane,104,79.81,71.15,0,0,7.69,47.5945304,-117.4902209
1168,Hulan L Whitson Elem,Washington,White Salmon,Klickitat,99,79.8,63.64,8.08,0,0,45.7304881,-121.4869772
1169,Pioneer Elementary,Washington,Vancouver,Clark,99,79.8,71.72,1.01,1.01,7.07,45.6763741,-122.5010951
1170,Five Mile Prairie,Washington,Spokane,Spokane,39,79.49,69.23,0,0,28.21,47.736767,-117.4544859
1171,Twin City Elementary,Washington,Stanwood,Snohomish,39,79.49,69.23,0,0,7.69,48.2343626,-122.3290155
1172,Madison Elementary,Washington,Olympia,Thurston,29,79.31,51.72,0,0,6.9,47.0439087,-122.8860824
1173,Madrona,Washington,Bainbridge Island,Kitsap,29,79.31,79.31,0,0,20.69,47.6245184,-122.5224269
1174,Juanita Elementary,Washington,Kirkland,King,53,79.25,58.49,1.89,0,3.77,47.7179518,-122.2093553
1175,Harmony Elementary,Washington,Bellingham,Whatcom,43,79.07,72.09,0,0,2.33,48.824402,-122.330784
1176,Pioneer Elementary,Washington,Shelton,Mason,86,79.07,74.42,1.16,0,1.16,47.25742,-122.998416
1177,B F Day Elementary,Washington,Seattle,King,57,78.95,71.93,0,1.75,0,47.654779,-122.3491306
1178,Providence Classical Christian,Washington,Lynnwood,Snohomish,19,78.95,78.95,0,0,21.05,47.7645476,-122.1799313
1179,Valley Academy Of Learning,Washington,Wenatchee,Chelan,19,78.95,52.63,0,0,31.58,47.4524959,-120.3321261
1180,Assumption Catholic,Washington,Bellingham,Whatcom,14,78.57,78.57,7.14,0,14.29,48.7588567,-122.4745664
1181,North Elementary,Washington,Moses Lake,Grant,56,78.57,78.57,5.36,0,1.79,47.173061,-119.32669
1182,Paramount Christian Academy,Washington,Lacey,Thurston,14,78.57,85.71,0,0,14.29,47.0121402,-122.8224414
1183,York Elementary,Washington,Vancouver,Clark,79,78.48,72.15,3.8,0,10.13,45.6896393,-122.5152153
1184,Kirk Elementary,Washington,Kirkland,King,88,78.41,64.77,0,0,4.55,47.6860654,-122.1956143
1185,Emerson Elementary,Washington,Seattle,King,46,78.26,71.74,0,0,0,47.5147059,-122.258828
1186,Orla Montessori,Washington,Olympia,Thurston,32,78.13,62.5,18.75,0,12.5,47.0679401,-122.8734356
1187,George T. Daniel Elementary,Washington,Kent,King,73,78.08,69.86,0,0,2.74,47.3804243,-122.1901757
1188,English Crossing Elementary,Washington,North Lakewood,Snohomish,50,78,70,2,0,4,48.1472907,-122.2090588
1189,Image Elementary,Washington,Vancouver,Clark,100,78,65,4,0,3,45.6536553,-122.5486746
1190,Sherwood Forest Elementary,Washington,Bellevue,King,78,77.97,87.18,0,0,0,47.630396,-122.12026
1191,Sherwood Forest Elementary,Washington,Federal Way,King,59,77.97,76.27,0,1.69,1.69,47.2919804,-122.349735
1192,Brinnon,Washington,Brinnon,Jefferson,9,77.78,55.56,0,0,22.22,47.6973867,-122.9030892
1193,Columbia Crest,Washington,Ashford,Pierce,18,77.78,72.22,0,0,0,46.7542148,-122.1097703
1194,Five Acre,Washington,Sequim,Clallam,9,77.78,77.78,0,0,22.22,48.131758,-123.1881804
1195,Holy Family,Washington,Lacey,Thurston,9,77.78,77.78,0,0,0,47.023181,-122.7903982
1196,Northwest Christian Elementary And Middle,Washington,Spokane,Spokane,27,77.78,74.07,3.7,0,22.22,47.8264592,-117.3352443
1197,Quil Ceda Elementary,Washington,Marysville,Snohomish,81,77.78,67.9,0,0,1.23,48.0639599,-122.20078
1198,Riverside Sda Christian,Washington,Washougal,Clark,9,77.78,77.78,0,0,22.22,45.5896953,-122.3681438
1199,The River Academy,Washington,Wenatchee,Chelan,18,77.78,72.22,0,0,22.22,47.4047167,-120.3147918
1200,Whittier Elementary,Washington,Tacoma,Pierce,103,77.67,62.14,0,0,2.91,47.2290039,-122.5141363
1201,Elger Bay Elementary,Washington,Camano Island,Island,53,77.36,71.7,3.77,0,7.55,48.1453579,-122.4686229
1202,Julia Butler Hansen Elementary,Washington,Olympia,Thurston,75,77.33,68,4,0,0,47.0620538,-122.953813
1203,Truman Elementary,Washington,Vancouver,Clark,92,77.17,68.48,1.09,0,3.26,45.6547209,-122.6273276
1204,Lynnwood Elementary,Washington,Lynnwood,Snohomish,65,76.92,61.54,0,0,3.08,47.8295596,-122.2943269
1205,Odyssey Elementary,Washington,Everett,Snohomish,39,76.92,74.36,2.56,0,5.13,47.8797257,-122.2544522
1206,St. Nicholas,Washington,Gig Harbor,Pierce,13,76.92,61.54,0,0,15.38,47.3288029,-122.5865306
1207,Hofstetter Elementary,Washington,Colville,Stevens,129,76.74,70.54,4.65,0.78,10.08,48.5502644,-117.896393
1208,Primary Academy,Washington,Spokane,Spokane,47,76.6,34.04,0,0,8.51,47.7039491,-117.3705658
1209,Ebenezer Christian,Washington,Lynden,Whatcom,17,76.47,76.47,0,11.76,11.76,48.982081,-122.4848237
1210,Grant Street Elementary,Washington,Port Townsend,Jefferson,68,76.47,70.59,0,0,4.41,48.1113664,-122.7915339
1211,Palisades Christian Academy,Washington,Spokane,Spokane,17,76.47,76.47,5.88,5.88,11.76,47.6662401,-117.4714261
1212,Carson Elementary,Washington,Puyallup,Pierce,140,76.43,52.86,0.71,0.71,1.43,47.0902816,-122.3118139
1213,Hillcrest Elementary,Washington,Everett,Snohomish,144,76.39,64.58,0,0,4.86,47.9931809,-122.1057554
1214,Sunrise Elementary,Washington,Veradale,Spokane,97,76.29,69.07,2.06,0,7.22,47.6358416,-117.208581
1215,Twain Elementary,Washington,Kirkland,King,109,76.15,65.14,0.92,0,1.83,47.6870828,-122.1695478
1216,Skyline Elementary,Washington,Lake Stevens,Snohomish,117,76.07,70.09,0,0,0.85,47.9871623,-122.1048026
1217,Harmony Elementary,Washington,Vancouver,Clark,96,76.04,67.71,3.13,0,7.29,45.6367854,-122.4931698
1218,Van Asselt Elementary,Washington,Seattle,King,54,75.93,75.93,0,0,0,47.5290446,-122.2888891
1219,Utsalady Elementary,Washington,Camano Island,Island,58,75.86,65.52,12.07,0,5.17,48.233338,-122.471764
1220,Salmon Bay K-8,Washington,Seattle,King,45,75.56,66.67,0,0,2.22,47.6765526,-122.3804807
1221,Camelot Elementary,Washington,Auburn,King,49,75.51,63.27,0,0,4.08,47.3342076,-122.2843444
1222,Sunnycrest Elementary,Washington,Kent,King,102,75.49,63.73,0,0,0,47.3804809,-122.2817852
1223,Broadway Elementary,Washington,Spokane Valley,Spokane,48,75,70.83,0,0,10.42,47.6634773,-117.2572484
1224,Cedar Tree Montessori,Washington,Bellingham,Whatcom,4,75,50,0,0,0,48.7622359,-122.4843786
1225,Emerson K-12,Washington,Kirkland,King,4,75,75,0,0,25,47.6547008,-122.1960512
1226,Forest Park Adventist,Washington,Everett,Snohomish,4,75,50,0,0,0,47.9631245,-122.2192404
1227,French Immersion School Of Wa,Washington,Bellevue,King,20,75,70,15,0,0,47.5698284,-122.1017966
1228,Gess Elementary,Washington,Chewelah,Stevens,20,75,70,0,0,0,48.2819241,-117.7115551
1229,Home Link Alternative,Washington,Chewelah,Stevens,4,75,50,0,0,0,48.2777105,-117.7150848
1230,Loon Lake Elementary,Washington,Loon Lake,Stevens,16,75,62.5,0,0,18.75,48.0649963,-117.6313189
1231,Mayflower Christian,Washington,Cle Elum,Kittitas,4,75,75,25,0,0,47.195485,-120.9287226
1232,Montessori Schoolhouse,Washington,Bremerton,Kitsap,4,75,50,0,0,25,47.6146479,-122.6543019
1233,Onion	Creek	Elementary,Washington,COLVILLE,Ferry,4,75,75,0,0,25,48.7834156,-117.8093004
1234,Seattle Waldorf School - Seattle Campuses,Washington,Seattle,King,60,75,51.67,0,0,18.33,47.7016219,-122.2973358
1235,Snowdon Elementary,Washington,Cheney,Spokane,68,75,64.71,0,0,4.41,47.5948051,-117.5337982
1236,St. Basil Academy Of Classical Studies,Washington,Walla Walla,Walla Walla,4,75,75,0,25,0,46.039869,-118.30574
1237,Stella Maris Academy,Washington,Edmonds,Snohomish,4,75,75,0,0,25,47.8142457,-122.3753383
1238,Roosevelt Elementary,Washington,Olympia,Thurston,63,74.6,66.67,0,1.59,4.76,47.0568512,-122.885366
