index,state,year,name,type,city,county,enroll,mmr,overall,xmed,lat,lng
1577,Ohio,2018-19,East Dayton Christian,Private,Dayton,Montgomery,37,86.49,86.49,13.51,39.7523734,-84.1109338
1578,Ohio,2018-19,Pinnacle Academy,Public,Euclid,Cuyahoga,81,86.42,75.31,1.23,41.590811,-81.527479
1579,Ohio,2018-19,Ashland Christian,Private,Ashland,Ashland,22,86.36,81.82,4.55,40.8687668,-82.3362413
1580,Ohio,2018-19,Central Elementary,Public,Mc Arthur,Vinton,44,86.36,86.36,0,39.2525758,-82.4839274
1581,Ohio,2018-19,Emerson Elementary,Public,Sidney,Shelby,66,86.36,86.36,4.55,40.2794736,-84.1698169
1582,Ohio,2018-19,Hudson Montessori,Private,Hudson,Summit,22,86.36,81.82,13.64,41.27119,-81.438907
1583,Ohio,2018-19,Lial Catholic,Private,Whitehouse,Lucas,22,86.36,86.36,13.64,41.5364569,-83.7920322
1584,Ohio,2018-19,The Good Shepherd Catholic Montessori,Private,Cincinnati,Hamilton,22,86.36,86.36,13.64,39.1541277,-84.3743411
1585,Ohio,2018-19,Allen East Elementary,Public,Harrod,Allen,102,86.27,86.27,4.9,40.733796,-83.931273
1586,Ohio,2018-19,Northfield Elementary,Public,Northfield,Summit,51,86.27,78.43,0,41.3150844,-81.5401469
1587,Ohio,2018-19,Warner Girls Leadership Academy,Public,Cleveland,Cuyahoga,51,86.27,80.39,0,41.4386771,-81.6275783
1588,Ohio,2018-19,Washington K-1 Elementary,Public,Tiffin,Seneca,189,86.24,84.66,0.53,41.1171507,-83.194531
1589,Ohio,2018-19,Foundation Academy,Public,Mansfield,Richland,58,86.21,86.21,5.17,40.7803361,-82.5530865
1590,Ohio,2018-19,North Central Elementary,Public,Pioneer,Williams,58,86.21,86.21,10.34,41.6793027,-84.5478522
1591,Ohio,2018-19,Berwyn East Academy,Public,Columbus,Franklin,36,86.11,86.11,0,39.9182656,-82.8828467
1592,Ohio,2018-19,Palm Elementary,Public,Lorain,Lorain,36,86.11,83.33,0,41.4403288,-82.1166604
1593,Ohio,2018-19,Harter Elementary,Public,Canton,Stark,122,86.07,85.25,1.64,40.8016463,-81.4171563
1594,Ohio,2018-19,Virginia Stevenson Elementary,Public,Dayton,Montgomery,86,86.05,81.4,0,39.7761089,-84.1251437
1595,Ohio,2018-19,Crestview Elementary,Public,Columbiana,Columbiana,93,86.02,82.8,2.15,40.8486183,-80.6691047
1596,Ohio,2018-19,Horace Mann Elementary,Public,Lakewood,Cuyahoga,50,86,84,6,41.4892036,-81.8219393
1597,Ohio,2018-19,Finland Elementary,Public,Columbus,Franklin,92,85.87,82.61,0,39.9202365,-83.0418562
1598,Ohio,2018-19,Central Baptist Academy - Elementary,Private,Cincinnati,Hamilton,14,85.71,85.71,0,39.212,-84.519223
1599,Ohio,2018-19,Children's Meeting House,Private,Loveland,Clermont,14,85.71,85.71,14.29,39.2674961,-84.244315
1600,Ohio,2018-19,Discovery,Private,Mansfield,Richland,28,85.71,78.57,10.71,40.7467353,-82.5474067
1601,Ohio,2018-19,Fort Recovery Elementary,Public,Fort Recovery,Mercer,70,85.71,77.14,14.29,40.4077664,-84.771391
1602,Ohio,2018-19,Hershey Montessori,Private,Painesville,Lake,21,85.71,76.19,14.29,41.681173,-81.271521
1603,Ohio,2018-19,Northside Christian Academy,Private,Wadsworth,Medina,28,85.71,85.71,14.29,41.0666922,-81.7331705
1604,Ohio,2018-19,Riverview Elementary,Public,Munroe Falls,Summit,56,85.71,85.71,1.79,41.1457937,-81.4321047
1605,Ohio,2018-19,St Anselm,Private,Chesterland,Geauga,14,85.71,71.43,7.14,41.5142629,-81.3373469
1606,Ohio,2018-19,St Louis,Private,Owensville,Clermont,14,85.71,85.71,14.29,39.1249201,-84.13395
1607,Ohio,2018-19,Struthers Elementary,Public,Struthers,Mahoning,105,85.71,82.86,0,41.0565484,-80.6090628
1608,Ohio,2018-19,Sts Philip And James,Private,Canal Fulton,Stark,14,85.71,85.71,0,40.8933144,-81.5995666
1609,Ohio,2018-19,West Park Academy,Public,Cleveland,Cuyahoga,28,85.71,85.71,0,41.426533,-81.7785018
1610,Ohio,2018-19,Frank Jacinto Elementary,Public,Lorain,Lorain,55,85.45,85.45,0,41.4471709,-82.1953022
1611,Ohio,2018-19,Columbus Humanities Arts And Technology Academy,Public,Columbus,Franklin,103,85.44,79.61,0,40.0596793,-82.9831933
1612,Ohio,2018-19,Rosa Parks Elementary,Public,Middletown,Butler,103,85.44,83.5,2.91,39.5039926,-84.4113919
1613,Ohio,2018-19,Garfield Elementary,Public,Lorain,Lorain,41,85.37,85.37,0,41.4427608,-82.1667219
1614,Ohio,2018-19,Mary B Martin,Public,Cleveland,Cuyahoga,34,85.29,76.47,0,41.508245,-81.629979
1615,Ohio,2018-19,Millersport Elementary,Public,Millersport,Fairfield,34,85.29,85.29,8.82,39.8957253,-82.5345636
1616,Ohio,2018-19,Fort Loramie Elementary,Public,Fort Loramie,Shelby,61,85.25,85.25,14.75,40.3507627,-84.3690555
1617,Ohio,2018-19,Mt. Healthy North Elementary,Public,Cincinnati,Hamilton,81,85.19,77.78,1.23,39.2650112,-84.561789
1618,Ohio,2018-19,St Joseph,Private,Cincinnati,Hamilton,27,85.19,85.19,7.41,39.1089157,-84.5274544
1619,Ohio,2018-19,Hillview Elementary,Public,Newark,Licking,74,85.14,82.43,6.76,40.106666,-82.409478
1620,Ohio,2018-19,Nashville Elementary,Public,Big Prairie,Holmes,47,85.11,80.85,8.51,40.5956171,-82.1076528
1621,Ohio,2018-19,Great Western Academy,Public,Columbus,Franklin,100,85,82,1,39.9612056,-83.0899041
1622,Ohio,2018-19,Salem-Liberty Elementary,Public,Lower Salem,Washington,20,85,85,0,39.56261,-81.406285
1623,Ohio,2018-19,Hartwell Elementary,Public,Cincinnati,Hamilton,73,84.93,75.34,0,39.213031,-84.473348
1624,Ohio,2018-19,Ben Franklin Elementary,Public,Newark,Licking,53,84.91,84.91,5.66,40.044354,-82.3969
1625,Ohio,2018-19,Barbara F Schreiber Elementary,Public,Canton,Stark,86,84.88,82.56,1.16,40.8149667,-81.378169
1626,Ohio,2018-19,East Elementary,Public,Mount Vernon,Knox,33,84.85,72.73,3.03,40.391552,-82.472348
1627,Ohio,2018-19,Horizon Science Academy Primary,Public,Columbus,Franklin,125,84.8,84,0.8,40.058143,-82.942504
1628,Ohio,2018-19,Pickaway Elementary,Public,Circleville,Pickaway,46,84.78,82.61,0,39.519398,-82.9327819
1629,Ohio,2018-19,Clark Elementary,Public,Millersburg,Holmes,13,84.62,84.62,7.69,40.4507359,-81.9015523
1630,Ohio,2018-19,Conesville Elementary,Public,Conesville,Coshocton,39,84.62,82.05,7.69,40.188502,-81.894154
1631,Ohio,2018-19,Jefferson County Christian,Private,Wintersville,Jefferson,13,84.62,84.62,15.38,40.3733478,-80.6989504
1632,Ohio,2018-19,Sacred Heart,Private,Coshocton,Coshocton,13,84.62,84.62,7.69,40.2728018,-81.8570104
1633,Ohio,2018-19,Whiteford Elementary,Public,Toledo,Lucas,58,84.48,75.86,12.07,41.70137,-83.662593
1634,Ohio,2018-19,Stiles Elementary,Public,Columbus,Franklin,103,84.47,78.64,0,39.9481399,-83.1250163
1635,Ohio,2018-19,Anton Grdina,Public,Cleveland,Cuyahoga,45,84.44,80,0,41.4782583,-81.6389551
1636,Ohio,2018-19,Boulevard Elementary,Public,Cleveland Heights,Cuyahoga,32,84.38,84.38,9.38,41.5122674,-81.5663177
1637,Ohio,2018-19,Genoa Christian Academy,Private,Westerville,Delaware,32,84.38,71.88,6.25,40.1958537,-82.9094803
1638,Ohio,2018-19,Lincolnview Elementary,Public,Van Wert,VanWert,64,84.38,79.69,1.56,40.8518849,-84.5150782
1639,Ohio,2018-19,Toledo Smart Elementary,Public,Toledo,Lucas,32,84.38,71.88,0,41.6336796,-83.5898273
1640,Ohio,2018-19,Findley Community Learning Center,Public,Akron,Summit,83,84.34,77.11,1.2,41.1026031,-81.5174311
1641,Ohio,2018-19,Eliza Northrop Elementary,Public,Medina,Medina,70,84.29,82.86,0,41.1555084,-81.8417448
1642,Ohio,2018-19,London Elementary,Public,London,Madison,146,84.25,76.71,1.37,39.9059259,-83.449037
1643,Ohio,2018-19,Dellroy Elementary,Public,Dellroy,Carroll,19,84.21,84.21,5.26,40.5546715,-81.1952015
1644,Ohio,2018-19,Fairfield Christian Academy,Private,Lancaster,Fairfield,19,84.21,84.21,5.26,39.7357194,-82.6208708
1645,Ohio,2018-19,Garfield Elementary,Public,Cleveland,Cuyahoga,57,84.21,78.95,0,41.449867,-81.7920419
1646,Ohio,2018-19,Indian Run Elementary,Public,Dublin,Franklin,114,84.21,74.56,3.51,40.1002229,-83.116486
1647,Ohio,2018-19,St John Lutheran,Private,Defiance,Defiance,19,84.21,78.95,15.79,41.2820561,-84.3631074
1648,Ohio,2018-19,The New,Private,Cincinnati,Hamilton,19,84.21,84.21,5.26,39.156678,-84.487076
1649,Ohio,2018-19,Wilbur Wright,Public,Cleveland,Cuyahoga,57,84.21,82.46,0,41.4601019,-81.7638315
1650,Ohio,2018-19,Alliance Academy Of Cincinnati,Public,Cincinnati,Hamilton,82,84.15,80.49,0,39.1420397,-84.4700723
1651,Ohio,2018-19,Ella Canavan Elementary,Public,Medina,Medina,63,84.13,80.95,4.76,41.1268685,-81.8699844
1652,Ohio,2018-19,Zenith Academy West,Public,Columbus,Franklin,44,84.09,84.09,0,39.955344,-83.0909993
1653,Ohio,2018-19,Graham Elementary,Public,Saint Paris,Champaign,113,84.07,84.07,5.31,40.1268529,-83.9393234
1654,Ohio,2018-19,Cox Elementary,Public,Xenia,Greene,50,84,80,10,39.6871252,-83.9443559
1655,Ohio,2018-19,Dan Emmett Elementary,Public,Mount Vernon,Knox,50,84,80,0,40.407608,-82.485963
1656,Ohio,2018-19,Patrick Henry,Public,Cleveland,Cuyahoga,25,84,80,0,41.5340417,-81.602924
1657,Ohio,2018-19,Portage Collab Montessori Middle,Public,Canton,Stark,25,84,80,16,40.85946,-81.3618051
1658,Ohio,2018-19,West Elementary,Public,Athens,Athens,25,84,76,12,39.3344947,-82.1123956
1659,Ohio,2018-19,Three Rivers Elementary,Public,Cleves,Hamilton,156,83.97,80.77,0,39.169863,-84.750787
1660,Ohio,2018-19,Orion Academy,Public,Cincinnati,Hamilton,80,83.75,83.75,2.5,39.126357,-84.557595
1661,Ohio,2018-19,Mt. Airy Elementary,Public,Cincinnati,Hamilton,86,83.72,77.91,2.33,39.198361,-84.57653
1662,Ohio,2018-19,Youngstown Community,Public,Youngstown,Mahoning,61,83.61,81.97,3.28,41.0904546,-80.6578845
1663,Ohio,2018-19,Rimer Community Learning Center,Public,Akron,Summit,97,83.51,75.26,3.09,41.0333899,-81.5457704
1664,Ohio,2018-19,Ledgeview Elementary,Public,Macedonia,Summit,103,83.5,83.5,8.74,41.3227453,-81.4911403
1665,Ohio,2018-19,Al Ihsan,Private,Parma,Cuyahoga,30,83.33,83.33,3.33,41.430162,-81.8255162
1666,Ohio,2018-19,Brown Elementary,Public,Hilliard,Franklin,84,83.33,63.1,3.57,39.999915,-83.201201
1667,Ohio,2018-19,Global Ambassadors Language Academy,Public,Cleveland,Cuyahoga,66,83.33,72.73,6.06,41.4574907,-81.7845013
1668,Ohio,2018-19,Holy Cross Prek And Kdg,Private,Canton,Stark,12,83.33,83.33,8.33,40.898281,-81.363744
1669,Ohio,2018-19,Ragersville Elementary,Public,Sugarcreek,Tuscarawas,18,83.33,83.33,16.67,40.448689,-81.6300009
1670,Ohio,2018-19,Sabina Elementary,Public,Sabina,Clinton,78,83.33,80.77,0,39.486221,-83.6418469
1671,Ohio,2018-19,St Mary,Private,Saint Clairsville,Belmont,12,83.33,83.33,16.67,40.0785475,-80.9073114
1672,Ohio,2018-19,St Mary,Private,Shelby,Richland,12,83.33,75,16.67,40.8827509,-82.6678169
1673,Ohio,2018-19,St Vincent De Paul,Private,Mount Vernon,Knox,24,83.33,62.5,0,40.393938,-82.480366
1674,Ohio,2018-19,Stranahan Elementary,Public,Toledo,Lucas,36,83.33,69.44,2.78,41.6880555,-83.6823778
1675,Ohio,2018-19,J W Reason Elementary,Public,Hilliard,Franklin,95,83.16,62.11,3.16,40.0328987,-83.1451174
1676,Ohio,2018-19,Jackman Elementary,Public,Toledo,Lucas,59,83.05,83.05,0,41.7144711,-83.594136
1677,Ohio,2018-19,Lake Elementary,Public,Mentor On The Lake,Lake,59,83.05,79.66,5.08,41.7133262,-81.3675176
1678,Ohio,2018-19,Metro Catholic Parish,Private,Cleveland,Cuyahoga,53,83.02,81.13,1.89,41.4788239,-81.7249158
1679,Ohio,2018-19,Brantwood Elementary,Public,Dayton,Montgomery,82,82.93,79.27,3.66,39.8109713,-84.1406071
1680,Ohio,2018-19,Miller Ridge Elementary,Public,Middletown,Butler,70,82.86,78.57,0,39.5378409,-84.3399777
1681,Ohio,2018-19,St Bernard Elementary,Public,Saint Bernard,Hamilton,35,82.86,80,0,39.1656876,-84.4974796
1682,Ohio,2018-19,Ohio Connections Academy Inc,Public,Cleveland,Cuyahoga,204,82.84,73.53,12.75,41.512785,-81.665743
1683,Ohio,2018-19,B L Miller Elementary,Public,Sebring,Mahoning,29,82.76,82.76,0,40.9275011,-81.0280922
1684,Ohio,2018-19,St Peter,Private,Upper Sandusky,Wyandot,23,82.61,82.61,17.39,40.8304977,-83.2852171
1685,Ohio,2018-19,West Franklin Elementary,Public,Columbus,Franklin,109,82.57,81.65,0,39.9340893,-83.0949792
1686,Ohio,2018-19,Pfeiffer Elementary,Public,Akron,Summit,86,82.56,79.07,0,41.0465681,-81.5522733
1687,Ohio,2018-19,Seaborn Elementary,Public,Mineral Ridge,Trumbull,63,82.54,80.95,4.76,41.139276,-80.756058
1688,Ohio,2018-19,Tremont Montessori,Public,Cleveland,Cuyahoga,57,82.46,82.46,3.51,41.4787511,-81.686727
1689,Ohio,2018-19,Harding Elementary,Public,Youngstown,Mahoning,51,82.35,74.51,0,41.1285079,-80.648859
1690,Ohio,2018-19,Monclova Christian,Private,Monclova,Lucas,17,82.35,82.35,0,41.5579564,-83.7286312
1691,Ohio,2018-19,Glendale Primary,Public,Bedford,Cuyahoga,79,82.28,82.28,0,41.392264,-81.554096
1692,Ohio,2018-19,Jc Sommer Elementary,Public,Grove City,Franklin,124,82.26,62.9,3.23,39.876997,-83.0832692
1693,Ohio,2018-19,Bolton,Public,Cleveland,Cuyahoga,45,82.22,73.33,0,41.494656,-81.619056
1694,Ohio,2018-19,Chapelside Cleveland Academy,Public,Cleveland,Cuyahoga,28,82.14,78.57,3.57,41.4540529,-81.5905679
1695,Ohio,2018-19,Chapel Hill Christian Green Campus,Private,Akron,Summit,39,82.05,82.05,10.26,40.9955371,-81.4647903
1696,Ohio,2018-19,Old West End Academy Elementary,Public,Toledo,Lucas,39,82.05,82.05,5.13,41.6793229,-83.554186
1697,Ohio,2018-19,Enon Primary,Public,Enon,Clark,127,81.89,80.31,0.79,39.8788842,-83.9367814
1698,Ohio,2018-19,Apex Academy,Public,Cleveland,Cuyahoga,77,81.82,76.62,1.3,41.5416253,-81.5662838
1699,Ohio,2018-19,Clifton Christian Academy,Private,Cincinnati,Hamilton,11,81.82,72.73,9.09,39.1532378,-84.5162794
1700,Ohio,2018-19,Creative Playrooms Strongsvill,Private,Strongsville,Cuyahoga,11,81.82,72.73,0,41.2981019,-81.8720846
1701,Ohio,2018-19,David Smith Elementary,Public,Delaware,Delaware,77,81.82,81.82,3.9,40.3102478,-83.0727042
1702,Ohio,2018-19,Fullerton,Public,Cleveland,Cuyahoga,22,81.82,68.18,0,41.452233,-81.6363566
1703,Ohio,2018-19,St Benedict,Private,Cambridge,Guernsey,11,81.82,81.82,18.18,40.0272685,-81.5911952
1704,Ohio,2018-19,St Joseph,Private,Cuyahoga Falls,Summit,11,81.82,81.82,9.09,41.1331223,-81.4855951
1705,Ohio,2018-19,Star Academy Of Toledo,Public,Toledo,Lucas,22,81.82,81.82,0,41.6035552,-83.6602922
1706,Ohio,2018-19,Walnut Creek Elementary,Public,Walnut Creek,Holmes,22,81.82,68.18,13.64,40.5397504,-81.7211684
1707,Ohio,2018-19,Zenith Academy East,Public,Columbus,Franklin,44,81.82,75,0,39.9285849,-82.8813067
1708,Ohio,2018-19,Brookville Elementary,Public,Brookville,Montgomery,104,81.73,81.73,0.96,39.8293998,-84.4191034
1709,Ohio,2018-19,Edgerton Elementary,Public,Edgerton,Williams,49,81.63,75.51,16.33,41.4557923,-84.7461414
1710,Ohio,2018-19,East Academy,Public,Cleveland,Cuyahoga,38,81.58,73.68,0,41.5546378,-81.5682546
1711,Ohio,2018-19,Benjamin Franklin,Public,Cleveland,Cuyahoga,59,81.36,81.36,0,41.4344395,-81.6938772
1712,Ohio,2018-19,Ecole Kenwood French Immersion,Public,Columbus,Franklin,75,81.33,74.67,14.67,40.0374992,-83.0413879
1713,Ohio,2018-19,Aurora Academy,Public,Toledo,Lucas,32,81.25,81.25,0,41.6461491,-83.5166265
1714,Ohio,2018-19,Columbus Adventist Academy,Private,Columbus,Franklin,16,81.25,75,0,40.0346849,-82.9319627
1715,Ohio,2018-19,Heartland Christian,Private,Columbiana,Columbiana,16,81.25,81.25,12.5,40.8863971,-80.6925046
1716,Ohio,2018-19,Messiah Lutheran,Private,Fairview Park,Cuyahoga,16,81.25,68.75,18.75,41.4425942,-81.8588898
1717,Ohio,2018-19,Osborne Elementary,Public,Sandusky,Erie,69,81.16,78.26,1.45,41.4419268,-82.7151717
1718,Ohio,2018-19,Elmwood Elementary,Public,Garfield Heights,Cuyahoga,58,81.03,68.97,0,41.4180872,-81.6059938
1719,Ohio,2018-19,New London Elementary,Public,New London,Huron,58,81.03,77.59,3.45,41.0750301,-82.3902631
1720,Ohio,2018-19,Akiva Academy,Private,Youngstown,Mahoning,21,80.95,80.95,0,41.1330006,-80.6602362
1721,Ohio,2018-19,Bishop Flaget,Private,Chillicothe,Ross,21,80.95,80.95,9.52,39.3232432,-83.0016268
1722,Ohio,2018-19,East Preparatory Academy,Public,Cleveland,Cuyahoga,21,80.95,61.9,0,41.5147697,-81.6609495
1723,Ohio,2018-19,Ontario Elementary,Public,Sandusky,Erie,47,80.85,76.6,0,41.4541264,-82.7098014
1724,Ohio,2018-19,Iowa-Maple Elementary,Public,Cleveland,Cuyahoga,26,80.77,73.08,0,41.5470126,-81.597939
1725,Ohio,2018-19,Clark,Public,Cleveland,Cuyahoga,72,80.56,70.83,0,41.4705261,-81.7239124
1726,Ohio,2018-19,Mcmullen Elementary,Public,Loudonville,Ashland,82,80.49,80.49,2.44,40.634171,-82.230549
1727,Ohio,2018-19,Spring Valley Academy,Private,Centerville,Montgomery,41,80.49,80.49,9.76,39.6150831,-84.142313
1728,Ohio,2018-19,Stonebrook Montessori,Public,Cleveland,Cuyahoga,41,80.49,78.05,7.32,41.5288688,-81.6259653
1729,Ohio,2018-19,E A Powell Elementary,Public,North Baltimore,Wood,61,80.33,77.05,1.64,41.1879844,-83.6778748
1730,Ohio,2018-19,Mohawk Elementary,Public,Sycamore,Wyandot,76,80.26,77.63,2.63,40.9853507,-83.1673172
1731,Ohio,2018-19,Dayton Boys Preparatory Academy,Public,Dayton,Montgomery,20,80,60,5,39.7543202,-84.2273464
1732,Ohio,2018-19,East Canton Elementary,Public,East Canton,Stark,55,80,72.73,1.82,40.7919311,-81.2751432
1733,Ohio,2018-19,Immaculate Conception,Private,Bellevue,Huron,15,80,80,13.33,41.2724663,-82.8381236
1734,Ohio,2018-19,Temple Christian,Private,Lima,Allen,15,80,80,20,40.770365,-84.119284
1735,Ohio,2018-19,West Side Montessori,Private,Toledo,Lucas,35,80,80,20,41.6590771,-83.7097799
1736,Ohio,2018-19,Glover Community Learning Center,Public,Akron,Summit,144,79.86,78.47,0,41.0520659,-81.5019212
1737,Ohio,2018-19,Cornerstone Academy Community,Public,Westerville,Franklin,142,79.58,76.76,0.7,40.112509,-82.826787
1738,Ohio,2018-19,James A Harmon Elementary,Public,Grove City,Franklin,93,79.57,78.49,1.08,39.9177679,-83.0498761
1739,Ohio,2018-19,Olmsted Falls Early Childhood Center,Public,Olmsted,Cuyahoga,220,79.55,72.73,5,41.3867348,-81.9194974
1740,Ohio,2018-19,Saville Elementary,Public,Dayton,Montgomery,83,79.52,73.49,0,39.7576031,-84.10233
1741,Ohio,2018-19,Hilliard Horizon Elementary,Public,Columbus,Franklin,73,79.45,69.86,0,39.983953,-83.16637
1742,Ohio,2018-19,Wade Park,Public,Cleveland,Cuyahoga,63,79.37,68.25,0,41.5154311,-81.6347604
1743,Ohio,2018-19,Bella Academy Of Excellence,Public,Cleveland,Cuyahoga,58,79.31,70.69,0,41.5809206,-81.5450058
1744,Ohio,2018-19,Carson Elementary,Public,Cincinnati,Hamilton,82,79.27,73.17,3.66,39.1133485,-84.5857488
1745,Ohio,2018-19,United Preparatory Academy,Public,Columbus,Franklin,53,79.25,69.81,1.89,39.957766,-83.016663
1746,Ohio,2018-19,Weaver Child Development Center Inc,Private,Canton,Stark,24,79.17,75,0,40.8524651,-81.3735806
1747,Ohio,2018-19,West Park Elementary,Public,Ravenna,Portage,187,79.14,77.54,1.07,41.1626554,-81.2615941
1748,Ohio,2018-19,Laura Woodward Elementary,Public,Delaware,Delaware,71,78.87,70.42,1.41,40.2931203,-83.0727131
1749,Ohio,2018-19,Sullivant Avenue Community,Public,Columbus,Franklin,71,78.87,66.2,1.41,39.942051,-83.0905281
1750,Ohio,2018-19,Prairie Lincoln Elementary,Public,Columbus,Franklin,108,78.7,78.7,0,39.9578702,-83.1328612
1751,Ohio,2018-19,Roll Hill,Public,Cincinnati,Hamilton,98,78.57,74.49,3.06,39.154056,-84.5647293
1752,Ohio,2018-19,St Rose,Private,Lima,Allen,14,78.57,78.57,7.14,40.7472362,-84.1090294
1753,Ohio,2018-19,School For Creat & Perf Arts High,Public,Cincinnati,Hamilton,93,78.49,75.27,0,39.1071974,-84.5168542
1754,Ohio,2018-19,Cheviot Elementary,Public,Cincinnati,Hamilton,79,78.48,73.42,0,39.1585911,-84.6168451
1755,Ohio,2018-19,Apple Creek Elementary,Public,Apple Creek,Wayne,51,78.43,78.43,21.57,40.7508339,-81.8384298
1756,Ohio,2018-19,Fairview Prek-6,Public,Dayton,Montgomery,51,78.43,74.51,1.96,39.7903856,-84.2293131
1757,Ohio,2018-19,George Washington Carver,Public,Cleveland,Cuyahoga,51,78.43,70.59,0,41.4989284,-81.6528126
1758,Ohio,2018-19,Charles Dickens,Public,Cleveland,Cuyahoga,37,78.38,72.97,2.7,41.4561847,-81.5917136
1759,Ohio,2018-19,Fairfield Central Elementary,Public,Fairfield,Butler,111,78.38,77.48,0.9,39.3415274,-84.5339049
1760,Ohio,2018-19,Forest Hill Community Learning Center,Public,Akron,Summit,74,78.38,72.97,0,41.0990156,-81.4944493
1761,Ohio,2018-19,Bellville Elementary,Public,Bellville,Richland,69,78.26,78.26,4.35,40.6184408,-82.5080825
1762,Ohio,2018-19,Heritage Christian,Private,Canton,Stark,32,78.13,75,15.63,40.7971053,-81.3975308
1763,Ohio,2018-19,M L King Elementary,Public,Youngstown,Mahoning,32,78.13,59.38,0,41.1125841,-80.595285
1764,Ohio,2018-19,Royal Redeemer Lutheran,Private,North Royalton,Cuyahoga,32,78.13,21.88,21.88,41.3171421,-81.7759772
1765,Ohio,2018-19,Mills Lawn Elementary,Public,Yellow Springs,Greene,41,78.05,73.17,12.2,39.804615,-83.8908651
1766,Ohio,2018-19,Buckeye Preparatory Academy,Public,Columbus,Franklin,27,77.78,77.78,14.81,39.9512669,-82.9599214
1767,Ohio,2018-19,Graham Elementary And Middle,Public,Columbus,Franklin,45,77.78,75.56,2.22,40.001435,-83.0046809
1768,Ohio,2018-19,International Academy Of Cincinnati Inc.,Private,West Chester,Butler,18,77.78,77.78,0,39.348106,-84.384726
1769,Ohio,2018-19,Maple Leaf Elementary,Public,Garfield Heights,Cuyahoga,72,77.78,73.61,0,41.406068,-81.599361
1770,Ohio,2018-19,Ratner School The,Private,Pepper Pike,Cuyahoga,18,77.78,77.78,11.11,41.480757,-81.485406
1771,Ohio,2018-19,Southington Elementary,Public,Southington,Trumbull,45,77.78,75.56,15.56,41.2849718,-80.9649397
1772,Ohio,2018-19,Pleasant Hill Elementary,Public,Cincinnati,Hamilton,76,77.63,73.68,2.63,39.2030532,-84.540644
1773,Ohio,2018-19,Darby Woods Elementary,Public,Galloway,Franklin,143,77.62,75.52,0.7,39.9462765,-83.1479045
1774,Ohio,2018-19,St Francis,Private,Cleveland,Cuyahoga,22,77.27,72.73,0,41.5199105,-81.6385073
1775,Ohio,2018-19,Maplehurst Elementary,Public,Norwalk,Huron,211,77.25,76.78,0.47,41.252756,-82.5983147
1776,Ohio,2018-19,Cincinnati Country Day,Private,Cincinnati,Hamilton,48,77.08,77.08,0,39.1857494,-84.3275852
1777,Ohio,2018-19,Harrison East Elementary,Public,Hopedale,Harrison,74,77.03,75.68,1.35,40.321937,-80.8967527
1778,Ohio,2018-19,Alfred Benesch,Public,Cleveland,Cuyahoga,39,76.92,66.67,0,41.493642,-81.6524474
1779,Ohio,2018-19,Hancock Elementary,Public,Sandusky,Erie,52,76.92,76.92,0,41.4358155,-82.6951754
1780,Ohio,2018-19,St Francis Xavier,Private,Willard,Huron,13,76.92,61.54,0,41.04611,-82.727157
1781,Ohio,2018-19,A+ Arts Academy,Public,Columbus,Franklin,82,76.83,71.95,3.66,39.9632928,-82.962526
1782,Ohio,2018-19,Chillicothe Primary,Public,Chillicothe,Ross,202,76.73,74.75,1.49,39.3372653,-82.9947468
1783,Ohio,2018-19,Kirkmere,Public,Youngstown,Mahoning,30,76.67,73.33,0,41.067754,-80.701281
1784,Ohio,2018-19,Beacon Academy,Public,Canton,Stark,17,76.47,76.47,0,40.7853681,-81.3939742
1785,Ohio,2018-19,Butler Elementary,Public,Butler,Richland,51,76.47,74.51,3.92,40.590616,-82.429053
1786,Ohio,2018-19,Imagine Columbus Primary,Public,Columbus,Franklin,51,76.47,13.73,0,40.0628522,-82.9662488
1787,Ohio,2018-19,Oliver H Perry Elementary,Public,Cleveland,Cuyahoga,34,76.47,70.59,2.94,41.5868361,-81.5520665
1788,Ohio,2018-19,St Patrick,Private,Bryan,Williams,17,76.47,76.47,23.53,41.4678607,-84.5566651
1789,Ohio,2018-19,University Academy,Public,Akron,Summit,38,76.32,71.05,5.26,41.0691483,-81.4898662
1790,Ohio,2018-19,Cincinnati College Preparatory Academy,Public,Cincinnati,Hamilton,97,76.29,74.23,1.03,39.1109566,-84.5283626
1791,Ohio,2018-19,Arrowhead Primary Elementary,Public,Copley,Summit,80,76.25,67.5,0,41.0910467,-81.6382907
1792,Ohio,2018-19,Heritage Elementary,Public,Medina,Medina,58,75.86,75.86,0,41.1244899,-81.8496822
1793,Ohio,2018-19,Horizon Science Academy Youngstown,Public,Youngstown,Mahoning,58,75.86,68.97,1.72,41.064694,-80.656039
1794,Ohio,2018-19,Case,Public,Cleveland,Cuyahoga,33,75.76,75.76,0,41.513822,-81.661154
1795,Ohio,2018-19,Robert H Jamison,Public,Cleveland,Cuyahoga,45,75.56,75.56,0,41.4489284,-81.5805284
1796,Ohio,2018-19,Andrew J Rickoff,Public,Cleveland,Cuyahoga,69,75.36,63.77,0,41.4634462,-81.5794547
1797,Ohio,2018-19,Amesville Elementary,Public,Amesville,Athens,36,75,75,8.33,39.402462,-81.9574097
1798,Ohio,2018-19,Coshocton Christian,Private,Coshocton,Coshocton,16,75,68.75,0,40.2985169,-81.853087
1799,Ohio,2018-19,Ethel M. Taylor Academy,Public,Cincinnati,Hamilton,56,75,71.43,0,39.1474806,-84.5520175
