index,state,year,name,type,city,county,enroll,mmr,overall,xmed,lat,lng
1,Ohio,2018-19,Academy Of Educational Excellence,Public,Toledo,Lucas,22,100,95.45,0,41.647455,-83.594897
2,Ohio,2018-19,Adrian Elementary,Public,South Euclid,Cuyahoga,62,100,95.16,0,41.5311063,-81.5260453
3,Ohio,2018-19,All Saints,Private,Cincinnati,Hamilton,52,100,100,0,39.2185467,-84.3591061
4,Ohio,2018-19,All Saints Academy,Private,Columbus,Franklin,38,100,100,0,39.9466362,-82.9209501
5,Ohio,2018-19,All Saints Catholic,Private,Rossford,Wood,23,100,95.65,0,41.5955995,-83.568817
6,Ohio,2018-19,Andrews Osborne Academy,Private,Willoughby,Lake,11,100,100,0,41.6413384,-81.3969591
7,Ohio,2018-19,Annunciation,Private,Cincinnati,Hamilton,15,100,100,0,39.146989,-84.519539
8,Ohio,2018-19,Antwerp Local Elementary,Public,Antwerp,Paulding,64,100,98.44,0,41.177928,-84.7291874
9,Ohio,2018-19,Applewood Elementary,Public,Brunswick,Medina,80,100,98.75,0,41.2249424,-81.8265684
10,Ohio,2018-19,Babeck Early Childhood,Public,Trenton,Butler,201,100,99.5,0,39.47311,-84.457798
11,Ohio,2018-19,Barrington Road Elementary,Public,Upper Arlington,Franklin,117,100,100,0,40.000141,-83.056566
12,Ohio,2018-19,Beallsville Elementary,Public,Beallsville,Monroe,28,100,100,0,39.848379,-81.024016
13,Ohio,2018-19,Beautiful Savior Lutheran,Private,Cincinnati,Hamilton,15,100,100,0,39.30275,-84.573562
14,Ohio,2018-19,Bellaire Elementary,Public,Bellaire,Belmont,96,100,98.96,0,40.0223432,-80.8288014
15,Ohio,2018-19,Betty Jane Community Learning Center,Public,Akron,Summit,73,100,100,0,41.0762424,-81.4426845
16,Ohio,2018-19,Beverly Elementary,Public,Toledo,Lucas,60,100,98.33,0,41.6018057,-83.6099844
17,Ohio,2018-19,Beverly-Center Elementary,Public,Beverly,Washington,28,100,92.86,0,39.5485629,-81.6292923
18,Ohio,2018-19,Blessed Sacrament,Private,Newark,Licking,13,100,100,0,40.0597102,-82.3856554
19,Ohio,2018-19,Blessed Sacrament,Private,Toledo,Lucas,22,100,100,0,41.6958501,-83.5964644
20,Ohio,2018-19,Blue Ash Educational Bldg,Private,Cincinnati,Hamilton,19,100,100,0,39.245345,-84.376598
21,Ohio,2018-19,Bluffsview Elementary,Public,Columbus,Franklin,67,100,100,0,40.1109999,-83.0438378
22,Ohio,2018-19,Bright Beginnings,Private,Beavercreek,Greene,15,100,86.67,0,39.7352197,-84.0445235
23,Ohio,2018-19,Broadleigh Elementary,Public,Columbus,Franklin,50,100,98,0,39.9752972,-82.9211019
24,Ohio,2018-19,Brooklyn Elementary,Public,Brooklyn,Cuyahoga,76,100,98.68,0,41.4305957,-81.7493284
25,Ohio,2018-19,Brookside Elementary,Public,Columbus,Franklin,40,100,100,0,40.1014829,-83.0577834
26,Ohio,2018-19,Brookview Elementary,Public,Brook Park,Cuyahoga,70,100,95.71,0,41.4044776,-81.7924194
27,Ohio,2018-19,Brookwood Elementary,Public,Hamilton,Butler,82,100,97.56,0,39.4191628,-84.6057879
28,Ohio,2018-19,Caledonia Elementary,Public,Cleveland Heights,Cuyahoga,21,100,100,0,41.5349718,-81.5623563
29,Ohio,2018-19,Calumet Christian,Private,Columbus,Franklin,27,100,100,0,40.0196521,-83.0056875
30,Ohio,2018-19,Cardinal Pacelli,Private,Cincinnati,Hamilton,35,100,100,0,39.1268606,-84.4308198
31,Ohio,2018-19,Cardinal Stritch Catholic High School & Academy,Private,Oregon,Lucas,28,100,100,0,41.6319221,-83.469023
32,Ohio,2018-19,Catholic Central,Private,Springfield,Clark,39,100,100,0,39.9219436,-83.7916845
33,Ohio,2018-19,Ccmt Catholic,Private,Toledo,Lucas,38,100,100,0,41.6725734,-83.5561911
34,Ohio,2018-19,Central Academy Of Ohio,Public,Toledo,Lucas,18,100,94.44,0,41.669807,-83.609369
35,Ohio,2018-19,Central Elementary,Public,Logan,Hocking,76,100,100,0,39.5446477,-82.4092358
36,Ohio,2018-19,Central Montessori Academy,Private,Cincinnati,Hamilton,12,100,100,0,39.260947,-84.554625
37,Ohio,2018-19,Champion Central Elementary,Public,Warren,Trumbull,102,100,100,0,41.310158,-80.8505197
38,Ohio,2018-19,Chesapeake Elementary,Public,Chesapeake,Lawrence,87,100,95.4,0,38.4270657,-82.4649721
39,Ohio,2018-19,Christian Life Academy,Private,Jackson,Jackson,11,100,100,0,39.0807247,-82.6504515
40,Ohio,2018-19,City Day Community,Public,Dayton,Montgomery,19,100,94.74,0,39.754857,-84.189953
41,Ohio,2018-19,Clay Avenue Community,Public,Toledo,Lucas,43,100,100,0,41.6827213,-83.5228873
42,Ohio,2018-19,Clay Elementary,Public,Portsmouth,Scioto,58,100,98.28,0,38.8038516,-82.9818873
43,Ohio,2018-19,Clinton Elementary,Public,Columbus,Franklin,76,100,94.74,0,40.0308328,-83.0151606
44,Ohio,2018-19,Clintonville Academy,Private,Columbus,Franklin,11,100,100,0,40.0441808,-82.9996747
45,Ohio,2018-19,Columbus Jewish Day,Private,New Albany,Franklin,13,100,92.31,0,40.0820143,-82.804275
46,Ohio,2018-19,Columbus Performance Academy,Public,Columbus,Franklin,23,100,100,0,39.9807993,-82.995361
47,Ohio,2018-19,Columbus Torah Academy,Private,Columbus,Franklin,22,100,100,0,39.973651,-82.854711
48,Ohio,2018-19,Communion Of Saints,Private,Cleveland Heights,Cuyahoga,22,100,100,0,41.5006603,-81.5784106
49,Ohio,2018-19,Constellation Schools: Eastside Arts Academy,Public,Cleveland,Cuyahoga,21,100,95.24,0,41.4519205,-81.6421738
50,Ohio,2018-19,Constellation Schools: Lorain Community Elementary,Public,Lorain,Lorain,44,100,100,0,41.4663651,-82.1831309
51,Ohio,2018-19,Constellation Schools: Madison Community Elementary,Public,Cleveland,Cuyahoga,34,100,97.06,0,41.4767784,-81.7481771
52,Ohio,2018-19,Constellation Schools: Old Brooklyn Community Elementary,Public,Cleveland,Cuyahoga,61,100,98.36,0,41.4339333,-81.7075293
53,Ohio,2018-19,Constellation Schools: Stockyard Community Elementary,Public,Cleveland,Cuyahoga,26,100,96.15,0,41.467446,-81.730832
54,Ohio,2018-19,Cornerstone Christian Academy,Private,Willoughby,Lake,25,100,100,0,41.5817576,-81.4407539
55,Ohio,2018-19,Cranbrook Elementary,Public,Columbus,Franklin,47,100,93.62,0,40.024719,-83.0389709
56,Ohio,2018-19,Davey Elementary,Public,Kent,Portage,54,100,94.44,0,41.1577317,-81.3669714
57,Ohio,2018-19,Dawson-Bryant Elementary,Public,Ironton,Lawrence,87,100,100,0,38.5038925,-82.5822426
58,Ohio,2018-19,Deer Run Elementary,Public,Dublin,Delaware,50,100,100,0,40.1455449,-83.1652702
59,Ohio,2018-19,Delshire Elementary,Public,Cincinnati,Hamilton,75,100,97.33,0,39.089717,-84.5971364
60,Ohio,2018-19,Duncan Falls Elementary,Public,Duncan Falls,Muskingum,108,100,100,0,39.8776829,-81.9119582
61,Ohio,2018-19,Duxberry Park Alternative Elementary,Public,Columbus,Franklin,35,100,100,0,40.0090798,-82.9610799
62,Ohio,2018-19,East Clark,Public,Cleveland,Cuyahoga,26,100,96.15,0,41.5557691,-81.5800349
63,Ohio,2018-19,East Elementary,Public,Dover,Tuscarawas,67,100,100,0,40.5295716,-81.4683322
64,Ohio,2018-19,East Portsmouth Elementary,Public,Sciotoville,Scioto,25,100,100,0,38.7670965,-82.8861052
65,Ohio,2018-19,Eastern Hills Educational Bldg,Private,Cincinnati,Clermont,14,100,100,0,39.0777069,-84.2976989
66,Ohio,2018-19,Easthaven Elementary,Public,Columbus,Franklin,73,100,97.26,0,39.9239673,-82.9067347
67,Ohio,2018-19,Eastmont Park Prek-6,Public,Dayton,Montgomery,50,100,100,0,39.7373748,-84.1123531
68,Ohio,2018-19,Eastview Elementary,Public,Avon Lake,Lorain,82,100,98.78,0,41.503508,-81.9895266
69,Ohio,2018-19,Elm Avenue Elementary,Public,Wyoming,Hamilton,43,100,97.67,0,39.220632,-84.470357
70,Ohio,2018-19,Fairfield Educational Building,Private,Fairfield,Butler,26,100,100,0,39.3153855,-84.5603691
71,Ohio,2018-19,Fairfield Elementary,Public,Maumee,Lucas,59,100,98.31,0,41.5800677,-83.6513078
72,Ohio,2018-19,Fayetteville-Perry Elementary,Public,Fayetteville,Brown,54,100,98.15,0,39.1820825,-83.9318845
73,Ohio,2018-19,Forest Park Elementary,Public,Columbus,Franklin,69,100,100,0,40.0799336,-82.9819272
74,Ohio,2018-19,Franklin Elementary,Public,Elyria,Lorain,72,100,98.61,0,41.3560218,-82.112945
75,Ohio,2018-19,Franklin Elementary,Public,Wadsworth,Medina,46,100,100,0,41.0130191,-81.7251507
76,Ohio,2018-19,Franklin Twp Elementary,Public,Wooster,Wayne,13,100,69.23,0,40.7117439,-81.9207518
77,Ohio,2018-19,Gates Mills Elementary,Public,Gates Mills,Cuyahoga,22,100,100,0,41.5222147,-81.4040529
78,Ohio,2018-19,Georgetown Elementary,Public,Georgetown,Brown,69,100,100,0,38.8792469,-83.9050166
79,Ohio,2018-19,Glacier Ridge Elementary,Public,Dublin,Union,105,100,99.05,0,40.1556828,-83.1829811
80,Ohio,2018-19,Glendale-Feilbach Elementary,Public,Toledo,Lucas,56,100,100,0,41.5974678,-83.6525357
81,Ohio,2018-19,Glendening Elementary,Public,Groveport,Franklin,83,100,97.59,0,39.8576911,-82.8927852
82,Ohio,2018-19,Gordon Dewitt Elementary,Public,Cuyahoga Falls,Summit,142,100,100,0,41.1331328,-81.4883539
83,Ohio,2018-19,Green Elementary,Public,Gallipolis,Gallia,40,100,100,0,38.8017043,-82.269047
84,Ohio,2018-19,Grove City Christian,Private,Grove City,Franklin,46,100,97.83,0,39.8662394,-83.0682452
85,Ohio,2018-19,Guardian Angels,Private,Cincinnati,Hamilton,29,100,100,0,39.0845068,-84.3772685
86,Ohio,2018-19,Hannan Trace Elementary,Public,Crown City,Gallia,26,100,100,0,38.660183,-82.2710877
87,Ohio,2018-19,Harambee Christian,Private,Columbus,Franklin,17,100,100,0,39.992968,-82.979696
88,Ohio,2018-19,Hathaway Brown,Private,Shaker Heights,Cuyahoga,29,100,96.55,0,41.4813271,-81.5417396
89,Ohio,2018-19,Hawthorne Elementary,Public,Lorain,Lorain,38,100,86.84,0,41.4525304,-82.1736577
90,Ohio,2018-19,Hills Elementary,Public,Mingo Junction,Jefferson,59,100,96.61,0,40.3336725,-80.6316983
91,Ohio,2018-19,Hocking Hills Elementary,Public,Logan,Hocking,25,100,100,0,39.4504849,-82.5168427
92,Ohio,2018-19,Holden Elementary,Public,Kent,Portage,46,100,97.83,0,41.1424753,-81.3596606
93,Ohio,2018-19,Holland Elementary,Public,Holland,Lucas,50,100,100,0,41.6150892,-83.7082707
94,Ohio,2018-19,Holy Family,Private,Cincinnati,Hamilton,25,100,92,0,39.1066929,-84.5616595
95,Ohio,2018-19,Holy Trinity,Private,Somerset,Perry,11,100,90.91,0,39.8034228,-82.2970691
96,Ohio,2018-19,Hope Academy Northwest Campus,Public,Cleveland,Cuyahoga,22,100,95.45,0,41.4822414,-81.7670862
97,Ohio,2018-19,Horizon Science Academy Lorain,Public,Lorain,Lorain,78,100,100,0,41.4378744,-82.1767446
98,Ohio,2018-19,Horizon Science Academy-Cleveland Middle,Public,Cleveland,Cuyahoga,38,100,100,0,41.5304953,-81.6477455
99,Ohio,2018-19,Huber Ridge Elementary,Public,Westerville,Franklin,75,100,100,0,40.09123,-82.9178763
100,Ohio,2018-19,Incarnate Word Academy,Private,Parma Heights,Cuyahoga,31,100,96.77,0,41.38394,-81.779578
101,Ohio,2018-19,Incarnation,Private,Centerville,Montgomery,107,100,99.07,0,39.6363404,-84.160597
102,Ohio,2018-19,J T Karaffa Elementary,Public,Toronto,Jefferson,75,100,100,0,40.4533707,-80.614132
103,Ohio,2018-19,Jefferson Elementary,Public,Jefferson,Ashtabula,85,100,100,0,41.7265439,-80.781919
104,Ohio,2018-19,John Paul Ii Catholic,Private,Cincinnati,Hamilton,25,100,100,0,39.2376698,-84.5113089
105,Ohio,2018-19,Jolly Tots Too!,Private,Columbus,Franklin,12,100,100,0,40.0694993,-82.8653347
106,Ohio,2018-19,Joseph M Gallagher,Public,Cleveland,Cuyahoga,78,100,98.72,0,41.481286,-81.731255
107,Ohio,2018-19,Julian & Marjorie Lange School Elementary,Public,Dayton,Montgomery,124,100,92.74,0,39.7053131,-84.1734343
108,Ohio,2018-19,Julie Billiart School Of St Sebastian Parish,Private,Akron,Summit,12,100,100,0,41.0944636,-81.5636413
109,Ohio,2018-19,Keene Elementary,Public,Keene,Coshocton,28,100,100,0,40.3469989,-81.868996
110,Ohio,2018-19,Kenneth W Clement,Public,Cleveland,Cuyahoga,12,100,91.67,0,41.5456684,-81.5823724
111,Ohio,2018-19,Larchmont Elementary,Public,Toledo,Lucas,54,100,94.44,0,41.7039149,-83.5778568
112,Ohio,2018-19,Laurel,Private,Shaker Heights,Cuyahoga,18,100,94.44,0,41.4823512,-81.5127933
113,Ohio,2018-19,Lebanon United Methodist Kdg,Private,Lebanon,Warren,12,100,100,0,39.4356799,-84.2055693
114,Ohio,2018-19,Lincoln Elementary,Public,Cuyahoga Falls,Summit,81,100,98.77,0,41.1560808,-81.4827
115,Ohio,2018-19,Linden Grove,Private,Cincinnati,Hamilton,11,100,100,0,39.2107663,-84.396615
116,Ohio,2018-19,Linden Stem Academy (K-6),Public,Columbus,Franklin,52,100,98.08,0,40.0217123,-82.9636471
117,Ohio,2018-19,Little Hocking Elementary,Public,Little Hocking,Washington,76,100,100,0,39.260162,-81.701883
118,Ohio,2018-19,Livingston Elementary,Public,Columbus,Franklin,55,100,100,0,39.949765,-82.9759323
119,Ohio,2018-19,Longcoy Elementary,Public,Kent,Portage,47,100,100,0,41.1461084,-81.382174
120,Ohio,2018-19,Madison South Elementary,Public,Mansfield,Richland,104,100,100,0,40.7390098,-82.4858003
121,Ohio,2018-19,Martin Luther King Academy For Boys Elementary,Public,Toledo,Lucas,31,100,100,0,41.653874,-83.568997
122,Ohio,2018-19,Mater Dei Academy,Private,Wickliffe,Lake,32,100,100,0,41.6116727,-81.4656916
123,Ohio,2018-19,Mctigue Elementary,Public,Toledo,Lucas,60,100,95,0,41.6452358,-83.673731
124,Ohio,2018-19,Miami Valley Academies,Public,Dayton,Montgomery,13,100,100,0,39.676635,-84.219992
125,Ohio,2018-19,Middletown Preparatory & Fitness Academy,Public,Middletown,Butler,43,100,100,0,39.5154171,-84.4097159
126,Ohio,2018-19,Miles,Public,Cleveland,Cuyahoga,58,100,72.41,0,41.4445898,-81.5992231
127,Ohio,2018-19,Millridge Elementary,Public,Cleveland,Cuyahoga,59,100,96.61,0,41.5350898,-81.4763857
128,Ohio,2018-19,Minford Primary Elementary,Public,Minford,Scioto,122,100,100,0,38.8570387,-82.8542745
129,Ohio,2018-19,Moler Elementary,Public,Columbus,Franklin,51,100,98.04,0,39.9316074,-82.9627704
130,Ohio,2018-19,Montpelier Elementary,Public,Montpelier,Williams,67,100,97.01,0,41.5737193,-84.5963914
131,Ohio,2018-19,Montrose Elementary,Public,Bexley,Franklin,52,100,98.08,0,39.9563616,-82.9304929
132,Ohio,2018-19,Mound Elementary,Public,Cleveland,Cuyahoga,50,100,96,0,41.462648,-81.648665
133,Ohio,2018-19,Mound Elementary,Public,Miamisburg,Montgomery,46,100,97.83,0,39.6333057,-84.2767585
134,Ohio,2018-19,Navarre Elementary,Public,Toledo,Lucas,57,100,96.49,0,41.6352092,-83.5243535
135,Ohio,2018-19,New Beginnings Christian,Private,Columbus,Franklin,14,100,100,0,39.8915372,-82.9832938
136,Ohio,2018-19,New Hope Christian Academy,Private,Circleville,Pickaway,24,100,95.83,0,39.641166,-82.930592
137,Ohio,2018-19,Noble Academy-Cleveland,Public,Euclid,Cuyahoga,43,100,100,0,41.576758,-81.5397481
138,Ohio,2018-19,North Elementary,Public,East Liverpool,Columbiana,91,100,96.7,0,40.6261845,-80.5685768
139,Ohio,2018-19,Northland Preparatory And Fitness Academy,Public,Columbus,Franklin,21,100,100,0,40.0594549,-82.9682813
140,Ohio,2018-19,Northridge Elementary,Public,Springfield,Clark,71,100,100,0,39.987887,-83.774528
141,Ohio,2018-19,Northtowne Elementary,Public,Columbus,Franklin,56,100,100,0,40.0667398,-82.9595235
142,Ohio,2018-19,Ohio Avenue Elementary,Public,Columbus,Franklin,51,100,98.04,0,39.9550015,-82.9714921
143,Ohio,2018-19,Orchard Hollow Elementary,Public,Mentor,Lake,66,100,100,0,41.7041498,-81.3268335
144,Ohio,2018-19,Otis Elementary,Public,Fremont,Sandusky,39,100,97.44,0,41.3543845,-83.1473946
145,Ohio,2018-19,Our Lady Of Perpetual Help,Private,Toledo,Lucas,34,100,100,0,41.602453,-83.5997001
146,Ohio,2018-19,Our Lady Of Rosary,Private,Dayton,Montgomery,14,100,100,0,39.7757218,-84.1719009
147,Ohio,2018-19,Our Lady Of The Lake,Private,Euclid,Cuyahoga,28,100,100,0,41.6018829,-81.5406621
148,Ohio,2018-19,Our Lady Of Victory,Private,Cincinnati,Hamilton,36,100,100,0,39.1076529,-84.6358272
149,Ohio,2018-19,Parsons Elementary,Public,Columbus,Franklin,68,100,100,0,39.8961352,-82.9894717
150,Ohio,2018-19,Pattison Elementary,Public,Milford,Clermont,70,100,100,0,39.1589448,-84.2919395
151,Ohio,2018-19,Paulding Elementary,Public,Paulding,Paulding,68,100,100,0,41.1403724,-84.5771399
152,Ohio,2018-19,Performance Academy Eastland,Public,Columbus,Franklin,44,100,97.73,0,39.9298591,-82.8772498
153,Ohio,2018-19,Perry Elementary,Public,Zanesville,Muskingum,37,100,100,0,39.971409,-81.859862
154,Ohio,2018-19,Phillips Elementary,Public,Marietta,Washington,43,100,100,0,39.4154233,-81.4372724
155,Ohio,2018-19,Pike Elementary,Public,Cambridge,Guernsey,40,100,100,0,40.0128585,-81.6581632
156,Ohio,2018-19,Piqua Catholic Elementary,Private,Piqua,Miami,16,100,93.75,0,40.1515886,-84.2466926
157,Ohio,2018-19,Poland Union Elementary,Public,Poland,Mahoning,118,100,94.92,0,41.0228962,-80.6070479
158,Ohio,2018-19,Possum Elementary,Public,Springfield,Clark,50,100,100,0,39.889997,-83.8368565
159,Ohio,2018-19,Powhatan Elementary,Public,Powhatan Point,Belmont,14,100,100,0,39.8730602,-80.8230103
160,Ohio,2018-19,Prospect Elementary,Public,Elyria,Lorain,50,100,100,0,41.3551864,-82.0865848
161,Ohio,2018-19,Pymatuning Valley Primary Elementary,Public,Andover,Ashtabula,76,100,94.74,0,41.6094396,-80.5854316
162,Ohio,2018-19,Rainsboro Elementary,Public,Bainbridge,Highland,34,100,97.06,0,39.218215,-83.4214739
163,Ohio,2018-19,Raymer Elementary,Public,Toledo,Lucas,47,100,97.87,0,41.6406146,-83.5106796
164,Ohio,2018-19,Reynolds Elementary,Public,Toledo,Lucas,45,100,100,0,41.6209707,-83.6606472
165,Ohio,2018-19,Richard Allen Preparatory,Public,Dayton,Montgomery,49,100,100,0,39.7695319,-84.2113702
166,Ohio,2018-19,Ridgeview Elementary,Public,Ashtabula,Ashtabula,60,100,98.33,0,41.8739329,-80.7638937
167,Ohio,2018-19,Ripley Union Lewis Huntington Elementary,Public,Ripley,Brown,59,100,100,0,38.7370532,-83.8389658
168,Ohio,2018-19,Riverside Elementary,Public,Dublin,Franklin,55,100,100,0,40.0874457,-83.1025924
169,Ohio,2018-19,Rock Creek Elementary,Public,Rock Creek,Ashtabula,43,100,100,0,41.6646891,-80.8566015
170,Ohio,2018-19,Rowland Elementary,Public,South Euclid,Cuyahoga,90,100,98.89,0,41.509168,-81.526237
171,Ohio,2018-19,Ruskin Prek-6,Public,Dayton,Montgomery,67,100,100,0,39.7535539,-84.1703868
172,Ohio,2018-19,Sacred Heart,Private,Fairfield,Butler,47,100,100,0,39.3384139,-84.5675275
173,Ohio,2018-19,Saint Bridget Of Kildare,Private,Parma,Cuyahoga,16,100,100,0,41.408345,-81.75979
174,Ohio,2018-19,Sciotoville,Public,Portsmouth,Scioto,29,100,93.1,0,38.7585589,-82.8886315
175,Ohio,2018-19,Scottwood Elementary,Public,Columbus,Franklin,75,100,98.67,0,39.9402514,-82.9042958
176,Ohio,2018-19,Seven Mile Elementary,Public,Seven Mile,Butler,60,100,98.33,0,39.47911,-84.553108
177,Ohio,2018-19,Sherman Elementary,Public,Toledo,Lucas,24,100,100,0,41.6668901,-83.537138
178,Ohio,2018-19,South Scioto Academy,Public,Columbus,Franklin,26,100,100,0,39.9324331,-82.9768699
179,Ohio,2018-19,Southern Elementary,Public,Racine,Meigs,51,100,100,0,38.9705287,-81.90834
180,Ohio,2018-19,Southwestern Elementary,Public,Patriot,Gallia,26,100,100,0,38.8233265,-82.401055
181,Ohio,2018-19,Springdale Elementary,Public,Cincinnati,Hamilton,60,100,100,0,39.2876199,-84.4836679
182,Ohio,2018-19,Springfield Christian,Private,Springfield,Clark,17,100,94.12,0,39.9233687,-83.8169691
183,Ohio,2018-19,St Agatha,Private,Columbus,Franklin,25,100,100,0,40.0127121,-83.0608248
184,Ohio,2018-19,St Albert The Great,Private,Dayton,Montgomery,32,100,96.88,0,39.7035961,-84.1716242
185,Ohio,2018-19,St Andrew,Private,Columbus,Franklin,59,100,98.31,0,40.0394571,-83.067509
186,Ohio,2018-19,St Angela Merici,Private,Fairview Park,Cuyahoga,38,100,100,0,41.4481317,-81.8517275
187,Ohio,2018-19,St Anthony,Private,Columbus,Franklin,14,100,100,0,40.0677273,-82.983256
188,Ohio,2018-19,St Antoninus,Private,Cincinnati,Hamilton,37,100,100,0,39.1224752,-84.623779
189,Ohio,2018-19,St Benedict Catholic,Private,Toledo,Lucas,28,100,100,0,41.6547197,-83.6738031
190,Ohio,2018-19,St Bernadette,Private,Amelia,Clermont,15,100,100,0,39.0272091,-84.228544
191,Ohio,2018-19,St Catharine,Private,Columbus,Franklin,35,100,97.14,0,39.9613011,-82.9227544
192,Ohio,2018-19,St Cecilia,Private,Columbus,Franklin,25,100,100,0,39.9422012,-83.1415388
193,Ohio,2018-19,St Charles Borromeo,Private,Kettering,Montgomery,63,100,98.41,0,39.6801629,-84.1543344
194,Ohio,2018-19,St Dominic,Private,Cincinnati,Hamilton,28,100,100,0,39.093546,-84.6004336
195,Ohio,2018-19,St Edward,Private,Ashland,Ashland,20,100,100,0,40.87176,-82.317682
196,Ohio,2018-19,St Francis Seraph,Private,Cincinnati,Hamilton,17,100,100,0,39.1130738,-84.5155495
197,Ohio,2018-19,St Gabriel,Private,Cincinnati,Hamilton,28,100,100,0,39.273426,-84.469102
198,Ohio,2018-19,St Gerard,Private,Lima,Allen,14,100,100,0,40.7601116,-84.1057666
199,Ohio,2018-19,St Henry Elementary,Public,Saint Henry,Mercer,75,100,85.33,0,40.41611,-84.6382505
200,Ohio,2018-19,St Ignatius,Private,Cleveland,Cuyahoga,27,100,100,0,41.4656844,-81.7553296
201,Ohio,2018-19,St Joan Of Arc,Private,Canton,Stark,15,100,100,0,40.7924068,-81.4413552
202,Ohio,2018-19,St John The Baptist,Private,Harrison,Hamilton,44,100,100,0,39.262777,-84.813636
203,Ohio,2018-19,St John The Baptist,Private,Cincinnati,Hamilton,45,100,97.78,0,39.260538,-84.6202
204,Ohio,2018-19,St Joseph,Private,Hamilton,Butler,14,100,100,0,39.3907707,-84.5658661
205,Ohio,2018-19,St Joseph,Private,Sylvania,Lucas,44,100,100,0,41.7117767,-83.7037774
206,Ohio,2018-19,St Joseph The Provider,Private,Youngstown,Mahoning,23,100,100,0,41.1234628,-80.670791
207,Ohio,2018-19,St Jude,Private,Elyria,Lorain,34,100,100,0,41.3827193,-82.085203
208,Ohio,2018-19,St Lawrence,Private,Ironton,Lawrence,14,100,100,0,38.5352892,-82.6805594
209,Ohio,2018-19,St Mark's Evangelical Lutheran,Private,Milford,Clermont,17,100,100,0,39.1880834,-84.2187402
210,Ohio,2018-19,St Mary,Private,Columbus,Franklin,39,100,100,0,39.9481181,-82.9946241
211,Ohio,2018-19,St Mary,Private,Chardon,Geauga,28,100,92.86,0,41.5886504,-81.2054416
212,Ohio,2018-19,St Mary,Private,Van Wert,VanWert,17,100,100,0,40.8622255,-84.5660707
213,Ohio,2018-19,St Mary,Private,Marietta,Washington,16,100,100,0,39.428401,-81.4639829
214,Ohio,2018-19,St Mary Immaculate Conception,Private,Avon,Lorain,18,100,100,0,41.4490213,-82.034034
215,Ohio,2018-19,St Mary Magdalene,Private,Columbus,Franklin,22,100,100,0,39.9447774,-83.0773026
216,Ohio,2018-19,St Mary Of The Assumption,Private,Mentor,Lake,46,100,100,0,41.666637,-81.33355
217,Ohio,2018-19,St Mary Of The Falls,Private,Olmsted Falls,Cuyahoga,17,100,94.12,0,41.3722744,-81.9024807
218,Ohio,2018-19,St Matthias,Private,Columbus,Franklin,24,100,100,0,40.0514213,-82.9750556
219,Ohio,2018-19,St Nicholas,Private,Struthers,Mahoning,13,100,100,0,41.0505427,-80.602973
220,Ohio,2018-19,St Patrick,Private,London,Madison,12,100,100,0,39.9002057,-83.4464621
221,Ohio,2018-19,St Paul,Private,Westerville,Delaware,76,100,96.05,0,40.1351677,-82.9336365
222,Ohio,2018-19,St Peter,Private,Huron,Erie,14,100,100,0,41.391374,-82.5568129
223,Ohio,2018-19,St Peter,Private,North Ridgeville,Lorain,17,100,100,0,41.3905746,-82.0151351
224,Ohio,2018-19,St Peter In Chains,Private,Hamilton,Butler,14,100,100,0,39.4077885,-84.5672926
225,Ohio,2018-19,St Rita,Private,Solon,Cuyahoga,38,100,100,0,41.3835466,-81.443713
226,Ohio,2018-19,St Rocco,Private,Cleveland,Cuyahoga,24,100,100,0,41.4671118,-81.7071917
227,Ohio,2018-19,St Rose,Private,New Lexington,Perry,11,100,100,0,39.7151099,-82.2099289
228,Ohio,2018-19,St Sebastian,Private,Akron,Summit,41,100,100,0,41.098875,-81.5675699
229,Ohio,2018-19,St Susanna,Private,Mason,Warren,70,100,100,0,39.3555764,-84.3152456
230,Ohio,2018-19,St Timothy,Private,Columbus,Franklin,23,100,95.65,0,40.0338779,-83.0453488
231,Ohio,2018-19,St Ursula Villa,Private,Cincinnati,Hamilton,49,100,100,0,39.1182652,-84.4263452
232,Ohio,2018-19,St Veronica,Private,Cincinnati,Clermont,24,100,100,0,39.101377,-84.3007126
233,Ohio,2018-19,St Vincent Family Centers,Private,Columbus,Franklin,37,100,100,0,39.9581475,-82.959212
234,Ohio,2018-19,St Vivian,Private,Cincinnati,Hamilton,24,100,100,0,39.211427,-84.517465
235,Ohio,2018-19,Stewart Alternative Elementary,Public,Columbus,Franklin,44,100,100,0,39.9425224,-82.9954359
236,Ohio,2018-19,Strasburg-Franklin Elementary,Public,Strasburg,Tuscarawas,36,100,94.44,0,40.5974734,-81.5323864
237,Ohio,2018-19,Summit Acdy Comm Schl For Alternative Learners Of Middletown,Public,Middletown,Butler,14,100,100,0,39.5097945,-84.3442222
238,Ohio,2018-19,Sunview Elementary,Public,Lyndhurst,Cuyahoga,80,100,98.75,0,41.5104539,-81.4808467
239,Ohio,2018-19,The Wellington,Private,Columbus,Franklin,36,100,100,0,40.0313006,-83.0642098
240,Ohio,2018-19,Toledo Preparatory And Fitness Academy,Public,Toledo,Lucas,24,100,95.83,0,41.6371796,-83.6136404
241,Ohio,2018-19,Trevitt Elementary,Public,Columbus,Franklin,31,100,96.77,0,39.9761642,-82.9711926
242,Ohio,2018-19,Trimble Elementary,Public,Glouster,Athens,53,100,100,0,39.470943,-82.0792624
