index,state,year,name,type,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
51,Colorado,2017-18,Boulder Valley Waldorf,Private,Boulder,Denver County 1,81,100,50.62,0,49.38,0,40.091933,-105.1803754
52,Colorado,2017-18,Boulder Waldorf Kindergarten,Kindergarten,Boulder,Yuma 1,5,100,60,0,20,0,40.0493883,-105.2722746
53,Colorado,2017-18,Bradford Primary,Kindergarten,Jefferson,Jefferson County R-1,96,100,94.79,0,5.21,0,39.5702793,-105.1614407
54,Colorado,2017-18,Brantner Elementary,Kindergarten,Adams,Thompson R2-J,99,100,94.95,0,4.04,1.01,39.937502,-104.897042
55,Colorado,2017-18,Briggsdale Elementary,Kindergarten,Weld,Boulder Valley RE 2,13,100,92.31,0,7.69,0,40.633542,-104.324432
56,Colorado,2017-18,Bright Horizons Children's Centers Inc.,Kindergarten,Larimer,Colorado Springs 11,3,100,100,0,0,0,40.5494493,-105.0357919
57,Colorado,2017-18,Bright Horizons/Montessori @ The Marina,Kindergarten,Denver,Larimer County,8,100,100,0,0,0,39.626063,-104.8935691
58,Colorado,2017-18,Brighton Adventist Academy,Kindergarten,Adams,Brighton School District,2,100,100,0,0,0,39.97375,-104.816001
59,Colorado,2017-18,Bristlecone Montessori,Kindergarten,Park,Boulder Valley RE 2,6,100,33.33,0,66.67,0,39.2869,-106.064341
60,Colorado,2017-18,Broadmoor Elementary,Kindergarten,El Paso,Denver County 1,46,100,93.48,0,6.52,0,38.789707,-104.8359
61,Colorado,2017-18,Broadway Elementary,Kindergarten,Mesa,Boulder Valley RE 2,39,100,89.74,0,7.69,0,39.080973,-108.6366
62,Colorado,2017-18,Bromley East Charter,Kindergarten,Adams,Academy 20,127,100,96.85,0,2.36,0.79,39.98234,-104.746031
63,Colorado,2017-18,Broomfield Academy,Kindergarten,Broomfield,Plainview RE-2,1,100,100,0,0,0,39.914636,-105.076672
64,Colorado,2017-18,Buena Vista Elementary,Kindergarten,El Paso,Cheyenne Mountain 12,39,100,92.31,0,7.69,0,38.835748,-104.839894
65,Colorado,2017-18,Buffalo Ridge Elementary,Kindergarten,Douglas,Cherry Creek 5,65,100,95.38,0,4.62,0,39.465899,-104.89419
66,Colorado,2017-18,Burlington Elementary,Kindergarten,Kit Carson,Denver County 1,40,100,95,0,2.5,0,39.305354,-102.263299
67,Colorado,2017-18,Cache La Poudre Elementary,Kindergarten,Larimer,Denver County 1,50,100,94,0,6,0,40.626623,-105.143038
68,Colorado,2017-18,Campo Elementary,Kindergarten,Baca,Colorado Springs 11,4,100,100,0,0,0,37.104544,-102.576293
69,Colorado,2017-18,Canon Exploratory,Kindergarten,Fremont,Harrison 2,48,100,93.75,0,6.25,0,38.467789,-105.239978
70,Colorado,2017-18,Caprock Academy,Kindergarten,Mesa,Edison 54 JT,77,100,90.91,0,6.49,2.6,39.108769,-108.597811
71,Colorado,2017-18,Carbondale Community Charter,Kindergarten,Garfield,Roaring Fork RE-1,14,100,100,0,0,0,39.410623,-107.223208
72,Colorado,2017-18,Cardinal Community Academy Charter,Kindergarten,Weld,Woodland Park RE-2,21,100,85.71,4.76,9.52,0,40.0455,-104.45219
73,Colorado,2017-18,Carlson Elementary,Kindergarten,Clear Creek,Colorado Springs 11,22,100,81.82,0,18.18,0,39.742262,-105.519129
74,Colorado,2017-18,Cedar Ridge Elementary,Kindergarten,Pueblo,Cherry Creek 5,62,100,95.16,0,1.61,0,38.308772,-104.803219
75,Colorado,2017-18,Centennial Montessori,Kindergarten,Arapahoe,Weld County,9,100,100,0,0,0,39.589674,-104.920934
76,Colorado,2017-18,Central Elementary,Kindergarten,adams,St Vrain Valley Re 1J,80,100,98.75,0,0,0,39.813771,-104.921307
77,Colorado,2017-18,Challenge,Kindergarten,Arapahoe,Westminster Public Schools,22,100,95.45,0,4.55,0,39.697682,-104.876572
78,Colorado,2017-18,Challenge To Excellence Charter,Kindergarten,Douglas,Thompson R2-J,47,100,93.62,0,4.26,2.13,39.546404,-104.790449
79,Colorado,2017-18,Charles M. Schenck (Cms) Community,Kindergarten,Denver,Cherry Creek 5,46,100,97.83,0,2.17,0,39.692748,-105.034079
80,Colorado,2017-18,Cheraw,Kindergarten,Otero,St Vrain Valley Re 1J,13,100,100,0,0,0,38.109629,-103.509764
81,Colorado,2017-18,Cherrelyn Elementary,Kindergarten,Arapahoe,Centennial R-1,38,100,92.11,0,2.63,2.63,39.633992,-104.986112
82,Colorado,2017-18,Cherry Creek Charter Academy,Kindergarten,Arapahoe,Mesa County Valley 51,52,100,94.23,0,3.85,1.92,39.602819,-104.875343
83,Colorado,2017-18,Cheyenne Mountain Elementary,Kindergarten,El Paso,Harrison 2,39,100,100,0,0,0,38.7599645,-104.8238535
84,Colorado,2017-18,Cheyenne Wells K-12 Schools,Kindergarten,Cheyenne,Adams 12 Five Star Schools,22,100,86.36,0,13.64,0,38.8251656,-102.3530093
85,Colorado,2017-18,Children's House Montessori,Kindergarten,Larimer,Jefferson County R-1,11,100,54.55,0,45.45,0,40.5878301,-105.0961105
86,Colorado,2017-18,Children's House Of Durango Llc,Kindergarten,La Plata,Park County,10,100,100,0,0,0,37.2826733,-107.880899
87,Colorado,2017-18,Children's Kiva,Kindergarten,Montezuma,Mapleton 1,17,100,94.12,0,5.88,0,37.3552133,-108.5736815
88,Colorado,2017-18,Childrens Garden Montessori School Denver,Kindergarten,Denver,Douglas County RE 1,2,100,100,0,0,0,39.7233418,-104.9543435
89,Colorado,2017-18,Chipeta Elementary,Kindergarten,El Paso,Cherry Creek 5,71,100,97.18,0,1.41,1.41,38.907101,-104.871227
90,Colorado,2017-18,Christ Our Redeemer Lutheran,Kindergarten,Arapahoe,Thompson R2-J,6,100,100,0,0,0,39.673836,-104.778204
91,Colorado,2017-18,Cimarron Elementary,Kindergarten,Arapahoe,Ellicott 22,76,100,97.37,1.32,1.32,0,39.648878,-104.78456
92,Colorado,2017-18,Clifton Elementary,Kindergarten,Mesa,Colorado Springs 11,64,100,89.06,0,9.38,0,39.093165,-108.445208
93,Colorado,2017-18,Coal Creek Canyon K-8 Elementary,Kindergarten,Jefferson,Mesa County Valley 51,14,100,64.29,0,35.71,0,39.902612,-105.355866
94,Colorado,2017-18,Colfax Elementary,Kindergarten,Denver,Falcon 49,33,100,96.97,0,0,0,39.741025,-105.04367
95,Colorado,2017-18,Colorado Christian Montessori,Kindergarten,Jefferson,Denver County,8,100,100,0,0,0,39.788636,-105.1054989
96,Colorado,2017-18,Colorado School For The Deaf And Blind,Kindergarten,El Paso,Denver County 1,8,100,75,0,0,0,38.834818,-104.806624
97,Colorado,2017-18,Colorado West Christian,Kindergarten,Montrose,Cherry Creek 5,25,100,60,8,28,4,38.474899,-107.844323
98,Colorado,2017-18,Colorow Elementary,Kindergarten,Jefferson,Cheraw 31,24,100,91.67,0,8.33,0,39.601941,-105.097635
99,Colorado,2017-18,Columbine Christian,Kindergarten,La Plata,Cheyenne Mountain 12,5,100,80,0,20,0,37.301765,-107.840855
100,Colorado,2017-18,Columbine Elementary,Kindergarten,Denver,Denver County 1,33,100,100,0,0,0,39.757665,-104.956496
101,Colorado,2017-18,Compass Montessori - Wheat Ridge Charter,Kindergarten,Jefferson,Englewood 1,30,100,93.33,0,3.33,3.33,39.778894,-105.113903
102,Colorado,2017-18,Concordia Lutheran Preschool,Kindergarten,Jefferson,Durango 9-R,15,100,100,0,0,0,39.69365,-105.150281
103,Colorado,2017-18,Cornerstone Montessori Sch,Kindergarten,Jefferson,Littleton 6,15,100,100,0,0,0,39.7863907,-105.1778453
104,Colorado,2017-18,Coronado Hills Elementary,Kindergarten,Adams,Jefferson County R-1,76,100,94.74,0,3.95,1.32,39.848325,-104.969615
105,Colorado,2017-18,Corpus Christi Catholic,Kindergarten,El Paso,Charter School Institute,34,100,94.12,0,2.94,0,38.867432,-104.8241191
106,Colorado,2017-18,Cotopaxi Elementary,Kindergarten,Fremont,Garfield RE-2,12,100,75,0,25,0,38.375447,-105.689808
107,Colorado,2017-18,Countryside Montessori Preschool,Kindergarten,Boulder,Lewis-Palmer 38,14,100,71.43,0,28.57,0,39.9996901,-105.224554
108,Colorado,2017-18,Cowell Elementary,Kindergarten,Denver,Boulder Valley RE 2,47,100,95.74,0,0,0,39.732506,-105.045504
109,Colorado,2017-18,Coyote Ridge Elementary,Kindergarten,Larimer,Adams 12 Five Star Schools,68,100,92.65,1.47,4.41,1.47,40.486645,-105.08557
110,Colorado,2017-18,Creative Kids Corner,Kindergarten,Larimer,Poudre R-1,3,100,100,0,0,0,40.706377,-105.000013
111,Colorado,2017-18,Creme De La Creme Colorado Inc,Kindergarten,Douglas,Montrose County RE-1j,6,100,100,0,0,0,39.5605754,-104.9007742
112,Colorado,2017-18,Crestone Charter,Kindergarten,Saguache,Montrose County RE-1j,7,100,42.86,0,42.86,14.29,37.991222,-105.696302
113,Colorado,2017-18,Cripple Creek-Victor K-12 Schools,Kindergarten,Teller,Calhan RJ-1,20,100,85,0,5,5,38.7507839,-105.1841208
114,Colorado,2017-18,Crowley County Primary,Kindergarten,Crowley,Littleton 6,39,100,94.87,0,2.56,0,38.222902,-103.757149
115,Colorado,2017-18,Custer County Elementary,Kindergarten,Custer,Jefferson County R-1,29,100,86.21,0,10.34,0,38.136494,-105.461557
116,Colorado,2017-18,Dakota Valley Elementary,Kindergarten,Arapahoe,Adams 12 Five Star Schools,89,100,97.75,0,1.12,1.12,39.646316,-104.744705
117,Colorado,2017-18,Darren Patterson Christian,Kindergarten,Chaffee,Douglas County RE 1,13,100,53.85,0,7.69,0,38.8359551,-106.1332873
118,Colorado,2017-18,Dartmouth Elementary,Kindergarten,Arapahoe,Adams-Arapahoe 28J,47,100,89.36,0,10.64,0,39.66282,-104.799461
119,Colorado,2017-18,Dayspring Christian,Kindergarten,Weld,Denver County 1,55,100,85.45,0,14.55,0,40.4058582,-104.7389557
120,Colorado,2017-18,Dc Montessori Charter,Kindergarten,Douglas,Campo RE-6,62,100,88.71,0,8.06,3.23,39.472306,-104.880115
121,Colorado,2017-18,Denver Christian,Kindergarten,Jefferson,Gunnison Watershed RE1J,30,100,93.33,3.33,0,0,39.64597,-105.074511
122,Colorado,2017-18,Denver Jewish Day,Kindergarten,Arapahoe,Adams-Arapahoe 28J,26,100,88.46,0,0,0,39.67116,-104.887541
123,Colorado,2017-18,Divine Redeemer Catholic Sch,Kindergarten,El Paso,Denver County 1,15,100,93.33,0,6.67,0,38.8461632,-104.7981327
124,Colorado,2017-18,Doral Academy Of Colorado,Kindergarten,Jefferson,Denver County 1,24,100,79.17,0,12.5,8.33,39.82616,-105.080201
125,Colorado,2017-18,Dos Rios Elementary,Kindergarten,Mesa,Denver County 1,51,100,94.12,0,0,0,39.042329,-108.558142
126,Colorado,2017-18,Dps Discovery Link @ Sandra Todd Williams,Kindergarten,Denver,Pueblo County,2,100,100,0,0,0,39.7871638,-104.7650449
127,Colorado,2017-18,Dunn Elementary,Kindergarten,Larimer,Cherry Creek 5,68,100,95.59,0,4.41,0,40.580846,-105.092288
128,Colorado,2017-18,Dupont Elementary,Kindergarten,Adams,Holyoke RE-1J,79,100,91.14,0,0,0,39.841286,-104.917396
129,Colorado,2017-18,Durango Montessori,Private,La Plata,Boulder Valley RE 2,34,100,82.35,0,14.71,2.94,37.277664,-107.877235
130,Colorado,2017-18,Eads Elementary,Kindergarten,Kiowa,Pueblo City 60,7,100,100,0,0,0,38.483964,-102.781973
131,Colorado,2017-18,Eagle Valley Elementary,Kindergarten,Eagle,Colorado Springs 11,66,100,86.36,0,12.12,0,39.655177,-106.821475
132,Colorado,2017-18,Eagleview Elementary,Kindergarten,Adams,Jefferson County R-1,92,100,97.83,0,1.09,1.09,39.937002,-104.932203
133,Colorado,2017-18,Early Connections @ Day Nursery,Kindergarten,El Paso,Denver County,23,100,100,0,0,0,38.8248139,-104.8235418
134,Colorado,2017-18,Early Connections @ Sand Creek,Kindergarten,El Paso,Arapahoe County,10,100,100,0,0,0,38.8113227,-104.7653576
135,Colorado,2017-18,Eastern Hills Community Church Preschool,Kindergarten,Arapahoe,San Miguel County,18,100,100,0,0,0,39.5908895,-104.6898235
136,Colorado,2017-18,Eaton Elementary,Kindergarten,Weld,Denver County 1,131,100,99.24,0,0,0.76,40.525173,-104.715119
137,Colorado,2017-18,Eckhart Elementary,Kindergarten,Las Animas,Douglas County RE 1,77,100,98.7,0,0,0,37.162617,-104.50846
138,Colorado,2017-18,Edcsd: Colorado Cyber,Kindergarten,Douglas,Denver County 1,2,100,100,0,0,0,39.3731053,-104.8555782
139,Colorado,2017-18,Edison Elementary,Kindergarten,El Paso,Eagle County RE 50,7,100,71.43,0,28.57,0,38.6191779,-104.1675499
140,Colorado,2017-18,Edith Teter Elementary,Kindergarten,Park,Greeley 6,43,100,93.02,2.33,4.65,0,39.223791,-105.999021
141,Colorado,2017-18,Elbert Elementary,Kindergarten,Elbert,Denver County 1,11,100,90.91,0,9.09,0,39.223879,-104.537772
142,Colorado,2017-18,Elk Creek Elementary,Kindergarten,Garfield,St Vrain Valley Re 1J,45,100,95.56,0,4.44,0,39.573468,-107.541017
143,Colorado,2017-18,Elk Creek Elementary,Kindergarten,Jefferson,Thompson R2-J,46,100,91.3,0,8.7,0,39.472812,-105.372838
144,Colorado,2017-18,Elkhart Elementary,Kindergarten,Arapahoe,Poudre R-1,83,100,97.59,0,0,2.41,39.731556,-104.815261
145,Colorado,2017-18,Ellicott Baptist,Kindergarten,El Paso,Douglas County,15,100,60,0,40,0,38.83822,-104.381511
146,Colorado,2017-18,Escuela De Guadalupe,Kindergarten,Denver,Adams County 14,24,100,91.67,0,0,0,39.727,-105.030981
147,Colorado,2017-18,Espree Child Learning Center,Kindergarten,Douglas,Denver County,10,100,100,0,0,0,39.553556,-104.921714
148,Colorado,2017-18,Estes Park Options,Kindergarten,Larimer,Denver County 1,3,100,66.67,0,33.33,0,40.368437,-105.497507
149,Colorado,2017-18,Evergreen Country Day,Kindergarten,Jefferson,Idalia RJ-3,15,100,100,0,0,0,39.697463,-105.327075
150,Colorado,2017-18,Excel Academy Charter,Kindergarten,Jefferson,Jefferson County R-1,47,100,91.49,0,6.38,2.13,39.850881,-105.128458
151,Colorado,2017-18,Eyestone Elementary,Kindergarten,Larimer,Denver County 1,92,100,84.78,0,15.22,0,40.710474,-105.001691
152,Colorado,2017-18,Fairmount Elementary,Kindergarten,Jefferson,Denver County 1,112,100,98.21,0,1.79,0,39.788264,-105.178298
153,Colorado,2017-18,Fairview Elementary,Kindergarten,Adams,Denver County 1,40,100,92.5,7.5,0,0,39.83892,-105.019937
154,Colorado,2017-18,Fairview Elementary,Kindergarten,Denver,Eads RE-1,35,100,100,0,0,0,39.734211,-105.020892
155,Colorado,2017-18,Fairview Montessori,Kindergarten,Boulder,Adams County,5,100,80,20,0,0,39.9847703,-105.13479
156,Colorado,2017-18,Falcon Home School Program,Kindergarten,El Paso,Douglas County RE 1,15,100,66.67,0,33.33,0,38.9383017,-104.6009415
157,Colorado,2017-18,Fireside Elementary,Kindergarten,Boulder,Eagle County RE 50,68,100,86.76,0,8.82,1.47,39.969263,-105.157636
158,Colorado,2017-18,Flagler Public,Kindergarten,Kit Carson,Fountain 8,15,100,100,0,0,0,39.293525,-103.071632
159,Colorado,2017-18,Flagstone Elementary,Kindergarten,Douglas,Westminster Public Schools,48,100,97.92,0,2.08,0,39.368636,-104.790085
160,Colorado,2017-18,Flatirons Elementary,Kindergarten,Boulder,Boulder Valley RE 2,38,100,94.74,0,5.26,0,40.008297,-105.285109
161,Colorado,2017-18,Fleming School K-12,Kindergarten,Logan,Falcon 49,15,100,93.33,6.67,0,0,40.686191,-102.841641
162,Colorado,2017-18,Fletcher Community,Kindergarten,Arapahoe,Littleton 6,5,100,100,0,0,0,39.7532924,-104.8664388
163,Colorado,2017-18,Footprints-Daycare,Kindergarten,Adams,Jefferson County,2,100,100,0,0,0,39.8782353,-104.9488583
164,Colorado,2017-18,Forest Park Montessori,Kindergarten,Boulder,Denver County,8,100,100,0,0,0,40.0131024,-105.1296661
165,Colorado,2017-18,Fort Collins Montessori,Kindergarten,Larimer,St Vrain Valley Re 1J,20,100,60,0,5,0,40.56289,-105.114221
166,Colorado,2017-18,Fowler Elementary,Kindergarten,Otero,Douglas County RE 1,24,100,95.83,0,0,0,38.126523,-104.030499
167,Colorado,2017-18,Fox Hollow Elementary,Kindergarten,Arapahoe,Julesburg RE-1,101,100,98.02,0,1.98,0,39.601501,-104.782843
168,Colorado,2017-18,Franklin Elementary,Kindergarten,Arapahoe,Denver County 1,93,100,89.25,0,10.75,0,39.600212,-104.969267
169,Colorado,2017-18,Fraser Valley Elementary,Kindergarten,Grand,Roaring Fork RE-1,39,100,92.31,0,5.13,0,39.949355,-105.819644
170,Colorado,2017-18,Frassati Catholic Academy,Kindergarten,Adams,Jefferson County R-1,22,100,72.73,0,27.27,0,39.934897,-104.9412883
171,Colorado,2017-18,Friends',Kindergarten,Boulder,Denver County 1,18,100,61.11,0,38.89,0,40.006962,-105.2258684
172,Colorado,2017-18,Front Range Christian Preschool,Kindergarten,Jefferson,Arapahoe County,21,100,90.48,0,9.52,0,39.5928322,-105.0702292
173,Colorado,2017-18,Frontier Charter Academy,Kindergarten,El Paso,Adams-Arapahoe 28J,9,100,77.78,0,22.22,0,39.036797,-104.291845
174,Colorado,2017-18,Fruitvale Elementary,Kindergarten,Mesa,Kiowa C-2,69,100,97.1,0,2.9,0,39.089536,-108.4974
175,Colorado,2017-18,Galeton Elementary,Kindergarten,Weld,Jefferson County R-1,19,100,100,0,0,0,40.519546,-104.587121
176,Colorado,2017-18,Gardner Elementary,Kindergarten,Huerfano,Adams-Arapahoe 28J,5,100,100,0,0,0,37.78355,-105.168002
177,Colorado,2017-18,Garfield Elementary,Kindergarten,Larimer,Jefferson County R-1,34,100,94.12,0,2.94,2.94,40.399448,-105.087221
178,Colorado,2017-18,Garfield Montessori,Kindergarten,Denver,Denver County,1,100,100,0,0,0,39.762925,-104.943915
179,Colorado,2017-18,Garnet Mesa Elementary,Kindergarten,Delta,Boulder Valley RE 2,89,100,95.51,0,4.49,0,38.738285,-108.058937
180,Colorado,2017-18,Gateway Montessori,Kindergarten,Boulder,Denver County,8,100,87.5,0,12.5,0,40.17447,-105.117211
181,Colorado,2017-18,Genoa-Hugo,Kindergarten,Lincoln,Douglas County RE 1,13,100,100,0,0,0,39.138785,-103.4773
182,Colorado,2017-18,Gethsemane Lutheran Church And,Kindergarten,Adams,Widefield 3,7,100,100,0,0,0,39.8903091,-104.9783523
183,Colorado,2017-18,Gilpin County Schools,Kindergarten,Gilpin,East Grand 2,30,100,76.67,0,16.67,6.67,39.832947,-105.520567
184,Colorado,2017-18,Giving Tree Montessori,Kindergarten,El Paso,Arapahoe County,18,100,94.44,0,5.56,0,38.82618,-104.846441
185,Colorado,2017-18,Global Village Academy - Aurora,Kindergarten,Arapahoe,Pueblo County,116,100,97.41,0,2.59,0,39.710409,-104.793535
186,Colorado,2017-18,Globe Charter,Kindergarten,El Paso,Mesa County Valley 51,25,100,88,0,8,0,38.864491,-104.767886
187,Colorado,2017-18,Godsman Elementary,Kindergarten,Denver,Cherry Creek 5,51,100,98.04,0,1.96,0,39.690362,-105.01327
188,Colorado,2017-18,Gold Hill Elementary,Kindergarten,Boulder,Windsor RE-4,4,100,75,0,25,0,40.063052,-105.412503
189,Colorado,2017-18,Graham Mesa Elementary,Kindergarten,Garfield,El Paso County,60,100,80,0,1.67,6.67,39.546344,-107.761359
190,Colorado,2017-18,Granada Elementary,Kindergarten,Prowers,Westminster Public Schools,17,100,100,0,0,0,38.059774,-102.305601
191,Colorado,2017-18,Granby Elementary,Kindergarten,Grand,Mesa County Valley 51,45,100,80,0,6.67,0,40.087218,-105.945178
192,Colorado,2017-18,Grande River Academy,Kindergarten,Mesa,Denver County 1,4,100,100,0,0,0,39.0729078,-108.5485242
193,Colorado,2017-18,Grandview Elementary,Kindergarten,Weld,Denver County 1,66,100,95.45,0,4.55,0,40.484474,-104.930426
194,Colorado,2017-18,Green Gables Elementary,Kindergarten,Jefferson,Douglas County,35,100,97.14,0,2.86,0,39.679591,-105.094602
195,Colorado,2017-18,Greenlee Elementary,Kindergarten,Denver,Mesa County Valley 51,39,100,100,0,0,0,39.73467,-105.001178
196,Colorado,2017-18,Greenwood Elementary,Kindergarten,Arapahoe,Jefferson County,61,100,98.36,0,1.64,0,39.616062,-104.921258
197,Colorado,2017-18,Guardian Angels,Kindergarten,Adams,Huerfano RE-1,16,100,81.25,0,0,0,39.7913073,-105.0087823
198,Colorado,2017-18,Gypsum Elementary,Kindergarten,Eagle,Adams 12 Five Star Schools,51,100,96.08,0,1.96,0,39.643197,-106.944745
199,Colorado,2017-18,H&H Childhood Education Dba The Goddard Sch,Kindergarten,Boulder,Arapahoe County,13,100,84.62,0,0,0,39.9645064,-105.1669463
200,Colorado,2017-18,Hackberry Hill Elementary,Kindergarten,Jefferson,Woodland Park RE-2,52,100,96.15,0,3.85,0,39.834235,-105.078518
201,Colorado,2017-18,Hanson Elementary,Kindergarten,Adams,Arapahoe County,49,100,93.88,0,2.04,0,39.829656,-104.90576
202,Colorado,2017-18,Happy Hearts Development Center Inc.,Kindergarten,Boulder,Weld County,15,100,100,0,0,0,40.0019379,-105.1090894
203,Colorado,2017-18,Happyland,Kindergarten,Pueblo,Larimer County,17,100,82.35,0,17.65,0,38.2402639,-104.6632357
204,Colorado,2017-18,Harris Bilingual Elementary,Kindergarten,Larimer,Harrison 2,49,100,95.92,0,4.08,0,40.573914,-105.0698
205,Colorado,2017-18,Harrison,Kindergarten,Fremont,Genoa-hugo C113,65,100,84.62,0,15.38,0,38.453704,-105.215178
206,Colorado,2017-18,Haskin Elementary,Kindergarten,Saguache,Denver County 1,57,100,100,0,0,0,37.751375,-106.113352
207,Colorado,2017-18,Haxtun Elementary,Kindergarten,Phillips,Denver County 1,31,100,87.1,0,3.23,0,40.647676,-102.629186
208,Colorado,2017-18,Hayden Valley Elementary,Kindergarten,Routt,Jefferson County R-1,35,100,94.29,0,2.86,0,40.488104,-107.263897
209,Colorado,2017-18,Henderson Elementary,Kindergarten,Adams,Boulder Valley RE 2,41,100,95.12,0,2.44,2.44,39.922654,-104.844377
210,Colorado,2017-18,Heritage Christian Academy,Kindergarten,Larimer,Jefferson County R-1,13,100,23.08,0,23.08,0,40.59007,-105.032821
211,Colorado,2017-18,Heritage Elementary,Kindergarten,Douglas,Denver County 1,65,100,100,0,0,0,39.530646,-104.949978
212,Colorado,2017-18,Hi-Plains School District R-23,Kindergarten,Kit Carson,Pueblo County 70,8,100,87.5,0,12.5,0,39.299641,-102.866108
213,Colorado,2017-18,High Plains Elementary,Kindergarten,Arapahoe,Denver County 1,81,100,100,0,0,0,39.605942,-104.870447
214,Colorado,2017-18,High Plains,Kindergarten,Larimer,Park County RE-2,55,100,90.91,1.82,5.45,1.82,40.41559,-105.019817
215,Colorado,2017-18,Highland Elementary,Kindergarten,Weld,Mesa County Valley 51,64,100,96.88,0,3.13,0,40.638936,-104.755874
216,Colorado,2017-18,Highland Elementary,Kindergarten,Garfield,Windsor RE-4,76,100,97.37,0,0,0,39.537665,-107.764937
217,Colorado,2017-18,Highline Academy Northeast,Kindergarten,Denver,Westminster Public Schools,72,100,87.5,0,0,0,39.7958475,-104.7634936
218,Colorado,2017-18,Hms Richards Adventist Preschool,Kindergarten,Larimer,Larimer County,6,100,83.33,0,16.67,0,40.3487679,-105.0840206
219,Colorado,2017-18,Hoff Elementary,Kindergarten,Weld,Eagle County RE 50,36,100,97.22,0,2.78,0,40.110388,-104.507972
220,Colorado,2017-18,Holly School District,Kindergarten,Prowers,Garfield RE-2,16,100,75,0,0,0,38.055214,-102.1212955
221,Colorado,2017-18,Holy Family Catholic,Kindergarten,Mesa,Poudre R-1,50,100,96,0,0,0,39.119362,-108.559808
222,Colorado,2017-18,Holy Love Preschool,Kindergarten,Arapahoe,Boulder County,20,100,100,0,0,0,39.6405075,-104.8091615
223,Colorado,2017-18,Holy Trinity Academy,Private,Las Animas,St Vrain Valley Re 1J,39,100,82.05,0,15.38,0,37.1733179,-104.5147456
224,Colorado,2017-18,Holy Trinity Catholic,Kindergarten,Adams,Douglas County RE 1,12,100,100,0,0,0,39.833942,-105.026505
225,Colorado,2017-18,Home School Enrichment Academy,Kindergarten,El Paso,Durango 9-R,7,100,42.86,0,42.86,14.29,39.0891069,-104.8710878
226,Colorado,2017-18,Home School Enrichment Academy,Private,El Paso,Douglas County RE 1,86,100,70.93,0,26.74,2.33,39.0891069,-104.8710878
227,Colorado,2017-18,Homestake Peak,Kindergarten,Eagle,Haxtun RE-2J,39,100,92.31,0,5.13,0,39.618809,-106.473552
228,Colorado,2017-18,Homestead Elementary,Kindergarten,Arapahoe,Mesa County Valley 51,85,100,97.65,0,2.35,0,39.581968,-104.910081
229,Colorado,2017-18,Hope Academy,Kindergarten,Jefferson,St Vrain Valley Re 1J,7,100,71.43,0,28.57,0,39.6246854,-105.1265285
230,Colorado,2017-18,Hope Montessori Academy - 12121 Pennsylvania,Kindergarten,Adams,Larimer County,3,100,100,0,0,0,39.9169443,-104.9821031
231,Colorado,2017-18,Hope Montessori Academy - 13785 Huron St,Kindergarten,Broomfield,Denver County,9,100,100,0,0,0,39.945864,-104.997472
232,Colorado,2017-18,Hope Montessori Academy - 2041 Chuckwagon Rd,Kindergarten,El Paso,Garfield County,17,100,100,0,0,0,38.9152658,-104.8650643
233,Colorado,2017-18,Hope Montessori Academy - 4401 Main St,Kindergarten,Adams,Douglas County,25,100,100,0,0,0,39.9133977,-105.0437781
234,Colorado,2017-18,Hope Montessori Academy - 7312 Mclaughlin,Kindergarten,El Paso,Jefferson County,25,100,100,0,0,0,38.9385008,-104.6082948
235,Colorado,2017-18,Horizons K-8,Kindergarten,Boulder,Boulder Valley RE 2,35,100,77.14,0,22.86,0,39.993499,-105.237276
236,Colorado,2017-18,Hotchkiss K-8,Kindergarten,Delta,Westminster Public Schools,24,100,83.33,0,16.67,0,38.8014061,-107.7146853
237,Colorado,2017-18,Humanex Academy,Kindergarten,Arapahoe,Denver County 1,54,100,96.3,1.85,1.85,0,39.66742,-105.015111
238,Colorado,2017-18,Hunters Glen Elementary,Kindergarten,Adams,Cherry Creek 5,67,100,95.52,0,4.48,0,39.936523,-104.972238
239,Colorado,2017-18,Hutchinson Elementary,Kindergarten,Jefferson,Thompson R2-J,40,100,92.5,0,7.5,0,39.681566,-105.145641
240,Colorado,2017-18,Idalia Elementary,Kindergarten,Yuma,Cherry Creek 5,11,100,100,0,0,0,39.705357,-102.294378
241,Colorado,2017-18,Iliff Preschool,Kindergarten,Denver,La Plata County,10,100,100,0,0,0,39.6746363,-104.9387179
242,Colorado,2017-18,Imagine Classical Academy,Kindergarten,El Paso,Arriba-Flagler C-20,113,100,82.3,0.88,15.04,1.77,38.925589,-104.69349
243,Colorado,2017-18,Independence Academy,Kindergarten,Mesa,Mesa County Valley 51,44,100,88.64,0,2.27,0,39.10194,-108.517581
244,Colorado,2017-18,Independence Academy,Private,Adams,Douglas County RE 1,33,100,100,0,0,0,39.9207923,-104.9821031
245,Colorado,2017-18,Indian Ridge Elementary,Kindergarten,Arapahoe,Jefferson County R-1,70,100,97.14,0,2.86,0,39.621489,-104.796792
246,Colorado,2017-18,Inspire Elementary,Kindergarten,Denver,Adams County,51,100,98.04,0,1.96,0,39.797226,-104.8832
247,Colorado,2017-18,Instructional Services Center,Kindergarten,Adams,Boulder County,1,100,100,0,0,0,39.843191,-105.017126
248,Colorado,2017-18,International School Of Denver,Kindergarten,Denver,Denver County 1,83,100,92.77,0,7.23,0,39.7225081,-104.8965484
