index,state,year,name,type,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
249,Colorado,2017-18,Irish Elementary,Kindergarten,Larimer,Denver County 1,59,100,93.22,0,6.78,0,40.594419,-105.121966
250,Colorado,2017-18,James Irwin Charter Elementary,Kindergarten,El Paso,Fowler R-4J,97,100,90.72,0,9.28,0,38.79728,-104.728431
251,Colorado,2017-18,Jamestown Elementary,Kindergarten,Boulder,Larimer County,2,100,50,0,50,0,40.114639,-105.38806
252,Colorado,2017-18,Jarrow Montessori,Kindergarten,Boulder,Douglas County RE 1,14,100,85.71,0,14.29,0,40.0456056,-105.284034
253,Colorado,2017-18,Jay & Rose Phillips Ecc @ The Boulder Jcc,Kindergarten,Boulder,Denver County,7,100,100,0,0,0,40.0140263,-105.2107577
254,Colorado,2017-18,Jefferson County Open Elementary,Kindergarten,Jefferson,Westminster Public Schools,29,100,82.76,0,17.24,0,39.733452,-105.084082
255,Colorado,2017-18,Johnson Elementary,Kindergarten,Larimer,Colorado Springs 11,62,100,88.71,0,11.29,0,40.530281,-105.103535
256,Colorado,2017-18,Johnson Elementary,Kindergarten,Montrose,Douglas County RE 1,82,100,91.46,0,4.88,0,38.491956,-107.836061
257,Colorado,2017-18,Jordan Alexander Preschool,Kindergarten,Jefferson,Larimer County,8,100,0,0,0,100,39.5683659,-105.1186791
258,Colorado,2017-18,Julesburg Elementary,Kindergarten,Sedgwick,Boulder Valley RE 2,20,100,100,0,0,0,40.987747,-102.270778
259,Colorado,2017-18,June Creek Elementary,Kindergarten,Eagle,Widefield 3,27,100,100,0,0,0,39.64119,-106.571771
260,Colorado,2017-18,Karval Elementary,Kindergarten,Lincoln,Delta County 50(J),4,100,100,0,0,0,38.738233,-103.535048
261,Colorado,2017-18,Kathryn Senor Elementary,Kindergarten,Garfield,Durango 9-R,36,100,100,0,0,0,39.581426,-107.530173
262,Colorado,2017-18,Kemp Elementary,Kindergarten,Adams,Falcon 49,79,100,100,0,0,0,39.819586,-104.908502
263,Colorado,2017-18,Kemper Elementary,Kindergarten,Montezuma,Adams-Arapahoe 28J,63,100,98.41,0,0,1.59,37.351585,-108.576596
264,Colorado,2017-18,Kendrick Lakes Elementary,Kindergarten,Jefferson,Pueblo City 60,52,100,100,0,0,0,39.692003,-105.104298
265,Colorado,2017-18,Kenneth P Morris Elementary,Kindergarten,Yuma,Ignacio 11 JT,63,100,95.24,3.17,0,0,40.130664,-102.721763
266,Colorado,2017-18,Kent Denver,Private,Arapahoe,Archuleta County 50 JT,703,100,98.86,0,1.14,0,39.63669,-104.940031
267,Colorado,2017-18,Kiddie Academy Of Parker,Kindergarten,Douglas,Kiowa County,12,100,100,0,0,0,39.5462388,-104.7919174
268,Colorado,2017-18,Kim K-12 Schools,Kindergarten,Las Animas,Cherry Creek 5,2,100,100,0,0,0,37.2465175,-103.3533962
269,Colorado,2017-18,Kindercare Learning Centers Llc - 4755 Royal Vista Cir,Kindergarten,Larimer,Montezuma County,2,100,100,0,0,0,40.4776537,-104.9873064
270,Colorado,2017-18,Kindercare Learning Centers Llc - 9290 Ridgeline Blvd,Kindergarten,Douglas,Denver County,5,100,100,0,0,0,39.547623,-104.995668
271,Colorado,2017-18,Kindercare Learning Centers Llc - 975 S Kipling Pkwy,Kindergarten,Jefferson,El Paso County,1,100,100,0,0,0,39.6994636,-105.1129806
272,Colorado,2017-18,Kindercare Learning Centers Llc #1650,Kindergarten,Larimer,Jefferson County,10,100,100,0,0,0,40.5222247,-105.0493355
273,Colorado,2017-18,Kinderkirk Preschool,Kindergarten,Pueblo,Denver County,1,100,100,0,0,0,38.3272728,-104.7707809
274,Colorado,2017-18,King-Murphy Elementary,Kindergarten,Clear Creek,Durango 9-R,14,100,85.71,0,14.29,0,39.64731,-105.416078
275,Colorado,2017-18,Kiowa Elementary,Kindergarten,Elbert,Douglas County RE 1,15,100,86.67,0,0,0,39.347868,-104.458983
276,Colorado,2017-18,Kit Carson K-12 Schools,Kindergarten,Cheyenne,Colorado Springs 11,9,100,100,0,0,0,38.7670013,-102.7923684
277,Colorado,2017-18,Knowledge Quest Academy,Kindergarten,Weld,Denver County 1,47,100,100,0,0,0,40.329534,-104.833567
278,Colorado,2017-18,Kohl Street Kids Preschool And Base Program,Kindergarten,Broomfield,El Paso County,4,100,100,0,0,0,39.9260109,-105.083022
279,Colorado,2017-18,Kruse Elementary,Kindergarten,Larimer,Jefferson County R-1,83,100,95.18,0,4.82,0,40.526342,-105.047545
280,Colorado,2017-18,Kyffin Elementary,Kindergarten,Jefferson,Jefferson County R-1,70,100,97.14,0,2.86,0,39.719118,-105.159255
281,Colorado,2017-18,La Veta Elementary,Kindergarten,Huerfano,Delta County 50(J),12,100,58.33,0,41.67,0,37.505038,-105.008538
282,Colorado,2017-18,Landmark Academy At Reunion,Kindergarten,Adams,Jefferson County R-1,72,100,91.67,0,6.94,1.39,39.889243,-104.794582
283,Colorado,2017-18,Larkspur Elementary,Kindergarten,Douglas,Adams 12 Five Star Schools,30,100,96.67,0,3.33,0,39.232129,-104.904265
284,Colorado,2017-18,Las Animas Elementary,Kindergarten,Bent,Thompson R2-J,32,100,100,0,0,0,38.067085,-103.231218
285,Colorado,2017-18,Laurel Elementary,Kindergarten,Larimer,Adams-Arapahoe 28J,89,100,91.01,0,5.62,0,40.575901,-105.062463
286,Colorado,2017-18,Leap,Kindergarten,Larimer,Las Animas RE-1,12,100,58.33,0,33.33,0,40.40418,-105.098731
287,Colorado,2017-18,Letford Elementary,Kindergarten,Weld,St Vrain Valley Re 1J,62,100,98.39,0,1.61,0,40.336287,-104.919976
288,Colorado,2017-18,Lewis-Arriola Elementary,Kindergarten,Montezuma,Douglas County RE 1,19,100,94.74,0,5.26,0,37.471157,-108.656589
289,Colorado,2017-18,Liberty,Kindergarten,Yuma,Lewis-Palmer 38,5,100,100,0,0,0,39.655288,-102.624135
290,Colorado,2017-18,Life Christian Academy,Kindergarten,Adams,Adams-Arapahoe 28J,14,100,85.71,0,7.14,0,39.90528,-105.050401
291,Colorado,2017-18,Lighthouse Sda Christian,Kindergarten,Morgan,San Miguel County,26,100,57.69,0,19.23,0,40.25558,-103.803971
292,Colorado,2017-18,Lincoln Elementary,Kindergarten,Larimer,Delta County 50(J),46,100,82.61,0,17.39,0,40.42563,-105.089073
293,Colorado,2017-18,Lincoln Orchard Mesa Elementary,Kindergarten,Mesa,Adams 12 Five Star Schools,50,100,96,0,4,0,39.041941,-108.517769
294,Colorado,2017-18,Lincoln School Of Science And Technology,Kindergarten,Fremont,Thompson R2-J,47,100,93.62,0,6.38,0,38.432468,-105.238486
295,Colorado,2017-18,Linton Elementary,Kindergarten,Larimer,Jefferson County R-1,58,100,98.28,0,1.72,0,40.532542,-105.031504
296,Colorado,2017-18,Little Angel's Daycare,Kindergarten,Arapahoe,Boulder County,27,100,100,0,0,0,39.7047324,-104.8263911
297,Colorado,2017-18,Little Lyceum,Kindergarten,Denver,Denver County,1,100,100,0,0,0,39.7023514,-105.0528359
298,Colorado,2017-18,Littleton Academy,Kindergarten,Arapahoe,Littleton 6,52,100,94.23,0,5.77,0,39.573053,-105.002636
299,Colorado,2017-18,Livermore Elementary,Kindergarten,Larimer,Archuleta County 50 JT,4,100,100,0,0,0,40.794429,-105.222316
300,Colorado,2017-18,Loma Elementary,Kindergarten,Mesa,Weld County School District RE-3J,34,100,97.06,0,0,0,39.203714,-108.812074
301,Colorado,2017-18,Lone Star K-12,Kindergarten,Washington,Douglas County RE 1,6,100,83.33,0,0,0,40.3512474,-102.8522243
302,Colorado,2017-18,Longmont Christian,Kindergarten,Boulder,Salida R-32,13,100,100,0,0,0,40.184202,-105.097215
303,Colorado,2017-18,Lopez Elementary,Kindergarten,Larimer,Littleton 6,49,100,87.76,2.04,8.16,0,40.531819,-105.088736
304,Colorado,2017-18,Louisville Montessori School Inc,Kindergarten,Boulder,Boulder County,11,100,100,0,0,0,39.9740157,-105.1495023
305,Colorado,2017-18,Loveland Classical,Kindergarten,Larimer,Littleton 6,82,100,74.39,0,24.39,1.22,40.379291,-105.13
306,Colorado,2017-18,Manaugh Elementary,Kindergarten,Montezuma,Thompson R2-J,43,100,97.67,0,0,2.33,37.3439,-108.580699
307,Colorado,2017-18,Manzanola Elementary,Kindergarten,Otero,Jefferson County R-1,9,100,100,0,0,0,38.106633,-103.869491
308,Colorado,2017-18,Marble Charter,Kindergarten,Gunnison,Denver County 1,9,100,55.56,0,44.44,0,39.07156,-107.192167
309,Colorado,2017-18,Martinez Elementary,Kindergarten,Weld,Colorado Springs 11,90,100,100,0,0,0,40.429726,-104.702374
310,Colorado,2017-18,Mary E Pennock Elementary,Kindergarten,Adams,Jefferson County R-1,84,100,92.86,0,7.14,0,39.98307,-104.776504
311,Colorado,2017-18,Mcgraw Elementary,Kindergarten,Larimer,Denver County 1,61,100,90.16,0,9.84,0,40.520908,-105.086644
312,Colorado,2017-18,Mckinley Elementary,Kindergarten,Fremont,Elizabeth C-1,23,100,86.96,0,13.04,0,38.431159,-105.214013
313,Colorado,2017-18,Meadow Lark Montessori,Kindergarten,Adams,Arapahoe County,4,100,100,0,0,0,39.97066,-104.614331
314,Colorado,2017-18,Meadow Point Elementary,Kindergarten,Arapahoe,Widefield 3,78,100,89.74,0,6.41,2.56,39.626477,-104.779629
315,Colorado,2017-18,Meeker Elementary,Kindergarten,Rio Blanco,Douglas County RE 1,46,100,93.48,2.17,4.35,0,40.045575,-107.905079
316,Colorado,2017-18,Meiklejohn Elementary,Kindergarten,Jefferson,Canon City RE-1,88,100,100,0,0,0,39.847919,-105.150461
317,Colorado,2017-18,Merino Elementary,Kindergarten,Logan,Colorado Springs 11,23,100,100,0,0,0,40.485883,-103.355589
318,Colorado,2017-18,Mesa Elementary,Kindergarten,Montezuma,Fountain 8,55,100,98.18,0,0,1.82,37.340819,-108.595166
319,Colorado,2017-18,Miami/Yoder Elementary,Kindergarten,El Paso,Adams 12 Five Star Schools,17,100,88.24,0,11.76,0,38.827797,-104.092596
320,Colorado,2017-18,Miller Special Education,Kindergarten,Jefferson,Colorado Springs 11,4,100,75,0,25,0,39.719702,-105.108113
321,Colorado,2017-18,Mission Viejo Elementary,Kindergarten,Arapahoe,Douglas County RE 1,83,100,97.59,0,1.2,0,39.646762,-104.805029
322,Colorado,2017-18,Moffat Prek-12,Kindergarten,Saguache,Falcon 49,10,100,80,0,10,10,37.998078,-105.910005
323,Colorado,2017-18,Monaco Elementary,Kindergarten,Adams,Mapleton 1,60,100,98.33,0,0,0,39.834935,-104.913104
324,Colorado,2017-18,Monarch K-8,Kindergarten,Boulder,Jefferson County R-1,46,100,89.13,0,10.87,0,39.951745,-105.143713
325,Colorado,2017-18,Montessori Academy Of Colorado,Kindergarten,Denver,Adams County,13,100,100,0,0,0,39.7555679,-104.9836773
326,Colorado,2017-18,Montessori At Mountain,Kindergarten,San Miguel,El Paso County,5,100,60,0,40,0,37.946842,-107.8789046
327,Colorado,2017-18,Montessori Casa International,Kindergarten,Denver,El Paso County,3,100,100,0,0,0,39.7202245,-104.8977959
328,Colorado,2017-18,Montessori Children's House Of Denver,Kindergarten,Denver,Larimer County,12,100,91.67,0,8.33,0,39.7395609,-104.9364578
329,Colorado,2017-18,Montessori Childrens House Of Denver Park Hil,Kindergarten,Denver,Denver County,2,100,100,0,0,0,39.7554171,-104.9148061
330,Colorado,2017-18,Montessori Peaks Charter Academy,Kindergarten,Jefferson,Mesa County Valley 51,68,100,86.76,0,13.24,0,39.605187,-105.108965
331,Colorado,2017-18,Montessori School At Lone Tree,Kindergarten,Douglas,El Paso County,10,100,100,0,0,0,39.5461216,-104.9030025
332,Colorado,2017-18,Montessori School Of Castle Rock,Kindergarten,Douglas,Denver County,2,100,50,0,50,0,39.368623,-104.853342
333,Colorado,2017-18,Montessori School Of Denver,Kindergarten,Denver,Johnstown-milliken RE-5J,38,100,92.11,2.63,0,0,39.6900713,-104.9220253
334,Colorado,2017-18,Montessori School Of Denver Child Care,Kindergarten,Denver,Douglas County,38,100,92.11,2.63,0,0,39.7107591,-104.984891
335,Colorado,2017-18,Montessori School Of Evergreen,Kindergarten,Jefferson,Douglas County RE 1,17,100,88.24,0,0,0,39.645168,-105.337985
336,Colorado,2017-18,Montview Community Preschool,Kindergarten,Denver,Broomfield County,17,100,94.12,0,5.88,0,39.7470716,-104.9314053
337,Colorado,2017-18,Monument View Montessori Charter,Kindergarten,Mesa,Brighton School District,10,100,50,0,50,0,39.15915,-108.729271
338,Colorado,2017-18,Morgridge Academy At National Jewish Health,Kindergarten,Denver,Adams-Arapahoe 28J,6,100,100,0,0,0,39.7390736,-104.9411212
339,Colorado,2017-18,Most Precious Blood Catholic,Kindergarten,Denver,Sanford 6J,35,100,100,0,0,0,39.6762784,-104.941897
340,Colorado,2017-18,Mountain Peak Private,Kindergarten,Boulder,Hayden RE-1,6,100,66.67,0,33.33,0,40.14529,-105.123611
341,Colorado,2017-18,Mountain Shadows Montessori,Kindergarten,Boulder,Denver County,8,100,75,0,25,0,40.04963,-105.205221
342,Colorado,2017-18,Mountain Song Community,Kindergarten,El Paso,Colorado Springs 11,35,100,45.71,2.86,45.71,5.71,38.852733,-104.867272
343,Colorado,2017-18,Mountain View Core Knowledge,Kindergarten,Fremont,Mesa County Valley 51,27,100,100,0,0,0,38.4644179,-105.2071917
344,Colorado,2017-18,Mountain Village Montessori Charter,Kindergarten,Routt,Boulder County,28,100,78.57,0,10.71,0,40.5038,-106.909121
345,Colorado,2017-18,Mountain Vista Elementary,Kindergarten,Arapahoe,Harrison 2,101,100,98.02,0,1.98,0,39.632522,-104.728706
346,Colorado,2017-18,Namaqua Elementary,Kindergarten,Larimer,Jefferson County R-1,40,100,90,0,10,0,40.395069,-105.127737
347,Colorado,2017-18,Nativity Of Our Lord Catholic,Kindergarten,Broomfield,Fountain 8,37,100,94.59,0,2.7,0,39.923072,-105.079105
348,Colorado,2017-18,Naturita Elementary & Middle,Kindergarten,Montrose,Boulder Valley RE 2,11,100,90.91,0,9.09,0,38.216665,-108.5691989
349,Colorado,2017-18,New Emerson School At Columbus,Kindergarten,Mesa,Boulder Valley RE 2,24,100,91.67,0,8.33,0,39.049033,-108.557793
350,Colorado,2017-18,Noah's Ark Christian Preschool,Kindergarten,Mesa,Boulder Valley RE 2,15,100,100,0,0,0,39.106673,-108.367818
351,Colorado,2017-18,Normandy Elementary,Kindergarten,Jefferson,Adams-Arapahoe 28J,60,100,98.33,0,1.67,0,39.593332,-105.064677
352,Colorado,2017-18,North Elementary,Kindergarten,Adams,Thompson R2-J,46,100,100,0,0,0,39.988302,-104.816478
353,Colorado,2017-18,North Fork Montessori @ Crawford,Kindergarten,Delta,Mountain Valley RE 1,15,100,86.67,0,13.33,0,38.705818,-107.60376
354,Colorado,2017-18,North Fork School Of Integrated Studies (Nfsis),Kindergarten,Delta,Mesa County Valley 51,6,100,16.67,0,83.33,0,38.8693138,-107.5930528
355,Colorado,2017-18,North Routt Charter,Kindergarten,Routt,St Vrain Valley Re 1J,10,100,90,0,10,0,40.712751,-106.918287
356,Colorado,2017-18,North Star Academy,Kindergarten,Douglas,Pueblo County 70,76,100,94.74,0,5.26,0,39.53709,-104.795506
357,Colorado,2017-18,Northeast Elementary,Kindergarten,Adams,Denver County 1,94,100,94.68,0,5.32,0,39.993129,-104.802042
358,Colorado,2017-18,Northside Christian Day Care Center,Kindergarten,Adams,Mesa County,2,100,100,0,0,0,39.9062802,-104.979107
359,Colorado,2017-18,Notre Dame Catholic,Kindergarten,Denver,Jefferson County R-1,18,100,88.89,0,0,0,39.6773497,-105.0524631
360,Colorado,2017-18,Notre Dame Early Learning Center,Kindergarten,Denver,Adams County,17,100,82.35,0,0,0,39.6769709,-105.0520879
361,Colorado,2017-18,O'Dea Elementary,Kindergarten,Larimer,Brighton School District,91,100,89.01,0,10.99,0,40.55489,-105.072166
362,Colorado,2017-18,Olander Elementary,Kindergarten,Larimer,Adams 12 Five Star Schools,53,100,86.79,0,13.21,0,40.539551,-105.120588
363,Colorado,2017-18,Olathe Elementary,Kindergarten,Montrose,Montrose County RE-1j,92,100,90.22,0,2.17,2.17,38.610362,-107.982587
364,Colorado,2017-18,Omar D Blair Charter,Kindergarten,Denver,Adams 12 Five Star Schools,69,100,72.46,0,0,0,39.786684,-104.76607
365,Colorado,2017-18,Our Lady Help Of Christians Academy,Kindergarten,Adams,Denver County 1,10,100,60,0,30,10,39.7376188,-104.6120123
366,Colorado,2017-18,Our Lady Of Fatima Catholic,Kindergarten,Jefferson,Denver County 1,25,100,100,0,0,0,39.747089,-105.1157542
367,Colorado,2017-18,Our Lady Of Loreto Catholic,Kindergarten,Arapahoe,Denver County 1,24,100,100,0,0,0,39.5940734,-104.7795618
368,Colorado,2017-18,Our Savior Lutheran,Kindergarten,Archuleta,Jefferson County R-1,4,100,100,0,0,0,37.2483,-107.086247
369,Colorado,2017-18,Paddington Station Inc,Kindergarten,Denver,Delta County,15,100,100,0,0,0,39.7375439,-104.9041184
370,Colorado,2017-18,Paonia Elementary,Kindergarten,Delta,Adams-Arapahoe 28J,24,100,83.33,0,16.67,0,38.870619,-107.594937
371,Colorado,2017-18,Paradox Valley Charter,Kindergarten,Montrose,Mesa County Valley 51,9,100,77.78,0,22.22,0,38.370277,-108.962669
372,Colorado,2017-18,Park Elementary,Kindergarten,La Plata,Denver County 1,55,100,92.73,0,7.27,0,37.267465,-107.874447
373,Colorado,2017-18,Parker Core Knowledge Charter,Kindergarten,Douglas,Jefferson County R-1,80,100,98.75,0,1.25,0,39.532058,-104.756976
374,Colorado,2017-18,Parker Montessori Educational Institute,Kindergarten,Douglas,Summit County,5,100,100,0,0,0,39.51924,-104.762181
375,Colorado,2017-18,Parker United Methodist Church Preschool,Kindergarten,Douglas,El Paso County,13,100,100,0,0,0,39.5017042,-104.7607939
376,Colorado,2017-18,Parzival Shield Preschool/Kindergarten,Kindergarten,Denver,Denver County,2,100,100,0,0,0,39.6770302,-104.946458
377,Colorado,2017-18,Patterson International,Kindergarten,Jefferson,Cherry Creek 5,37,100,97.3,0,2.7,0,39.693984,-105.095835
378,Colorado,2017-18,Pawnee School Pk-12,Kindergarten,Weld,Jefferson County R-1,1,100,100,0,0,0,40.868188,-104.23083
379,Colorado,2017-18,Peace With Christ Christian,Kindergarten,Arapahoe,St Vrain Valley Re 1J,18,100,94.44,0,5.56,0,39.657609,-104.77163
380,Colorado,2017-18,Peak Center Of Excellence,Kindergarten,Jefferson,Jefferson County,2,100,100,0,0,0,39.6092037,-105.1013618
381,Colorado,2017-18,Peak To Peak Charter,Kindergarten,Boulder,Jefferson County R-1,71,100,98.59,0,1.41,0,39.991451,-105.078237
382,Colorado,2017-18,Peak Virtual Academy,Kindergarten,Montrose,Littleton 6,3,100,100,0,0,0,38.48497,-107.879881
383,Colorado,2017-18,Peetz Elementary,Kindergarten,Logan,Boulder Valley RE 2,14,100,78.57,0,14.29,0,40.961721,-103.117334
384,Colorado,2017-18,Peiffer Elementary,Kindergarten,Jefferson,Fountain 8,37,100,100,0,0,0,39.627388,-105.114421
385,Colorado,2017-18,Pete Mirich Elementary,Kindergarten,Weld,Vilas RE-5,58,100,100,0,0,0,40.351012,-104.706094
386,Colorado,2017-18,Pine Grove Elementary,Kindergarten,Douglas,Falcon 49,78,100,94.87,0,5.13,0,39.52775,-104.806824
387,Colorado,2017-18,Pine Lane Elementary,Kindergarten,Douglas,Jefferson County R-1,97,100,96.91,0,2.06,1.03,39.54194,-104.765423
388,Colorado,2017-18,Pioneer Ridge Elementary,Kindergarten,Weld,Adams-Arapahoe 28J,92,100,97.83,0,2.17,0,40.300369,-104.909062
389,Colorado,2017-18,Plainview Elementary,Kindergarten,Kiowa,Weld County RE-1,3,100,100,0,0,0,38.469672,-102.217379
390,Colorado,2017-18,Plainview Preschool,Kindergarten,Kiowa,Boulder County,3,100,100,0,0,0,38.4706799,-102.2165014
391,Colorado,2017-18,Platte River Charter Academy,Kindergarten,Douglas,Douglas County RE 1,52,100,94.23,0,5.77,0,39.55193,-104.941383
392,Colorado,2017-18,Platte Valley Elementary,Kindergarten,Weld,Colorado Springs 11,93,100,92.47,0,1.08,2.15,40.390989,-104.558408
393,Colorado,2017-18,Platteville Elementary,Kindergarten,Weld,Douglas County RE 1,55,100,100,0,0,0,40.207124,-104.823881
394,Colorado,2017-18,Pleasant View Elementary,Kindergarten,Montezuma,Plateau Valley 50,6,100,66.67,0,33.33,0,37.587879,-108.769612
395,Colorado,2017-18,Polaris Expeditionary Learning,Kindergarten,Larimer,Cherry Creek 5,18,100,83.33,0,11.11,5.56,40.578129,-105.111343
396,Colorado,2017-18,Polton Community Elementary,Kindergarten,Arapahoe,Johnstown-milliken RE-5J,78,100,94.87,1.28,2.56,0,39.663877,-104.851621
397,Colorado,2017-18,Pomona Elementary,Kindergarten,Mesa,Weld County RE-1,51,100,90.2,0,9.8,0,39.090663,-108.57947
398,Colorado,2017-18,Pomona Elementary,Kindergarten,Montrose,Widefield 3,65,100,98.46,0,0,1.54,38.471849,-107.867556
399,Colorado,2017-18,Ponderosa Elementary,Kindergarten,Larimer,Montezuma-Cortez RE-1,64,100,92.19,1.56,6.25,0,40.43937,-105.123561
400,Colorado,2017-18,Prairie Crossing Elementary,Kindergarten,Douglas,Cherry Creek 5,94,100,97.87,0,2.13,0,39.510231,-104.79871
401,Colorado,2017-18,Prairie Elementary,Kindergarten,Weld,Thompson R2-J,16,100,100,0,0,0,40.616368,-103.80291
402,Colorado,2017-18,Prairie Heights Elementary,Kindergarten,El Paso,Douglas County RE 1,14,100,85.71,0,14.29,0,38.53631,-104.680591
403,Colorado,2017-18,Prairie Hills Elementary,Kindergarten,Adams,Montrose County RE-1j,70,100,94.29,0,5.71,0,39.9465485,-104.9444715
404,Colorado,2017-18,Prairie Winds Elementary,Kindergarten,El Paso,Plainview RE-2,37,100,89.19,0,10.81,0,39.109743,-104.803598
405,Colorado,2017-18,Prestige Preschool Academy - 25850 E Arapahoe Rd,Kindergarten,Arapahoe,Larimer County,3,100,100,0,0,0,39.5892671,-104.6866148
406,Colorado,2017-18,Primrose School At Lowry,Kindergarten,Denver,Denver County,14,100,100,0,0,0,39.723399,-104.895235
407,Colorado,2017-18,Primrose School At Reunion,Kindergarten,Adams,Boulder County,12,100,100,0,0,0,39.88411,-104.788781
408,Colorado,2017-18,Primrose School At Standley Lake,Kindergarten,Jefferson,Denver County,14,100,100,0,0,0,39.87901,-105.091451
409,Colorado,2017-18,Primrose School At Stapleton,Kindergarten,Denver,Denver County,18,100,61.11,0,0,0,39.753638,-104.899709
410,Colorado,2017-18,Primrose School At The Flatirons,Kindergarten,Broomfield,Broomfield County,24,100,95.83,0,0,0,39.92827,-105.145621
411,Colorado,2017-18,Primrose School Of Castle Rock,Kindergarten,Douglas,El Paso County,9,100,100,0,0,0,39.418543,-104.881234
412,Colorado,2017-18,Primrose School Of Cottonwood Creek,Kindergarten,El Paso,Jefferson County,15,100,100,0,0,0,38.92889,-104.750341
413,Colorado,2017-18,Primrose School Of Erie At Vista Ridge,Kindergarten,Weld,Jefferson County,21,100,100,0,0,0,40.00347,-105.015661
414,Colorado,2017-18,Primrose School Of Lone Tree,Kindergarten,Douglas,Douglas County,6,100,100,0,0,0,39.551116,-104.882491
415,Colorado,2017-18,Primrose School Of Longmont,Kindergarten,Boulder,Jefferson County,27,100,96.3,0,0,0,40.14249,-105.135921
416,Colorado,2017-18,Primrose School Of Parker,Kindergarten,Douglas,Colorado Springs 11,15,100,93.33,0,0,0,39.520777,-104.771487
417,Colorado,2017-18,Primrose School Of Tallgrass,Kindergarten,Arapahoe,Denver County 1,9,100,100,0,0,0,39.63859,-104.737058
418,Colorado,2017-18,Primrose School Of Torrey Peaks,Kindergarten,Jefferson,Jefferson County,11,100,100,0,0,0,39.912097,-105.05608
419,Colorado,2017-18,Primrose School Of West Woods,Kindergarten,Jefferson,Boulder County,14,100,100,0,0,0,39.81384,-105.183301
420,Colorado,2017-18,Pritchett Schools,Kindergarten,Baca,Platte Valley RE-7,3,100,100,0,0,0,37.3723505,-102.8621885
421,Colorado,2017-18,Prospect Valley Elementary,Kindergarten,Jefferson,Adams 12 Five Star Schools,52,100,96.15,0,3.85,0,39.764443,-105.122493
422,Colorado,2017-18,Psas Fulton,Kindergarten,Pueblo,Pueblo City 60,24,100,95.83,0,0,4.17,38.2387125,-104.5846724
423,Colorado,2017-18,Psas Jones,Kindergarten,Pueblo,Arapahoe County,50,100,100,0,0,0,38.237346,-104.639778
424,Colorado,2017-18,Psd Global Academy,Kindergarten,Larimer,Aspen 1,10,100,50,0,50,0,40.566564,-105.066913
425,Colorado,2017-18,Psd Options,Kindergarten,Larimer,Jefferson County R-1,13,100,61.54,0,38.46,0,40.566501,-105.066814
426,Colorado,2017-18,Rabbi Steven Foster Elc @ Temple Emanuel,Kindergarten,Denver,Denver County,7,100,42.86,0,0,0,39.7170579,-104.926586
427,Colorado,2017-18,Ralston Elementary,Kindergarten,Jefferson,Weld County S/d RE-8,45,100,95.56,0,4.44,0,39.716841,-105.292531
428,Colorado,2017-18,Range View Elementary,Kindergarten,Weld,Academy 20,101,100,92.08,0,7.92,0,40.51785,-104.864354
429,Colorado,2017-18,Ray E Kilmer Elementary,Kindergarten,El Paso,Academy 20,42,100,80.95,2.38,16.67,0,39.090722,-104.74844
430,Colorado,2017-18,Reach Charter,Kindergarten,Denver,St Vrain Valley Re 1J,30,100,86.67,0,3.33,0,39.73157,-104.952261
431,Colorado,2017-18,Red Feather Lakes Elementary,Kindergarten,Larimer,Windsor RE-4,6,100,66.67,0,33.33,0,40.800076,-105.610564
432,Colorado,2017-18,Red Hill Elementary,Kindergarten,Eagle,Cherry Creek 5,57,100,96.49,0,0,0,39.623499,-106.950873
433,Colorado,2017-18,Red Rocks Elementary,Kindergarten,Jefferson,Primero Reorganized 2,40,100,95,0,2.5,2.5,39.656835,-105.197058
434,Colorado,2017-18,Red Sandstone Elementary,Kindergarten,Eagle,Cherry Creek 5,41,100,90.24,0,9.76,0,39.646426,-106.389679
435,Colorado,2017-18,Remington Elementary,Kindergarten,El Paso,Eagle County RE 50,102,100,94.12,0,5.88,0,38.878255,-104.699968
436,Colorado,2017-18,Renaissance Montessori Academy,Kindergarten,Douglas,Jefferson County,2,100,50,0,0,0,39.53812,-104.795491
437,Colorado,2017-18,Resurrection Christian,Kindergarten,Larimer,Denver County 1,89,100,77.53,0,12.36,0,40.433774,-104.979746
438,Colorado,2017-18,Reunion Elementary,Kindergarten,Adams,Morgan County,114,100,95.61,0.88,2.63,0.88,39.8968717,-104.786049
439,Colorado,2017-18,Revere Elementary,Kindergarten,Sedgwick,Adams 12 Five Star Schools,10,100,100,0,0,0,40.964335,-102.387173
440,Colorado,2017-18,Rice Elementary,Kindergarten,Larimer,Douglas County RE 1,70,100,95.71,0,4.29,0,40.68741,-105.0042
441,Colorado,2017-18,Ridgway Elementary,Kindergarten,Ouray,Jefferson County R-1,30,100,86.67,0,13.33,0,38.153396,-107.764799
442,Colorado,2017-18,Riffenburgh Elementary,Kindergarten,Larimer,Poudre R-1,94,100,92.55,0,5.32,0,40.563506,-105.052595
443,Colorado,2017-18,Rivendell,Kindergarten,Larimer,Englewood 1,33,100,93.94,0,6.06,0,40.5679789,-105.0444925
444,Colorado,2017-18,Riverdale Elementary,Kindergarten,Adams,Douglas County RE 1,67,100,95.52,0,4.48,0,39.891824,-104.927861
445,Colorado,2017-18,Rocky Mountain Academy Of Evergreen,Kindergarten,Jefferson,Poudre R-1,21,100,85.71,0,14.29,0,39.660369,-105.357212
446,Colorado,2017-18,Rocky Mountain Christian Academy,Kindergarten,Boulder,Mesa County Valley 51,20,100,70,0,15,0,40.10352,-105.132561
