index,state,year,name,type,city,county,enroll,mmr,xmed,xper,xrel,lat,lng
575,Utah,2017-18,Spring City Elementary,Public,Spring City,Sanpete,147,86.39,0,13.61,0,39.4795782,-111.4873314
576,Utah,2017-18,Valley Elementary-Kane,Public,Orderville,Kane,145,86.21,0,12.41,0.69,37.2752986,-112.6361905
577,Utah,2017-18,Ibapah Elementary,Public,Ibapah,Tooele,36,86.11,0,13.89,0,40.0366039,-113.9861139
578,Utah,2017-18,American International School Of Utah (Aisu),Public,Murray,Salt Lake,511,85.13,0.39,14.48,0,40.6631065,-111.903902
579,Utah,2017-18,Open Classroom,Public,Salt Lake City,Salt Lake,345,84.93,0,15.07,0,40.7725728,-111.8778264
580,Utah,2017-18,Grace Lutheran School & Preschool,Private,Sandy,Salt Lake,65,84.62,0,15.38,0,40.5740657,-111.8402861
581,Utah,2017-18,Snowville Elementary,Public,Snowville,Box Elder,19,84.21,0,15.79,0,41.969118,-112.7096136
582,Utah,2017-18,Moab Charter,Public,Moab,Grand,113,84.07,0,15.93,0,38.568221,-109.543711
583,Utah,2017-18,American Leadership Academy,Public,Spanish Fork,Utah,888,83.78,0,16.22,0,40.0964001,-111.6709259
584,Utah,2017-18,Mona Elementary,Public,Mona,Juab,422,83.65,0,16.11,0,39.8132788,-111.8505537
585,Utah,2017-18,Davinci Academy Of Science And The Arts,Public,Ogden,Weber,684,83.33,0,16.67,0,41.230302,-111.973336
586,Utah,2017-18,Lake Powell,Public,Lake Powell,Kane,6,83.33,0,16.67,0,37.5254862,-110.7081415
587,Utah,2017-18,Reid,Private,Salt Lake City,Salt Lake,56,82.14,0,7.14,0,40.6977199,-111.808269
588,Utah,2017-18,American Heritage,Private,American Fork,Utah,479,81.21,0,18.79,0,40.392817,-111.768947
589,Utah,2017-18,Solider Hollow Charter,Public,Heber City,Wasatch,287,80.84,0,15.33,0.7,40.4718293,-111.467724
590,Utah,2017-18,Walden School Of Liberal Arts,Public,Provo,Utah,240,80.42,0,15,0,40.2895035,-111.6575288
591,Utah,2017-18,Layton Christian Academy,Private,Layton,Davis,121,80.17,0,2.48,0,41.1050762,-111.9221958
592,Utah,2017-18,Mountainville Academy,Public,Alpine,Utah,512,77.93,0.39,21.68,0,40.4506655,-111.7763752
593,Utah,2017-18,Dan W. Peterson,Public,American Fork,Utah,36,77.78,5.56,11.11,0,40.380394,-111.7697571
594,Utah,2017-18,Canyon Grove Academy,Public,Pleasant Grove,Utah,589,76.91,0.17,22.41,0.51,40.4017056,-111.7504592
595,Utah,2017-18,Montessori At Riverton,Private,Riverton,Salt Lake,30,73.33,0,23.33,0,40.5117331,-111.9373602
596,Utah,2017-18,Utah Association Of Christian Schools,Private,Salt Lake City,Salt Lake,11,72.73,0,9.09,0,40.648941,-111.8382442
597,Utah,2017-18,Gateway Preparatory Academy,Public,Enoch,Iron,463,70.19,0.22,29.16,0.43,37.7469759,-113.0575628
598,Utah,2017-18,Big Water,Public,Big Water,Kane,29,68.97,0,31.03,0,37.0855677,-111.6641533
599,Utah,2017-18,Blue Peak High,Public,Tooele,Tooele,933,68.38,0,31.62,0,40.5261169,-112.3244632
600,Utah,2017-18,Berean Baptist Christian Academy,Private,Ogden,Weber,9,66.67,0,33.33,0,41.193381,-111.954002
601,Utah,2017-18,Boulder Elementary,Public,Boulder,Garfield,10,20,0,80,0,37.9244444,-111.4261111
602,Utah,2017-18,Oakridge,Public,Springville,Utah,,,,,,40.1555146,-111.5867597
