index,state,year,name,county,enroll,mmr,overall,xmed,xper,xrel,lat,lng
87,Vermont,2018-19,Barre Town Elementary,Washington,682,98.82697947,97.50733138,,,,44.1680721,-72.4853616
88,Vermont,2018-19,Union Memorial,Chittenden,251,98.80478088,97.21115538,,,,44.549168,44.549168
89,Vermont,2018-19,Bennington Elementary,Bennington,249,98.79518072,98.3935743,,,,42.880806,42.880806
90,Vermont,2018-19,Good Shepherd Catholic,Caledonia,83,98.79518072,93.97590361,,,,44.4205162,-72.0176699
91,Vermont,2018-19,Shoreham Elementary,Addison,81,98.7654321,97.5308642,,,,43.891708,-73.316238
92,Vermont,2018-19,Orange Center,Washington,77,98.7012987,96.1038961,,,,44.1490229,-72.4035558
93,Vermont,2018-19,Newport Town,Orleans,75,98.66666667,98.66666667,,,,44.95163,44.95163
94,Vermont,2018-19,Coventry Village,Orleans,135,98.51851852,97.03703704,,,,44.862564,44.862564
95,Vermont,2018-19,Bellows Free Academy Fairfax,Franklin,870,98.50574713,95.74712644,,,,44.663446,-73.013514
96,Vermont,2018-19,Northeast Primary,Rutland,200,98.5,98.5,,,,43.617752,-72.96212
97,Vermont,2018-19,Poultney Elementary,Rutland,196,98.46938776,96.93877551,,,,43.524437,-73.237676
98,Vermont,2018-19,Swanton,Franklin,520,98.46153846,95.76923077,,,,44.9153692,-73.1130187
99,Vermont,2018-19,Rutland Town Elementary,Rutland,319,98.43260188,97.17868339,,,,43.6386836,-72.9634995
100,Vermont,2018-19,Sheldon Elementary,Franklin,253,98.41897233,96.83794466,,,,44.900993,-72.969269
101,Vermont,2018-19,West Rutland,Rutland,316,98.41772152,97.15189873,,,,43.595506,43.595506
102,Vermont,2018-19,Bethel Elementary,Windsor,126,98.41269841,96.82539683,,,,43.833232,-72.6435001
103,Vermont,2018-19,Stratton Mountain,Windham,125,98.4,97.6,,,,43.1059962,-72.8879356
104,Vermont,2018-19,Barre City Elementary/Middle,Washington,789,98.35234474,96.9581749,,,,44.184474,44.184474
105,Vermont,2018-19,Northwest Primary,Rutland,181,98.34254144,96.68508287,,,,43.6127619,-72.991417
106,Vermont,2018-19,Malletts Bay,Chittenden,482,98.34024896,97.30290456,,,,44.538696,44.538696
107,Vermont,2018-19,Berlin Elementary,Washington,180,98.33333333,96.66666667,,,,44.2145063,-72.5717356
108,Vermont,2018-19,Thomas Fleming,Chittenden,238,98.31932773,96.63865546,,,,44.494817,44.494817
109,Vermont,2018-19,Athens/Grafton Joint Contract,Windham,59,98.30508475,96.61016949,,,,43.1330826,-72.5679089
110,Vermont,2018-19,Waitsfield Elementary,Washington,118,98.30508475,98.30508475,,,,44.1944527,-72.8193328
111,Vermont,2018-19,St. Johnsbury Schools,Caledonia,586,98.29351536,97.95221843,,,,44.4165758,-72.0271212
112,Vermont,2018-19,Georgia Elementary/Middle,Franklin,580,98.27586207,96.72413793,,,,44.735401,44.735401
113,Vermont,2018-19,Union Street,Windsor,231,98.26839827,95.67099567,,,,43.2955001,-72.4880611
114,Vermont,2018-19,Crossett Brook Middle Union,Washington,287,98.25783972,96.8641115,,,,44.2274915,-72.7928288
115,Vermont,2018-19,Christ The King School (Burlington),Chittenden,172,98.25581395,97.09302326,,,,44.463747,-73.209344
116,Vermont,2018-19,Barnet Elementary,Caledonia,170,98.23529412,96.47058824,,,,44.307334,-72.080737
117,Vermont,2018-19,Benson Village,Rutland,56,98.21428571,98.21428571,,,,43.7099497,-73.3001233
118,Vermont,2018-19,St. Albans City,Franklin,714,98.17927171,95.79831933,,,,44.8203212,-73.0918317
119,Vermont,2018-19,Sacred Heart Saint Francis De Sales,Bennington,164,98.17073171,98.17073171,,,,42.882247,-73.194472
120,Vermont,2018-19,Richmond Elementary,Chittenden,217,98.15668203,96.31336406,,,,44.4126297,-72.9939169
121,Vermont,2018-19,Lakeview Union,Orleans,54,98.14814815,96.2962963,,,,44.5807538,-72.2939152
122,Vermont,2018-19,Central Elementary,Windham,158,98.10126582,98.10126582,,,,43.132305,-72.450478
123,Vermont,2018-19,Brownington Central,Orleans,105,98.0952381,94.28571429,,,,44.819962,44.819962
124,Vermont,2018-19,Albert D. Lawton,Chittenden,366,98.08743169,96.72131148,,,,44.486996,44.486996
125,Vermont,2018-19,Greenwood,Windham,51,98.03921569,92.15686275,,,,42.976189,-72.552689
126,Vermont,2018-19,North Hero,Grand Isle,51,98.03921569,98.03921569,,,,44.8508342,-73.2634981
127,Vermont,2018-19,Samuel Morey Elementary,Orange,153,98.03921569,95.4248366,,,,43.9079275,-72.1461984
128,Vermont,2018-19,Saint Johnsbury Academy,Caledonia,977,97.95291709,94.88229273,,,,44.416193,-72.019289
129,Vermont,2018-19,Clarendon Elementary,Rutland,145,97.93103448,97.24137931,,,,43.5634,-72.96786
130,Vermont,2018-19,Barstow Memorial,Rutland,192,97.91666667,94.79166667,,,,43.7010447,-72.9524235
131,Vermont,2018-19,Newton,Orange,96,97.91666667,91.66666667,,,,43.8350684,-72.3653719
132,Vermont,2018-19,Cavendish Town Elementary,Windsor,94,97.87234043,95.74468085,,,,43.3837539,-72.6371511
133,Vermont,2018-19,Williston Central,Chittenden,655,97.86259542,97.09923664,,,,44.4403148,-73.0735467
134,Vermont,2018-19,Green Street,Windham,232,97.84482759,96.12068966,,,,42.851762,42.851762
135,Vermont,2018-19,Allen Brook,Chittenden,322,97.82608696,97.20496894,,,,44.447771,-73.096256
136,Vermont,2018-19,Ottauquechee,Windsor,183,97.81420765,96.72131148,,,,43.649324,43.649324
137,Vermont,2018-19,Braintree,Orange,90,97.77777778,95.55555556,,,,43.955703,43.955703
138,Vermont,2018-19,Ripton Elementary,Addison,45,97.77777778,95.55555556,,,,43.9852144,-73.0382352
139,Vermont,2018-19,Robinson,Addison,135,97.77777778,95.55555556,,,,44.223464,44.223464
140,Vermont,2018-19,Charleston Elementary,Orleans,87,97.70114943,94.25287356,,,,44.843109,-72.019768
141,Vermont,2018-19,Hilltop Montessori,Windham,87,97.70114943,97.70114943,,,,42.836741,-72.587789
142,Vermont,2018-19,Pownal Elementary,Bennington,216,97.68518519,93.98148148,,,,42.800196,42.800196
143,Vermont,2018-19,Baird,Chittenden,43,97.6744186,97.6744186,,,,44.447101,-73.2141819
144,Vermont,2018-19,Lowell Graded,Orleans,86,97.6744186,91.86046512,,,,44.8053359,-72.448708
145,Vermont,2018-19,Twin Valley Elementary,Windham,172,97.6744186,95.93023256,,,,42.888988,-72.862106
146,Vermont,2018-19,Lyndon Town,Caledonia,468,97.64957265,96.15384615,,,,44.5464,44.5464
147,Vermont,2018-19,Rick Marcotte Central,Chittenden,338,97.63313609,96.44970414,,,,44.467154,44.467154
148,Vermont,2018-19,St. Albans Town Education Center,Franklin,711,97.60900141,94.79606188,,,,44.8016334,-73.0860045
149,Vermont,2018-19,Thetford Elementary ,Orange,208,97.59615385,97.11538462,,,,43.8195834,-72.2318683
150,Vermont,2018-19,Westshire,Orange,83,97.59036145,97.59036145,,,,43.9073951,-72.2611326
151,Vermont,2018-19,Laraway,Lamoille,41,97.56097561,85.36585366,,,,44.6363137,-72.6982423
152,Vermont,2018-19,Wardsboro Central,Windham,40,97.5,97.5,,,,43.048294,43.048294
153,Vermont,2018-19,Mettawee Community School ,Rutland,159,97.48427673,96.22641509,,,,43.3857682,-73.2243815
154,Vermont,2018-19,Fisher,Bennington,158,97.46835443,94.30379747,,,,43.066106,43.066106
155,Vermont,2018-19,Hinesburg Community,Chittenden,513,97.46588694,94.54191033,,,,44.3446552,-73.1099525
156,Vermont,2018-19,Troy,Orleans,157,97.4522293,96.17834395,,,,44.995788,44.995788
157,Vermont,2018-19,Mary Hogan,Addison,431,97.44779582,96.05568445,,,,44.0105946,-73.1616526
158,Vermont,2018-19,Mill River Union,Rutland,431,97.44779582,95.59164733,,,,43.547028,-72.97152
159,Vermont,2018-19,Bradford Elementary,Orange,234,97.43589744,97.43589744,,,,44.0026079,-72.1224734
160,Vermont,2018-19,Hiawatha,Chittenden,192,97.39583333,96.875,,,,44.489028,44.489028
161,Vermont,2018-19,Founders Memorial,Chittenden,420,97.38095238,97.38095238,,,,44.500441,44.500441
162,Vermont,2018-19,Champlain Valley Christian,Addison,38,97.36842105,97.36842105,,,,44.1615806,-73.2407857
163,Vermont,2018-19,Choice Academy,Washington,38,97.36842105,92.10526316,,,,44.1707867,-72.5099574
164,Vermont,2018-19,Neshobe,Rutland,341,97.36070381,96.77419355,,,,43.826441,43.826441
165,Vermont,2018-19,Thatcher Brook Primary Union,Washington,338,97.33727811,96.44970414,,,,44.339128,-72.753139
166,Vermont,2018-19,Vergennes Union Elementary ,Addison,225,97.33333333,95.11111111,,,,44.1671634,-73.2480837
167,Vermont,2018-19,Thetford Academy,Orange,297,97.30639731,94.61279461,,,,43.8144932,-72.2312088
