index,state,year,name,address,city,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
649,North Carolina,2018-19,Pittman Elementary Leadership Academy,,,Halifax,,20,,100,0,,0,36.264146,-77.742767
650,North Carolina,2018-19,Pitts School Road Elementary,,,Cabarrus,,148,,100,0,,1.4,35.343409,-80.646488
651,North Carolina,2018-19,Pittsboro Elementary,,,Chatham,,94,,100,0,,0,35.713186,-79.17638
652,North Carolina,2018-19,Plain View Primary,,,Bladen,,37,,100,0,,0,34.737864,-78.839832
653,North Carolina,2018-19,Pleasant Garden Elementary,,,Guilford,,69,,100,0,,2.9,35.9614762,-79.7613196
654,North Carolina,2018-19,Pleasant Gardens Elementary,,,McDowell,,44,,100,0,,0,35.6919466,-82.0701136
655,North Carolina,2018-19,Pleasant Grove Elementary,,,Alamance,,46,,100,0,,0,36.217278,-79.306674
656,North Carolina,2018-19,Pleasant Grove Elementary,,,Wake,,91,,100,0,,1.1,35.8874271,-78.8207657
657,North Carolina,2018-19,Poe Elementary,,,Wake,,57,,100,0,,1.8,35.773611,-78.605677
658,North Carolina,2018-19,Pollocksville Elementary,,,Jones,,17,,100,0,,0,35.004879,-77.225351
659,North Carolina,2018-19,Polo Ridge Elementary,,,Mecklenburg,,141,,100,0,,3.5,35.046855,-80.795134
660,North Carolina,2018-19,Poplar Springs Elementary,,,Stokes,,64,,100,0,,1.6,36.2914004,-80.3265324
661,North Carolina,2018-19,Porter Ridge Elementary,,,Union,,70,,100,0,,0,35.0935976,-80.5759165
662,North Carolina,2018-19,Primrose School at Holly Grove,,,Wake,,20,,100,0,,0,35.632485,-78.854323
663,North Carolina,2018-19,Primrose School of New Irving Park,,,Guilford,,13,,100,0,,0,36.124699,-79.7994114
664,North Carolina,2018-19,Providence Day,,,Mecklenburg,,88,,100,0,,0,35.16024,-80.780331
665,North Carolina,2018-19,Pungo Christian Academy,,,Beaufort,,9,,100,0,,0,35.549127,-76.635067
666,North Carolina,2018-19,Quality Education Institute,,,Durham,,12,,100,0,,0,35.9625699,-78.9006098
667,North Carolina,2018-19,Quest Academy,,,Wake,,14,,100,0,,7.1,35.90234,-78.677915
668,North Carolina,2018-19,R Brown  McAllister Elementary,,,Cabarrus,,58,,100,0,,1.7,35.397642,-80.566491
669,North Carolina,2018-19,Rainbow Community,,,Buncombe,,18,,100,0,,16.7,35.57816,-82.586821
670,North Carolina,2018-19,Raleigh Christian Academy,,,Wake,,31,,100,0,,0,35.8082,-78.575701
671,North Carolina,2018-19,Raleigh Oak Charter,,,Wake,,63,,100,0,,14.3,35.8979165,-78.6536143
672,North Carolina,2018-19,Raleigh,,,Wake,,44,,100,0,,0,35.7717648,-78.6662784
673,North Carolina,2018-19,Raleigh SDA,,,Wake,,7,,100,0,,14.3,35.7491736,-78.7220396
674,North Carolina,2018-19,Rama Road Elementary,,,Mecklenburg,,90,,100,0,,0,35.1697,-80.772267
675,North Carolina,2018-19,Ranger Elementary/Middle,,,Cherokee,,28,,100,0,,0,35.015678,-84.182745
676,North Carolina,2018-19,Rankin Elementary,,,Guilford,,106,,100,0,,0.9,36.1203765,-79.7644561
677,North Carolina,2018-19,Ravenscroft,,,Wake,,46,,100,0,,2.2,35.88478,-78.630951
678,North Carolina,2018-19,Ray Childers Elementary,,,Burke,,77,,100,0,,1.3,35.750337,-81.428343
679,North Carolina,2018-19,Red Oak Elementary,,,Nash,,85,,100,0,,0,36.039545,-77.904212
680,North Carolina,2018-19,Redeemer,,,Forsyth,,24,,100,0,,4.2,36.07904,-80.274091
681,North Carolina,2018-19,Reeds Elementary,,,Davidson,,45,,100,0,,0,35.842884,-80.33311
682,North Carolina,2018-19,Reedy Creek Elementary,,,Wake,,120,,100,0,,1.7,35.812723,-78.765838
683,North Carolina,2018-19,Reflections of Christ Christian Acad,,,Burke,,0,,100,0,,0,35.714265,-81.415087
684,North Carolina,2018-19,Renaissance Classical Academy,,,Cumberland,,20,,100,0,,0,35.0573815,-78.9937295
685,North Carolina,2018-19,Resurrection Lutheran,,,Wake,,10,,100,0,,0,35.72966,-78.778941
686,North Carolina,2018-19,Rhema Christian Academy,,,Wayne,,4,,100,0,,0,35.401959,-77.972547
687,North Carolina,2018-19,Ridgecroft,,,Hertford,,16,,100,0,,0,36.353349,-77.009022
688,North Carolina,2018-19,Ridgewood Elementary,,,Pitt,,131,,100,0,,0,35.563716,-77.428278
689,North Carolina,2018-19,River Dell  Elementary,,,Johnston,,129,,100,0,,2.3,35.667244,-78.351217
690,North Carolina,2018-19,River Gate Elementary,,,Mecklenburg,,118,,100,0,,1.7,35.087492,-80.977235
691,North Carolina,2018-19,River Mill  Academy,,,Alamance,,69,,100,0,,0,36.0423,-79.385081
692,North Carolina,2018-19,Riverbend Elementary,,,Haywood,,35,,100,0,,8.6,35.58398,-82.945655
693,North Carolina,2018-19,Riverside Christian Academy,,,Robeson,,1,,100,0,,0,34.62371,-79.159161
694,North Carolina,2018-19,Riverside Elementary,,,Avery,,19,,100,0,,0,35.9898443,-82.0195432
695,North Carolina,2018-19,Riverview Elementary,,,Hertford,,61,,100,0,,1.6,36.438563,-77.076233
696,North Carolina,2018-19,Roaring River Elementary,,,Wilkes,,29,,100,0,,0,36.208745,-81.003778
697,North Carolina,2018-19,Robbins Elementary,,,Moore,,66,,100,0,,0,35.419539,-79.573284
698,North Carolina,2018-19,Robinson Elementary,,,Gaston,,75,,100,0,,0,35.213131,-81.162942
699,North Carolina,2018-19,Rock Ridge Elementary,,,Wilson,,67,,100,0,,1.5,35.702012,-78.068006
700,North Carolina,2018-19,Rockfish Christian Academy,,,Hoke,,5,,100,0,,20,34.991714,-79.065055
701,North Carolina,2018-19,Rockford Elementary,,,Surry,,52,,100,0,,0,36.370937,-80.694087
702,North Carolina,2018-19,Rockwell Christian,,,Rowan,,25,,100,0,,4,35.547462,-80.405629
703,North Carolina,2018-19,Rockwell Elementary,,,Rowan,,81,,100,0,,0,35.556394,-80.4150474
704,North Carolina,2018-19,Rocky Mount Academy,,,Nash,,25,,100,0,,0,35.94612,-77.843991
705,North Carolina,2018-19,"Rocky Mount Preparatory, Inc.",,,Nash,,99,,100,0,,1,36.0154074,-77.778917
706,North Carolina,2018-19,Rocky Point Elementary,,,Pender,,59,,100,0,,0,34.4287572,-77.8772311
707,North Carolina,2018-19,Rodgers Elementary,,,Martin,,37,,100,0,,2.7,35.781416,-77.07701
708,North Carolina,2018-19,Roger Bell New Tech Academy,,,Craven,,48,,100,0,,0,34.8810978,-76.8807145
709,North Carolina,2018-19,Ronald E. McNair Elementary,,,Guilford,,91,,100,0,,1.1,36.1605354,-79.7735431
710,North Carolina,2018-19,Ronda-Clingman Elementary,,,Wilkes,,53,,100,0,,0,36.204774,-80.937504
711,North Carolina,2018-19,Root Elementary,,,Wake,,74,,100,0,,2.7,35.825684,-78.650608
712,North Carolina,2018-19,Rosewood Elementary,,,Wayne,,101,,100,0,,0,35.4170828,-78.0918143
713,North Carolina,2018-19,Royal Elementary,,,Franklin,,72,,100,0,,1.4,36.021322,-78.365721
714,North Carolina,2018-19,Rutherfordton Elementary,,,Rutherford,,61,,100,0,,1.6,35.334574,-81.973112
715,North Carolina,2018-19,S.W. Snowden Elementary,,,Beaufort,,22,,100,0,,0,35.306786,-76.792874
716,North Carolina,2018-19,Sacred Heart Catholic,,,Rowan,,16,,100,0,,0,35.70916,-80.508422
717,North Carolina,2018-19,Salem Baptist Christian,,,Forsyth,,18,,100,0,,5.6,36.0887994,-80.2491539
718,North Carolina,2018-19,Salem Christian Academy,,,Surry,,13,,100,0,,0,36.37385,-80.704431
719,North Carolina,2018-19,Salem Elementary,,,Burke,,65,,100,0,,0,35.694273,-81.701012
720,North Carolina,2018-19,Salisbury Academy,,,Rowan,,20,,100,0,,5,35.695596,-80.509824
721,North Carolina,2018-19,Salisbury Christian,,,Rowan,,2,,100,0,,50,35.597907,-80.406054
722,North Carolina,2018-19,Saluda Elementary,,,Polk,,24,,100,0,,12.5,35.23674,-82.344351
723,North Carolina,2018-19,Sand Hill -Venable Elementary,,,Buncombe,,105,,100,1,,1,35.5542674,-82.6399882
724,North Carolina,2018-19,Sandhills Farm Life Elementary,,,Moore,,113,,100,0.9,,4.4,35.274834,-79.390886
725,North Carolina,2018-19,Sandhills Theatre Arts Renaissance,,,Moore,,44,,100,0,,0,35.2132772,-79.3313605
726,North Carolina,2018-19,Sandy Grove Elementary,,,Hoke,,95,,100,0,,0,34.944586,-79.091371
727,North Carolina,2018-19,Sandy Ridge Elementary,,,Stokes,,31,,100,0,,3.2,36.500386,-80.102114
728,North Carolina,2018-19,Sandy Ridge Elementary,,,Durham,,99,,100,0,,2,36.0577148,-78.871103
729,North Carolina,2018-19,Sanford Creek Elementary,,,Wake,,102,,100,0,,2,35.927717,-78.461417
730,North Carolina,2018-19,Sarah Walden Herbin-Dale J. Metz Education Center,,,Guilford,,6,,100,0,,0,36.0825587,-79.736414
731,North Carolina,2018-19,Sawmills Elementary,,,Caldwell,,60,,100,1.7,,1.7,35.818463,-81.479093
732,North Carolina,2018-19,Scotland Neck Elementary Leadership Academy,,,Halifax,,34,,100,0,,0,36.1269043,-77.4280302
733,North Carolina,2018-19,Scotts Creek Elementary,,,Jackson,,61,,100,0,,0,35.409234,-83.1778
734,North Carolina,2018-19,Second Baptist Christian Academy,,,Richmond,,16,,100,0,,0,34.8817839,-79.6865944
735,North Carolina,2018-19,Sedge Garden Elementary,,,Forsyth,,119,,100,0,,0.8,36.096283,-80.135966
736,North Carolina,2018-19,Sedgefield,,,Mecklenburg,,5,,100,0,,0,35.19616,-80.860641
737,North Carolina,2018-19,Selwyn Elementary,,,Mecklenburg,,132,,100,0,,0.8,35.167758,-80.834754
738,North Carolina,2018-19,Shady Grove Elementary,,,Davie,,66,,100,0,,4.5,35.9466524,-80.415597
739,North Carolina,2018-19,Shamrock Gardens Elementary,,,Mecklenburg,,88,,100,0,,0,35.234012,-80.788375
740,North Carolina,2018-19,Sharon Elementary,,,Iredell,,43,,100,0,,0,35.7710117,-81.0604119
741,North Carolina,2018-19,Shawboro Elementary,,,Currituck,,88,,100,0,,0,36.445118,-76.015101
742,North Carolina,2018-19,Sheets Memorial Christian,,,Davidson,,16,,100,0,,0,35.810776,-80.260855
743,North Carolina,2018-19,Sherril ls Ford Elementary,,,Catawba,,57,,100,0,,1.8,35.621421,-80.988039
744,North Carolina,2018-19,Sherwood Elementary,,,Gaston,,79,,100,0,,0,35.2493179,-81.1547487
745,North Carolina,2018-19,Sherwood Forest Elementary,,,Forsyth,,108,,100,0,,0.9,36.106627,-80.310439
746,North Carolina,2018-19,Sherwood Park Elementary,,,Cumberland,,37,,100,0,,0,35.01851,-78.962175
747,North Carolina,2018-19,Shiloh Elementary,,,Union,,85,,100,0,,10.6,35.0375173,-80.6500482
748,North Carolina,2018-19,Shining Light Academy,,,Guilford,,22,,100,0,,0,36.0527929,-79.9118802
749,North Carolina,2018-19,Shoals Elementary,,,Surry,,43,,100,0,,0,36.333182,-80.503686
750,North Carolina,2018-19,Shuford Elementary,,,Catawba,,58,,100,1.7,,0,35.720322,-81.200144
751,North Carolina,2018-19,Silk Hope,,,Chatham,,28,,100,0,,0,35.780723,-79.366632
752,North Carolina,2018-19,Smith Elementary,,,Wake,,73,,100,0,,0,35.711815,-78.653731
753,North Carolina,2018-19,Snow Creek Elementary,,,Catawba,,60,,100,1.7,,0,35.7809773,-81.2676276
754,North Carolina,2018-19,Snow Hill  Primary,,,Greene,,159,,100,0,,0,35.4508437,-77.6639467
755,North Carolina,2018-19,Socrates Academy,,,Mecklenburg,,81,,100,0,,3.7,35.072886,-80.72885
756,North Carolina,2018-19,South Brunswick Charter,,,Brunswick,,70,,100,0,,2.9,33.9723592,-78.1989896
757,North Carolina,2018-19,South Charlotte Baptist Academy,,,Mecklenburg,,8,,100,0,,12.5,35.07297,-80.880301
758,North Carolina,2018-19,South Creek Elementary,,,Martin,,60,,100,0,,0,35.855769,-77.248028
759,North Carolina,2018-19,South Elementary,,,Person,,54,,100,0,,0,36.375216,-78.988485
760,North Carolina,2018-19,South Elementary,,,Caswell,,48,,100,0,,0,36.328911,-79.239018
761,North Carolina,2018-19,South Graham Elementary,,,Alamance,,104,,100,0,,0,36.052302,-79.393351
762,North Carolina,2018-19,South Lexington Developmental Center,,,Davidson,,3,,100,0,,0,35.797662,-80.2624666
763,North Carolina,2018-19,South Toe Elementary,,,Yancey,,16,,100,0,,6.3,35.840493,-82.188096
764,North Carolina,2018-19,South Topsail  Elementary,,,Pender,,42,,100,0,,0,34.384254,-77.713498
765,North Carolina,2018-19,South Warren Elementary,,,Warren,,22,,100,0,,0,36.319831,-78.199405
766,North Carolina,2018-19,Southeastern Academy,,,Robeson,,20,,100,0,,0,34.651579,-78.873631
767,North Carolina,2018-19,Southeastern Christian Academy,,,Brunswick,,22,,100,0,,9.1,33.986572,-78.358888
768,North Carolina,2018-19,Southern Elementary,,,Guilford,,40,,100,0,,0,35.9443416,-79.8563375
769,North Carolina,2018-19,Southern Pines Primary,,,Moore,,117,,100,0,,0.9,35.185306,-79.405121
770,North Carolina,2018-19,Southlake Christian Academy,,,Mecklenburg,,15,,100,0,,6.7,35.429185,-80.93636
771,North Carolina,2018-19,Southmont Elementary,,,Davidson,,60,,100,0,,0,35.6647123,-80.2717029
772,North Carolina,2018-19,Southmont Elementary,,,Randolph,,82,,100,0,,1.2,35.648133,-79.8494435
773,North Carolina,2018-19,Southport Elementary,,,Brunswick,,84,,100,0,,3.6,33.92507,-78.032008
774,North Carolina,2018-19,Southside Christ. School  Inc.,,,Johnston,,30,,100,0,,13.3,35.6407033,-78.5284596
775,North Carolina,2018-19,Southwest Elementary,,,Durham,,95,,100,0,,1.1,35.928914,-78.92396
776,North Carolina,2018-19,Southwest Elementary,,,Forsyth,,100,,100,1,,2,36.068007,-80.383279
777,North Carolina,2018-19,Southwest Elementary,,,Guilford,,155,,100,0,,2.6,36.0448236,-79.9816751
778,North Carolina,2018-19,Southwood Elementary,,,Davidson,,102,,100,0,,1,35.732711,-80.267988
779,North Carolina,2018-19,Southwood Elementary,,,Lenoir,,47,,100,0,,0,35.208002,-77.564598
780,North Carolina,2018-19,Speas Elementary,,,Forsyth,,139,,100,0,,0.7,36.130346,-80.29625
781,North Carolina,2018-19,"Special School (Federal, DHHS, DPS, etc.)",,,Granville,,0,,100,0,,0,36.3258275,-78.5957719
782,North Carolina,2018-19,Spring Valley Elementary,,,Durham,,85,,100,0,,0,35.9559309,-78.814885
783,North Carolina,2018-19,St. Andrew's Espiscopal,,,Nash,,5,,100,0,,0,35.9608,-77.834261
784,North Carolina,2018-19,St. Ann Catholic,,,Mecklenburg,,15,,100,0,,0,35.18049,-80.850081
785,North Carolina,2018-19,St. David's,,,Wake,,32,,100,0,,3.1,35.82342,-78.648881
786,North Carolina,2018-19,St. John Paul II Catholic,,,Moore,,20,,100,0,,0,35.21436,-79.380481
787,North Carolina,2018-19,St. John's Lutheran Day Sch.,,,Forsyth,,20,,100,0,,0,36.070475,-80.28214
788,North Carolina,2018-19,St. Joseph Academy,,,Haywood,,0,,100,0,,0,35.52028,-83.096161
789,North Carolina,2018-19,St. Leo Catholic,,,Forsyth,,16,,100,0,,0,36.1009272,-80.2726666
790,North Carolina,2018-19,St. Mark Catholic,,,Mecklenburg,,50,,100,0,,0,35.421992,-80.868002
791,North Carolina,2018-19,St. Mark Catholic,,,New Hanover,,26,,100,0,,0,34.2380487,-77.8440017
792,North Carolina,2018-19,St. Mary Catholic,,,Wayne,,25,,100,0,,0,35.3866954,-77.968779
793,North Carolina,2018-19,St. Mary Magdalene Catholic Sch,,,Wake,,42,,100,0,,0,35.7253179,-78.8750123
794,North Carolina,2018-19,St. Matthew Catholic,,,Mecklenburg,,79,,100,0,,0,35.055017,-80.814296
795,North Carolina,2018-19,St. Michael the Archangel Cath Sch,,,Wake,,50,,100,0,,0,35.7875179,-78.8209275
796,North Carolina,2018-19,St. Patrick Catholic,,,Cumberland,,17,,100,0,,0,35.03396,-78.922661
797,North Carolina,2018-19,St. Patrick Catholic,,,Mecklenburg,,22,,100,0,,0,35.2054209,-80.8447937
798,North Carolina,2018-19,St. Pius X Catholic,,,Guilford,,41,,100,0,,0,36.10335,-79.787201
799,North Carolina,2018-19,St. Raphael's Catholic,,,Wake,,45,,100,0,,0,35.8600834,-78.6200847
800,North Carolina,2018-19,St. Timothy's,,,Wake,,44,,100,0,,0,35.841234,-78.644301
801,North Carolina,2018-19,Stanfield Elementary,,,Stanly,,48,,100,0,,0,35.2306199,-80.4265775
802,North Carolina,2018-19,Stanly County Virtual Education,,,Stanly,,1,,100,0,,0,35.366143,-80.19657
803,North Carolina,2018-19,Stantonsburg Elementary,,,Wilson,,30,,100,0,,0,35.603522,-77.827942
804,North Carolina,2018-19,Star Elementary,,,Montgomery,,0,,100,0,,0,35.396117,-79.783532
805,North Carolina,2018-19,Startown Elementary,,,Catawba,,69,,100,0,,0,35.639054,-81.269878
806,North Carolina,2018-19,Statesvil le Christian,,,Iredell,,12,,100,0,,25,35.80547,-80.892851
807,North Carolina,2018-19,Statesvil le Montessori,,,Iredell,,8,,100,0,,25,35.78058,-80.864671
808,North Carolina,2018-19,Stedman Primary,,,Cumberland,,77,,100,0,,1.3,35.010798,-78.69275
809,North Carolina,2018-19,Sterling Montessori Academy,,,Wake,,80,,100,0,,2.5,35.833535,-78.837424
810,North Carolina,2018-19,Sternberger Elementary,,,Guilford,,79,,100,0,,2.5,36.0853104,-79.8452989
811,North Carolina,2018-19,Stokes,,,Pitt,,26,,100,0,,0,35.7167821,-77.2682129
812,North Carolina,2018-19,Stoner-Thomas,,,Davidson,,3,,100,0,,0,35.818005,-80.20106
813,North Carolina,2018-19,Stoney Creek Elementary,,,Caswell,,31,,100,0,,0,36.345013,-79.423574
814,North Carolina,2018-19,Stoney Point Elementary,,,Cumberland,,124,,100,0,,0.8,34.979624,-79.014803
815,North Carolina,2018-19,Stony Point Elementary,,,Alexander,,42,,100,0,,0,35.8697,-81.04841
816,North Carolina,2018-19,Stories Creek Elementary,,,Person,,65,,100,0,,0,36.420942,-79.002437
817,North Carolina,2018-19,Stough Elementary,,,Wake,,60,,100,0,,1.7,35.835671,-78.692346
818,North Carolina,2018-19,Success Charter,,,Iredell,,16,,100,0,,0,35.766089,-80.878632
819,North Carolina,2018-19,Sugar Loaf Elementary,,,Alexander,,42,,100,0,,2.4,35.970435,-81.191744
820,North Carolina,2018-19,Summerfield Elementary,,,Guilford,,115,,100,0,,0.9,36.1998867,-79.9050772
821,North Carolina,2018-19,Summit Charter,,,Jackson,,23,,100,0,,8.7,35.1004523,-83.1046619
822,North Carolina,2018-19,Summit,,,Forsyth,,33,,100,0,,3,36.1234425,-80.2861064
823,North Carolina,2018-19,Sumner Elementary,,,Guilford,,93,,100,0,,1.1,35.9850207,-79.8308492
824,North Carolina,2018-19,Sunshine Elementary,,,Rutherford,,28,,100,3.6,,0,35.452224,-81.811779
825,North Carolina,2018-19,Sycamore Creek Elementary,,,Wake,,178,,100,0,,0.6,35.91811,-78.733601
826,North Carolina,2018-19,Sycamore Lane Elementary,,,Scotland,,67,,100,0,,0,34.74001,-79.488101
827,North Carolina,2018-19,T.S. Cooper Elementary,,,Gates,,29,,100,0,,6.9,36.4243192,-76.6081005
828,North Carolina,2018-19,Tabernacle Christian,,,Catawba,,19,,100,0,,5.3,35.7691,-81.307221
829,North Carolina,2018-19,Tabernacle Christian,,,Union,,15,,100,0,,6.7,34.98973,-80.497071
830,North Carolina,2018-19,Taylorsville Elementary,,,Alexander,,35,,100,0,,0,35.920332,-81.183081
831,North Carolina,2018-19,Temple Baptist,,,Buncombe,,17,,100,0,,47.1,35.5879811,-82.590126
832,North Carolina,2018-19,Temple Christian,,,Richmond,,12,,100,0,,0,34.92526,-79.775121
833,North Carolina,2018-19,Terra Ceia Christian,,,Beaufort,,12,,100,0,,0,35.602086,-76.764548
834,North Carolina,2018-19,Thales Academy,,,Union,,17,,100,0,,5.9,34.992325,-80.7600843
835,North Carolina,2018-19,Thales Academy of Apex,,,Wake,,73,,100,0,,4.1,35.7449543,-78.8490245
836,North Carolina,2018-19,The Burlington,,,Alamance,,32,,100,0,,3.1,36.102374,-79.46704
837,North Carolina,2018-19,The Capitol Encore Academy,,,Cumberland,,58,,100,0,,3.4,35.05349,-78.879001
838,North Carolina,2018-19,The Exploris,,,Wake,,38,,100,0,,0,35.778594,-78.635491
839,North Carolina,2018-19,The International School at Gregory,,,New Hanover,,87,,100,0,,2.3,34.231978,-77.935696
840,North Carolina,2018-19,The John Crosland,,,Mecklenburg,,2,,100,0,,0,35.17989,-80.905061
841,North Carolina,2018-19,The Learning Center,,,Cherokee,,17,,100,0,,11.8,35.094097,-84.035017
842,North Carolina,2018-19,The Master's Academy,,,Rutherford,,3,,100,0,,0,35.309215,-81.857669
843,North Carolina,2018-19,The New Dimensions,,,Burke,,51,,100,0,,0,35.7725787,-81.6875412
844,North Carolina,2018-19,The Point Christian Academy,,,Sampson,,8,,100,0,,0,35.015138,-78.502514
845,North Carolina,2018-19,The SCORE Center,,,Rockingham,,1,,100,0,,0,36.363388,-79.679809
846,North Carolina,2018-19,The Special Children's,,,Forsyth,,12,,100,0,,0,36.154159,-80.333643
847,North Carolina,2018-19,The Way Christian Academy,,,Henderson,,2,,100,0,,0,35.302266,-82.438688
848,North Carolina,2018-19,Thomas Jefferson Classical Academy: A Challenge Foundation A,,,Rutherford,,119,,100,0,,2.5,35.274106,-81.797302
849,North Carolina,2018-19,Thomasville Primary,,,Davidson,,201,,100,0,,0.5,35.8994555,-80.0787454
850,North Carolina,2018-19,Thunderbird Preparatory,,,Mecklenburg,,15,,100,0,,20,35.345674,-80.7211205
851,North Carolina,2018-19,Tiller,,,Carteret,,35,,100,0,,5.7,34.735259,-76.634586
852,North Carolina,2018-19,Timber Drive Elementary,,,Wake,,49,,100,0,,2,35.690107,-78.635786
853,North Carolina,2018-19,Tommy's Road Elementary,,,Wayne,,111,,100,0,,0,35.4132802,-77.9369917
854,North Carolina,2018-19,Topsail  Elementary,,,Pender,,88,,100,0,,11.4,34.3953222,-77.6783486
855,North Carolina,2018-19,Topsail  Montessori,,,Pender,,5,,100,0,,40,34.3480512,-77.7319599
856,North Carolina,2018-19,Torchlight Academy,,,Wake,,77,,100,0,,2.6,35.827462,-78.606645
857,North Carolina,2018-19,Torrence Creek Elementary,,,Mecklenburg,,150,,100,0.7,,4.7,35.41215,-80.872686
858,North Carolina,2018-19,Town Creek Elementary,,,Brunswick,,80,,100,1.3,,2.5,34.139414,-78.087477
859,North Carolina,2018-19,Tramway Elementary,,,Lee,,114,,100,0,,1.8,35.437933,-79.226363
860,North Carolina,2018-19,Trenton Elementary,,,Jones,,26,,100,0,,0,35.065732,-77.346981
861,North Carolina,2018-19,Tri-County Christian,,,Mitchell,,2,,100,0,,0,35.912581,-82.068527
862,North Carolina,2018-19,Triangle Lake Montessori Elementary,,,Guilford,,96,,100,0,,0,35.9561337,-79.972507
863,North Carolina,2018-19,Triangle Math and Science Academy,,,Wake,,59,,100,0,,0,35.733158,-78.806284
864,North Carolina,2018-19,Tril l ium Springs Montessori,,,Mecklenburg,,26,,100,0,,3.8,35.349525,-80.890772
865,North Carolina,2018-19,Trindale Elementary,,,Randolph,,47,,100,0,,0,35.9012214,-79.9634222
866,North Carolina,2018-19,Trinity Baptist Academy,,,Davie,,4,,100,0,,0,35.82717,-80.530441
867,North Carolina,2018-19,Trinity Christian,,,Cumberland,,36,,100,0,,0,35.11215,-78.905111
868,North Carolina,2018-19,Trinity Christian,,,Rutherford,,12,,100,0,,8.3,35.38001,-81.951341
869,North Carolina,2018-19,Trinity Elementary,,,Randolph,,71,,100,0,,0,35.8939654,-79.9839603
870,North Carolina,2018-19,Trinity Episcopal,,,Mecklenburg,,44,,100,0,,2.3,35.224492,-80.83006
871,North Carolina,2018-19,True Light Shines Academy,,,Wake,,0,,100,0,,0,35.96237,-78.449371
872,North Carolina,2018-19,Tryon Elementary,,,Gaston,,57,,100,0,,1.8,35.3412504,-81.323079
873,North Carolina,2018-19,Tryon Elementary,,,Polk,,63,,100,1.6,,9.5,35.214197,-82.243341
874,North Carolina,2018-19,Turner Creek Elementary,,,Wake,,119,,100,0,,1.7,35.772691,-78.875231
875,North Carolina,2018-19,Tyro Elementary,,,Davidson,,67,,100,0,,1.5,35.790716,-80.320495
876,North Carolina,2018-19,Union Day,,,Union,,105,,100,0,,5.7,34.955921,-80.759257
877,North Carolina,2018-19,Union Grove Christian,,,Davidson,,39,,100,0,,2.6,35.97476,-80.263591
878,North Carolina,2018-19,Union Hill  Elementary,,,Guilford,,74,,100,0,,0,35.9599114,-79.9501393
879,North Carolina,2018-19,Union Preparatory Academy at Indian Trail,,,Union,,110,,100,0,,7.3,35.0836835,-80.6482125
880,North Carolina,2018-19,Unionville Elementary,,,Union,,107,,100,0,,0,35.085575,-80.5090746
881,North Carolina,2018-19,United Faith Christian Academy,,,Mecklenburg,,7,,100,0,,0,35.090058,-80.774195
882,North Carolina,2018-19,Unity Christian Academy,,,Beaufort,,11,,100,0,,0,35.422441,-77.079355
883,North Carolina,2018-19,Unity Classical Charter,,,Mecklenburg,,63,,100,1.6,,4.8,35.143255,-80.9220519
884,North Carolina,2018-19,Valdese Elementary,,,Burke,,90,,100,0,,0,35.746092,-81.568237
885,North Carolina,2018-19,Valle Crucis Elementary,,,Watauga,,37,,100,0,,2.7,36.20993,-81.778747
886,North Carolina,2018-19,Vance Charter,,,Vance,,60,,100,0,,0,36.342469,-78.431946
887,North Carolina,2018-19,Vance Elementary,,,Buncombe,,50,,100,0,,2,35.577334,-82.60094
888,North Carolina,2018-19,Vance Elementary,,,Wake,,71,,100,0,,1.4,35.655066,-78.668016
889,North Carolina,2018-19,Vandalia Christian,,,Guilford,,28,,100,0,,3.6,36.01332,-79.775951
890,North Carolina,2018-19,Vass-Lakeview Elementary,,,Moore,,79,,100,0,,0,35.250455,-79.29243
891,North Carolina,2018-19,Vaughan Elementary,,,Warren,,29,,100,0,,0,36.4217,-77.999191
892,North Carolina,2018-19,Veritas Christian Academy,,,Henderson,,32,,100,0,,3.1,35.43611,-82.499251
893,North Carolina,2018-19,VERITAS Community School: A Challenge Foundation Academy,,,Mecklenburg,,16,,100,0,,12.5,35.252515,-80.821468
894,North Carolina,2018-19,Victory Baptist Academy,,,Rockingham,,3,,100,0,,0,36.453013,-79.638968
895,North Carolina,2018-19,Victory Christian Center,,,Mecklenburg,,15,,100,0,,6.7,35.27325,-80.859731
896,North Carolina,2018-19,Victory Christian,,,Jackson,,2,,100,0,,0,35.267557,-83.295503
897,North Carolina,2018-19,Victory Christian,,,Pasquotank,,11,,100,18.2,,0,36.25407,-76.307281
898,North Carolina,2018-19,Vienna Elementary,,,Forsyth,,147,,100,0.7,,1.4,36.141391,-80.388601
899,North Carolina,2018-19,Viewmont Elementary,,,Catawba,,71,,100,0,,1.4,35.7529,-81.339107
900,North Carolina,2018-19,Villa Heights Elementary,,,Mecklenburg,,14,,100,0,,7.1,35.23673,-80.813271
901,North Carolina,2018-19,Village Christian Academy,,,Cumberland,,41,,100,0,,0,35.0497,-78.939871
902,North Carolina,2018-19,Vinson-Bynum Elementary,,,Wilson,,57,,100,0,,0,35.720138,-77.940305
903,North Carolina,2018-19,Virginia Cross Elementary,,,Chatham,,77,,100,0,,0,35.712921,-79.44118
904,North Carolina,2018-19,Voyager Academy,,,Durham,,107,,100,0,,0,36.04686,-78.893481
905,North Carolina,2018-19,W M Jenkins Elementary,,,Catawba,,70,,100,0,,4.3,35.780432,-81.321109
906,North Carolina,2018-19,W R Odell Primary,,,Cabarrus,,245,,100,0,,0.8,35.4385141,-80.728729
