index,state,year,name,address,city,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
907,North Carolina,2018-19,W.M. Hampton Elementary University Partnership Magnet,,,Guilford,,6,,100,0,,0,36.0668121,-79.7544451
908,North Carolina,2018-19,Waccamaw,,,Brunswick,,42,,100,0,,2.4,34.064032,-78.515644
909,North Carolina,2018-19,Wake Christian Academy,,,Wake,,54,,100,0,,5.6,35.70425,-78.670971
910,North Carolina,2018-19,Wake Forest Elementary,,,Wake,,47,,100,0,,2.1,35.976275,-78.513563
911,North Carolina,2018-19,Wakelon Elementary,,,Wake,,70,,100,0,,1.4,35.854918,-78.33645
912,North Carolina,2018-19,Walkertown Elementary,,,Forsyth,,110,,100,0,,0.9,36.172032,-80.150645
913,North Carolina,2018-19,Wallace Elementary,,,Duplin,,117,,100,0,,0,34.734244,-77.978865
914,North Carolina,2018-19,Wallburg Elementary,,,Davidson,,144,,100,0,,0.7,36.008714,-80.141181
915,North Carolina,2018-19,Walnut Cove Elementary,,,Stokes,,37,,100,0,,0,36.32416,-80.150262
916,North Carolina,2018-19,Walters Grove Baptist Academy,,,Davidson,,2,,100,0,,0,35.698589,-80.067933
917,North Carolina,2018-19,Walton Academy,,,Pitt,,11,,100,0,,0,35.572698,-77.359075
918,North Carolina,2018-19,Warren Will iams Elementary Alternative,,,Lee,,0,,100,0,,0,35.4924327,-79.1836824
919,North Carolina,2018-19,Washington Montessori Public Charter,,,Beaufort,,45,,100,0,,4.4,35.5398036,-76.9795696
920,North Carolina,2018-19,Washington Street Elementary,,,Richmond,,83,,100,0,,1.2,34.9422894,-79.7358298
921,North Carolina,2018-19,Water's Edge Vil lage,,,Currituck,,4,,100,0,,25,36.37826,-75.832051
922,North Carolina,2018-19,Wayne Christian,,,Wayne,,35,,100,2.9,,2.9,35.41875,-77.964971
923,North Carolina,2018-19,Weavervil le Primary,,,Buncombe,,107,,100,0,,2.8,35.69481,-82.560892
924,North Carolina,2018-19,Webb Street,,,Gaston,,9,,100,11.1,,0,35.263962,-81.21211
925,North Carolina,2018-19,Weddington Christian Academy,,,Union,,14,,100,0,,0,35.021888,-80.763719
926,North Carolina,2018-19,Weddington Hills Elementary,,,Cabarrus,,194,,100,0,,2.1,35.395075,-80.648543
927,North Carolina,2018-19,Weeksville Elementary,,,Pasquotank,,49,,100,0,,0,36.204516,-76.168134
928,North Carolina,2018-19,Welcome Elementary,,,Davidson,,86,,100,1.2,,0,35.902995,-80.258111
929,North Carolina,2018-19,Weldon Elementary Global Academy,,,Halifax,,48,,100,0,,0,36.420954,-77.600364
930,North Carolina,2018-19,Wells Elementary,,,Wilson,,43,,100,0,,0,35.744552,-77.917836
931,North Carolina,2018-19,Wentworth Elementary,,,Rockingham,,73,,100,0,,1.4,36.397248,-79.744163
932,North Carolina,2018-19,West Christian Academy,,,Brunswick,,0,,100,0,,0,33.97031,-78.390421
933,North Carolina,2018-19,West Clayton Elementary,,,Johnston,,110,,100,0,,1.8,35.643501,-78.470455
934,North Carolina,2018-19,West Pine Elementary,,,Moore,,109,,100,0,,1.8,35.2277974,-79.5280256
935,North Carolina,2018-19,West Yadkin Elementary,,,Yadkin,,66,,100,0,,0,36.123,-80.78779
936,North Carolina,2018-19,Westmoore Elementary,,,Moore,,29,,100,0,,3.4,35.485844,-79.686203
937,North Carolina,2018-19,Whitaker Elementary,,,Forsyth,,109,,100,0,,0.9,36.106472,-80.286814
938,North Carolina,2018-19,White Oak Elementary,,,Wake,,85,,100,0,,1.2,35.7809542,-78.9217414
939,North Carolina,2018-19,White Plains Christian,,,Surry,,0,,100,0,,0,36.45334,-80.626881
940,North Carolina,2018-19,White Plains Elementary,,,Surry,,50,,100,0,,0,36.448503,-80.666379
941,North Carolina,2018-19,Whitewater Academy,,,Mecklenburg,,115,,100,0,,0,35.28323,-80.992551
942,North Carolina,2018-19,Whitnel Elementary,,,Caldwell,,49,,100,0,,4.1,35.89031,-81.521741
943,North Carolina,2018-19,Wildwood Forest Elementary,,,Wake,,97,,100,0,,0,35.893355,-78.551398
944,North Carolina,2018-19,Wilkesboro Elementary,,,Wilkes,,70,,100,1.4,,0,36.132821,-81.176704
945,North Carolina,2018-19,Will iamsburg Elementary,,,Rockingham,,75,,100,0,,0,36.290105,-79.616638
946,North Carolina,2018-19,Will is Hare Elementary,,,Northampton,,46,,100,0,,2.2,36.478311,-77.188922
947,North Carolina,2018-19,Willow Springs Elementary,,,Wake,,130,,100,0,,2.3,35.593678,-78.728602
948,North Carolina,2018-19,Wilmington Christian Academy,,,New Hanover,,69,,100,0,,0,34.26939,-77.871291
949,North Carolina,2018-19,Wilson Christian Academy,,,Wilson,,31,,100,0,,0,35.73663,-77.976051
950,North Carolina,2018-19,Windsor Elementary,,,Bertie,,52,,100,0,,1.9,35.987706,-76.921422
951,North Carolina,2018-19,Wintervil le Charter Academy,,,Pitt,,101,,100,0,,0,35.552913,-77.367632
952,North Carolina,2018-19,Wittenburg Elementary,,,Alexander,,55,,100,0,,1.8,35.827453,-81.24155
953,North Carolina,2018-19,Woodland Elementary,,,Person,,36,,100,0,,0,36.461992,-79.082109
954,North Carolina,2018-19,Woodland Heights Elementary,,,Iredell,,83,,100,0,,6,35.5699008,-80.9229339
955,North Carolina,2018-19,Woodlawn,,,Iredell,,10,,100,0,,0,35.518944,-80.835449
956,North Carolina,2018-19,Woodrow Wilson Elementary,,,Rowan,,45,,100,0,,2.2,35.508247,-80.619108
957,North Carolina,2018-19,Woodson Branch Nature,,,Madison,,13,,100,0,,46.2,35.9004727,-82.7501919
958,North Carolina,2018-19,Word of Faith Christian Sch.,,,Rutherford,,5,,100,0,,0,35.3407977,-81.9233158
959,North Carolina,2018-19,Word of God Christian Academy,,,Wake,,12,,100,0,,0,35.746205,-78.597577
960,North Carolina,2018-19,Wrightsvil le Beach Elem,,,New Hanover,,37,,100,0,,2.7,34.21451,-77.798223
961,North Carolina,2018-19,WT Griggs Elementary,,,Currituck,,43,,100,0,,2.3,36.279786,-75.89173
962,North Carolina,2018-19,Yadkin Path Montessori,,,Rowan,,0,,100,0,,0,35.6631791,-80.4371907
963,North Carolina,2018-19,Yadkin Success Academy,,,Yadkin,,0,,100,0,,0,36.13633,-80.642941
964,North Carolina,2018-19,Yates Mill  Elementary,,,Wake,,98,,100,0,,0,35.737588,-78.728476
965,North Carolina,2018-19,Youngsvil le Academy,,,Franklin,,61,,100,0,,0,36.02213,-78.487941
966,North Carolina,2018-19,Youngsvil le Elementary,,,Franklin,,49,,100,0,,4.1,36.02232,-78.481891
967,North Carolina,2018-19,Z.E.C.A. School of Arts and Technology,,,Onslow,,23,,100,0,,0,34.75159,-77.413341
968,North Carolina,2018-19,Eastern Elementary,,,Beaufort,,259,,99.6,0,,0.4,35.545696,-77.034918
969,North Carolina,2018-19,Polenta Elementary,,,Johnston,,160,,99.4,0,,0.6,35.56792,-78.512362
970,North Carolina,2018-19,Union Academy Charter,,,Union,,161,,99.4,0,,1.9,34.9907195,-80.5798993
971,North Carolina,2018-19,E Melvin Honeycutt Elementary,,,Cumberland,,147,,99.3,0,,0.7,35.0010251,-78.992824
972,North Carolina,2018-19,Eastern Elementary,,,Pitt,,140,,99.3,0,,0.7,35.5963564,-77.3433002
973,North Carolina,2018-19,Highcroft Elementary,,,Wake,,147,,99.3,0,,0,35.800917,-78.884187
974,North Carolina,2018-19,Olde Providence Elementary,,,Mecklenburg,,138,,99.3,0,,0,35.110635,-80.798773
975,North Carolina,2018-19,Riverwood Elementary,,,Johnston,,134,,99.3,0,,1.5,35.69221,-78.422376
976,North Carolina,2018-19,South Elementary,,,Iredell,,138,,99.3,0,,0.7,35.5624763,-80.8030857
977,North Carolina,2018-19,Spring Creek Elementary,,,Wayne,,144,,99.3,0,,0,35.2824115,-77.872467
978,North Carolina,2018-19,Cleveland Elementary,,,Johnston,,118,,99.2,0,,1.7,35.578687,-78.542501
979,North Carolina,2018-19,Elon Elementary,,,Alamance,,126,,99.2,0,,0,36.1178299,-79.4959064
980,North Carolina,2018-19,Kensington Elementary,,,Union,,118,,99.2,0,,1.7,34.9446469,-80.7756592
981,North Carolina,2018-19,Mountain Island Charter,,,Gaston,,126,,99.2,0,,0,35.35846,-80.989271
982,North Carolina,2018-19,Poplin Elementary,,,Union,,121,,99.2,0,,3.3,35.086029,-80.6000384
983,North Carolina,2018-19,Randleman Elementary,,,Randolph,,123,,99.2,0,,0.8,35.8096681,-79.8011154
984,North Carolina,2018-19,Springfield Primary,,,Gaston,,126,,99.2,0,,0,35.3480757,-81.096593
985,North Carolina,2018-19,West Buncombe Elementary,,,Buncombe,,131,,99.2,0,,1.5,35.617565,-82.621518
986,North Carolina,2018-19,Apex Elementary,,,Wake,,106,,99.1,2.8,,2.8,35.721048,-78.856964
987,North Carolina,2018-19,Black Mountain Primary,,,Buncombe,,112,,99.1,0,,3.6,35.620661,-82.317961
988,North Carolina,2018-19,Cumberland Mills Elementary,,,Cumberland,,110,,99.1,0,,1.8,35.002474,-78.969242
989,North Carolina,2018-19,First Ward Creative Arts Acad,,,Mecklenburg,,109,,99.1,0,,2.8,35.2291,-80.8323
990,North Carolina,2018-19,Hayesville Elementary,,,Clay,,112,,99.1,0.9,,4.5,35.042195,-83.814572
991,North Carolina,2018-19,Holly Ridge Elementary,,,Wake,,109,,99.1,0.9,,0.9,35.654008,-78.816503
992,North Carolina,2018-19,J. Glenn Edwards Elementary,,,Lee,,115,,99.1,0,,0,35.4392131,-79.1505599
993,North Carolina,2018-19,"JR Ingram, Jr. Elementary School",,,Lee,,112,,99.1,0,,0,35.465254,-79.2157336
994,North Carolina,2018-19,Lacy Elementary,,,Wake,,111,,99.1,0,,0,35.814627,-78.681449
995,North Carolina,2018-19,Manteo Elementary,,,Dare,,106,,99.1,0,,4.7,35.910502,-75.675443
996,North Carolina,2018-19,Millers Creek Elementary,,,Wilkes,,114,,99.1,0,,0.9,36.20699,-81.244025
997,North Carolina,2018-19,Moore Elementary,,,Forsyth,,111,,99.1,0,,0.9,36.0877009,-80.2850058
998,North Carolina,2018-19,Piedmont Community Charter,,,Gaston,,110,,99.1,0,,1.8,35.26013,-81.180941
999,North Carolina,2018-19,Rogers Lane Elementary,,,Wake,,111,,99.1,0,,0,35.7776613,-78.5470862
1000,North Carolina,2018-19,Smith Farm Elementary,,,Forsyth,,106,,99.1,0,,0,36.082131,-80.1408389
1001,North Carolina,2018-19,Stall ings Elementary,,,Union,,113,,99.1,0,,1.8,35.109087,-80.6649921
1002,North Carolina,2018-19,Stateside Elementary,,,Onslow,,106,,99.1,0.9,,1.9,34.85588,-77.48121
1003,North Carolina,2018-19,Sun Valley Elementary,,,Union,,113,,99.1,0,,1.8,35.0395131,-80.6479395
1004,North Carolina,2018-19,Ayden Elementary,,,Pitt,,99,,99,0,,2,35.4751441,-77.4319198
1005,North Carolina,2018-19,Cornerstone Charter Academy: A Challenge Foundation Academy,,,Guilford,,100,,99,0,,4,36.1115652,-79.9610455
1006,North Carolina,2018-19,David D. Jones Elementary,,,Guilford,,104,,99,0,,1,36.0554445,-79.7976726
1007,North Carolina,2018-19,Dixon Road Elementary,,,Johnston,,104,,99,0,,0,35.533112,-78.594347
1008,North Carolina,2018-19,G W Carver Elementary,,,Edgecombe,,99,,99,0,,1,35.78735,-77.631327
1009,North Carolina,2018-19,Guilford Elementary,,,Guilford,,97,,99,0,,0,36.2283859,-79.7673544
1010,North Carolina,2018-19,Lake Norman Charter,,,Mecklenburg,,100,,99,0,,3,35.390651,-80.835749
1011,North Carolina,2018-19,Lynn Road Elementary,,,Wake,,97,,99,0,,1,35.870837,-78.66839
1012,North Carolina,2018-19,Murrayville Elementary,,,New Hanover,,100,,99,0,,3,34.298431,-77.851062
1013,North Carolina,2018-19,Myers Park Traditional Elementary,,,Mecklenburg,,105,,99,0,,1,35.1902091,-80.8343873
1014,North Carolina,2018-19,New Town Elementary,,,Union,,100,,99,0,,4,34.978182,-80.705454
1015,North Carolina,2018-19,R. Homer Andrews Elementary,,,Alamance,,102,,99,1,,0,36.0944585,-79.3834238
1016,North Carolina,2018-19,Rockfish Elementary,,,Cumberland,,101,,99,0,,1,34.971461,-78.95702
1017,North Carolina,2018-19,South Macon Elementary,,,Macon,,100,,99,0,,1,35.113407,-83.399592
1018,North Carolina,2018-19,Southwest Primary,,,Catawba,,100,,99,0,,0,35.709563,-81.386919
1019,North Carolina,2018-19,Troutman Elementary,,,Iredell,,102,,99,0,,2,35.6997305,-80.8855979
1020,North Carolina,2018-19,Troy Elementary,,,Montgomery,,99,,99,0,,0,35.361671,-79.890349
1021,North Carolina,2018-19,Union Elementary,,,Brunswick,,100,,99,0,,2,33.958647,-78.45948
1022,North Carolina,2018-19,Uwharrie Charter Academy,,,Randolph,,99,,99,0,,5.1,35.624112,-79.826223
1023,North Carolina,2018-19,Walter L Parsley Elementary,,,New Hanover,,103,,99,0,,2.9,34.179767,-77.862961
1024,North Carolina,2018-19,West End Elementary,,,Moore,,100,,99,0,,1,35.2600296,-79.5807596
1025,North Carolina,2018-19,White Oak Elementary,,,Carteret,,103,,99,0,,2.9,34.6939705,-77.059646
1026,North Carolina,2018-19,Williamston Primary,,,Martin,,99,,99,0,,3,35.842349,-77.073234
1027,North Carolina,2018-19,Winget Park Elementary,,,Mecklenburg,,103,,99,0,,1.9,35.1319391,-81.000942
1028,North Carolina,2018-19,Belmont Elementary,,,Halifax,,95,,98.9,1.1,,0,36.464778,-77.674851
1029,North Carolina,2018-19,Bunn Elementary,,,Franklin,,88,,98.9,0,,1.1,35.940923,-78.263837
1030,North Carolina,2018-19,Chocowinity Primary,,,Beaufort,,91,,98.9,0,,0,35.498655,-77.094732
1031,North Carolina,2018-19,Claxton Elementary,,,Guilford,,95,,98.9,0,,0,36.1116165,-79.8613675
1032,North Carolina,2018-19,Corinth-Holders Elementary,,,Johnston,,94,,98.9,0,,1.1,35.733583,-78.299802
1033,North Carolina,2018-19,East Franklin Elementary,,,Macon,,92,,98.9,0,,0,35.18937,-83.371438
1034,North Carolina,2018-19,George C Simkins Jr Elementary,,,Guilford,,95,,98.9,0,,1.1,36.044886,-79.7271872
1035,North Carolina,2018-19,Hillcrest Elementary,,,Alamance,,90,,98.9,0,,0,36.103026,-79.464634
1036,North Carolina,2018-19,Hobbton Elementary,,,Sampson,,89,,98.9,0,,0,35.180419,-78.32937
1037,North Carolina,2018-19,Ida Rankin Elementary,,,Gaston,,95,,98.9,0,,3.2,35.297839,-81.020237
1038,North Carolina,2018-19,Indian Trail  Elementary,,,Union,,94,,98.9,0,,7.4,35.0834067,-80.6483226
1039,North Carolina,2018-19,Konnoak Elementary,,,Forsyth,,91,,98.9,0,,1.1,36.051213,-80.247407
1040,North Carolina,2018-19,L J Bell  Elementary,,,Richmond,,91,,98.9,0,,0,34.94718,-79.765869
1041,North Carolina,2018-19,LaFayette Elementary,,,Harnett,,93,,98.9,0,,0,35.495341,-78.811568
1042,North Carolina,2018-19,Marvin B. Smith Elementary,,,Alamance,,87,,98.9,0,,2.3,36.077242,-79.478756
1043,North Carolina,2018-19,Marvin Elementary,,,Union,,87,,98.9,0,,3.4,34.9995437,-80.8088834
1044,North Carolina,2018-19,Merrick-Moore Elementary,,,Durham,,95,,98.9,0,,0,36.005559,-78.852017
1045,North Carolina,2018-19,Mills River Elementary,,,Henderson,,92,,98.9,1.1,,1.1,35.376966,-82.566826
1046,North Carolina,2018-19,North Forest Pines Elementary,,,Wake,,95,,98.9,1.1,,2.1,35.953338,-78.547494
1047,North Carolina,2018-19,Oak Ridge Elementary,,,Guilford,,91,,98.9,0,,3.3,36.1689862,-79.9933981
1048,North Carolina,2018-19,Old Town Elementary,,,Forsyth,,87,,98.9,0,,0,36.163891,-80.333094
1049,North Carolina,2018-19,Rock Springs Elementary,,,Lincoln,,94,,98.9,0,,1.1,35.529106,-81.025375
1050,North Carolina,2018-19,Saint Stephens Elementary,,,Catawba,,88,,98.9,1.1,,2.3,35.732915,-81.273391
1051,North Carolina,2018-19,Sandy Ridge Elementary,,,Union,,92,,98.9,0,,3.3,34.9674757,-80.8020012
1052,North Carolina,2018-19,Silverdale Elementary,,,Onslow,,90,,98.9,0,,0,34.777145,-77.202907
1053,North Carolina,2018-19,St James Elementary,,,Lincoln,,95,,98.9,0,,3.2,35.485295,-81.016108
1054,North Carolina,2018-19,Warsaw Elementary,,,Duplin,,90,,98.9,0,,0,34.9962,-78.077253
1055,North Carolina,2018-19,Weddington Elementary,,,Union,,95,,98.9,0,,4.2,35.0069394,-80.7287701
1056,North Carolina,2018-19,Wesleyan Christian Academy,,,Guilford,,90,,98.9,0,,3.3,35.98697,-80.001031
1057,North Carolina,2018-19,Bethware Elementary,,,Cleveland,,82,,98.8,0,,3.7,35.2483189,-81.4139297
1058,North Carolina,2018-19,Catawba Springs Elementary,,,Lincoln,,86,,98.8,0,,3.5,35.455785,-81.021249
1059,North Carolina,2018-19,Cedar Fork Elementary,,,Wake,,167,,98.8,0.6,,1.2,35.836773,-78.839632
1060,North Carolina,2018-19,Dr John Codington Elem,,,New Hanover,,81,,98.8,1.2,,1.2,34.166424,-77.917104
1061,North Carolina,2018-19,Easley Elementary,,,Durham,,83,,98.8,0,,2.4,36.075652,-78.926797
1062,North Carolina,2018-19,East Wake Academy,,,Wake,,82,,98.8,0,,1.2,35.831971,-78.30658
1063,North Carolina,2018-19,Elizabeth Traditional Elem,,,Mecklenburg,,82,,98.8,1.2,,1.2,35.215382,-80.825433
1064,North Carolina,2018-19,Greensboro Academy,,,Guilford,,84,,98.8,0,,1.2,36.151294,-79.872056
1065,North Carolina,2018-19,Hazelwood Elementary,,,Haywood,,85,,98.8,0,,0,35.478202,-83.014305
1066,North Carolina,2018-19,Iotla Valley Elementary,,,Macon,,86,,98.8,0,,0,35.227635,-83.415728
1067,North Carolina,2018-19,Oak Hill  Elementary,,,Guilford,,81,,98.8,0,,1.2,35.935871,-80.025966
1068,North Carolina,2018-19,Research Triangle Charter Academy,,,Durham,,86,,98.8,0,,0,35.937004,-78.85085
1069,North Carolina,2018-19,Rolesvil le Elementary,,,Wake,,86,,98.8,0,,0,35.918559,-78.462554
1070,North Carolina,2018-19,Stocks Elementary,,,Edgecombe,,85,,98.8,0,,0,35.910808,-77.550887
1071,North Carolina,2018-19,Swain County West Elementary,,,Swain,,85,,98.8,0,,2.4,35.388042,-83.487778
1072,North Carolina,2018-19,Township Three Elementary,,,Cleveland,,83,,98.8,1.2,,0,35.217145,-81.531639
1073,North Carolina,2018-19,W A Bess Elementary,,,Gaston,,85,,98.8,0,,0,35.188228,-81.134073
1074,North Carolina,2018-19,W D Will iams Elementary,,,Buncombe,,82,,98.8,0,,1.2,35.6046042,-82.4027646
1075,North Carolina,2018-19,Waxhaw Elementary,,,Union,,84,,98.8,0,,2.4,34.9185057,-80.7334821
1076,North Carolina,2018-19,West Hoke Elementary,,,Hoke,,85,,98.8,0,,0,34.971382,-79.329702
1077,North Carolina,2018-19,Whiteville Primary,,,Columbus,,168,,98.8,0.6,,0.6,34.339761,-78.712852
1078,North Carolina,2018-19,Belvil le Elementary,,,Brunswick,,149,,98.7,0,,0.7,34.221153,-77.984301
1079,North Carolina,2018-19,Bethany Elementary,,,Rockingham,,80,,98.7,0,,2.5,36.313148,-79.859808
1080,North Carolina,2018-19,Brogden Primary,,,Wayne,,153,,98.7,0.7,,0,35.273063,-78.035295
1081,North Carolina,2018-19,College Lakes Elementary,,,Cumberland,,78,,98.7,0,,0,35.127805,-78.899355
1082,North Carolina,2018-19,Easton Elementary,,,Forsyth,,79,,98.7,1.3,,1.3,36.055949,-80.2229813
1083,North Carolina,2018-19,Elizabeth Seawell Elementary,,,Orange,,79,,98.7,0,,1.3,35.9405518,-79.0789582
1084,North Carolina,2018-19,Glenwood Elementary,,,McDowell,,76,,98.7,0,,0,35.6130893,-81.9812778
1085,North Carolina,2018-19,Hominy Valley Elementary,,,Buncombe,,80,,98.7,0,,5,35.534469,-82.66427
1086,North Carolina,2018-19,Northwood Elementary,,,Guilford,,80,,98.7,0,,1.3,35.9774773,-80.0367275
1087,North Carolina,2018-19,Oak View Elementary,,,Guilford,,75,,98.7,0,,0,36.000437,-80.0161127
1088,North Carolina,2018-19,Swain County East Elementary,,,Swain,,79,,98.7,0,,2.5,35.453581,-83.388359
1089,North Carolina,2018-19,Wahl Coates Elementary,,,Pitt,,76,,98.7,0,,0,35.6062718,-77.349235
1090,North Carolina,2018-19,Washington Math & Science Immersion,,,Cleveland,,78,,98.7,0,,0,35.335223,-81.422507
1091,North Carolina,2018-19,Wilson Preparatory Academy,,,Wilson,,75,,98.7,1.3,,2.7,35.769,-77.921171
1092,North Carolina,2018-19,Wingate Elementary,,,Union,,77,,98.7,0,,1.3,34.911132,-80.411514
1093,North Carolina,2018-19,Armstrong Elementary,,,Cumberland,,70,,98.6,0,,0,35.091539,-78.790439
1094,North Carolina,2018-19,Catawba Elementary,,,Catawba,,69,,98.6,0,,0,35.701928,-81.075385
1095,North Carolina,2018-19,Coltrane-Webb Elementary,,,Cabarrus,,72,,98.6,0,,0,35.411311,-80.585591
1096,North Carolina,2018-19,Emma Elementary,,,Buncombe,,69,,98.6,0,,4.3,35.598241,-82.591912
1097,North Carolina,2018-19,Fairview Elementary,,,Guilford,,70,,98.6,0,,0,35.9473514,-80.0073961
1098,North Carolina,2018-19,Friedberg Elementary,,,Davidson,,69,,98.6,0,,0,35.992436,-80.2766
1099,North Carolina,2018-19,Gallberry Farm Elementary,,,Cumberland,,147,,98.6,0,,0.7,34.92039,-78.915035
1100,North Carolina,2018-19,Herbert Akins Road Elementary,,,Wake,,147,,98.6,1.4,,2,35.6559798,-78.8281484
1101,North Carolina,2018-19,Holly Springs Elementary,,,Wake,,145,,98.6,0,,3.4,35.656127,-78.828287
1102,North Carolina,2018-19,J C Sawyer Elementary,,,Pasquotank,,70,,98.6,0,,0,36.289225,-76.211207
1103,North Carolina,2018-19,La Grange Elementary,,,Lenoir,,70,,98.6,0,,0,35.310512,-77.795246
1104,North Carolina,2018-19,Lincoln Heights Elementary,,,Wake,,72,,98.6,0,,4.2,35.590107,-78.809332
1105,North Carolina,2018-19,Martin Millennium Academy,,,Edgecombe,,69,,98.6,0,,1.4,35.90745,-77.536711
1106,North Carolina,2018-19,Mary C Will iams Elementary,,,New Hanover,,69,,98.6,0,,0,34.138783,-77.913765
1107,North Carolina,2018-19,Montclaire Elementary,,,Mecklenburg,,70,,98.6,0,,0,35.15225,-80.867255
1108,North Carolina,2018-19,New Hope Elementary,,,Wilson,,73,,98.6,0,,0,35.782153,-77.951978
1109,North Carolina,2018-19,Piney Grove Elementary,,,Mecklenburg,,142,,98.6,0,,1.4,35.173065,-80.731053
1110,North Carolina,2018-19,Pleasant Ridge Elementary,,,Gaston,,144,,98.6,0,,0.7,35.2502441,-81.2057571
1111,North Carolina,2018-19,Powell Elementary,,,Wake,,71,,98.6,0,,2.8,35.795573,-78.603221
1112,North Carolina,2018-19,Providence Spring Elementary,,,Mecklenburg,,139,,98.6,0,,1.4,35.072778,-80.769808
1113,North Carolina,2018-19,Rockfish Hoke Elementary,,,Hoke,,142,,98.6,0,,2.1,34.995146,-79.08652
1114,North Carolina,2018-19,Shepherd Elementary,,,Iredell,,73,,98.6,0,,1.4,35.6354352,-80.8299629
1115,North Carolina,2018-19,Underwood Elementary,,,Wake,,70,,98.6,0,,0,35.802346,-78.645115
1116,North Carolina,2018-19,Will iam R. Davie Elementary,,,Davie,,74,,98.6,0,,1.4,35.980362,-80.6226898
1117,North Carolina,2018-19,Battleground Elementary,,,Lincoln,,66,,98.5,0,,1.5,35.4780494,-81.2636703
1118,North Carolina,2018-19,Coats Elementary,,,Harnett,,131,,98.5,0,,1.5,35.400225,-78.679706
1119,North Carolina,2018-19,Coddle Creek Elementary,,,Iredell,,130,,98.5,0.8,,0.8,35.5176781,-80.8123799
1120,North Carolina,2018-19,Dudley Shoals Elementary,,,Caldwell,,65,,98.5,0,,4.6,35.85618,-81.392467
1121,North Carolina,2018-19,I. Ell is Johnson Elementary,,,Scotland,,68,,98.5,0,,0,34.7821652,-79.4455061
1122,North Carolina,2018-19,Jefferson Elementary,,,Cleveland,,66,,98.5,1.5,,1.5,35.302079,-81.512411
1123,North Carolina,2018-19,Richland Creek Elementary,,,Wake,,65,,98.5,1.5,,0,36.0061169,-78.5165901
1124,North Carolina,2018-19,The College Preparatory and Leadership Academy of High Point,,,Guilford,,66,,98.5,0,,1.5,35.9682794,-79.923477
1125,North Carolina,2018-19,Trent Park Elementray,,,Craven,,67,,98.5,0,,0,35.109824,-77.080557
1126,North Carolina,2018-19,Upward Elementary,,,Henderson,,68,,98.5,0,,1.5,35.295005,-82.394113
1127,North Carolina,2018-19,West Elementary,,,Cleveland,,67,,98.5,0,,0,35.239732,-81.35146
1128,North Carolina,2018-19,Westwood Elementary,,,Ashe,,67,,98.5,0,,1.5,36.364545,-81.508812
1129,North Carolina,2018-19,Cumberland Road Elementary,,,Cumberland,,64,,98.4,0,,1.6,35.021072,-78.911123
1130,North Carolina,2018-19,Dabney Elementary,,,Vance,,64,,98.4,0,,1.6,36.3309516,-78.4817415
1131,North Carolina,2018-19,Deep Branch Elementary,,,Robeson,,62,,98.4,0,,0,34.631042,-79.145637
1132,North Carolina,2018-19,Franciscan Catholic,,,Wake,,62,,98.4,1.6,,0,35.9185056,-78.7408011
1133,North Carolina,2018-19,Franklin Academy,,,Wake,,122,,98.4,0.8,,0.8,35.98517,-78.493701
1134,North Carolina,2018-19,Haw Creek Elementary,,,Buncombe,,64,,98.4,0,,3.1,35.594554,-82.505355
1135,North Carolina,2018-19,James W Smith Elementary,,,Craven,,62,,98.4,0,,0,35.250142,-77.289532
1136,North Carolina,2018-19,Lincoln Charter,,,Lincoln,,129,,98.4,0,,4.7,35.486665,-80.997862
1137,North Carolina,2018-19,Louisburg Elementary,,,Franklin,,63,,98.4,0,,0,36.078555,-78.300885
1138,North Carolina,2018-19,Lucama Elementary,,,Wilson,,62,,98.4,0,,1.6,35.641371,-78.001503
1139,North Carolina,2018-19,Morehead City Primary,,,Carteret,,122,,98.4,0.8,,0,34.7337235,-76.7778329
1140,North Carolina,2018-19,Norris S Childers Elementary,,,Lincoln,,61,,98.4,0,,0,35.4816511,-81.3173915
1141,North Carolina,2018-19,North Rowan Elementary,,,Rowan,,61,,98.4,0,,0,35.7026082,-80.4282616
1142,North Carolina,2018-19,Palisades Park Elementary,,,Mecklenburg,,122,,98.4,0,,0.8,35.093561,-81.02592
1143,North Carolina,2018-19,Pathways Elementary,,,Orange,,61,,98.4,1.6,,0,36.110685,-79.103821
1144,North Carolina,2018-19,Pine Level Elementary,,,Johnston,,62,,98.4,0,,0,35.512843,-78.248242
1145,North Carolina,2018-19,Powhatan Elementary,,,Johnston,,122,,98.4,0,,0.8,35.627261,-78.391492
1146,North Carolina,2018-19,Rocky River Elementary,,,Cabarrus,,123,,98.4,0.8,,1.6,35.342335,-80.597983
1147,North Carolina,2018-19,Rose Hill -Magnolia Elementary,,,Duplin,,123,,98.4,0,,0,34.850089,-78.023324
1148,North Carolina,2018-19,Springmore Elementary,,,Cleveland,,64,,98.4,0,,1.6,35.276049,-81.667244
1149,North Carolina,2018-19,Union Elementary,,,Robeson,,64,,98.4,0,,0,34.635205,-79.246763
1150,North Carolina,2018-19,Wadesboro Primary,,,Anson,,61,,98.4,0,,0,34.941983,-80.0577
1151,North Carolina,2018-19,Wagram Elementary,,,Scotland,,61,,98.4,0,,0,34.88389,-79.367611
1152,North Carolina,2018-19,Webb A. Murray Elementary,,,Catawba,,62,,98.4,0,,0,35.7393959,-81.2510228
1153,North Carolina,2018-19,Calvin Wiley Elementary,,,Guilford,,60,,98.3,0,,0,36.0486215,-79.8024983
