index,state,year,name,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
568,Florida,2018-19,Palmetto Elementary,Palm Beach,87,,96.55,0,,1.149425287,26.661885,-80.062603
569,Florida,2018-19,Pine Estates Elementary,Duval,58,,96.55,0,,0,30.430899,-81.682108
570,Florida,2018-19,Poinciana Stem Elementary Magnet,Palm Beach,87,,96.55,0,,3.448275862,26.53756,-80.065133
571,Florida,2018-19,Ridgecrest Elementary,Pinellas,58,,96.55,0,,1.724137931,27.899449,-82.80247
572,Florida,2018-19,Scott Lake Elementary,Polk,145,,96.55,0.6896551724,,0.6896551724,27.954203,-81.945134
573,Florida,2018-19,Somerset Academy Elementary (Miramar Campus),Broward,29,,96.55,0,,3.448275862,25.960426,-80.313049
574,Florida,2018-19,Suwannee Primary,Suwannee,348,,96.55,0,,0.8620689655,30.280157,-82.993824
575,Florida,2018-19,Wesley Matthews Elementary,Dade,58,,96.55,1.724137931,,1.724137931,25.75166,-80.396016
576,Florida,2018-19,Dolphin Bay Elementary,Broward,86,,96.51,1.162790698,,1.162790698,25.977378,-80.366187
577,Florida,2018-19,Dunnellon Elementary,Marion,86,,96.51,0,,2.325581395,29.074262,-82.417876
578,Florida,2018-19,Endeavour Primary Learning Center,Broward,86,,96.51,0,,1.162790698,26.15937,-80.230061
579,Florida,2018-19,Fairmount Park Elementary,Pinellas,86,,96.51,1.162790698,,0,27.764907,-82.690519
580,Florida,2018-19,Lehigh Elementary,Lee,172,,96.51,0,,0,26.609216,-81.626663
581,Florida,2018-19,Stanton-Weirsdale Elementary,Marion,86,,96.51,0,,2.325581395,28.978074,-81.930206
582,Florida,2018-19,Evans Elementary,Seminole,143,,96.5,0.6993006993,,0.6993006993,28.64204,-81.204917
583,Florida,2018-19,Broadmoor Elementary,Dade,57,,96.49,0,,1.754385965,25.849911,-80.25343
584,Florida,2018-19,Hollywood Central Elementary,Broward,57,,96.49,0,,1.754385965,26.007344,-80.141884
585,Florida,2018-19,Ramona Boulevard Elementary,Duval,57,,96.49,0,,1.754385965,30.313413,-81.742567
586,Florida,2018-19,Stonewall Jackson Elementary,Duval,57,,96.49,0,,0,30.268003,-81.742199
587,Florida,2018-19,Cordova Park Elementary,Escambia,85,,96.47,0,,2.352941176,30.462418,-87.193784
588,Florida,2018-19,Dr. Manuel C. Barreiro Elementary,Dade,85,,96.47,1.176470588,,1.176470588,25.717739,-80.45437
589,Florida,2018-19,Indian River Elementary,Volusia,85,,96.47,0,,0,28.945577,-80.891172
590,Florida,2018-19,Palma Sola Elementary,Manatee,85,,96.47,1.176470588,,1.176470588,27.504001,-82.630645
591,Florida,2018-19,Spring Lake Elementary,Orange,85,,96.47,0,,2.352941176,28.587752,-81.524908
592,Florida,2018-19,Wauchula Elementary,Hardee,113,,96.46,0,,1.769911504,27.542323,-81.818936
593,Florida,2018-19,Woodland Elementary,Pasco,141,,96.45,0,,1.418439716,28.24947,-82.184916
594,Florida,2018-19,West Navarre Primary,Santa Rosa,281,,96.44,0,,2.135231317,30.405365,-86.919183
595,Florida,2018-19,Campbell Park Elementary,Pinellas,112,,96.43,0,,1.785714286,27.763697,-82.649813
596,Florida,2018-19,Coquina Elementary,Brevard,56,,96.43,0,,1.785714286,28.565743,-80.811167
597,Florida,2018-19,W. R. Tolar K-8,Liberty,56,,96.43,0,,0,30.400272,-84.977433
598,Florida,2018-19,Westside Elementary,Brevard,112,,96.43,0,,1.785714286,27.943901,-80.674724
599,Florida,2018-19,Bevis Elementary,Hillsborough,111,,96.4,0,,2.702702703,27.849109,-82.231894
600,Florida,2018-19,Eastside Elementary,Columbia,111,,96.4,0,,1.801801802,30.184718,-82.60604
601,Florida,2018-19,Littlewood Elementary,Alachua,111,,96.4,0,,1.801801802,29.660307,-82.373713
602,Florida,2018-19,Neptune Elementary,Osceola,111,,96.4,0,,1.801801802,28.246791,-81.32692
603,Florida,2018-19,Miami Community Charter,Dade,83,,96.39,0,,1.204819277,25.446361,-80.492601
604,Florida,2018-19,Dr N H Jones Elementary,Marion,138,,96.38,0,,2.173913043,29.181891,-82.157472
605,Florida,2018-19,Liberty Pines Academy,St. Johns,138,,96.38,0,,2.898550725,30.07877,-81.526891
606,Florida,2018-19,Wildwood Elementary,Sumter,138,,96.38,0,,0,28.857706,-82.038452
607,Florida,2018-19,Embassy Creek Elementary,Broward,193,,96.37,0,,1.03626943,26.032637,-80.292421
608,Florida,2018-19,Brooksville Elementary,Hernando,110,,96.36,0,,3.636363636,28.5645,-82.377834
609,Florida,2018-19,Lake Butler Elementary,Union,220,,96.36,0,,0.9090909091,30.016339,-82.348037
610,Florida,2018-19,Mamie Agnes Jones Elementary,Duval,55,,96.36,0,,0,30.308434,-81.981191
611,Florida,2018-19,Palmetto Elementary,Collier,55,,96.36,0,,1.818181818,26.210185,-81.546925
612,Florida,2018-19,Pride Elementary,Hillsborough,110,,96.36,0,,1.818181818,28.157234,-82.317832
613,Florida,2018-19,Royal Green Elementary,Dade,55,,96.36,0,,1.818181818,25.722496,-80.40549
614,Florida,2018-19,Viera Charter,Brevard,110,,96.36,0,,2.727272727,28.249608,-80.740703
615,Florida,2018-19,Floral Avenue Elementary,Polk,82,,96.34,0,,1.219512195,27.881592,-81.844372
616,Florida,2018-19,Mater Academy Of International Studies,Dade,82,,96.34,1.219512195,,0,25.80652,-80.209538
617,Florida,2018-19,Southern Oak Elementary,Pinellas,82,,96.34,0,,2.43902439,27.880945,-82.765465
618,Florida,2018-19,Riverside Elementary,Broward,109,,96.33,0,,3.669724771,26.232611,-80.279378
619,Florida,2018-19,South Ocala Elementary,Marion,109,,96.33,0,,0.9174311927,29.160587,-82.119995
620,Florida,2018-19,Boulware Springs Charter,Alachua,27,,96.3,0,,0,29.67323,-82.308441
621,Florida,2018-19,Bunche Park Elementary,Dade,54,,96.3,0,,1.851851852,25.920404,-80.23828
622,Florida,2018-19,Everglades Elementary,Broward,135,,96.3,0,,2.222222222,26.084955,-80.388772
623,Florida,2018-19,Lincoln-Marti Charter School Little Havana Campus,Dade,81,,96.3,0,,0,25.772896,-80.210393
624,Florida,2018-19,Plumb Elementary,Pinellas,108,,96.3,0,,2.777777778,27.950139,-82.75621
625,Florida,2018-19,South Lake Elementary,Brevard,54,,96.3,1.851851852,,1.851851852,28.614635,-80.853712
626,Florida,2018-19,W E Cherry Elementary,Clay,108,,96.3,0,,3.703703704,30.1742,-81.734699
627,Florida,2018-19,Mater Academy,Dade,215,,96.28,1.860465116,,1.860465116,25.86217,-80.323514
628,Florida,2018-19,Sawgrass Bay Elementary,Lake,188,,96.28,0,,1.595744681,28.404968,-81.687645
629,Florida,2018-19,Sawgrass Elementary,Broward,134,,96.27,0,,2.985074627,26.132525,-80.318822
630,Florida,2018-19,Sunrise Elementary,Osceola,134,,96.27,0,,1.492537313,28.248057,-81.460952
631,Florida,2018-19,Southside Elementary,Bradford,107,,96.26,0,,2.803738318,29.935808,-82.103261
632,Florida,2018-19,Eagle Lake Elementary,Polk,80,,96.25,0,,2.5,27.973918,-81.765304
633,Florida,2018-19,Maude Saunders Elementary,Walton,80,,96.25,0,,2.5,30.748067,-86.125729
634,Florida,2018-19,Sabal Palm Elementary,Collier,80,,96.25,0,,0,26.26487,-81.525874
635,Florida,2018-19,New River Elementary,Pasco,133,,96.24,0,,3.759398496,28.226004,-82.275375
636,Florida,2018-19,Belle Glade Elementary,Palm Beach,106,,96.23,0,,0,26.695732,-80.672733
637,Florida,2018-19,Gulf Highlands Elementary,Pasco,106,,96.23,0,,2.830188679,28.326059,-82.680736
638,Florida,2018-19,Niblack Elementary,Columbia,53,,96.23,0,,0,30.200542,-82.628767
639,Florida,2018-19,Royal Palm Elementary,Broward,106,,96.23,0,,1.886792453,26.151522,-80.225686
640,Florida,2018-19,Anclote Elementary,Pasco,79,,96.2,0,,3.797468354,28.211712,-82.713783
641,Florida,2018-19,James M. Marlowe Elementary,Pasco,79,,96.2,0,,3.797468354,28.230297,-82.721113
642,Florida,2018-19,Treasure Coast Elementary,Indian River,79,,96.2,0,,1.265822785,27.743035,-80.466295
643,Florida,2018-19,Lakeside Elementary,Clay,105,,96.19,0,,2.857142857,30.150128,-81.745823
644,Florida,2018-19,Coral Reef Elementary,Palm Beach,131,,96.18,0,,3.816793893,26.585392,-80.157756
645,Florida,2018-19,Everglades Elementary,Palm Beach,131,,96.18,0,,1.526717557,26.671325,-80.178539
646,Florida,2018-19,Meadowbrook Elementary,Alachua,131,,96.18,0,,3.053435115,29.68778,-82.462381
647,Florida,2018-19,Bay Meadows Elementary,Orange,78,,96.15,0,,0,28.434248,-81.505961
648,Florida,2018-19,Brentwood Elementary,Duval,52,,96.15,0,,1.923076923,30.362781,-81.66325
649,Florida,2018-19,Charter School Of Excellence At Davie,Broward,52,,96.15,0,,0,26.034262,-80.247947
650,Florida,2018-19,Coral Springs Pk-8,Broward,78,,96.15,0,,2.564102564,26.275115,-80.271722
651,Florida,2018-19,John Love Elementary,Duval,52,,96.15,0,,1.923076923,30.348035,-81.634757
652,Florida,2018-19,Mellon Elementary,Putnam,52,,96.15,0,,0,29.645038,-81.666743
653,Florida,2018-19,Morgan Woods Elementary,Hillsborough,52,,96.15,0,,3.846153846,28.013187,-82.559734
654,Florida,2018-19,North Andrews Gardens Elementary,Broward,130,,96.15,0,,1.538461538,26.197163,-80.141654
655,Florida,2018-19,Oak Park Elementary,Brevard,78,,96.15,0,,1.282051282,28.636321,-80.851175
656,Florida,2018-19,Pinecrest Cove Academy,Dade,104,,96.15,0.9615384615,,1.923076923,25.73064,-80.367131
657,Florida,2018-19,Ucp Downtown Charter,Orange,26,,96.15,0,,0,28.53791,-81.32689
658,Florida,2018-19,Rainbow Elementary,Seminole,129,,96.12,0,,1.550387597,28.6538,-81.253378
659,Florida,2018-19,Browning-Pearce Elementary,Putnam,103,,96.12,0,,0,29.60944,-81.582528
660,Florida,2018-19,Keeth Elementary,Seminole,103,,96.12,0,,2.912621359,28.685316,-81.263873
661,Florida,2018-19,U. B. Kinsey/Palmview Elementary,Palm Beach,103,,96.12,0,,0.9708737864,26.723626,-80.059609
662,Florida,2018-19,Bayview Elementary,Broward,77,,96.1,0,,2.597402597,26.141202,-80.116985
663,Florida,2018-19,Chimney Lakes Elementary,Duval,154,,96.1,0,,0.6493506494,30.195799,-81.802761
664,Florida,2018-19,Emma E. Booker Elementary,Sarasota,77,,96.1,0,,1.298701299,27.357819,-82.52328
665,Florida,2018-19,Gulf Coast Charter Academy South,Collier,77,,96.1,0,,2.597402597,26.1547,-81.7653
666,Florida,2018-19,Watkins Elementary,Broward,77,,96.1,2.597402597,,0,25.978165,-80.195496
667,Florida,2018-19,Winston Academy Of Engineering,Polk,77,,96.1,0,,2.597402597,28.055632,-82.014286
668,Florida,2018-19,Lakewood Park Elementary,St. Lucie,128,,96.09,0,,0,27.522404,-80.403469
669,Florida,2018-19,Pine Jog Elementary,Palm Beach,128,,96.09,0,,2.34375,26.66433,-80.142801
670,Florida,2018-19,Anthony Elementary,Marion,51,,96.08,0,,0,29.289041,-82.110689
671,Florida,2018-19,Cape View Elementary,Brevard,51,,96.08,0,,3.921568627,28.392665,-80.599001
672,Florida,2018-19,Citrus Elementary,Indian River,102,,96.08,0,,1.960784314,27.608033,-80.41532
673,Florida,2018-19,Dr. Rolando Espinosa K-8 Center,Dade,51,,96.08,0,,0,25.851258,-80.379971
674,Florida,2018-19,Pioneer Park Elementary,Palm Beach,51,,96.08,0,,1.960784314,26.670508,-80.676185
675,Florida,2018-19,Sebastian Elementary,Indian River,51,,96.08,0,,1.960784314,27.804147,-80.476869
676,Florida,2018-19,Surfside Elementary,Brevard,51,,96.08,0,,3.921568627,28.171482,-80.602346
677,Florida,2018-19,West Riverside Elementary,Duval,51,,96.08,0,,3.921568627,30.308265,-81.695959
678,Florida,2018-19,Valrico Lake Advantage Academy,Hillsborough,178,,96.07,0,,3.370786517,27.893229,-82.253846
679,Florida,2018-19,Eagle Point Elementary,Broward,177,,96.05,0,,2.259887006,26.127353,-80.399664
680,Florida,2018-19,Lauderhill Paul Turner Elementary,Broward,101,,96.04,0,,0,26.144569,-80.213985
681,Florida,2018-19,Seabreeze Elementary,Duval,101,,96.04,0,,3.96039604,30.270376,-81.399946
682,Florida,2018-19,South Woods Elementary,St. Johns,101,,96.04,0,,0.9900990099,29.72644,-81.46451
683,Florida,2018-19,West Gate K-8,St. Lucie,101,,96.04,0,,2.97029703,27.337103,-80.376268
684,Florida,2018-19,Bushnell Elementary,Sumter,126,,96.03,0,,3.174603175,28.663086,-82.116144
685,Florida,2018-19,Mirror Lakes Elementary,Lee,151,,96.03,0,,2.649006623,26.569512,-81.615347
686,Florida,2018-19,Clifford O Taylor/Kirklane Elementary,Palm Beach,176,,96.02,0,,0.5681818182,26.641916,-80.10736
687,Florida,2018-19,Astoria Park Elementary,Leon,100,,96,1,,0,30.476074,-84.32216
688,Florida,2018-19,Coral Reef Elementary,Dade,125,,96,0.8,,1.6,25.630061,-80.322407
689,Florida,2018-19,Nova Blanche Forman Elementary,Broward,125,,96,0,,3.2,26.075749,-80.232998
690,Florida,2018-19,Oscar Patterson Elementary Magnet,Bay,50,,96,0,,2,30.166813,-85.638466
691,Florida,2018-19,Pine Meadow Elementary,Escambia,100,,96,0,,0,30.542591,-87.28531
692,Florida,2018-19,Rock Lake Elementary,Orange,50,,96,0,,0,28.548465,-81.406806
693,Florida,2018-19,Southshore Charter Academy,Hillsborough,125,,96,0,,3.2,27.795613,-82.301073
694,Florida,2018-19,Sunland Park Academy,Broward,75,,96,0,,0,26.135829,-80.159793
695,Florida,2018-19,Tanglewood Elementary,Lee,125,,96,0,,2.4,26.580431,-81.882646
696,Florida,2018-19,Corr Elementary,Hillsborough,124,,95.97,0,,0.8064516129,27.795358,-82.369847
697,Florida,2018-19,Harmony Community,Osceola,124,,95.97,0,,3.225806452,28.20118,-81.153361
698,Florida,2018-19,Odyssey Charter,Brevard,124,,95.97,0,,4.032258065,27.95394,-80.6579
699,Florida,2018-19,Ramblewood Elementary,Broward,124,,95.97,0,,2.419354839,26.248111,-80.244364
700,Florida,2018-19,Trenton Elementary,Gilchrist,124,,95.97,0,,2.419354839,29.614627,-82.82931
701,Florida,2018-19,Miramar Elementary,Broward,99,,95.96,0,,3.03030303,25.988443,-80.224744
702,Florida,2018-19,Oriole Elementary,Broward,99,,95.96,1.01010101,,0,26.174267,-80.185416
703,Florida,2018-19,Fuguitt Elementary,Pinellas,74,,95.95,1.351351351,,1.351351351,27.891938,-82.779863
704,Florida,2018-19,Gator Run Elementary,Broward,148,,95.95,0,,1.351351351,26.127864,-80.418805
705,Florida,2018-19,Lloyd Estates Elementary,Broward,74,,95.95,0,,1.351351351,26.17687,-80.152296
706,Florida,2018-19,Robert M. Paterson Elementary,Clay,148,,95.95,0,,2.702702703,30.100194,-81.69969
707,Florida,2018-19,Heritage Elementary,Palm Beach,123,,95.93,0,,1.62601626,26.60669,-80.12349
708,Florida,2018-19,Driftwood Elementary,Broward,98,,95.92,0,,3.06122449,26.034635,-80.227274
709,Florida,2018-19,Jackie Harris Preparatory Academy,Escambia,49,,95.92,0,,2.040816327,30.515903,-87.270089
710,Florida,2018-19,Rock Island Elementary,Broward,98,,95.92,0,,1.020408163,26.150065,-80.173883
711,Florida,2018-19,Duval Charter School At Southside,Duval,122,,95.9,0,,3.278688525,30.246467,-81.554533
712,Florida,2018-19,Lawton M. Chiles Elementary,Alachua,122,,95.9,0,,1.639344262,29.628156,-82.444543
713,Florida,2018-19,Weatherbee Elementary,St. Lucie,122,,95.9,0,,0.8196721311,27.382652,-80.315772
714,Florida,2018-19,Crystal Springs Elementary,Duval,146,,95.89,0,,1.369863014,30.300356,-81.799896
715,Florida,2018-19,North Fort Myers Academy For The Arts,Lee,73,,95.89,0,,4.109589041,26.707935,-81.881876
716,Florida,2018-19,Pinellas Primary Academy,Pinellas,73,,95.89,0,,4.109589041,27.89557,-82.746931
717,Florida,2018-19,Smart Pope Livingston Elementary,Duval,146,,95.89,0,,1.369863014,30.338973,-81.689687
718,Florida,2018-19,W. Melbourne Elementary School For Science,Brevard,73,,95.89,0,,4.109589041,28.074289,-80.669908
719,Florida,2018-19,Kimball Wiles Elementary,Alachua,170,,95.88,0,,1.764705882,29.611449,-82.420391
720,Florida,2018-19,Discovery Oaks Elementary,Clay,97,,95.88,0,,3.092783505,30.1635,-81.84261
721,Florida,2018-19,Hobe Sound Elementary,Martin,97,,95.88,0,,1.030927835,27.063422,-80.129039
722,Florida,2018-19,Philip O'Brien Elementary,Polk,97,,95.88,0,,2.06185567,28.039794,-81.939647
723,Florida,2018-19,Diamond View Elementary,Palm Beach,121,,95.87,0.826446281,,0.826446281,26.599022,-80.121425
724,Florida,2018-19,Tampa Palms Elementary,Hillsborough,145,,95.86,0,,1.379310345,28.097588,-82.385777
725,Florida,2018-19,Azalea Elementary,Pinellas,96,,95.83,0,,4.166666667,27.78811,-82.741324
726,Florida,2018-19,Bell Elementary,Gilchrist,96,,95.83,0,,4.166666667,29.751238,-82.854617
727,Florida,2018-19,Blackburn Elementary,Manatee,72,,95.83,0,,1.388888889,27.530565,-82.525097
728,Florida,2018-19,Coral Cove Elementary,Broward,96,,95.83,0,,2.083333333,25.962254,-80.344755
729,Florida,2018-19,Crystal River Primary,Citrus,96,,95.83,0,,2.083333333,28.90168,-82.577251
730,Florida,2018-19,Early Beginnings Academy,Dade,24,,95.83,4.166666667,,0,25.788049,-80.218286
731,Florida,2018-19,Fort White Elementary,Columbia,120,,95.83,0,,0.8333333333,29.926739,-82.713229
732,Florida,2018-19,Jupiter Elementary,Brevard,96,,95.83,0,,3.125,27.986916,-80.698055
733,Florida,2018-19,Killearn Lakes Elementary,Leon,144,,95.83,0,,3.472222222,30.583859,-84.226282
734,Florida,2018-19,Mort Elementary,Hillsborough,144,,95.83,0,,1.388888889,28.080994,-82.440014
735,Florida,2018-19,Palm View Elementary,Manatee,48,,95.83,0,,4.166666667,27.567257,-82.557682
736,Florida,2018-19,Park Elementary,Highlands,96,,95.83,0,,0,27.607582,-81.495285
737,Florida,2018-19,Patriot Oaks Academy,St. Johns,144,,95.83,0,,4.166666667,30.082948,-81.538082
738,Florida,2018-19,Pelican Island Elementary,Indian River,48,,95.83,0,,0,27.762897,-80.462985
739,Florida,2018-19,Pinecrest Creek Charter,Orange,24,,95.83,0,,0,28.604834,-81.398419
740,Florida,2018-19,Roland Park K-8 Magnet,Hillsborough,72,,95.83,2.777777778,,0,27.956376,-82.518565
741,Florida,2018-19,Sea Gate Elementary,Collier,96,,95.83,0,,4.166666667,26.210449,-81.80509
742,Florida,2018-19,Westside Elementary,Hendry,72,,95.83,0,,0,26.74438,-80.934892
743,Florida,2018-19,W. J. Bryan Elementary,Dade,95,,95.79,0,,2.105263158,25.891267,-80.173467
744,Florida,2018-19,Heights Elementary,Lee,189,,95.77,0,,3.174603175,26.521521,-81.92571
745,Florida,2018-19,Louis S. Sheffield Elementary,Duval,118,,95.76,0,,3.389830508,30.478202,-81.587434
746,Florida,2018-19,Wicklow Elementary,Seminole,118,,95.76,0,,2.542372881,28.77936,-81.294928
747,Florida,2018-19,Bronson Elementary,Levy,94,,95.74,0,,2.127659574,29.46272,-82.62845
748,Florida,2018-19,Poinciana Elementary,Collier,94,,95.74,0,,3.191489362,26.180915,-81.769512
749,Florida,2018-19,R. Clem Churchwell Elementary,Polk,141,,95.74,0.7092198582,,0,28.14909,-81.988874
750,Florida,2018-19,Riverside Elementary,Okaloosa,141,,95.74,0,,1.418439716,30.736665,-86.536382
751,Florida,2018-19,Veterans Elementary,Pasco,94,,95.74,1.063829787,,3.191489362,28.230616,-82.371549
752,Florida,2018-19,Woodlawn Elementary,Pinellas,47,,95.74,0,,0,27.788053,-82.656139
753,Florida,2018-19,Yulee Primary,Nassau,234,,95.73,0,,1.709401709,30.642183,-81.608291
754,Florida,2018-19,Benoist Farms Elementary,Palm Beach,70,,95.71,0,,1.428571429,26.705687,-80.171192
755,Florida,2018-19,Fleming Island Elementary,Clay,70,,95.71,1.428571429,,2.857142857,30.114084,-81.726258
756,Florida,2018-19,John D. Floyd Elementary,Hernando,140,,95.71,0,,1.428571429,28.47912,-82.509188
757,Florida,2018-19,Kate M. Smith Elementary,Washington,140,,95.71,0,,0.7142857143,30.768913,-85.553349
758,Florida,2018-19,Larkdale Elementary,Broward,70,,95.71,0,,2.857142857,26.139902,-80.190052
759,Florida,2018-19,Neil Armstrong Elementary,Charlotte,140,,95.71,0,,0.7142857143,27.003532,-82.087071
760,Florida,2018-19,Pompano Beach Elementary,Broward,70,,95.71,1.428571429,,0,26.238183,-80.108334
761,Florida,2018-19,Calusa Park Elementary,Collier,93,,95.7,0,,3.225806452,26.145647,-81.715181
762,Florida,2018-19,Old Town Elementary,Dixie,93,,95.7,0,,2.150537634,29.592618,-82.978006
763,Florida,2018-19,Kissimmee Elementary,Osceola,139,,95.68,0.7194244604,,1.438848921,28.316443,-81.440468
764,Florida,2018-19,The Villages Elementary Of Lady Lake,Lake,139,,95.68,0,,2.158273381,28.930188,-81.935569
765,Florida,2018-19,Prek/Kindergarten Center,Baker,370,,95.68,0.2702702703,,1.081081081,30.276057,-82.116488
766,Florida,2018-19,Bryan Elementary,Hillsborough,92,,95.65,0,,0,28.017698,-82.143673
767,Florida,2018-19,Carillon Elementary,Seminole,138,,95.65,0.7246376812,,2.898550725,28.6256,-81.181946
768,Florida,2018-19,Cleveland Court Elementary,Polk,69,,95.65,0,,4.347826087,28.012089,-81.954116
769,Florida,2018-19,Eastside Elementary,Hernando,115,,95.65,0,,0.8695652174,28.529636,-82.291612
770,Florida,2018-19,Genesis Preparatory,Alachua,23,,95.65,0,,0,29.673281,-82.327002
771,Florida,2018-19,Grove Park Elementary,Clay,69,,95.65,0,,2.898550725,30.169552,-81.712737
772,Florida,2018-19,Ivey Lane Elementary,Orange,46,,95.65,0,,0,28.544207,-81.437969
773,Florida,2018-19,Mirror Lake Elementary,Broward,92,,95.65,0,,2.173913043,26.140622,-80.244526
774,Florida,2018-19,Oliver Hoover Elementary,Dade,92,,95.65,1.086956522,,2.173913043,25.68164,-80.436686
775,Florida,2018-19,Orange City Elementary,Volusia,92,,95.65,0,,2.173913043,28.95135,-81.291578
776,Florida,2018-19,Rochelle School Of The Arts,Polk,69,,95.65,0,,2.898550725,28.064272,-81.960392
777,Florida,2018-19,Ruediger Elementary,Leon,69,,95.65,0,,0,30.462395,-84.288562
778,Florida,2018-19,Victory Ridge Academy,Polk,23,,95.65,0,,4.347826087,27.914637,-81.582814
779,Florida,2018-19,West Zephyrhills Elementary,Pasco,115,,95.65,0,,0.8695652174,28.240219,-82.189919
780,Florida,2018-19,Villas Elementary,Lee,137,,95.62,0,,2.189781022,26.568788,-81.868849
781,Florida,2018-19,Classical Preparatory,Pasco,114,,95.61,0,,3.50877193,28.342927,-82.541135
782,Florida,2018-19,Chet's Creek Elementary,Duval,205,,95.61,0,,2.43902439,30.266432,-81.469231
783,Florida,2018-19,Audubon Park Elementary,Orange,91,,95.6,0,,3.296703297,28.565671,-81.34697
784,Florida,2018-19,Central Elementary,Okeechobee,91,,95.6,0,,0,27.237663,-80.834806
785,Florida,2018-19,Ernest R. Graham K-8 Academy,Dade,91,,95.6,1.098901099,,2.197802198,25.88839,-80.348756
786,Florida,2018-19,Keys Gate Charter,Dade,182,,95.6,0.5494505495,,3.296703297,25.451325,-80.435232
787,Florida,2018-19,Riviera Elementary,Brevard,91,,95.6,0,,3.296703297,28.028782,-80.643642
788,Florida,2018-19,Westgate Elementary,Pinellas,91,,95.6,0,,1.098901099,27.803875,-82.71301
789,Florida,2018-19,Carter G. Woodson Elementary,Duval,68,,95.59,0,,1.470588235,30.376981,-81.70023
790,Florida,2018-19,Virgil Mills Elementary,Manatee,181,,95.58,0,,2.762430939,27.575278,-82.490086
791,Florida,2018-19,Ruskin Elementary,Hillsborough,113,,95.58,0,,1.769911504,27.711744,-82.432835
792,Florida,2018-19,Wildlight Elementary,Nassau,113,,95.58,0,,3.539823009,30.632896,-81.640813
793,Florida,2018-19,Woodbridge Elementary,Hillsborough,113,,95.58,0,,0.8849557522,28.014493,-82.575575
794,Florida,2018-19,Discovery Key Elementary,Palm Beach,158,,95.57,0.6329113924,,3.164556962,26.623342,-80.18821
795,Florida,2018-19,Palm Springs North Elementary,Dade,158,,95.57,1.265822785,,2.53164557,25.933815,-80.334055
796,Florida,2018-19,Melrose Elementary,Dade,45,,95.56,2.222222222,,0,25.807684,-80.245384
797,Florida,2018-19,Westside Elementary,Volusia,90,,95.56,0,,3.333333333,29.224105,-81.071273
798,Florida,2018-19,Gilchrist Elementary,Leon,157,,95.54,1.27388535,,1.910828025,30.502686,-84.257206
799,Florida,2018-19,Blanche H. Daughtrey Elementary,Manatee,112,,95.54,0,,0.8928571429,27.43055,-82.55671
800,Florida,2018-19,Crosspointe Elementary,Palm Beach,112,,95.54,0,,1.785714286,26.500452,-80.091461
801,Florida,2018-19,Kernan Trail Elementary,Duval,112,,95.54,0,,1.785714286,30.304964,-81.481786
802,Florida,2018-19,Longwood Elementary,Seminole,112,,95.54,0,,2.678571429,28.70282,-81.331111
803,Florida,2018-19,Reddick Elementary,Hillsborough,112,,95.54,0,,0,27.71775,-82.32061
804,Florida,2018-19,Governor's Charter,Leon,67,,95.52,0,,0,30.466981,-84.204826
805,Florida,2018-19,Lucille Moore Elementary,Bay,67,,95.52,0,,1.492537313,30.183306,-85.707054
806,Florida,2018-19,Melrose Elementary,Pinellas,67,,95.52,0,,2.985074627,27.757436,-82.657242
807,Florida,2018-19,Normandy Village Elementary,Duval,67,,95.52,0,,1.492537313,30.285273,-81.788109
808,Florida,2018-19,Oscar J. Pope Elementary,Polk,67,,95.52,0,,2.985074627,28.012257,-81.904653
809,Florida,2018-19,Sabal Elementary,Brevard,67,,95.52,0,,2.985074627,28.130638,-80.670909
810,Florida,2018-19,Youth Co-Op Charter,Dade,67,,95.52,1.492537313,,2.985074627,25.893293,-80.325826
811,Florida,2018-19,Bay Point Elementary,Pinellas,89,,95.51,1.123595506,,3.370786517,27.71593,-82.661987
812,Florida,2018-19,Mcmullen-Booth Elementary,Pinellas,89,,95.51,0,,2.247191011,27.995487,-82.711941
813,Florida,2018-19,Callahan Elementary,Nassau,222,,95.5,0,,2.252252252,30.561099,-81.830659
814,Florida,2018-19,Crookshank Elementary,St. Johns,111,,95.5,0,,0.9009009009,29.906395,-81.337321
815,Florida,2018-19,Gateway Elementary,Lee,111,,95.5,0,,3.603603604,26.577296,-81.73561
816,Florida,2018-19,Idylwild Elementary,Alachua,111,,95.5,0,,1.801801802,29.609736,-82.348226
817,Florida,2018-19,Avocado Elementary,Dade,133,,95.49,0,,1.503759398,25.494036,-80.466221
818,Florida,2018-19,Country Hills Elementary,Broward,133,,95.49,0,,3.007518797,26.29685,-80.267502
819,Florida,2018-19,Everglades Elementary,Okeechobee,133,,95.49,0,,0.7518796992,27.237662,-80.790978
820,Florida,2018-19,Pine Ridge Elementary,Lake,133,,95.49,1.503759398,,1.503759398,28.49556,-81.786414
821,Florida,2018-19,Sunrise Elementary,Marion,155,,95.48,0,,1.935483871,29.005938,-82.19706
822,Florida,2018-19,Challenger Elementary,Broward,154,,95.45,0,,1.298701299,26.19478,-80.276912
823,Florida,2018-19,Colonial Drive Elementary,Dade,44,,95.45,0,,2.272727273,25.621255,-80.367006
824,Florida,2018-19,Excelsior Charter Of Broward,Broward,22,,95.45,0,,0,26.207563,-80.287463
825,Florida,2018-19,Pines Lakes Elementary,Broward,88,,95.45,0,,1.136363636,26.014405,-80.282935
826,Florida,2018-19,Sunset Lakes Elementary,Broward,110,,95.45,0,,3.636363636,25.984833,-80.3932
