index,state,year,name,type,city,county,enroll,mmr,overal,xmed,xper,xrel,lat,lng
1,New York,2017-18,A Child's Place,Private,East Elmhurst,Queens,,100,100,0,,0,40.759329,-73.861561
2,New York,2017-18,A Fantis Parochial,Private,Brooklyn,Kings,,100,98.8,1.18,,0,40.690316,-73.991358
3,New York,2017-18,Aabr/New York Child Learning Institute,Private,College Point,Queens,,100,100,0,,0,40.7855832,-73.8441574
4,New York,2017-18,Abraham Wing,Public,Glens Falls,Warren,,100,100,0,,0,43.314363,-73.631971
5,New York,2017-18,Abundant Life Academy,Private,Kingston,Ulster,,100,75,0,,0,41.92605,-73.995331
6,New York,2017-18,Academy Mt St Ursula,Private,Bronx,Bronx,,100,100,0,,0,40.8689365,-73.8857394
7,New York,2017-18,Academy Of The Holy Names - Upper,Private,Albany,Albany,,100,98.3,0,,0,42.6509855,-73.8355173
8,New York,2017-18,Adelphi Academy,Private,Brooklyn,Kings,,100,100,0,,0,40.624398,-74.032968
9,New York,2017-18,Adirondack Christian,Private,Wilmington,Clinton,,100,100,0,,0,44.39215,-73.786661
10,New York,2017-18,Ahi Ezer Yeshiva,Private,Brooklyn,Kings,,100,100,0,,0,40.590243,-73.964693
11,New York,2017-18,Albany Community Charter,Private,Albany,Albany,,100,100,0,,0,42.641454,-73.770349
12,New York,2017-18,Alexander Robertson Sch,Private,New York,New York,,100,100,0,,0,40.7912092,-73.965389
13,New York,2017-18,All Hallows Institute,Private,Bronx,Bronx,,100,100,0,,0,40.8300945,-73.9221141
14,New York,2017-18,All Saints Catholic Academy,Private,Albany,Albany,,100,99.3,0,,0,42.671338,-73.805922
15,New York,2017-18,All Saints Elementary Of Tipperary Hill,Private,Syracuse,Onondaga,,100,97.9,0,,0,43.04809,-76.179921
16,New York,2017-18,Alleghany Avenue,Public,Lindenhurst,Suffolk,,100,100,0,,0,40.685967,-73.365798
17,New York,2017-18,Allen Christian,Private,Jamaica,Queens,,100,95.7,0,,0,40.6907125,-73.7789267
18,New York,2017-18,Allen Road Elementary,Public,North Syracuse,Onondaga,,100,99.5,0,,0,43.132602,-76.15693
19,New York,2017-18,Amagansett,Public,Amagansett,Suffolk,,100,100,0,,0,40.976394,-72.137727
20,New York,2017-18,Amani Public Charter,Private,Mt Vernon,Westchester,,100,89,0.28,,0,40.909711,-73.835643
21,New York,2017-18,Andover Central,Public,Andover,Allegany,,100,99.7,0,,0,42.1594761,-77.791791
22,New York,2017-18,Ann G Mcguinness Intrmd Sch,Public,Endicott,Broome,,100,99.5,0,,0,42.1140822,-76.0739279
23,New York,2017-18,Annsville Area,Public,Taberg,Oneida,,100,100,0,,0,43.312334,-75.625579
24,New York,2017-18,Annunciation,Private,Crestwood,Westchester,,100,98.5,0,,0,40.9698,-73.8211794
25,New York,2017-18,Annur Islamic,Private,Schenectady,Albany,,100,95.3,0,,0,42.76179,-73.881291
26,New York,2017-18,Arc Heritage Education Program,Private,Tonawanda,Erie,,100,95.5,0.75,,0.75,43.0203347,-78.880315
27,New York,2017-18,Arista Prep Academy & Nursery,Private,Brooklyn,Kings,,100,73.5,0,,0,40.67264,-73.941629
28,New York,2017-18,Ascent,Private,Deer Park,Suffolk,,100,94.1,0,,0,40.7619014,-73.3087155
29,New York,2017-18,Astor Services For Children & Families,Private,Rhinebeck,Dutchess,,100,100,0,,0,41.92396,-73.91361
30,New York,2017-18,Ateres Chaya,Private,Brooklyn,Kings,,100,100,0,,0,40.6307853,-73.9923609
31,New York,2017-18,August Aichhorn Center For,Private,New York,New York,,100,100,0,,0,40.79877,-73.9610784
32,New York,2017-18,Ausable Forks Primary,Public,Ausable Forks,Clinton,,100,96.9,0,,0.44,44.441237,-73.681423
33,New York,2017-18,B'Not Rachel Hs For Girls,Private,Brooklyn,Kings,,100,100,0,,0,40.603085,-73.9652091
34,New York,2017-18,Bais Brocho Of Karlin Stolin,Private,Brooklyn,Kings,,100,97.3,0,,0,40.642164,-73.9958149
35,New York,2017-18,Bais Yaakov Academy,Private,Brooklyn,Kings,,100,99.7,0,,0,40.617378,-73.9621851
36,New York,2017-18,Bais Yaakov Ayeles Hashachar,Private,Monsey,Rockland,,100,94.7,5.26,,0,41.136807,-74.067401
37,New York,2017-18,Bais Yaakov D'Rav Hirsch-Yrserh Of Monsey,Private,Spring Valley,Rockland,,100,98.9,1.1,,0,41.122685,-74.0424513
38,New York,2017-18,Bais Yakov Of 18Th Avenue,Private,Brooklyn,Kings,,100,98.9,0,,0,40.6301851,-73.9776964
39,New York,2017-18,Bay Ridge Christian Academy,Private,Brooklyn,Kings,,100,87.1,0,,0,40.63495,-74.014121
40,New York,2017-18,Bay Shore Christian,Private,Bay Shore,Suffolk,,100,100,0,,0,40.7351492,-73.2808942
41,New York,2017-18,Beekmantown Elementary,Public,West Chazy,Clinton,,100,99.5,0.25,,0,44.773627,-73.490323
42,New York,2017-18,Beer Hagolah Institute-Hs,Private,Brooklyn,Kings,,100,100,0,,0,40.645939,-73.882944
43,New York,2017-18,Beis Yaakov Of South Fallsburg,Private,Fallsburg,Sullivan,,100,59.5,37.84,,2.7,41.7362775,-74.6243285
44,New York,2017-18,Beit Rabban,Private,New York,New York,,100,98.7,0,,0,40.7858505,-73.9700753
45,New York,2017-18,Belfast,Public,Belfast,Allegany,,100,99.7,0,,0.3,42.341494,-78.117036
46,New York,2017-18,Bellvale,Private,Chester,Orange,,100,100,0,,0,41.2882415,-74.2680197
47,New York,2017-18,Beth Jacob Of Boro Park,Private,Brooklyn,Kings,,100,99.8,0.16,,0,40.635725,-73.98831
48,New York,2017-18,Bethel Christian Learning Ctr,Private,Queens Village,Queens,,100,100,0,,0,40.7172684,-73.739308
49,New York,2017-18,Bethesda Sda Jr. Academy,Private,Amityville,Nassau,,100,100,0,,0,40.706896,-73.416561
50,New York,2017-18,Bible Speaks Church Of Christ Academy (The),Private,Brooklyn,Kings,,100,100,0,,0,40.6401905,-73.9266268
51,New York,2017-18,Big Apple Academy,Private,Brooklyn,Kings,,100,100,0,,0,40.59078,-73.974831
52,New York,2017-18,Birch Family Services - Manhattan Early Childhood Center,Private,New York,New York,,100,100,0,,0,40.853747,-73.936822
53,New York,2017-18,Birch Wathen Lenox,Private,New York,New York,,100,100,0,,0,40.7724918,-73.9576798
54,New York,2017-18,Birchwood,Public,West Nyack,Rockland,,100,100,0,,0,41.081875,-73.979108
55,New York,2017-18,Bishops Academy @ Most Holy Rosary,Private,Syracuse,Onondaga,,100,99,0,,0,43.0326107,-76.1713457
56,New York,2017-18,Blessed Sacrament Catholic,Private,Syracuse,Onondaga,,100,100,0,,0,43.0698739,-76.1026149
57,New York,2017-18,Blessed Sacrament,Private,Albany,Albany,,100,100,0,,0,42.67313,-73.781501
58,New York,2017-18,Blossom Gardens Friends,Private,Collins,Erie,,100,100,0,,0,42.495782,-78.847483
59,New York,2017-18,Bnos Chomesh Academy,Private,Brooklyn,Kings,,100,100,0,,0,40.6599504,-73.9455903
60,New York,2017-18,Bnot Chaya Academy,Private,Brooklyn,Kings,,100,100,0,,0,40.62693,-73.965951
61,New York,2017-18,Boght Hills,Public,Cohoes,Albany,,100,99.1,0,,0,42.775148,-73.757029
62,New York,2017-18,Boght Montessori Education Center Llc,Private,Cohoes,Albany,,100,100,0,,0,42.7884687,-73.7407028
63,New York,2017-18,Bolivar Road Elementary,Public,Chittenango,Madison,,100,100,0,,0,43.06248,-75.886291
64,New York,2017-18,Bolton Central,Public,Bolton Landing,Warren,,100,100,0,,0,43.560417,-73.656113
65,New York,2017-18,Bonim Lamokom,Private,Brooklyn,Kings,,100,96,0,,0,40.6382222,-73.969357
66,New York,2017-18,Boyle Road Elementary,Public,Port Jefferson Sta,Suffolk,,100,98.3,0.58,,0.87,40.897628,-73.055338
67,New York,2017-18,Brentwood Residential Center,Private,Dix Hills,Suffolk,,100,100,0,,0,40.78922,-73.305241
68,New York,2017-18,Brewerton Elementary,Public,Brewerton,Oswego,,100,99.5,0,,0,43.230727,-76.137967
69,New York,2017-18,Briarwood,Public,Rochester,Monroe,,100,100,0,,0,43.215002,-77.605692
70,New York,2017-18,Broadway Elementary,Public,Elmira,Chemung,,100,99.8,0,,0.23,42.06169,-76.818912
71,New York,2017-18,Brook Avenue Elementary,Public,Bay Shore,Suffolk,,100,99.7,0,,0,40.733542,-73.245921
72,New York,2017-18,Brooklyn Amity,Private,Brooklyn,Kings,,100,94.1,0.74,,0,40.587051,-73.93187
73,New York,2017-18,Brooklyn Autism Center Academy,Private,Brooklyn,Kings,,100,94.7,0,,5.26,40.69231,-73.986621
74,New York,2017-18,Brooklyn Jesuit Prep,Private,Brooklyn,Kings,,100,100,0,,0,40.67377,-73.959881
75,New York,2017-18,Brooklyn Kids Preparatory,Private,Brooklyn,Kings,,100,100,0,,0,40.643793,-73.9223412
76,New York,2017-18,Brookwood Secure Center,Private,Claverack,Columbia,,100,90.5,0,,0,42.211463,-73.755758
77,New York,2017-18,Buckman Heights,Public,Rochester,Monroe,,100,100,0,,0,43.2172657,-77.6699865
78,New York,2017-18,Buffalo Academy Of Scholars (The),Private,Buffalo,Erie,,100,100,0,,0,42.896312,-78.875419
79,New York,2017-18,Buffalo Suburban Christian Academy,Private,Lancaster,Erie,,100,100,0,,0,42.94649,-78.660411
80,New York,2017-18,Ca Montessori Children's Center,Private,Islandia,Suffolk,,100,100,0,,0,40.8129045,-73.172554
81,New York,2017-18,Caedmon School (The),Private,New York,New York,,100,100,0,,0,40.7725586,-73.9513333
82,New York,2017-18,Cambria School Of Excellence,Private,Cambria Heights,Queens,,100,100,0,,0,40.6908601,-73.7289667
83,New York,2017-18,Cape Vincent Elementary,Public,Cape Vincent,Jefferson,,100,100,0,,0,44.12554,-76.331065
84,New York,2017-18,Cardinal Mcclosky Emer Res,Private,Ossining,Westchester,,100,100,0,,0,41.1686131,-73.8638986
85,New York,2017-18,Career Center At Steinmetz,Public,Schenectady,Schenectady,,100,100,0,,0,42.7971002,-73.9436054
86,New York,2017-18,Carnasie Children First Academy,Private,Brooklyn,Kings,,100,100,0,,0,40.649999,-73.899377
87,New York,2017-18,Carousel Day,Private,Hicksville,Nassau,,100,100,0,,0,40.7589684,-73.5357752
88,New York,2017-18,Cathedral Academy @ Pompeii,Private,Syracuse,Onondaga,,100,100,0,,0,43.0598298,-76.1499212
89,New York,2017-18,Cathedral,Private,Brooklyn,Kings,,100,100,0,,0,40.670191,-73.928977
90,New York,2017-18,Catholic Academy Of Niagara Falls,Private,Niagara Falls,Niagara,,100,100,0,,0,43.086489,-78.963648
91,New York,2017-18,Cato Meridian Elementary,Public,Cato,Cayuga,,100,99.7,0,,0,43.175425,-76.550751
92,New York,2017-18,Cattaraugus Camp Us Es,Public,Cattaraugus,Cattaraugus,,100,100,0,,0,42.337465,-78.857106
93,New York,2017-18,Cayuga Elementary,Public,Cayuga,Cayuga,,100,99.7,0.34,,0,42.917051,-76.722439
94,New York,2017-18,Cayuga-Onondaga Boces,BOCES,Auburn,Cayuga,,100,90.9,0,,0,42.917595,-76.6163
95,New York,2017-18,Cedar Place Elementary,Public,Yonkers,Westchester,,100,91.1,0,,0,40.926061,-73.896248
96,New York,2017-18,Cental Valley Academy,Public,Ilion,Herkimer,,100,99.8,0.15,,0,43.0092225,-75.0389251
97,New York,2017-18,Center For Spectrum Services - Ellenville,Private,Ellenville,Ulster,,100,100,0,,0,41.715571,-74.38976
98,New York,2017-18,Center Road Christian Academy,Private,West Seneca,Erie,,100,100,0,,0,42.84158,-78.767051
99,New York,2017-18,Central Islip Early Chidhd Ctr,Public,Central Islip,Suffolk,,100,98.9,0,,0,40.7929451,-73.2051143
100,New York,2017-18,Cerebral Palsy Of Westchester Inc.,Private,Rye Brook,Westchester,,100,100,0,,0,41.061003,-73.69628
101,New York,2017-18,Chabad Lubavitch Of Staten Island,Private,Staten Island,Richmond,,100,100,0,,0,40.62129,-74.123441
102,New York,2017-18,Champlain Valley Educational Services,BOCES,Plattsburgh,Clinton,,100,98.8,0.61,,0,44.692937,-73.517269
103,New York,2017-18,Charles A Mulligan Intermediate,Public,Central Islip,Suffolk,,100,97.4,0,,0,40.7944607,-73.1922924
104,New York,2017-18,Charlotte Valley,Public,Davenport,Delaware,,100,99.2,0.53,,0.27,42.471076,-74.84816
105,New York,2017-18,Charlottle Cross,Public,Lockport,Niagara,,100,98.4,0,,0,43.160603,-78.6795432
106,New York,2017-18,Chatterbox Day,Private,East Islip,Suffolk,,100,100,0,,0,40.7384,-73.179741
107,New York,2017-18,Chazy Central Rural Elementary,Public,Chazy,Clinton,,100,96.8,0,,0,44.886496,-73.433946
108,New York,2017-18,Chenango Forks Elementary,Public,Binghamton,Broome,,100,100,0,,0,42.195904,-75.854262
109,New York,2017-18,Chestnut Hill Elementary,Public,Liverpool,Onondaga,,100,99.2,0.8,,0,43.09543,-76.181367
110,New York,2017-18,Chestnut St,Public,West Hempstead,Nassau,,100,98.5,0,,0,40.6967708,-73.6515514
111,New York,2017-18,Children Of Mary Nursery Kindergartn,Private,Stony Point,Rockland,,100,100,0,,0,41.2210771,-74.0071475
112,New York,2017-18,Children's Home Of Kingston,Private,Kingston,Ulster,,100,100,0,,0,41.9237449,-73.9711389
113,New York,2017-18,Childrens Home Of Wyoming Conf,Private,Binghamton,Broome,,100,97.8,1.09,,0,42.151994,-75.882567
114,New York,2017-18,Choir School-St Thomas Church,Private,New York,New York,,100,100,0,,0,40.766259,-73.980286
115,New York,2017-18,Christ The King Preparatory Academy,Private,Niagara Falls,Niagara,,100,100,0,,0,43.08148,-78.958611
116,New York,2017-18,Christ The King,Private,Bronx,Bronx,,100,99,0,,0,40.83742,-73.915321
117,New York,2017-18,City Of Faith Christian,Private,Bronx,Bronx,,100,100,0,,0,40.876692,-73.867322
118,New York,2017-18,Clearstream Avenue,Public,Valley Stream,Nassau,,100,99.2,0,,0,40.668277,-73.717809
119,New York,2017-18,Colebrook,Public,Rochester,Monroe,,100,100,0,,0,43.240452,-77.593218
120,New York,2017-18,Collegiate,Private,New York,New York,,100,100,0,,0,40.78326,-73.981331
121,New York,2017-18,Columbia Christian Academy,Private,Ghent,Columbia,,100,100,0,,0,42.3263123,-73.6215637
122,New York,2017-18,Columbia Secure Center For Girls,Private,Claverack,Columbia,,100,100,0,,0,42.213403,-73.755718
123,New York,2017-18,Columbus Elementary,Public,New Rochelle,Westchester,,100,99.5,0,,0,40.910037,-73.798423
124,New York,2017-18,Community Academic Prep Ctr,Private,Roosevelt,Nassau,,100,100,0,,0,40.6804998,-73.5884434
125,New York,2017-18,Cong Darkei Tshivo Of Dinov,Private,Brooklyn,Kings,,100,92.1,0,,0,40.6997,-73.958431
126,New York,2017-18,Congregation Mesivta Tiferes Yisroel,Private,Spring Valley,Rockland,,100,100,0,,0,41.1224428,-74.0559307
127,New York,2017-18,Congregation Oorah/Jewish Little Star Preschool,Private,Staten Island,Richmond,,100,100,0,,0,40.5568884,-74.1655807
128,New York,2017-18,Congregation Pe'Er Bais Yaakov,Private,Monsey,Rockland,,100,89.5,0,,0,41.1079014,-74.0767805
129,New York,2017-18,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Private,Brooklyn,Kings,,100,79.1,0,,0,40.6305685,-73.9874341
130,New York,2017-18,Cornerstone Christian Academy,Private,Sloansville,Schoharie,,100,100,0,,0,42.75893,-74.336951
131,New York,2017-18,Corpus Christi - Holy Rosary,Private,Port Chester,Westchester,,100,100,0,,0,41.00074,-73.675091
132,New York,2017-18,Corpus Christi,Private,New York,New York,,100,97.5,0,,0,40.81111,-73.960761
133,New York,2017-18,Countryside Montessori,Private,Great Neck,Nassau,,100,100,0,,0,40.76131,-73.704151
134,New York,2017-18,Craig Hill Elementary,Public,Rochester,Monroe,,100,100,0,,0,43.206669,-77.71846
135,New York,2017-18,Creative Environment Day,Private,Fayetteville,Onondaga,,100,100,0,,0,43.03101,-76.001561
136,New York,2017-18,Crestwood Childrens Center,Private,Rochester,Monroe,,100,98.5,0,,0,43.0794738,-77.703177
137,New York,2017-18,Crossroad School For Child Development,Private,Schenectady,Schenectady,,100,100,0,,0,42.8143085,-73.939835
138,New York,2017-18,Crown Point Central,Public,Crown Point,Essex,,100,94.8,0,,0,43.951963,-73.429376
139,New York,2017-18,Danforth Magnet,Public,Syracuse,Onondaga,,100,98.6,0,,0,43.0194474,-76.1507545
140,New York,2017-18,Davis Elementary,Public,Malone,Franklin,,100,100,0,,0,44.840091,-74.297882
141,New York,2017-18,Daytop Preparatory,Private,Huntington Station,Suffolk,,100,100,0,,0,40.8315967,-73.4111007
142,New York,2017-18,De La Salle Academy,Private,New York,New York,,100,100,0,,0,40.75824,-73.991111
143,New York,2017-18,De La Salle School (The),Private,Freeport,Nassau,,100,100,0,,0,40.6549072,-73.5855166
144,New York,2017-18,Delaware,Public,Syracuse,Onondaga,,100,100,0,,0,43.0387892,-76.1731451
145,New York,2017-18,Devereux Foundation,Private,Red Hook,Dutchess,,100,93,1.55,,0,42.0358906,-73.8473645
146,New York,2017-18,Dexter Elementary,Public,Dexter,Jefferson,,100,99.3,0,,0,44.011902,-76.037414
147,New York,2017-18,Discovery Charter,Private,Rochester,Monroe,,100,100,0,,0,43.2031,-77.671161
148,New York,2017-18,Divine Mercy Catholic Academy,Private,Ozone Park,Queens,,100,95.5,0,,0,40.6822,-73.848181
149,New York,2017-18,Dominican Academy,Private,New York,New York,,100,99.5,0.46,,0,40.76877,-73.966481
150,New York,2017-18,Downsville Central,Public,Downsville,Delaware,,100,97.9,0,,0,42.078803,-74.998
151,New York,2017-18,Dr Edwin E Weeks,Public,Syracuse,Onondaga,,100,98.1,0,,0,43.0547312,-76.1323382
152,New York,2017-18,Dr. King,Public,Syracuse,Onondaga,,100,99.6,0,,0,43.034958,-76.1442423
153,New York,2017-18,Drexel,Public,Westbury,Nassau,,100,99.5,0,,0,40.7580935,-73.5929397
154,New York,2017-18,Dutch Broadway,Public,Elmont,Nassau,,100,98.9,0,,0,40.691285,-73.710222
155,New York,2017-18,Dutch Lane,Public,Hicksville,Nassau,,100,99.6,0.43,,0,40.748812,-73.54036
156,New York,2017-18,Dutchess Boces Career & Technical Institute @ Salt Point Campus,BOCES,Poughkeepsie,Dutchess,,100,100,0,,0,41.7443203,-73.8662888
157,New York,2017-18,E M Baker,Public,Great Neck,Nassau,,100,100,0,,0,40.801625,-73.72725
158,New York,2017-18,East St,Public,Hicksville,Nassau,,100,99.8,0,,0,40.7707011,-73.5144913
159,New York,2017-18,Easter Seals The Kessler Center,Private,Rochester,Monroe,,100,87.5,0,,9.38,43.2071019,-77.6061368
160,New York,2017-18,Ebenezer Prep,Private,Brooklyn,Kings,,100,100,0,,0,40.6419021,-73.9257927
161,New York,2017-18,Edgewood,Public,Scarsdale,Westchester,,100,99.8,0,,0,40.984274,-73.796502
162,New York,2017-18,Edward J Arthur Elementary,Public,Athens,Greene,,100,100,0,,0,42.262409,-73.817654
163,New York,2017-18,Ele Center /Jbc For Child Development,Private,Middletown,Orange,,100,80,0,,0,41.4621184,-74.4421304
164,New York,2017-18,Elizabeth Cady Stanton Elementary,Public,Seneca Falls,Seneca,,100,99.6,0.36,,0,42.905159,-76.79312
165,New York,2017-18,Elmira Free Academy,Public,Elmira,Chemung,,100,99.9,0,,0.12,42.095891,-76.830145
166,New York,2017-18,Emanuel Lutheran Church,Private,Patchogue,Suffolk,,100,100,0,,0,40.766209,-73.010429
167,New York,2017-18,Emmanuel Baptist Academy,Private,Penn Yan,Yates,,100,90.5,0,,4.76,42.66787,-77.058821
168,New York,2017-18,Evans Park,Public,Pearl River,Rockland,,100,99.7,0,,0,41.065367,-74.011297
169,New York,2017-18,Evergreen Charter,Private,Hempstead,Nassau,,100,100,0,,0,40.697528,-73.629073
170,New York,2017-18,Evergreen Middle Charter,Private,Hempstead,Nassau,,100,100,0,,0,40.7021745,-73.6187349
171,New York,2017-18,Excelsior Seventh Day Adventist,Private,Brooklyn,Kings,,100,89.6,0,,0,40.6511889,-73.9353957
172,New York,2017-18,Eyes Ears Of The World,Private,Yonkers,Westchester,,100,87.5,0,,0,40.910717,-73.887751
173,New York,2017-18,Fairgrieve,Public,Fulton,Oswego,,100,99.8,0,,0,43.323547,-76.405188
174,New York,2017-18,Faith Christian,Private,Bridgewater,Herkimer,,100,100,0,,0,42.878837,-75.250063
175,New York,2017-18,Fellowship Of Learning,Private,New York,New York,,100,100,0,,0,40.81004,-73.940741
176,New York,2017-18,Fingerlakes Residential Center,Private,Lansing,Tompkins,,100,100,0,,0,42.54452,-76.495781
177,New York,2017-18,Flatbush S D A,Private,Brooklyn,Kings,,100,100,0,,0,40.65038,-73.921921
178,New York,2017-18,Fletcher Elementary,Public,Tonawanda,Erie,,100,100,0,,0,43.010138,-78.897138
179,New York,2017-18,Followers Of Jesus Sch,Private,Brooklyn,Kings,,100,100,0,,0,40.6789683,-73.8817983
180,New York,2017-18,Forest Road,Public,Valley Stream,Nassau,,100,99.7,0,,0,40.657033,-73.716256
181,New York,2017-18,Foundations Christian Scjool,Private,Big Flats,Chemung,,100,95,0,,0,42.1410747,-76.9283972
182,New York,2017-18,Frances Bellamy Elementary,Public,Rome,Oneida,,100,99.5,0,,0.23,43.2064474,-75.4216574
183,New York,2017-18,Frank P. Long Intermediate,Public,Bellport,Suffolk,,100,99.2,0.16,,0.63,40.780615,-72.93936
184,New York,2017-18,Franklin,Public,Syracuse,Onondaga,,100,98.8,0,,0,43.0626747,-76.1462992
185,New York,2017-18,Franklin,Public,Hempstead,Nassau,,100,100,0,,0,40.695077,-73.622923
186,New York,2017-18,Freeville Elementary,Public,Freeville,Tompkins,,100,100,0,,0,42.5111652,-76.3504807
187,New York,2017-18,French-American School-4 (Preschool),Private,Scarsdale,Westchester,,100,100,0,,0,40.9888007,-73.7692409
188,New York,2017-18,Friendship Central,Public,Friendship,Allegany,,100,99.1,0.3,,0,42.206356,-78.135353
189,New York,2017-18,Front Street Elementary,Public,Hempstead,Nassau,,100,99.5,0,,0,40.706859,-73.616282
190,New York,2017-18,Full Gospel Christian Sch,Private,Flushing,Queens,,100,100,0,,0,40.769776,-73.839077
191,New York,2017-18,Fusion Academy,Private,Brooklyn,Kings,,100,100,0,,0,40.693651,-73.986611
192,New York,2017-18,Fusion Academy - Woodbury,Private,Woodbury,Nassau,,100,62.1,6.9,,0,40.8081257,-73.4817137
193,New York,2017-18,Fusion Academy Westchester,Private,White Plains,Westchester,,100,100,0,,0,41.02659,-73.736741
194,New York,2017-18,Gan Aliya,Private,New York,New York,,100,100,0,,0,40.787229,-73.978413
195,New York,2017-18,Garden,Private,Jackson Heights,Queens,,100,100,0,,0,40.7543703,-73.8885343
196,New York,2017-18,Garvey School (The),Private,Bronx,Bronx,,100,100,0,,0,40.8779627,-73.8329529
197,New York,2017-18,Gateway City Academy,Private,Brooklyn,Kings,,100,93.8,6.25,,0,40.6360488,-74.0267065
198,New York,2017-18,Gateway School Of Ny,Private,New York,New York,,100,100,0,,0,40.7723335,-73.9876606
199,New York,2017-18,Gateway-Longview Lynde,Private,Williamsville,Erie,,100,99.3,0,,0,42.96873,-78.716101
200,New York,2017-18,Gateway-Longview Therapeutic Preschool,Private,Buffalo,Erie,,100,100,0,,0,42.9018334,-78.881177
201,New York,2017-18,General Herkimer,Public,Utica,Oneida,,100,99.5,0,,0,43.111949,-75.1787996
202,New York,2017-18,General William Floyd Elementary,Public,Stittville,Oneida,,100,99.3,0,,0,43.226415,-75.297427
203,New York,2017-18,Genesee Community Charter School At The Rochester,Private,Rochester,Monroe,,100,83.9,0.46,,0.92,43.1515036,-77.5887866
204,New York,2017-18,Genesee Street Elementary,Public,Auburn,Cayuga,,100,100,0,,0,42.924231,-76.579354
205,New York,2017-18,Genesee Valley Boces Special Education,BOCES,Batavia,Livingston,,100,97.6,0,,0,43.0145771,-78.1829836
206,New York,2017-18,Genesis School - Christian Life Ctr,Private,Chaumont,Jefferson,,100,100,0,,0,44.0594677,-76.1156413
207,New York,2017-18,George Jackson Academy,Private,New York,New York,,100,100,0,,0,40.72715,-73.984491
208,New York,2017-18,Gj Mann Elementary,Public,Niagara Falls,Niagara,,100,99.1,0,,0,43.0930279,-78.952308
209,New York,2017-18,Good Shepherd Catholic Academy,Private,Brooklyn,Kings,,100,100,0,,0,40.6046,-73.940561
210,New York,2017-18,Good Shepherd,Private,New York,New York,,100,100,0,,0,40.8692105,-73.9207583
211,New York,2017-18,Goshen Secure Center,Private,Goshen,Orange,,100,100,0,,0,41.36255,-74.386781
212,New York,2017-18,Gow School (The),Private,South Wales,Erie,,100,96.5,0,,0,42.7086079,-78.5820857
213,New York,2017-18,Grace Lutheran,Private,Malverne,Nassau,,100,100,0,,0,40.67838,-73.666101
214,New York,2017-18,Great Commission Christian,Private,Brooklyn,Kings,,100,100,0,,0,40.6408063,-73.9039013
215,New York,2017-18,Great Neck/Manhasset Pre-K At Parkville Pre-K,Public,New Hyde Park,Nassau,,100,100,0,,0,40.748934,-73.6966125
216,New York,2017-18,Great Oaks Elementary,Private,Brooklyn,Kings,,100,100,0,,0,40.6372,-73.931071
217,New York,2017-18,Great Tomorrows Usa Sch.,Private,New York,New York,,100,100,0,,0,40.8061716,-73.9462459
218,New York,2017-18,Greenacres,Public,Scarsdale,Westchester,,100,100,0,,0,41.0103,-73.784385
219,New York,2017-18,Greenburgh Academy,Public,Yonkers,Westchester,,100,13.9,0,,0,40.950515,-73.886178
220,New York,2017-18,Greenlawn Elementary,Public,Bainbridge,Chenango,,100,100,0,,0,42.299746,-75.481704
221,New York,2017-18,Greentrees Country Day,Private,Syosset,Nassau,,100,100,0,,0,40.81571,-73.500791
222,New York,2017-18,Gst Boces,BOCES,Elmira,Chemung,,100,95.7,0,,0,42.15053,-76.835804
223,New York,2017-18,Guilford Elementary,Public,Guilford,Chenango,,100,99.1,0,,0,42.407342,-75.489019
224,New York,2017-18,Gustavus Adolphus Learning Center,Private,Jamestown,Chautauqua,,100,100,0,,0,42.11592,-79.210691
225,New York,2017-18,Hamilton Elementary,Public,Hamilton,Madison,,100,99.4,0.38,,0,42.821099,-75.547416
226,New York,2017-18,Harmony Heights,Private,East Norwich,Nassau,,100,100,0,,0,40.84078,-73.534591
227,New York,2017-18,Harriet Eisman Comm,Private,Long Beach,Nassau,,100,100,0,,0,40.588955,-73.659041
228,New York,2017-18,Harrison Avenue Elementary,Public,South Glens Falls,Saratoga,,100,99.7,0,,0.33,40.978322,-73.71443
229,New York,2017-18,Hasc,Private,Woodmere,Nassau,,100,100,0,,0,40.6343918,-73.7153519
230,New York,2017-18,Hawthorne Cedar Knolls Es-The Little,Public,Hawthorne,Westchester,,100,95.5,0,,0,41.1045128,-73.7856408
231,New York,2017-18,Hawthorne Country Day,Private,Hawthorne,Westchester,,100,0,0,,0,41.08475,-73.798231
232,New York,2017-18,Heatly,Public,Green Island,Albany,,100,100,0,,0,42.745733,-73.689779
233,New York,2017-18,Hebrew Academy For Special Children,Private,Brooklyn,Kings,,100,92.3,5.77,,0,40.6261257,-73.99806
234,New York,2017-18,Hebrew Academy Of Nassau County-Plainview,Private,Plainview,Nassau,,100,88.2,0,,0,40.7820589,-73.4743156
235,New York,2017-18,Helendale Rd Primary,Public,Rochester,Monroe,,100,100,0,,0,43.174186,-77.543758
236,New York,2017-18,Hellman School Parsons Ctr,Private,Albany,Albany,,100,100,0,,0,42.6494158,-73.7843777
237,New York,2017-18,Henrietta G. Lewis Campus,Private,Lockport,Niagara,,100,98.9,0,,0,43.19339,-78.677621
238,New York,2017-18,Henry Barnard,Public,New Rochelle,Westchester,,100,100,0,,0,40.932908,-73.773147
239,New York,2017-18,Henry J Kalfas,Public,Niagara Falls,Niagara,,100,96.9,0,,0,43.11576,-79.039971
