index,state,year,name,county,enroll,mmr,xmed,xper,xrel,lat,lng
308,Maine,2018-19,Brooklin,Hancock,7,85.71,14.29,14.29,0,46.1235236,-67.8385319
309,Maine,2018-19,Dr. Levesque Elementary,Aroostook,14,85.71,0,21.43,0,43.8964553,-69.925336
310,Maine,2018-19,Fort O'Brien,Washington,7,85.71,0,14.29,0,45.0386059,-70.3979538
311,Maine,2018-19,Greater Portland Christian,Cumberland,7,85.71,0,28.57,0,43.6294429,-70.2898939
312,Maine,2018-19,New Suncook,Oxford,21,85.71,0,19.05,0,44.7408409,-68.8414853
313,Maine,2018-19,Pine Grove,Cumberland,7,85.71,14.29,0,0,45.1743841,-69.3786773
314,Maine,2018-19,Dora L. Small Elementary,Cumberland,34,85.29,0,5.88,0,43.6771426,-70.2840108
315,Maine,2018-19,Raymond Elementary,Cumberland,47,85.11,0,17.02,0,43.8171265,-69.7825531
316,Maine,2018-19,Washburn Elementary,Androscoggin,33,84.85,3.03,6.06,0,43.4980145,-70.4396776
317,Maine,2018-19,Paris Elementary,Oxford,58,84.48,0,15.52,0,45.4296401,-68.31728
318,Maine,2018-19,Presumpscot Elementary,Cumberland,38,84.21,13.16,2.63,0,43.9297736,-69.9612015
319,Maine,2018-19,Agnes Gray,Oxford,18,83.33,5.56,11.11,0,44.145625,-70.221777
320,Maine,2018-19,Greater Houlton Christian Academy,Aroostook,6,83.33,0,0,16.67,44.5767367,-68.7822893
321,Maine,2018-19,Mt Vernon Elementary,Kennebec,12,83.33,0,16.67,0,44.9191065,-69.25678
322,Maine,2018-19,Pen Bay Christian,Knox,6,83.33,0,16.67,0,44.8605921,-68.9989374
323,Maine,2018-19,Waterford Memorial,Oxford,30,83.33,0,16.67,0,43.085289,-70.701081
324,Maine,2018-19,Kaler Elementary Schoool,Cumberland,28,82.14,0,0,0,44.3120463,-69.7835798
325,Maine,2018-19,Readfield Elementary,Kennebec,39,82.05,0,17.95,0,44.7630104,-69.5713401
326,Maine,2018-19,Skillin Elmentary,Cumberland,78,82.05,0,0,0,44.5543557,-69.1282145
327,Maine,2018-19,Kingfield Elementary,Franklin,11,81.82,0,18.18,0,44.3004124,-69.9849719
328,Maine,2018-19,Wayne Elementary,Kennebec,11,81.82,0,18.18,0,44.3541826,-70.0704351
329,Maine,2018-19,Katahdin Elementary,Penobscot,16,81.25,0,12.5,6.25,44.2818052,-69.7591805
330,Maine,2018-19,Denmark Elementary,Oxford,21,80.95,0,23.81,0,43.934828,-70.3274912
331,Maine,2018-19,Central Maine Christian Academy,Androscoggin,10,80,0,0,20,46.819941,-68.4766064
332,Maine,2018-19,Otisfield Community,Oxford,14,78.57,0,21.43,0,45.6532721,-68.7046351
333,Maine,2018-19,Helen S. Dunn,Penobscot,9,77.78,0,0,0,44.5667293,-69.6324841
334,Maine,2018-19,Monroe Elementary,Waldo,8,75,0,25,0,44.0485586,-70.5189028
335,Maine,2018-19,Smart Fun Learning Adventures,Franklin,8,75,0,25,0,44.5515757,-69.2703101
336,Maine,2018-19,St. George Municipal School Unit,Knox,20,75,5,20,0,44.9980067,-67.2617649
337,Maine,2018-19,Fiddlehead School Of Arts And Sciences,Cumberland,19,73.68,0,26.32,0,44.8147689,-70.2189205
338,Maine,2018-19,Cornville Regional Charter School - Cornville Campus,Somerset,15,73.33,0,13.33,6.67,43.6294429,-70.2876999
339,Maine,2018-19,Prescott Memorial,Knox,11,72.73,0,36.36,0,43.9236656,-69.8595391
340,Maine,2018-19,Mount Desert Elementary,Hancock,18,72.22,0,22.22,0,44.1897838,-70.7228215
341,Maine,2018-19,Brooksville Elementary,Hancock,7,71.43,0,28.57,14.29,46.9067651,-67.8292654
342,Maine,2018-19,Sedgwick Elementary,Hancock,7,71.43,0,28.57,0,44.5212609,-69.0021
343,Maine,2018-19,Vinalhaven,Knox,13,69.23,0,7.69,0,43.1473256,-70.6799278
344,Maine,2018-19,Ella Lewis,Washington,12,66.67,0,25,8.33,44.0515398,-70.7030046
345,Maine,2018-19,Kennebunkport Consolidated,York,21,66.67,0,33.33,0,44.3013225,-69.5854698
346,Maine,2018-19,Peaks Elementary,Cumberland,8,62.5,25,12.5,0,45.6322772,-68.5718305
347,Maine,2018-19,Juniper Hill School For Place-Based Education,Lincoln,5,60,0,40,0,44.3724134,-69.9402952
348,Maine,2018-19,Dresden Elementary,Lincoln,13,53.85,0,53.85,0,43.6577842,-70.2620168
349,Maine,2018-19,Ashwood Waldorf,Lincoln,8,50,0,62.5,0,44.1080302,-70.1833482
350,Maine,2018-19,Ashwood Waldorf,Knox,8,50,0,62.5,0,44.116646,-70.3319192
351,Maine,2018-19,Castine Adams,Hancock,2,50,0,50,0,46.1523034,-67.7817988
352,Maine,2018-19,Maple Tree Community,Kennebec,2,50,0,50,0,44.0984773,-69.3848367
353,Maine,2018-19,Maine Coast Waldorf,Cumberland,26,38.46,0,38.46,7.69,44.0416994,-69.5080947
