index,state,year,name,city,enroll,mmr,lat,lng
90,Arkansas,2018-19,Viola Elementary,Viola,228,87.2807,36.3954055,-91.9859453
91,Arkansas,2018-19,S.C. Tucker Elementary,Danville,396,87.12121,35.0530184,-93.3908965
92,Arkansas,2018-19,Robert L. Davis Elem.,Alexander,635,87.08661,34.626298,-92.4148979
93,Arkansas,2018-19,Harrisburg Elementary,Harrisburg,440,87.04545,35.5533901,-90.7215608
94,Arkansas,2018-19,Barling Elementary,Barling,447,87.02461,35.3293919,-94.3113427
95,Arkansas,2018-19,Western Grove K-12,Western Grove,307,86.97069,36.0989774,-92.9554781
96,Arkansas,2018-19,Osage Creek Elementary,Bentonville,611,86.90671,36.342113,-94.2433803
97,Arkansas,2018-19,Euper Lane Elementary,Fort Smith,579,86.87392,35.3640179,-94.3579965
98,Arkansas,2018-19,Dardanelle Primary,Dardanelle,782,86.82864,35.2343601,-93.1897542
99,Arkansas,2018-19,David O.Dodd Elementary,Little Rock,326,86.80981,34.6898484,-92.3933579
100,Arkansas,2018-19,Spradling Elementary,Fort Smith,469,86.78038,35.415087,-94.3762775
101,Arkansas,2018-19,Pyron Elementary,Clarksville,711,86.77918,35.4610949,-93.4910268
102,Arkansas,2018-19,Buffalo Island Central Elementary,Monette,484,86.77686,35.926122,-90.2562046
103,Arkansas,2018-19,Magnet Cove Elementary,Malvern,461,86.76789,34.4492662,-92.8365458
104,Arkansas,2018-19,Tilles Elementary,Fort Smith,468,86.75213,35.3880955,-94.4102519
105,Arkansas,2018-19,Watson Primary,Huntsville,596,86.74496,36.0884789,-93.7437013
106,Arkansas,2018-19,Booker Arts Magnet Elem. Sch.,Little Rock,502,86.65339,34.7288368,-92.2618465
107,Arkansas,2018-19,Pine Haven Elementary,Bauxite,893,86.56215,34.5645393,-92.5045547
108,Arkansas,2018-19,Pike View Early Childhood Center,North Little Rock,253,86.56126,34.8016235,-92.2607826
109,Arkansas,2018-19,Robert E. Lee Elem.,Springdale,549,86.52095,36.179522,-94.1340921
110,Arkansas,2018-19,Greene Cty Tech Elementary,Paragould,623,86.51685,36.0473929,-90.5497892
111,Arkansas,2018-19,Cavanaugh Elementary,Fort Smith,430,86.51163,35.3113366,-94.424175
112,Arkansas,2018-19,George Elementary,Springdale,673,86.47845,36.1592678,-94.1280287
113,Arkansas,2018-19,Northside Elementary,Cabot,458,86.46288,34.9808412,-92.025137
114,Arkansas,2018-19,Peake Elementary,Arkadelphia,338,86.39053,34.1227327,-93.0689679
115,Arkansas,2018-19,East Pointe Elementary,Greenwood,803,86.30137,35.2022702,-94.2380619
116,Arkansas,2018-19,Apple Glen Elementary,Bentonville,693,86.29149,36.3751267,-94.1893787
117,Arkansas,2018-19,Reed Elementary,Dumas,444,86.26126,33.8808667,-91.4983688
118,Arkansas,2018-19,Center Valley Elem.,Russellville,443,86.23025,35.3302604,-93.0860531
119,Arkansas,2018-19,Cooper Elementary,Bella Vista,668,86.22754,36.4371738,-94.2303336
120,Arkansas,2018-19,Central Primary,Arkadelphia,310,86.12903,34.1232054,-93.0604371
121,Arkansas,2018-19,Dequeen Primary,De Queen,677,86.11521,34.0273138,-94.3627762
122,Arkansas,2018-19,Glen Rose Elementary,Malvern,468,86.11111,34.456096,-92.730477
123,Arkansas,2018-19,Holly Harshman Elem.,Mena,453,86.09272,34.5824283,-94.2196727
124,Arkansas,2018-19,Alma Primary,Alma,826,86.07748,35.4894978,-94.2007763
125,Arkansas,2018-19,Lisa Academy North Elementary Charter,Sherwood,488,86.06557,34.800355,-92.2129806
126,Arkansas,2018-19,Joe Mathias Elementary,Rogers,652,86.04295,36.3500827,-94.1506972
127,Arkansas,2018-19,Fulbright Elementary,Little Rock,659,86.03945,34.7803974,-92.3945537
128,Arkansas,2018-19,Arkansas Arts Academy Elementary,Rogers,616,86.03896,36.331095,-94.122102
129,Arkansas,2018-19,Hurricane Creek Elementary,Benton,623,86.03531,34.5897203,-92.5328698
130,Arkansas,2018-19,Monitor Elementary,Springdale,862,85.96288,36.2018885,-94.0859225
131,Arkansas,2018-19,John Tyson Elementary,Springdale,648,85.95679,36.16304,-94.152394
132,Arkansas,2018-19,Northside Elementary,Rogers,547,85.92322,36.342596,-94.1241017
133,Arkansas,2018-19,Nelson Wilks Herron Elementary,Mountain Home,609,85.87849,36.3474629,-92.3809009
134,Arkansas,2018-19,Oak Grove Elementary,Paragould,275,85.81818,36.1193502,-90.5145339
135,Arkansas,2018-19,Hector Elementary,Hector,366,85.79235,35.4699454,-92.9728714
136,Arkansas,2018-19,Bay Elementary,Bay,394,85.7868,35.7478397,-90.5661674
137,Arkansas,2018-19,Clarksville Primary,Clarksville,422,85.78199,35.4611836,-93.5049853
138,Arkansas,2018-19,Rivercrest Elementary,Wilson,731,85.77291,35.5959177,-90.0771032
139,Arkansas,2018-19,Sugar Creek Elementary,Bentonville,527,85.7685,36.3838183,-94.2161919
140,Arkansas,2018-19,Happy Hollow Elementary,Fayetteville,562,85.76512,36.0603887,-94.1303522
141,Arkansas,2018-19,Collegeville Elementary,Bryant,576,85.76389,34.6200538,-92.5048493
142,Arkansas,2018-19,Salem Elementary,Benton,618,85.76052,34.6223319,-92.5515154
143,Arkansas,2018-19,Hill Farm Elementary,Bryant,653,85.75804,34.5826682,-92.4903734
144,Arkansas,2018-19,Gandy Elementary,White Hall,385,85.71429,34.2556034,-92.0944453
145,Arkansas,2018-19,Woodrow Wilson Elem.,Paragould,322,85.71429,36.0546695,-90.4983214
146,Arkansas,2018-19,Louise Durham Elem.,Mena,496,85.68549,34.5884502,-94.2500621
147,Arkansas,2018-19,Faulk Elementary,West Memphis,649,85.67026,35.1361445,-90.2052453
148,Arkansas,2018-19,Ward Central Elementary,Ward,643,85.53655,35.011181,-91.9600449
149,Arkansas,2018-19,Glenn Duffy Elementary,Gravette,559,85.50984,36.4172304,-94.4468102
150,Arkansas,2018-19,Pocahontas Upper Elem.,Pocahontas,766,85.50914,36.2792586,-90.9867115
151,Arkansas,2018-19,Westwood Elementary,Greenwood,807,85.50186,35.2174616,-94.2947638
152,Arkansas,2018-19,Albert Pike Elementary,Fort Smith,606,85.47855,35.379449,-94.3870479
153,Arkansas,2018-19,Emerson Elementary,Emerson,179,85.47486,33.0978392,-93.1996513
154,Arkansas,2018-19,Bismarck Elementary,Bismarck,460,85.43478,34.3153879,-93.1767143
155,Arkansas,2018-19,Timbo Elementary,Timbo,151,85.43046,35.8743453,-92.3177396
156,Arkansas,2018-19,Sonora Elementary,Springdale,732,85.38252,36.1632218,-94.0473483
157,Arkansas,2018-19,Wynne Primary,Wynne,711,85.37272,35.2342363,-90.7793661
158,Arkansas,2018-19,Sequoyah Elementary,Russellville,622,85.36978,35.2675475,-93.1493625
159,Arkansas,2018-19,Frank Tillery Elem.,Rogers,697,85.36586,36.3319431,-94.123734
160,Arkansas,2018-19,Blevins Elementary,Blevins,348,85.34483,33.8756133,-93.5720426
161,Arkansas,2018-19,Ellen Smith Elementary,Conway,463,85.31318,35.0548562,-92.4562956
162,Arkansas,2018-19,Thomas Jefferson Elem.,Bentonville,638,85.26646,36.3824961,-94.216271
163,Arkansas,2018-19,Beryl Henry Upper Elem.,Hope,285,85.26316,33.6475038,-93.5881877
164,Arkansas,2018-19,Jones Elementary,Rogers,603,85.24047,36.2997621,-94.1211876
165,Arkansas,2018-19,Ida Burns Elementary,Conway,453,85.20972,35.0957004,-92.4543664
166,Arkansas,2018-19,Sylvan Hills Elementary,Sherwood,507,85.2071,34.8473212,-92.2355041
167,Arkansas,2018-19,Dwight Elementary,Russellville,256,85.15625,35.2801088,-93.1460038
168,Arkansas,2018-19,Vilonia Primary,Conway,458,85.15284,35.0806632,-92.2912712
169,Arkansas,2018-19,Nevada Elementary,Rosston,241,85.06224,33.591873,-93.2954399
170,Arkansas,2018-19,Westside Elementary,Searcy,541,85.02772,35.2440146,-91.7752887
171,Arkansas,2018-19,Beard Elementary,Fort Smith,459,84.96732,35.3112644,-94.4174051
172,Arkansas,2018-19,Concord Elementary,Concord,286,84.96503,35.6633763,-91.8477224
173,Arkansas,2018-19,Greenbrier Wooster Elementary,Greenbrier,445,84.94382,35.2102933,-92.4548099
174,Arkansas,2018-19,Turnbow Elementary,Springdale,749,84.91322,36.1533439,-94.0794937
175,Arkansas,2018-19,Westwood Elementary,Springdale,700,84.85714,36.1823029,-94.1525638
176,Arkansas,2018-19,Morrilton Elementary,Morrilton,402,84.82587,35.1623892,-92.7386641
177,Arkansas,2018-19,Central Elementary,Corning,303,84.81848,36.4072255,-90.5880534
178,Arkansas,2018-19,Melbourne Elementary,Melbourne,533,84.803,36.0682107,-91.8350225
179,Arkansas,2018-19,Dewitt Elementary,Dewitt,582,84.7079,34.2756005,-91.349311
180,Arkansas,2018-19,Horatio Elementary,Horatio,558,84.58781,33.9380128,-94.3516373
181,Arkansas,2018-19,Willowbrook Elementary,Bentonville,895,84.58101,36.3227885,-94.2336559
182,Arkansas,2018-19,Lowell Elementary,Lowell,538,84.57249,36.2586023,-94.1344243
183,Arkansas,2018-19,Charleston Elementary,Charleston,598,84.44816,35.2958247,-94.0460865
184,Arkansas,2018-19,Oakland Heights Elem.,Russellville,591,84.43316,35.2648244,-93.1287258
185,Arkansas,2018-19,Ashdown Elementary,Ashdown,378,84.39153,33.6712638,-94.145811
186,Arkansas,2018-19,Armorel Elementary,Armorel,275,84.36363,35.9171821,-89.79941
187,Arkansas,2018-19,Vandergriff Elementary,Fayetteville,741,84.34548,36.0912319,-94.1162389
188,Arkansas,2018-19,Elmer H. Cook Elementary,Fort Smith,693,84.27128,35.2950593,-94.3959859
189,Arkansas,2018-19,Greenland Elementary,Greenland,311,84.24437,35.9963989,-94.1714542
190,Arkansas,2018-19,Central Elementary,Cabot,475,84.21053,34.9620846,-92.0135699
191,Arkansas,2018-19,Theodore Jones Elem.,Conway,525,84.19048,35.1029965,-92.4140459
192,Arkansas,2018-19,Cedarville Elementary,Cedarville,297,84.17509,35.573713,-94.366152
193,Arkansas,2018-19,Gosnell Elementary,Blytheville,808,84.15841,35.963773,-89.966343
194,Arkansas,2018-19,Caddo Hills Elementary,Norman,383,84.07311,34.4198507,-93.6312389
195,Arkansas,2018-19,Bob Folsom Elementary,Farmington,408,84.06863,36.034678,-94.255487
196,Arkansas,2018-19,Parkview Elementary,Van Buren,502,84.06374,35.4499807,-94.353703
197,Arkansas,2018-19,Lonoke Primary,Lonoke,550,84,34.7758477,-91.9080157
198,Arkansas,2018-19,Edgewood Elementary,Pine Bluff,412,83.98058,34.1977559,-92.0452408
199,Arkansas,2018-19,Estem East Village Elementary Public Charter,Little Rock,923,83.96533,34.7465187,-92.2717518
200,Arkansas,2018-19,Taylor Elementary,White Hall,436,83.94495,34.2666729,-92.0943653
201,Arkansas,2018-19,Carolyn Lewis Elementary Schoo,Conway,635,83.93701,35.046484,-92.492806
202,Arkansas,2018-19,Lepanto Elementary,Lepanto,249,83.93574,35.6099649,-90.3407535
203,Arkansas,2018-19,Reagan Elementary,Rogers,589,83.87097,36.3411812,-94.173831
204,Arkansas,2018-19,Ballman Elementary,Fort Smith,414,83.81643,35.367137,-94.404972
205,Arkansas,2018-19,Beebe Elementary,Beebe,1005,83.78109,35.0642874,-91.8927412
206,Arkansas,2018-19,Forest Heights Elem.,Harrison,460,83.69565,34.760947,-92.3387274
207,Arkansas,2018-19,Greenbrier Westside Elementary,Greenbrier,489,83.64008,35.2242964,-92.4005531
208,Arkansas,2018-19,Mcrae Elementary,Searcy,543,83.60958,35.2553269,-91.7436397
209,Arkansas,2018-19,Bonneville Elementary,Fort Smith,430,83.48837,35.3596534,-94.3737774
210,Arkansas,2018-19,Lakewood Elementary,North Little Rock,545,83.48624,34.7945769,-92.246443
211,Arkansas,2018-19,Cherokee Elementary,Hardy,750,83.46667,36.2621825,-91.5414226
212,Arkansas,2018-19,Marvell-Elaine Elementary Sch,Marvell,253,83.39921,34.56134,-90.9171365
213,Arkansas,2018-19,Palestine-Wheatley Elem. Sch.,Palestine,517,83.36557,34.9716395,-90.9027455
214,Arkansas,2018-19,Gravette Upper Elementary,Gravette,534,83.33333,36.4174173,-94.4440055
215,Arkansas,2018-19,Newport Elementary,Newport,856,83.29439,35.620879,-91.2329488
216,Arkansas,2018-19,Cedar Ridge Elementary,Newark,383,83.28982,35.7167821,-91.4401702
217,Arkansas,2018-19,Murfreesboro Elementary,Murfreesboro,353,83.28612,34.0579228,-93.6861262
218,Arkansas,2018-19,King Elementary,Van Buren,646,83.28173,35.4405412,-94.3388351
219,Arkansas,2018-19,Tyronza Elementary,Tyronza,233,83.2618,35.483502,-90.3583689
220,Arkansas,2018-19,Hampton Elementary,Hampton,394,83.24873,33.5373166,-92.461894
221,Arkansas,2018-19,Parson Hills Elem.,Springdale,632,83.22785,36.1727899,-94.1066891
222,Arkansas,2018-19,Angie Grant Elementary,Benton,582,83.16151,34.5614034,-92.573736
223,Arkansas,2018-19,Elgin B. Milton Elem.,Ozark,822,83.09003,35.4921648,-93.841596
224,Arkansas,2018-19,Shirley Elementary,Shirley,212,83.01887,35.6595673,-92.3130305
225,Arkansas,2018-19,Grace Hill Elementary,Rogers,512,82.8125,36.3431867,-94.1419878
226,Arkansas,2018-19,Quitman Elementary,Quitman,383,82.76762,35.3789006,-92.2221555
227,Arkansas,2018-19,Umpire K-12,Umpire,145,82.75862,34.2779886,-94.0528897
228,Arkansas,2018-19,Washington Elementary,Fayetteville,399,82.70677,36.069292,-94.159467
229,Arkansas,2018-19,Heber Springs Elem.,Heber Springs,907,82.69019,35.499145,-92.0382659
230,Arkansas,2018-19,Eastside Elementary,Rogers,531,82.6742,36.3122258,-94.1110479
231,Arkansas,2018-19,Terry Elementary,Little Rock,539,82.56029,34.7585422,-92.3953377
232,Arkansas,2018-19,Butterfield Elementary,Fayetteville,629,82.51193,36.106778,-94.1324314
233,Arkansas,2018-19,Westbrook Elementary,Benton,423,82.50591,34.5091291,-92.6434227
234,Arkansas,2018-19,Ivory Primary,Camden,455,82.41758,33.5911607,-92.849646
235,Arkansas,2018-19,Carnall Elementary,Fort Smith,352,82.38636,35.3341381,-94.4073587
236,Arkansas,2018-19,Gentry Primary,Gentry,385,82.33766,36.2548944,-94.4962055
237,Arkansas,2018-19,Geyer Springs Early Childhood Center,Little Rock,328,82.31707,34.7024037,-92.3406403
238,Arkansas,2018-19,Lavaca Elementary,Lavaca,418,82.29665,35.3306105,-94.1709637
239,Arkansas,2018-19,Alma Spikes Elementary,Pocahontas,672,82.29167,36.2717885,-90.98321
240,Arkansas,2018-19,Chenal Elementary,Little Rock,580,82.24138,34.7758333,-92.4977242
241,Arkansas,2018-19,Indian Hills Elementary,North Little Rock,635,82.20472,34.818418,-92.240431
242,Arkansas,2018-19,Barton Elementary,Lexa,449,82.18263,34.552318,-90.7669222
243,Arkansas,2018-19,H.L. Lubker Elementary,Bald Knob,622,82.15434,35.3128504,-91.5713597
244,Arkansas,2018-19,Westside Elementary,Rogers,543,82.13628,36.3277652,-94.1521534
245,Arkansas,2018-19,Prescott Elementary,Prescott,430,82.09302,33.7913217,-93.3775516
246,Arkansas,2018-19,Skyline Heights Elem.,Harrison,536,82.08955,36.2385331,-93.1212814
247,Arkansas,2018-19,Raymond F. Orr Elem.,Fort Smith,474,82.06751,35.339134,-94.395619
248,Arkansas,2018-19,Bobby Barrett Elementary,Mount Ida,289,82.00692,34.550893,-93.6141899
249,Arkansas,2018-19,Park Avenue Elementary,Stuttgart,778,82.00514,34.492767,-91.541154
250,Arkansas,2018-19,Kensett Elementary,Kensett,443,81.94131,35.2351814,-91.6736602
251,Arkansas,2018-19,James R. Tate Elem.,Van Buren,514,81.90662,35.4288939,-94.2775547
252,Arkansas,2018-19,Florence Mattison Elem.,Conway,583,81.81818,35.0880345,-92.3987203
253,Arkansas,2018-19,Elza R. Tucker Elem.,Lowell,767,81.74707,36.2712475,-94.1388487
254,Arkansas,2018-19,Bonnie Grimes Elem.,Rogers,586,81.74061,36.3135833,-94.1348552
255,Arkansas,2018-19,Norfork Elementary,Norfork,262,81.67939,36.1966845,-92.2693303
256,Arkansas,2018-19,Mayflower Elementary,Mayflower,479,81.62839,34.9576572,-92.424191
257,Arkansas,2018-19,Yocum Elementary,El Dorado,631,81.61648,33.2094247,-92.6747524
258,Arkansas,2018-19,Western Hills Elem.,Little Rock,346,81.50289,34.7085697,-92.3584195
259,Arkansas,2018-19,Edward D. Trice Elementary,Texarkana,766,81.46214,33.4661547,-94.021338
260,Arkansas,2018-19,Lawson Elementary,Little Rock,280,81.42857,34.7162927,-92.4935737
261,Arkansas,2018-19,Leverett Elementary,Fayetteville,371,81.40162,36.0744046,-94.1761367
262,Arkansas,2018-19,Fountain Lake Elementary,Hot Springs,664,81.3253,34.5715537,-92.9884281
263,Arkansas,2018-19,Clinton Elementary,Clinton,777,81.20978,35.1644035,-92.8903498
264,Arkansas,2018-19,Calico Rock Elementary,Calico Rock,266,81.20301,36.1175139,-92.1351272
265,Arkansas,2018-19,Weiner Elementary,Weiner,133,81.20301,35.6235504,-90.9056147
266,Arkansas,2018-19,Acorn Elementary,Mena,382,81.15183,34.6376023,-94.2080228
267,Arkansas,2018-19,Holcomb Elementary,Fayetteville,704,81.10796,36.1057457,-94.2064585
268,Arkansas,2018-19,Westside Elementary,Hartman,449,81.06904,35.433741,-93.6186016
269,Arkansas,2018-19,Central Elementary,Van Buren,642,80.99688,35.4468146,-94.3369925
270,Arkansas,2018-19,Blytheville Primary,Blytheville,709,80.9591,35.9061096,-89.9141348
271,Arkansas,2018-19,Garfield Elementary,Garfield,162,80.8642,36.448701,-93.971552
272,Arkansas,2018-19,Van Cove Elementary,Vandervoort,219,80.82192,34.3833014,-94.3671075
273,Arkansas,2018-19,Nashville Primary,Nashville,667,80.80959,33.9566746,-93.8551994
274,Arkansas,2018-19,South Side Elementary,Bee Branch,352,80.68182,35.4293087,-92.3905993
275,Arkansas,2018-19,Pottsville Elementary,Pottsville,624,80.60898,35.246905,-93.0513775
276,Arkansas,2018-19,Hunt Elementary,Springdale,954,80.60797,36.2169837,-94.1588754
277,Arkansas,2018-19,St. Joe K-12,"St. Joe, Ar",169,80.47338,36.0281475,-92.7985042
278,Arkansas,2018-19,Brown Elementary,Star City,828,80.43478,33.945819,-91.8401799
279,Arkansas,2018-19,Portland Elementary,Portland,153,80.39216,33.2366494,-91.5033372
280,Arkansas,2018-19,Pulaski Heights Elem.,Little Rock,317,80.12618,34.7547697,-92.315945
281,Arkansas,2018-19,Dover Elementary,Dover,603,80.09951,35.4073927,-93.1097854
282,Arkansas,2018-19,Old Wire Elementary,Rogers,652,80.06135,36.2958239,-94.1096458
283,Arkansas,2018-19,Rose Bud Elementary,Rose Bud,490,80,35.3341094,-92.0726871
284,Arkansas,2018-19,Mccrory Elementary,Mccrory,419,79.95227,35.2601336,-91.192689
285,Arkansas,2018-19,Thirty-Fourth Street Elementary,Pine Bluff,503,79.92048,34.1952121,-91.9945978
286,Arkansas,2018-19,R.E. Baker Elementary,Bentonville,642,79.90654,36.3745141,-94.2116598
287,Arkansas,2018-19,Vera Kilpatrick Elem.,Texarkana,609,79.80295,33.4556863,-94.0320322
288,Arkansas,2018-19,Williams Magnet Elem.,Little Rock,544,79.77941,34.7618278,-92.3542469
289,Arkansas,2018-19,Jackson/Wonder Elementary,West Memphis,672,79.7619,35.136824,-90.1653656
290,Arkansas,2018-19,Eagle Heights Elem.,Harrison,247,79.75708,36.2352827,-93.1025606
291,Arkansas,2018-19,Parkers Chapel Elem.,El Dorado,584,79.62329,33.1673564,-92.7227279
292,Arkansas,2018-19,Berryville Elementary,Berryville,553,79.566,36.3737703,-93.5845566
293,Arkansas,2018-19,Ridgeroad Elementary,North Little Rock,721,79.47295,34.7964897,-92.2652704
294,Arkansas,2018-19,Fox Meadow Elementary,Jonesboro,505,79.40594,35.7875549,-90.6769985
295,Arkansas,2018-19,England Elementary,England,504,79.36508,34.5403963,-91.9640034
296,Arkansas,2018-19,Ouachita Elementary,Donaldson,329,79.33131,34.2423033,-92.9645872
297,Arkansas,2018-19,Wakefield Elementary,Little Rock,585,79.31624,34.6858449,-92.3335916
298,Arkansas,2018-19,Mountainburg Elementary,Mountainburg,303,79.20792,35.6506283,-94.1574366
299,Arkansas,2018-19,Crossett Elementary,Crossett,872,79.12844,33.121335,-91.950277
300,Arkansas,2018-19,Amanda Gist Elementary,Cotter,502,79.08366,36.2789751,-92.5200463
301,Arkansas,2018-19,Mcgehee Elementary,Mcgehee,814,78.99263,33.6278542,-91.3992366
