index,state,year,name,type,city,county,enroll,mmr,overall,xmed,xper,xrel,lat,lng
1716,California,2018-19,Dorris Place Elementary,Public,Los Angeles,Los Angeles,55,98,98,2,,,34.090957,-118.237935
1717,California,2018-19,Dos Caminos Elementary,Public,Camarillo,Ventura,80,98,98,0,,,34.238212,-119.020723
1718,California,2018-19,Dove Hill Elementary,Public,San Jose,Santa Clara,75,98,96,0,,,37.300572,-121.809544
1719,California,2018-19,Dover Academy For International Studies,Public,Fairfield,Solano,98,98,96,0,,,38.271015,-122.029636
1720,California,2018-19,Dover Elementary,Public,San Pablo,Contra Costa,94,98,98,2,,,37.958595,-122.350394
1721,California,2018-19,Dr. Bernice Jameson Todd Academy,Public,Corona,Riverside,115,98,97,1,,,33.755838,-117.470026
1722,California,2018-19,Dr. J. Michael Mcgrath Elementary,Public,Newhall,Los Angeles,85,98,96,1,,,34.376028,-118.51377
1723,California,2018-19,Dr. Juliet Thorner Elementary,Public,Bakersfield,Kern,145,98,97,0,,,35.404651,-118.916981
1724,California,2018-19,Dr. Lawrence H. Moore Math Science Technology Academy,Public,Los Angeles,Los Angeles,127,98,96,0,,,33.984806,-118.251569
1725,California,2018-19,Dr. Martin Luther King Jr. Academy,Public,Salinas,Monterey,94,98,98,2,,,36.686346,-121.617032
1726,California,2018-19,Dual Language Academy Of The Monterey Peninsula,Public,Seaside,Monterey,69,98,98,2,,,36.638387,-121.810447
1727,California,2018-19,Dublin Elementary,Public,Dublin,Alameda,151,98,97,1,,,37.714587,-121.936063
1728,California,2018-19,Dunsmore Elementary,Public,La Crescenta,Los Angeles,89,98,98,2,,,34.239696,-118.257916
1729,California,2018-19,Durfee Elementary,Public,El Monte,Los Angeles,84,98,98,2,,,34.082262,-118.003017
1730,California,2018-19,Durfee Elementary,Public,Pico Rivera,Los Angeles,78,98,97,0,,,34.012008,-118.074706
1731,California,2018-19,Dwight D. Eisenhower Elementary,Public,Santa Clara,Santa Clara,100,98,98,0,,,37.328953,-121.989108
1732,California,2018-19,Dwight D. Eisenhower Elementary,Public,Corona,Riverside,93,98,98,2,,,33.841256,-117.583392
1733,California,2018-19,Dyerkelly Elementary,Public,Sacramento,Sacramento,84,98,92,0,,,38.622279,-121.41119
1734,California,2018-19,E. L. Musick Elementary,Public,Newark,Alameda,65,98,98,2,,,37.54373,-122.030819
1735,California,2018-19,E. Neal Roberts Elementary,Public,San Bernardino,San Bernardino,71,98,94,0,,,34.116983,-117.275017
1736,California,2018-19,E. P. Foster Elementary,Public,Ventura,Ventura,70,98,98,2,,,34.296689,-119.297298
1737,California,2018-19,Earl E. Edmondson Elementary,Public,Norwalk,Los Angeles,55,98,98,2,,,33.893418,-118.076812
1738,California,2018-19,Earl Warren Elementary,Public,Garden Grove,Orange,82,98,95,0,,,33.785947,-117.910043
1739,California,2018-19,Earlimart Elementary,Public,Earlimart,Tulare,77,98,98,2,,,35.884043,-119.267086
1740,California,2018-19,Eastbluff Elementary,Public,Newport Beach,Orange,57,98,98,2,,,33.641718,-117.879687
1741,California,2018-19,Easterbrook Discovery,Public,San Jose,Santa Clara,86,98,98,2,,,37.306175,-121.985213
1742,California,2018-19,Eastshore Elementary,Public,Irvine,Orange,65,98,98,2,,,33.678802,-117.792299
1743,California,2018-19,Eastside Elementary,Public,Lancaster,Los Angeles,85,98,96,0,,,34.718829,-118.008753
1744,California,2018-19,Eastwood Elementary,Public,La Mirada,Los Angeles,84,98,98,2,,,33.89703,-117.995889
1745,California,2018-19,Eaton Elementary,Public,Fresno,Fresno,92,98,98,2,,,36.829672,-119.762061
1746,California,2018-19,Echo Valley Elementary,Public,Salinas,Monterey,69,98,98,2,,,36.825988,-121.666686
1747,California,2018-19,Edenvale Elementary,Public,San Jose,Santa Clara,76,98,98,2,,,37.26235,-121.803426
1748,California,2018-19,Edgewood Academy,Public,La Puente,Los Angeles,80,98,98,2,,,34.056066,-117.967682
1749,California,2018-19,Edison Elementary,Public,Alameda,Alameda,81,98,98,2,,,37.764547,-122.234756
1750,California,2018-19,Edison Elementary,Public,Torrance,Los Angeles,95,98,98,2,,,33.865039,-118.340025
1751,California,2018-19,Edison Elementary,Public,Ontario,San Bernardino,94,98,98,2,,,34.085535,-117.645513
1752,California,2018-19,Edison Elementary,Public,San Diego,San Diego,76,98,98,2,,,32.75112,-117.117794
1753,California,2018-19,Edisonbethune Charter Academy,Public,Fresno,Fresno,83,98,98,2,,,36.726376,-119.818457
1754,California,2018-19,Edith Landels Elementary,Public,Mountain View,Santa Clara,88,98,98,2,,,37.388332,-122.071317
1755,California,2018-19,Edna Maguire Elementary,Public,Mill Valley,Marin,107,98,95,1,,,37.908007,-122.524066
1756,California,2018-19,Edward Fitzgerald Elementary,Public,Rialto,San Bernardino,53,98,98,2,,,34.165765,-117.423146
1757,California,2018-19,Edward M. Downer Elementary,Public,San Pablo,Contra Costa,72,98,98,2,,,37.952764,-122.352905
1758,California,2018-19,Edward Russell Elementary,Public,Santa Ana,Orange,86,98,98,2,,,33.739308,-117.916101
1759,California,2018-19,Eje Elementary Academy Charter,Public,El Cajon,San Diego,130,98,97,2,,,32.779929,-116.960421
1760,California,2018-19,El Camino Elementary,Public,Ontario,San Bernardino,66,98,98,2,,,34.080814,-117.679832
1761,California,2018-19,El Cerrito Elementary,Public,La Habra,Orange,82,98,96,0,,,33.942079,-117.948848
1762,California,2018-19,El Dorado Avenue Elementary,Public,Sylmar,Los Angeles,79,98,97,0,,,34.301459,-118.466063
1763,California,2018-19,El Dorado Elementary,Public,Stockton,San Joaquin,96,98,98,2,,,37.967078,-121.300869
1764,California,2018-19,El Gabilan Elementary,Public,Salinas,Monterey,79,98,95,0,,,36.700169,-121.64216
1765,California,2018-19,El Portal Elementary,Public,La Habra,Los Angeles,95,98,98,2,,,33.933376,-117.96565
1766,California,2018-19,El Sereno Elementary,Public,Los Angeles,Los Angeles,60,98,98,2,,,34.089996,-118.177125
1767,California,2018-19,El Toyon Elementary,Public,National City,San Diego,76,98,98,2,,,32.687996,-117.088706
1768,California,2018-19,El Verano Elementary,Public,Sonoma,Sonoma,70,98,98,2,,,38.306652,-122.48544
1769,California,2018-19,El Vista Elementary,Public,Modesto,Stanislaus,53,98,94,0,,,37.644633,-120.956347
1770,California,2018-19,Elbow Creek Elementary,Public,Visalia,Tulare,81,98,98,2,,,36.383941,-119.265933
1771,California,2018-19,Elderberry Elementary,Public,Ontario,San Bernardino,110,98,95,0,,,34.075186,-117.674136
1772,California,2018-19,Elihu Beard Elementary,Public,Modesto,Stanislaus,66,98,98,2,,,37.675661,-121.003885
1773,California,2018-19,Elitha Donner Elementary,Public,Elk Grove,Sacramento,96,98,98,2,,,38.415758,-121.411931
1774,California,2018-19,Elizabeth Learning Center,Public,Cudahy,Los Angeles,79,98,98,2,,,33.963135,-118.183092
1775,California,2018-19,Elizabeth T. Hughbanks Elementary,Public,Rialto,San Bernardino,105,98,96,0,,,34.141768,-117.3792
1776,California,2018-19,Elk Grove Elementary,Public,Elk Grove,Sacramento,141,98,94,0,,,38.418669,-121.362614
1777,California,2018-19,Elkhorn Village Elementary,Public,West Sacramento,Yolo,80,98,98,2,,,38.594519,-121.52058
1778,California,2018-19,Ellerth E. Larson Elementary,Public,Lodi,San Joaquin,149,98,97,0,,,38.103911,-121.301635
1779,California,2018-19,Elliott William F Elementary,Public,Artesia,Los Angeles,92,98,98,2,,,33.864949,-118.070359
1780,California,2018-19,Ellis Elementary,Public,Sunnyvale,Santa Clara,191,98,95,0,,,37.369405,-122.023909
1781,California,2018-19,Elm Street Elementary,Public,Oxnard,Ventura,79,98,98,2,,,34.182526,-119.172944
1782,California,2018-19,Elmer Wood Elementary,Public,Atwater,Merced,99,98,98,2,,,37.361243,-120.606284
1783,California,2018-19,Elmwood Elementary,Public,Stockton,San Joaquin,97,98,95,0,,,37.961293,-121.220165
1784,California,2018-19,Elsinore Elementary,Public,Lake Elsinore,Riverside,108,98,96,0,,,33.672445,-117.332321
1785,California,2018-19,Elwin Elementary,Public,Baldwin Park,Los Angeles,54,98,98,2,,,34.073288,-117.990589
1786,California,2018-19,Emerson Elementary,Public,Oakland,Alameda,76,98,96,0,,,37.834209,-122.258266
1787,California,2018-19,Emerson Elementary,Public,Compton,Los Angeles,74,98,97,0,,,33.884922,-118.211338
1788,California,2018-19,Emerson Ralph Waldo Elementary,Public,Rosemead,Los Angeles,75,98,98,2,,,34.06601,-118.104753
1789,California,2018-19,Emerson/Bandini Elementary,Public,San Diego,San Diego,75,98,98,2,,,32.695232,-117.11763
1790,California,2018-19,Emery Park Elementary,Public,Alhambra,Los Angeles,56,98,98,2,,,34.088059,-118.154678
1791,California,2018-19,Emma C. Smith Elementary,Public,Livermore,Alameda,116,98,98,1,,,37.666092,-121.797494
1792,California,2018-19,Emma W. Shuey Elementary,Public,Rosemead,Los Angeles,75,98,98,2,,,34.084107,-118.084565
1793,California,2018-19,Emmerton Elementary,Public,San Bernardino,San Bernardino,135,98,94,1,,,34.132261,-117.235689
1794,California,2018-19,Emperor Elementary,Public,San Gabriel,Los Angeles,72,98,98,2,,,34.115934,-118.078961
1795,California,2018-19,Empire Gardens Elementary,Public,San Jose,Santa Clara,63,98,98,2,,,37.354691,-121.875556
1796,California,2018-19,Encanto Elementary,Public,San Diego,San Diego,97,98,96,0,,,32.714358,-117.058516
1797,California,2018-19,Enchanted Hills Elementary,Public,Perris,Riverside,69,98,93,0,,,33.784083,-117.255412
1798,California,2018-19,Encinal Elementary,Public,Atherton,San Mateo,95,98,98,2,,,37.464729,-122.186135
1799,California,2018-19,Encompass Academy Elementary,Public,Oakland,Alameda,76,98,98,2,,,37.753025,-122.186631
1800,California,2018-19,Endeavour School Of Exploration,Public,Victorville,San Bernardino,96,98,96,2,,,34.477307,-117.276528
1801,California,2018-19,Enders Elementary,Public,Garden Grove,Orange,54,98,98,2,,,33.783509,-118.018546
1802,California,2018-19,Environmental Academy Of Research Technology And Earth Sciences,Public,Newbury Park,Ventura,88,98,98,2,,,34.1824854,-118.9324188
1803,California,2018-19,Eric White Elementary,Public,Selma,Fresno,53,98,98,2,,,36.564597,-119.625317
1804,California,2018-19,Erma B. Reese Elementary,Public,Lodi,San Joaquin,87,98,98,2,,,38.135621,-121.29525
1805,California,2018-19,Ernest Garcia Elementary,Public,Colton,San Bernardino,92,98,96,0,,,34.084476,-117.347885
1806,California,2018-19,Ernest O. Lawrence Elementary,Public,Garden Grove,Orange,81,98,98,2,,,33.780708,-117.987358
1807,California,2018-19,Ernie Pyle Elementary,Public,Bellflower,Los Angeles,72,98,98,2,,,33.90023,-118.115899
1808,California,2018-19,Escalona Elementary,Public,La Mirada,Los Angeles,85,98,94,4,,,33.893264,-118.012257
1809,California,2018-19,Escuela Popular Accelerated Family Learning,Public,San Jose,Santa Clara,50,98,96,0,,,37.37831,-121.838725
1810,California,2018-19,Esparto Elementary,Public,Esparto,Yolo,89,98,97,0,,,38.691433,-122.024731
1811,California,2018-19,Esplanade Elementary,Public,Orange,Orange,50,98,98,2,,,33.792902,-117.80894
1812,California,2018-19,Ethan B. Allen Elementary,Public,Fountain Valley,Orange,52,98,98,2,,,33.727831,-117.9626
1813,California,2018-19,Ethel I. Baker Elementary,Public,Sacramento,Sacramento,70,98,96,0,,,38.521634,-121.452472
1814,California,2018-19,Ethel Phillips Elementary,Public,Sacramento,Sacramento,66,98,98,2,,,38.533228,-121.476758
1815,California,2018-19,Etiwanda Colony Elementary,Public,Etiwanda,San Bernardino,111,98,95,2,,,34.143853,-117.517655
1816,California,2018-19,Euclid Elementary,Public,San Diego,San Diego,100,98,97,0,,,32.752432,-117.092601
1817,California,2018-19,Euclid Elementary,Public,Ontario,San Bernardino,98,98,98,2,,,34.052232,-117.651849
1818,California,2018-19,Eugene Padan Elementary,Public,Vacaville,Solano,148,98,96,1,,,38.340072,-121.984572
1819,California,2018-19,Evelyn Carr Elementary,Public,Torrance,Los Angeles,69,98,98,2,,,33.877335,-118.332766
1820,California,2018-19,Everett A. Rea Elementary,Public,Costa Mesa,Orange,71,98,98,2,,,33.650397,-117.925913
1821,California,2018-19,Evergreen Elementary,Public,Yreka,Siskiyou,156,98,97,0,,,41.725084,-122.643847
1822,California,2018-19,Evergreen Elementary,Public,Cottonwood,Tehama,118,98,98,2,,,40.357507,-122.327195
1823,California,2018-19,Evergreen Elementary,Public,San Jose,Santa Clara,99,98,98,2,,,37.309576,-121.779065
1824,California,2018-19,Excel Prep Charter,Public,San Bernardino,San Bernardino,97,98,98,2,,,34.128919,-117.243047
1825,California,2018-19,Excelsior Elementary,Public,Garden Grove,Orange,90,98,98,2,,,33.764177,-117.946787
1826,California,2018-19,Extera Public School No. 2,Public,Los Angeles,Los Angeles,79,98,98,2,,,34.025709,-118.202743
1827,California,2018-19,F. D. Roosevelt Elementary,Public,Lawndale,Los Angeles,114,98,98,0,,,33.895132,-118.33455
1828,California,2018-19,Fairgrove Academy,Public,La Puente,Los Angeles,69,98,98,2,,,34.0407,-117.946462
1829,California,2018-19,Fairhaven Elementary,Public,Santa Ana,Orange,76,98,98,2,,,33.774102,-117.849925
1830,California,2018-19,Fairlawn Elementary,Public,Santa Maria,Santa Barbara,124,98,98,0,,,34.95426,-120.446993
1831,California,2018-19,Fairmeadow Elementary,Public,Palo Alto,Santa Clara,70,98,98,2,,,37.422332,-122.117512
1832,California,2018-19,Fairmont Elementary,Public,Sanger,Fresno,73,98,97,0,,,36.780545,-119.566164
1833,California,2018-19,Fairmont Private Schools Anaheim Hills,Private,Anaheim,Orange,66,98,98,2,,,33.8584548,-117.8013924
1834,California,2018-19,Fairmount Elementary,Public,San Francisco,San Francisco,68,98,98,2,,,37.74049,-122.42517
1835,California,2018-19,Fairview Elementary,Public,Hayward,Alameda,100,98,98,1,,,37.680577,-122.052802
1836,California,2018-19,Fairview Elementary,Public,Bakersfield,Kern,93,98,98,2,,,35.302384,-118.994915
1837,California,2018-19,Fairwood Elementary,Public,Sunnyvale,Santa Clara,68,98,98,2,,,37.396411,-121.990133
1838,California,2018-19,Falcon Ridge Elementary,Public,Fontana,San Bernardino,110,98,96,2,,,34.155056,-117.46736
1839,California,2018-19,Fall River Elementary,Public,Fall River Mills,Shasta,57,98,96,0,,,41.006583,-121.440411
1840,California,2018-19,Fallbrook Stem Academy,Public,Fallbrook,San Diego,77,98,96,0,,,33.4008767,-117.2505714
1841,California,2018-19,Faller Elementary,Public,Ridgecrest,Kern,82,98,96,0,,,35.614622,-117.702397
1842,California,2018-19,Fammatre Elementary,Public,San Jose,Santa Clara,99,98,98,2,,,37.271438,-121.92516
1843,California,2018-19,Farallone View Elementary,Public,Montara,San Mateo,63,98,98,2,,,37.544009,-122.508131
1844,California,2018-19,Farmdale Elementary,Public,Merced,Merced,123,98,95,0,,,37.277331,-120.478092
1845,California,2018-19,Farmdale Elementary,Public,Los Angeles,Los Angeles,82,98,98,2,,,34.077345,-118.179597
1846,California,2018-19,Faylane Elementary,Public,Garden Grove,Orange,57,98,98,2,,,33.792913,-117.952448
1847,California,2018-19,Feinstein Dianne Elementary,Public,San Francisco,San Francisco,86,98,98,2,,,37.739654,-122.481699
1848,California,2018-19,Felicita Elementary,Public,Escondido,San Diego,85,98,98,2,,,33.105312,-117.083281
1849,California,2018-19,Felix J. Appleby Elementary,Public,Blythe,Riverside,62,98,98,2,,,33.598903,-114.593804
1850,California,2018-19,Felton Elementary,Public,Lennox,Los Angeles,85,98,98,2,,,33.941546,-118.366232
1851,California,2018-19,Fenton Charter Leadership Academy,Public,Sun Valley,Los Angeles,85,98,98,2,,,34.23147,-118.366201
1852,California,2018-19,Ferris Spanger Elementary,Public,Roseville,Placer,90,98,96,0,,,38.760215,-121.2823
1853,California,2018-19,Field Elementary,Public,San Diego,San Diego,68,98,98,2,,,32.833109,-117.198324
1854,California,2018-19,Fiesta Gardens International Elementary,Public,San Mateo,San Mateo,76,98,98,2,,,37.551824,-122.299609
1855,California,2018-19,Figarden Elementary,Public,Fresno,Fresno,98,98,94,0,,,36.827117,-119.863584
1856,California,2018-19,Figueroa Street Elementary,Public,Los Angeles,Los Angeles,69,98,97,0,,,33.934348,-118.283625
1857,California,2018-19,Fillmore Elementary,Public,Stockton,San Joaquin,64,98,98,2,,,37.969075,-121.255323
1858,California,2018-19,Finley Elementary,Public,Westminster,Orange,74,98,98,2,,,33.76561,-118.016772
1859,California,2018-19,Finney Myrtle S. Elementary,Public,San Diego,San Diego,51,98,98,2,,,32.5851,-117.049283
1860,California,2018-19,First Lutheran,Private,Torrance,Los Angeles,56,98,98,2,,,34.0246107,-118.4001373
1861,California,2018-19,Fishburn Avenue Elementary,Public,Maywood,Los Angeles,93,98,98,2,,,33.989116,-118.190299
1862,California,2018-19,Florence Elementary,Public,San Diego,San Diego,56,98,96,0,,,32.748908,-117.164345
1863,California,2018-19,Florence Markofer Elementary,Public,Elk Grove,Sacramento,74,98,98,2,,,38.399618,-121.368496
1864,California,2018-19,Flory Academy Of Sciences And Technology,Public,Moorpark,Ventura,91,98,98,2,,,34.280998,-118.880431
1865,California,2018-19,Flying Hills Elementary,Public,El Cajon,San Diego,80,98,98,2,,,32.812304,-116.981853
1866,California,2018-19,Folsom Preparatory,Private,Folsom,Sacramento,63,98,98,2,,,38.652108,-121.1643995
1867,California,2018-19,Foothill Christian,Private,Glendora,Los Angeles,72,98,97,0,,,34.2599875,-118.3134198
1868,California,2018-19,Foothill Elementary,Public,Monterey,Monterey,54,98,98,2,,,36.578709,-121.851876
1869,California,2018-19,Foothill Oak Elementary,Public,Vista,San Diego,88,98,98,2,,,33.218118,-117.222561
1870,California,2018-19,Ford Elementary,Public,Richmond,Contra Costa,65,98,98,2,,,37.950768,-122.341952
1871,California,2018-19,Forest Grove Elementary,Public,Pacific Grove,Monterey,90,98,92,2,,,36.610193,-121.928396
1872,California,2018-19,Forest Hill Elementary,Public,San Jose,Santa Clara,121,98,97,1,,,37.276061,-121.982489
1873,California,2018-19,Forkner Elementary,Public,Fresno,Fresno,74,98,98,2,,,36.839581,-119.855573
1874,California,2018-19,Fort Washington Elementary,Public,Fresno,Fresno,101,98,98,2,,,36.859935,-119.767479
1875,California,2018-19,Foster Elementary,Public,Baldwin Park,Los Angeles,98,98,98,2,,,34.07151,-117.972163
1876,California,2018-19,Foster Elementary,Public,San Diego,San Diego,97,98,97,0,,,32.792492,-117.08457
1877,California,2018-19,Foster Road Elementary,Public,La Mirada,Los Angeles,72,98,94,3,,,33.909108,-118.034104
1878,California,2018-19,Fox Elementary,Public,Belmont,San Mateo,94,98,98,2,,,37.509746,-122.322799
1879,California,2018-19,Foxboro Elementary,Public,Vacaville,Solano,99,98,98,2,,,38.325412,-121.965555
1880,California,2018-19,Francophone Charter School Of Oakland,Public,Oakland,Alameda,55,98,98,2,,,37.751398,-122.157001
1881,California,2018-19,Frank D. Parent,Public,Inglewood,Los Angeles,58,98,93,3,,,33.982305,-118.375779
1882,California,2018-19,Frank E. Woodruff Elementary,Public,Bellflower,Los Angeles,72,98,97,0,,,33.894453,-118.121224
1883,California,2018-19,Frank Ledesma Elementary,Public,Soledad,Monterey,71,98,98,2,,,36.438026,-121.331358
1884,California,2018-19,Frank Sparkes Elementary,Public,Winton,Merced,67,98,96,0,,,37.381454,-120.618806
1885,California,2018-19,Frank Zeek Elementary,Public,Ukiah,Mendocino,81,98,98,2,,,39.161609,-123.215432
1886,California,2018-19,Franklin Elementary,Public,Modesto,Stanislaus,119,98,95,0,,,37.637544,-121.020321
1887,California,2018-19,Franklin Elementary,Public,Alameda,Alameda,50,98,98,2,,,37.76885,-122.260839
1888,California,2018-19,Franklin Elementary,Public,Elk Grove,Sacramento,95,98,98,2,,,38.376706,-121.457486
1889,California,2018-19,Franklin Elementary,Public,San Diego,San Diego,89,98,98,2,,,32.758381,-117.1037
1890,California,2018-19,Franklin Elementary,Public,San Jose,Santa Clara,72,98,98,2,,,37.30424,-121.851216
1891,California,2018-19,Frazier Park Elementary,Public,Frazier Park,Kern,54,98,94,4,,,34.822837,-118.939747
1892,California,2018-19,Fred Ekstrand Elementary,Public,San Dimas,Los Angeles,52,98,98,2,,,34.110823,-117.802147
1893,California,2018-19,Fred T. Korematsu Elementary School At Mace Ranch,Public,Davis,Yolo,92,98,98,2,,,38.558951,-121.70897
1894,California,2018-19,Freedom Elementary,Public,Clovis,Fresno,89,98,98,2,,,36.80184,-119.65601
1895,California,2018-19,Freedom Elementary,Public,Modesto,Stanislaus,90,98,98,2,,,37.67358,-120.926936
1896,California,2018-19,Fremont Christian,Private,Fremont,Alameda,67,98,98,2,,,37.55037,-122.017881
1897,California,2018-19,Fremont Elementary,Public,Fresno,Fresno,97,98,98,2,,,36.767747,-119.822793
1898,California,2018-19,Fremont Elementary,Public,Alhambra,Los Angeles,68,98,97,0,,,34.070686,-118.150861
1899,California,2018-19,Fremont Elementary,Public,Montebello,Los Angeles,73,98,98,2,,,34.012761,-118.101276
1900,California,2018-19,Fremont Elementary,Public,Santa Ana,Orange,93,98,98,2,,,33.752543,-117.895868
1901,California,2018-19,Fremont Primary,Public,Calipatria,Imperial,79,98,98,2,,,33.125254,-115.520708
1902,California,2018-19,French American International,Private,San Francisco,San Francisco,82,98,98,2,,,37.7753816,-122.4216371
1903,California,2018-19,French Camp Elementary,Public,French Camp,San Joaquin,66,98,98,2,,,37.885885,-121.269513
1904,California,2018-19,French Valley Elementary,Public,Winchester,Riverside,161,98,98,2,,,33.588796,-117.095839
1905,California,2018-19,Frontier Elementary,Public,Hanford,Kings,92,98,98,2,,,36.345329,-119.687754
1906,California,2018-19,Frost Earl Elementary,Public,San Jose,Santa Clara,83,98,96,0,,,37.246908,-121.836536
1907,California,2018-19,Fruitvale Elementary,Public,Hemet,Riverside,148,98,97,0,,,33.76263,-117.001131
1908,California,2018-19,Fryberger Elementary,Public,Westminster,Orange,76,98,96,0,,,33.770634,-118.008292
1909,California,2018-19,Fuerte Elementary,Public,El Cajon,San Diego,125,98,98,2,,,32.761526,-116.94652
1910,California,2018-19,Fullbright Avenue Elementary,Public,Canoga Park,Los Angeles,79,98,97,0,,,34.196484,-118.576891
1911,California,2018-19,Furgeson Venn W. Elementary,Public,Hawaiian Gardens,Los Angeles,75,98,98,2,,,33.826274,-118.076567
1912,California,2018-19,Futures Elementary,Public,Oakland,Alameda,50,98,92,0,,,37.76085,-122.191672
1913,California,2018-19,G. W. Hellyer Elementary,Public,San Jose,Santa Clara,76,98,98,2,,,37.285123,-121.819815
1914,California,2018-19,Gabilan Elementary,Public,Soledad,Monterey,88,98,98,2,,,36.428388,-121.320288
1915,California,2018-19,Gabriela Mistral Elementary,Public,Mountain View,Santa Clara,69,98,98,2,,,37.39469,-122.093721
1916,California,2018-19,Gabriella Charter 2,Public,Los Angeles,Los Angeles,52,98,98,2,,,34.01295,-118.268501
1917,California,2018-19,Galileo Academy 101,Public,Victorville,San Bernardino,90,98,98,2,,,34.496585,-117.314638
1918,California,2018-19,Gant Elementary,Public,Long Beach,Los Angeles,105,98,98,0,,,33.790073,-118.118875
1919,California,2018-19,Garden Elementary,Public,Tulare,Tulare,98,98,98,2,,,36.21904,-119.340667
1920,California,2018-19,Garden Gate Elementary,Public,Cupertino,Santa Clara,88,98,98,2,,,37.331408,-122.04499
1921,California,2018-19,Garden Grove Elementary,Public,Reseda,Los Angeles,93,98,98,2,,,34.205094,-118.528854
1922,California,2018-19,Garden Valley Elementary,Public,Sacramento,Sacramento,71,98,97,0,,,38.63311,-121.478051
1923,California,2018-19,Garden Village Elementary,Public,Colma,San Mateo,51,98,98,2,,,37.69441,-122.478145
1924,California,2018-19,Gardner Elementary,Public,San Jose,Santa Clara,68,98,98,2,,,37.321332,-121.895782
1925,California,2018-19,Garfield Elementary,Public,Oakland,Alameda,124,98,94,0,,,37.786418,-122.235701
1926,California,2018-19,Garfield Elementary,Public,Long Beach,Los Angeles,157,98,96,0,,,33.79796,-118.213028
1927,California,2018-19,Garfield Elementary,Public,San Leandro,Alameda,60,98,98,2,,,37.703736,-122.185397
1928,California,2018-19,Garfield Elementary,Public,Clovis,Fresno,89,98,98,2,,,36.853358,-119.71925
1929,California,2018-19,Gateway Elementary,Public,Ridgecrest,Kern,66,98,91,0,,,35.614252,-117.652907
1930,California,2018-19,Gauldin Al Elementary,Public,Downey,Los Angeles,80,98,98,2,,,33.9204219,-118.1201331
1931,California,2018-19,Gault Elementary,Public,Santa Cruz,Santa Cruz,55,98,96,4,,,36.976237,-122.008531
1932,California,2018-19,Gault Street Elementary,Public,Lake Balboa,Los Angeles,54,98,98,2,,,34.19844,-118.504401
1933,California,2018-19,Genevieve Didion,Public,Sacramento,Sacramento,62,98,98,2,,,38.508425,-121.549613
1934,California,2018-19,Genevieve M. Crosby Elementary,Public,Garden Grove,Orange,54,98,98,2,,,33.785953,-117.924183
1935,California,2018-19,George B. Miller Elementary,Public,La Palma,Orange,70,98,98,2,,,33.848907,-118.03324
1936,California,2018-19,George Cirby Elementary,Public,Roseville,Placer,81,98,98,2,,,38.736152,-121.280801
1937,California,2018-19,George De La Torre Jr. Elementary,Public,Wilmington,Los Angeles,104,98,97,0,,,33.776402,-118.265817
1938,California,2018-19,George Hall Elementary,Public,San Mateo,San Mateo,90,98,98,2,,,37.537376,-122.290607
1939,California,2018-19,George Kelly Elementary,Public,Tracy,San Joaquin,88,98,98,2,,,37.723543,-121.463479
1940,California,2018-19,George Lincoln Mosher,Public,Stockton,San Joaquin,73,98,98,2,,,38.046127,-121.273061
1941,California,2018-19,George Mayne Elementary,Public,Alviso,Santa Clara,77,98,98,2,,,37.42447,-121.966688
1942,California,2018-19,George Sargeant Elementary,Public,Roseville,Placer,92,98,98,2,,,38.729008,-121.238204
1943,California,2018-19,George Washington Carver Elementary,Public,Santa Ana,Orange,93,98,98,2,,,33.748484,-117.886992
1944,California,2018-19,George Washington Charter,Public,Palm Desert,Riverside,164,98,94,1,,,33.715755,-116.372588
1945,California,2018-19,George Washington Elementary,Public,Norco,Riverside,153,98,97,0,,,33.904356,-117.574755
1946,California,2018-19,George Washington Elementary,Public,Selma,Fresno,97,98,98,2,,,36.562825,-119.616738
1947,California,2018-19,George Washington Elementary,Public,Hanford,Kings,82,98,94,0,,,36.352736,-119.639247
1948,California,2018-19,George Washington Elementary,Public,Burbank,Los Angeles,69,98,98,2,,,34.198558,-118.335325
1949,California,2018-19,George White Elementary,Public,Laguna Niguel,Orange,93,98,98,2,,,33.516053,-117.685638
1950,California,2018-19,Georgia Brown Dual Immersion Magnet Elementary,Public,Paso Robles,San Luis Obispo,156,98,98,1,,,35.650606,-120.695617
1951,California,2018-19,Georgia Morris Elementary,Public,Colton,San Bernardino,85,98,98,2,,,34.084356,-117.358373
1952,California,2018-19,Gerald A. Lawson Academy Of The Arts Mathematics And Science,Public,Los Angeles,Los Angeles,93,98,98,2,,,#N/A,#N/A
1953,California,2018-19,Gerald R. Ford Elementary,Public,Indian Wells,Riverside,131,98,96,1,,,33.727938,-116.311505
1954,California,2018-19,Gibson Elementary,Public,Woodland,Yolo,83,98,98,2,,,38.662235,-121.777288
1955,California,2018-19,Gilbert Elementary,Public,Garden Grove,Orange,70,98,98,2,,,33.796462,-117.965831
1956,California,2018-19,Gilroy Prep A Navigator,Public,Gilroy,Santa Clara,60,98,98,2,,,37.01463,-121.56756
1957,California,2018-19,Gindi Maimonides Academy,Private,Los Angeles,Los Angeles,50,98,96,0,,,34.0768,-118.376961
1958,California,2018-19,Gisler Robert Elementary,Public,Fountain Valley,Orange,77,98,97,0,,,33.691342,-117.948745
1959,California,2018-19,Gladstone Street Elementary,Public,Azusa,Los Angeles,73,98,97,0,,,34.113625,-117.886222
1960,California,2018-19,Glassbrook Elementary,Public,Hayward,Alameda,88,98,97,0,,,37.641598,-122.080175
