index,name,state,county,enroll,overall,xmed,xrel,xper,lat,lng
637,The Montessori Children's Academy,New Jersey,Essex,23,100,,,,40.741209,-74.326405
638,The Moriah,New Jersey,Bergen,49,100,,,,40.8835112,-73.9605379
639,The Peck,New Jersey,Morris,28,100,,,,40.7869585,-74.4708494
640,The Preschool Place and Kindergarten,New Jersey,Somerset,26,100,,,,40.5965688,-74.6082187
641,The Wonder Years,New Jersey,Hudson,7,100,,,,40.7437365,-74.0510874
642,The Wonder Years Daycare Center,New Jersey,Atlantic,16,100,,,,39.369758,-74.624038
643,Thehouse Nursery,New Jersey,Burlington,25,100,,,,39.9197349,-74.9129317
644,Thomas Sharp Elementary,New Jersey,Camden,19,100,,,,39.9116806,-75.0896311
645,Tiferes Bais Yaakov,New Jersey,Ocean,85,100,,,,40.0640515,-74.2010446
646,Titusville Child Developement Center,New Jersey,Mercer,15,100,,,,40.3044674,-74.8765787
647,Toll Gate Grammar,New Jersey,Mercer,33,100,,,,40.3209599,-74.7898718
648,Tomorrow's Hope,New Jersey,Camden,12,100,,,,39.8560628,-74.9480029
649,Torey J. Sabatini Elementary,New Jersey,Morris,40,100,,,,40.7547789,-74.4293223
650,Toussaint L'ouverture/Marquis De Lafayette,New Jersey,Union,123,100,,,,40.673326,-74.2046796
651,Tower Hill,New Jersey,Monmouth,8,100,,,,40.3463143,-74.0539256
652,Transfiguration Academy,New Jersey,Bergen,12,100,,,,40.9287245,-73.9947657
653,Trenton Catholic Academy,New Jersey,Mercer,24,100,,,,40.2174924,-74.7184135
654,Trinity Lutheran,New Jersey,Bergen,14,100,,,,40.8726927,-74.0266299
655,Tuckerton Elementary,New Jersey,Ocean,33,100,,,,39.6019844,-74.336427
656,Twin Hill Elementary,New Jersey,Burlington,43,100,,,,40.006641,-74.875404
657,Union County T.E.A.M.S,New Jersey,Union,21,100,,,,40.6119673,-74.4255409
658,United Day Care Center,New Jersey,Essex,11,100,,,,40.7299336,-74.2083753
659,University Elementary,New Jersey,Essex,82,100,,,,40.735491,-74.2217895
660,Uptown Complex,New Jersey,Atlantic,85,100,,,,39.3711158,-74.4174063
661,Valley Park,New Jersey,Salem,128,100,,,,39.6347513,-75.5024285
662,Ventnor Educational Community Complex,New Jersey,Atlantic,61,100,,,,39.3395642,-74.4950072
663,Veterans Memorial Family,New Jersey,Camden,25,100,,,,39.9532604,-75.0935115
664,Veterans' Memorial Elementary,New Jersey,Hudson,75,100,,,,40.7624331,-74.0395663
665,Vifgil I. Grissom Elementary,New Jersey,Middlesex,22,100,,,,40.3911977,-74.3195995
666,Village Charter,New Jersey,Mercer,79,100,,,,40.2408366,-74.8060685
667,Virtua Child Development Center,New Jersey,Camden,12,100,,,,39.8639321,-74.9579703
668,Walnut Street,New Jersey,Gloucester,20,100,,,,40.0493,-74.9551
669,Walter C. Black Elementary,New Jersey,Mercer,91,100,,,,40.2696105,-74.5333286
670,Walter Stillman Elementary,New Jersey,Bergen,54,100,,,,40.9160055,-73.9719953
671,Wardlaw-Hartridge,New Jersey,Middlesex,21,100,,,,40.5948968,-74.3797829
672,Waretown Elementary,New Jersey,Ocean,72,100,,,,39.7889681,-74.2008565
673,Warnsdorfer,New Jersey,Middlesex,52,100,,,,40.4217641,-74.4328211
674,Washington - West Caldwell,New Jersey,Essex,54,100,,,,40.8531954,-74.2769567
675,Washington 2,New Jersey,Passaic,72,100,,,,40.8648685,-74.1169962
676,Watchung Elementary,New Jersey,Middlesex,64,100,,,,40.8278969,-74.2052301
677,Waterfront Montessori,New Jersey,Hudson,28,100,,,,40.7124769,-74.0396267
678,Wesley D. Tisdale Elementary,New Jersey,Bergen,90,100,,,,41.065216,-74.137587
679,West Avenue,New Jersey,Cumberland,64,100,,,,39.4343451,-75.245254
680,West End Memorial,New Jersey,Gloucester,55,100,,,,39.8343225,-75.16214
681,West New York P.S. 1,New Jersey,Hudson,118,100,,,,40.7916783,-74.0162723
682,West New York P.S. 3,New Jersey,Hudson,84,100,,,,40.7872097,-74.022267
683,West New York P.S. 4,New Jersey,Hudson,103,100,,,,40.7907802,-74.0115242
684,West New York P.S. 5,New Jersey,Hudson,102,100,,,,40.7840293,-74.0155985
685,Westfield Area Y Preschool,New Jersey,Union,18,100,,,,40.6544949,-74.3445883
686,Westfield Day Care Center,New Jersey,Union,17,100,,,,40.6462403,-74.3541182
687,Westfield Friends,New Jersey,Burlington,12,100,,,,39.994931,-74.991883
688,Westminster Nursery,New Jersey,Union,43,100,,,,40.6687488,-74.4388304
689,Westmoreland,New Jersey,Bergen,43,100,,,,40.9405409,-74.1334506
690,Whitney Houston Academy,New Jersey,Essex,18,100,,,,40.7808816,-74.2111916
691,Whittier,New Jersey,Bergen,19,100,,,,40.9056359,-74.0161311
692,Willard Elementary,New Jersey,Bergen,67,100,,,,40.9978387,-74.1223963
693,William P. Tatem,New Jersey,Camden,35,100,,,,39.9196645,-75.0663697
694,Wilson,New Jersey,Essex,30,100,,,,40.8758508,-74.0826085
695,Wilson Avenue,New Jersey,Essex,132,100,,,,40.727448,-74.154621
696,Windsor Bergen Academy and R.I.S.E.,New Jersey,Bergen,5,100,,,,40.9778964,-74.1206234
697,Windsor Montessori,New Jersey,Mercer,7,100,,,,40.279301,-74.6657614
698,Winslow Township 2,New Jersey,Camden,65,100,,,,39.7170642,-74.9159897
699,Woodbine Elementary,New Jersey,Cape May,31,100,,,,39.2350057,-74.8168563
700,Woodbine Elementary 23,New Jersey,Middlesex,101,100,,,,40.5885037,-74.2828611
701,Woodbury Heights Elementary,New Jersey,Gloucester,28,100,,,,39.8163327,-75.1506084
702,Woodland Avenue Elementary,New Jersey,Morris,81,100,,,,40.7838788,-74.4637151
703,Woodland Elementary,New Jersey,Union,43,100,,,,40.623587,-74.404467
704,Woodlynne Public,New Jersey,Camden,37,100,,,,39.9190046,-75.0941849
705,Woodrow Wilson - Bayonne,New Jersey,Hudson,66,100,,,,40.6887908,-74.1029572
706,Woodside,New Jersey,Bergen,54,100,,,,41.0326607,-74.0116414
707,Wyckoff Christian Preschool and Kindergarten,New Jersey,Bergen,10,100,,,,40.9998484,-74.175589
708,Yardville Heights Elementary,New Jersey,Mercer,38,100,,,,40.186809,-74.6855965
709,Yavneh Academy,New Jersey,Bergen,72,100,,,,40.930449,-74.066213
710,Yellow Duck Preparatory,New Jersey,Monmouth,18,100,,,,40.3171941,-74.3386683
711,Yeshivat He'Atid,New Jersey,Bergen,63,100,,,,40.9043393,-74.0036774
712,Yeshivat Noam,New Jersey,Bergen,61,100,,,,40.9311383,-74.0762354
713,Yorkship,New Jersey,Camden,40,100,,,,39.9047352,-75.1051315
714,Young World Day,New Jersey,Bergen,6,100,,,,41.0402499,-74.1632886
715,Zadie's Nurturing Den,New Jersey,Union,6,100,,,,40.7145177,-74.3545571
716,Zadie's of the Oranges,New Jersey,Essex,8,100,,,,40.7597515,-74.2274245
717,Millbridge Elementary,New Jersey,Burlington,197,99.5,,0.5,,40.0088268,-74.9418289
718,"Dr. Charles R. Smith, Jr. Early Childhood Center",New Jersey,Bergen,180,99.4,,,,40.8473021,-73.9965427
719,Dr. Herbert N. Richardson-21st Century,New Jersey,Middlesex,160,99.4,,,,40.5123829,-74.2774868
720,Passaic 16,New Jersey,Passaic,182,99.4,,0.6,,40.8605409,-74.1263615
721,Thomas Jefferson,New Jersey,Morris,168,99.4,,,,40.7864884,-74.4801531
722,Ann Street Annex,New Jersey,Essex,141,99.3,,,,40.723217,-74.156104
723,J. Harvey Rodgers,New Jersey,Gloucester,137,99.3,,0.7,,39.7055664,-75.1289069
724,Jersey City P.S. 23 Duncan Annex,New Jersey,Hudson,142,99.3,,0.7,,40.7345207,-74.0680955
725,P.S. 17 Joseph H. Brensinger,New Jersey,Hudson,152,99.3,,,,40.7210688,-74.0722853
726,Paterson Charter for Science and Technology - K-1,New Jersey,Passaic,139,99.3,,0.7,,40.8956605,-74.1552245
727,Rosa Parks Central Community,New Jersey,Essex,147,99.3,,0.7,,40.7733367,-74.2318879
728,Dwight D. Eisenhower Elementary - Piscataway,New Jersey,Middlesex,120,99.2,,,,40.5627775,-74.4534586
729,Emma Arleth Elementary,New Jersey,Middlesex,118,99.2,,0.8,,40.4685236,-74.30398
730,Harry S. Truman,New Jersey,Middlesex,128,99.2,,,,40.4737751,-74.3075376
731,Yeshiva Ktana of Passaic-Boys,New Jersey,Passaic,130,99.2,,,,40.8409789,-74.1349149
732,Antheil Elementary,New Jersey,Mercer,107,99.1,,0.9,,40.2725515,-74.7673367
733,Briarwood Elementary,New Jersey,Morris,116,99.1,,0.9,,40.7788917,-74.3846496
734,Cordero Community PS 37,New Jersey,Hudson,109,99.1,,,,40.7278778,-74.0430045
735,"Dr. Martin Luther King, Jr. P.S. 11",New Jersey,Hudson,107,99.1,,0.9,,40.7291511,-74.0649822
736,Irving Primary,New Jersey,Middlesex,115,99.1,,,,40.5021425,-74.4174232
737,Jotham W. Wakeman #6,New Jersey,Hudson,113,99.1,,,,40.7360656,-74.0551284
738,Juan Pablo Durte-Jose Julian Marti 28,New Jersey,Union,107,99.1,,0.9,,40.6465619,-74.1889494
739,Memorial Elementary - Montvale,New Jersey,Bergen,108,99.1,,0.9,,41.0419821,-74.0349762
740,Midtown Community,New Jersey,Hudson,114,99.1,0.9,,,40.6671813,-74.1233735
741,Paterson Public 15,New Jersey,Passaic,107,99.1,,,,40.9114645,-74.160827
742,The Florence L. Walther,New Jersey,Burlington,109,99.1,,0.9,,39.9682137,-74.8078508
743,A. P. Morris Early Childhood Center,New Jersey,Union,202,99,,0.5,,40.6916748,-74.2211424
744,Central Early Childhood Center,New Jersey,Gloucester,206,99,,0.5,,39.8264378,-75.124111
745,Clifton E. Lawrence,New Jersey,Sussex,104,99,,1,,41.2305434,-74.6067418
746,Elizabeth Avenue,New Jersey,Somerset,103,99,,1,,40.5418704,-74.5339202
747,H. Ashton Marsh Elementary,New Jersey,Atlantic,103,99,,1,,39.436838,-74.4946817
748,Holly Hills,New Jersey,Burlington,103,99,,1,,40.0017514,-74.8075497
749,J. Ackerman Coles Elementary,New Jersey,Union,105,99,,1,,40.624973,-74.3811063
750,John V. B. Wicoff Elementary,New Jersey,Middlesex,105,99,,,,40.3330728,-74.593875
751,Marion T. Bedwell Elementary,New Jersey,Somerset,103,99,,1,,40.7320518,-74.5701279
752,Passaic Arts and Science Charter - Clifton,New Jersey,Passaic,99,99,,1,,40.8791671,-74.1270562
753,Washington Elementary - Union,New Jersey,Union,98,99,,1,,40.6812009,-74.2631435
754,Wilson Primary Center,New Jersey,Union,98,99,,1,,40.7140771,-74.3773352
755,Woodbrook ElementarySchool,New Jersey,Middlesex,96,99,,1,,40.5574159,-74.3776183
756,Blackwood Elementary,New Jersey,Camden,91,98.9,,1.1,,39.8044275,-75.0586506
757,Center Square,New Jersey,Gloucester,91,98.9,1.1,,,39.7558919,-75.3562615
758,College Achieve Public Charter - Central Grades K-1,New Jersey,Somerset,89,98.9,,,,40.6333944,-74.4041481
759,Deans,New Jersey,Middlesex,88,98.9,,1.1,,40.4010041,-74.5109215
760,Freehold Learning Center,New Jersey,Monmouth,93,98.9,,1.1,,40.2665499,-74.2649632
761,Haledon Public,New Jersey,Passaic,90,98.9,1.1,,,40.9328177,-74.1890949
762,Huber Street,New Jersey,Hudson,89,98.9,,1.1,,40.798297,-74.0581063
763,Joseph Battin 4,New Jersey,Union,94,98.9,,,,40.6571428,-74.2148143
764,KATZ Dalsey Academy,New Jersey,Camden,88,98.9,,,,39.9533113,-75.0831721
765,Memorial Elementary - East Brunswick,New Jersey,Middlesex,89,98.9,,1.1,,40.4337712,-74.419449
766,Menlo Park Elementary,New Jersey,Middlesex,94,98.9,,,,40.5623297,-74.3526309
767,Mill Lake,New Jersey,Middlesex,90,98.9,,,,40.3683178,-74.380923
768,North Star Academy - Alexander Street Elementary,New Jersey,Essex,90,98.9,,1.1,,40.7439507,-74.2249708
769,North Star Academy - Elementary #6,New Jersey,Essex,89,98.9,,1.1,,40.7477724,-74.195721
770,Oak Knoll Elementary,New Jersey,Gloucester,89,98.9,,,,39.6821679,-74.9967257
771,Oradell Public,New Jersey,Bergen,88,98.9,,1.1,,40.9534004,-74.0350124
772,Pine Beach Elementary,New Jersey,Ocean,88,98.9,,1.1,,39.9351684,-74.1794945
773,Piners Elementary,New Jersey,Ocean,176,98.9,,0.6,,40.1027855,-74.1734918
774,Riverside Elementary,New Jersey,Mercer,88,98.9,,,,40.0340091,-74.9560979
775,Silver Bay Elementary,New Jersey,Ocean,93,98.9,,1.1,,40.0076675,-74.1397047
776,South Valley,New Jersey,Burlington,89,98.9,,1.1,,39.9667083,-74.9294591
777,Strathmore Elementary,New Jersey,Monmouth,94,98.9,,1.1,,40.4040543,-74.2139667
778,West End,New Jersey,Somerset,89,98.9,,,,40.612473,-74.447684
779,Wilson Elementary,New Jersey,Middlesex,94,98.9,,1.1,,40.8365163,-74.3029754
780,Aletta Crichton Elementary,New Jersey,Burlington,85,98.8,,1.2,,39.9547011,-74.5918653
781,Berkley Street Elementary,New Jersey,Bergen,81,98.8,,1.2,,40.927506,-74.0231268
782,Bryant Elementary,New Jersey,Bergen,170,98.8,,1.2,,40.904273,-73.997243
783,D'Ippolito Elementary,New Jersey,Cumberland,80,98.8,,1.2,,39.5079468,-75.0076326
784,Dutch Neck,New Jersey,Mercer,161,98.8,,0.6,,40.2811572,-74.6095546
785,Foundation Academy Charter,New Jersey,Mercer,84,98.8,,1.2,,40.2238911,-74.7769463
786,Francis Lore Elementary,New Jersey,Mercer,83,98.8,,1.2,,40.2781571,-74.8366073
787,Franklin Elementary - Rahway,New Jersey,Union,82,98.8,,1.2,,40.617889,-74.28232
788,George C. Baker Elementary,New Jersey,Burlington,84,98.8,,1.2,,39.9690605,-74.9568087
789,Hammonton Early Childhood Education Center,New Jersey,Atlantic,166,98.8,,,,39.6506294,-74.805129
790,Ironia Elementary,New Jersey,Morris,80,98.8,,1.2,,40.83343,-74.6126597
791,J.W. Lilley,New Jersey,Camden,83,98.8,,1.2,,39.754839,-75.0009731
792,Lafayette-Pershing,New Jersey,Salem,170,98.8,,1.2,,39.714654,-75.4701948
793,Langston Hughes,New Jersey,Essex,81,98.8,,1.2,,40.7529884,-74.221739
794,Lenape Meadows Elementary,New Jersey,Bergen,80,98.8,,1.2,,41.0859793,-74.1630928
795,Linden 2,New Jersey,Union,87,98.8,,1.2,,40.6346992,-74.2670988
796,Lindenwold 4,New Jersey,Camden,161,98.8,0.6,,,39.8237566,-74.9768359
797,Paterson P.S. 10,New Jersey,Passaic,84,98.8,,,,40.9273163,-74.1607631
798,Seth Boyden Elementary,New Jersey,Essex,83,98.8,,1.2,,40.721463,-74.2543401
799,Smithville Elementary,New Jersey,Atlantic,80,98.8,,1.2,,39.4901228,-74.4757574
800,Taylor Mills,New Jersey,Monmouth,85,98.8,,,,40.3020084,-74.3430277
801,Warren Point Elementary,New Jersey,Bergen,86,98.8,,1.2,,40.9248939,-74.1060758
802,Woods Road Elementary,New Jersey,Somerset,80,98.8,,,,40.4718759,-74.6071346
803,Cold Springs Elementary and Preschool,New Jersey,Camden,151,98.7,,1.3,,39.8872016,-75.114391
804,Flocktown-Kossmann Elementary,New Jersey,Morris,79,98.7,,1.3,,40.8103907,-74.8033138
805,Green-Fields Elementary,New Jersey,Gloucester,79,98.7,,1.3,,39.8157863,-75.1705133
806,Harrison Township Elementary,New Jersey,Gloucester,159,98.7,,1.3,,39.746038,-75.223562
807,Hatikvah International Academy Charter,New Jersey,Middlesex,75,98.7,,1.3,,40.4062124,-74.4183404
808,Horbelt Elementary,New Jersey,Ocean,76,98.7,,1.3,,39.7569619,-74.2328941
809,Kelly Elementary,New Jersey,Essex,75,98.7,1.3,,,40.8074218,-74.2622239
810,Kindergarten Success Academy,New Jersey,Union,225,98.7,,0.4,,40.6576949,-74.2605373
811,New Albany Elementary,New Jersey,Burlington,158,98.7,,1.3,,39.9965526,-74.9722171
812,Orchard Hill Elementary,New Jersey,Somerset,231,98.7,,0.9,,40.4202963,-74.6741151
813,Paterson P.S. 21,New Jersey,Passaic,79,98.7,,,,40.9241123,-74.1515528
814,Prospect Park 1,New Jersey,Passaic,75,98.7,,,,40.9370428,-74.1743111
815,Saint Joseph,New Jersey,Middlesex,78,98.7,,,,40.5517569,-74.3754654
816,South River Primary,New Jersey,Middlesex,155,98.7,,0.6,,40.4406558,-74.3850079
817,Springville Elementary,New Jersey,Burlington,79,98.7,,1.3,,39.9357912,-74.8684438
818,Valley Road,New Jersey,Union,77,98.7,,1.3,,40.9161795,-74.7054639
819,Washington Community,New Jersey,Hudson,75,98.7,,1.3,,40.6067233,-74.4296631
820,Whitman Elementary,New Jersey,Gloucester,78,98.7,,1.3,,39.7496183,-75.0365421
821,Wildwood Elementary,New Jersey,Morris,78,98.7,,1.3,,40.8942142,-74.4325073
822,Barley Sheaf,New Jersey,Hunterdon,69,98.6,,1.4,,40.496767,-74.826928
823,Central Jersey College Prep Charter,New Jersey,Somerset,72,98.6,,,,40.5137916,-74.5659178
824,Chittick Elementary,New Jersey,Middlesex,73,98.6,,1.4,,40.4261229,-74.3752349
825,Clarendon #4 D.S.,New Jersey,Hudson,73,98.6,,1.4,,40.7907416,-74.0666591
826,Clifton 11,New Jersey,Passaic,73,98.6,,1.4,,40.8847898,-74.1391806
827,Clifton 5,New Jersey,Passaic,73,98.6,,1.4,,40.8938381,-74.1749743
828,David Abbott Early Learning Center,New Jersey,Monmouth,138,98.6,,1.4,,40.3686881,-74.2622786
829,Discovery,New Jersey,Burlington,143,98.6,,1.4,,40.0492264,-74.5809466
830,Dorchester Elementary,New Jersey,Bergen,69,98.6,,1.4,,41.0250764,-74.0595498
831,Elementary 2,New Jersey,Union,69,98.6,,1.4,,40.6219828,-74.2376364
832,Gilbert Avenue,New Jersey,Bergen,71,98.6,,1.4,,40.9102571,-74.1247759
833,Golden Door Charter,New Jersey,Hudson,71,98.6,,1.4,,40.7371838,-74.0622884
834,Hartshorn Elementary,New Jersey,Essex,69,98.6,,1.4,,40.7332019,-74.3414783
835,John C. Milanesi,New Jersey,Atlantic,73,98.6,,1.4,,39.5062797,-74.9106925
836,John Glenn Elementary,New Jersey,Camden,74,98.6,,1.4,,39.7772411,-74.979131
837,Joseph J. Catena Elementary,New Jersey,Monmouth,73,98.6,,1.4,,40.263528,-74.2398503
838,Lafayette Estates # 25,New Jersey,Middlesex,71,98.6,,1.4,,40.5470556,-74.315147
839,"Lincoln Elementary, PreK, Kindergarten - North Bergen",New Jersey,Hudson,421,98.6,,1.2,,40.7949136,-74.0194545
840,Littleton,New Jersey,Morris,69,98.6,,1.4,,40.859037,-74.4600995
841,Middletown Village Elementary,New Jersey,Monmouth,72,98.6,,1.4,,40.3971261,-74.1230979
842,Robert Morris 18,New Jersey,Union,70,98.6,,1.4,,40.6840632,-74.2106559
843,Town Center Elementary,New Jersey,Middlesex,146,98.6,,0.7,,40.333607,-74.5820403
844,Washington - Kearny,New Jersey,Hudson,69,98.6,,,,40.7555203,-74.1588608
845,Bais Rivka Rochel,New Jersey,Ocean,134,98.5,,0.8,,40.080216,-74.214879
846,Ben Franklin Elementary,New Jersey,Camden,68,98.5,,1.5,,40.2771778,-74.7202276
847,Bradford Elementary,New Jersey,Essex,68,98.5,,,,40.8542555,-74.2009651
848,Cambridge Elementary,New Jersey,Middlesex,67,98.5,,,,40.4183384,-74.5636324
849,Cherry Street,New Jersey,Cumberland,67,98.5,,1.5,,39.4191659,-75.2199807
850,Garfield,New Jersey,Hudson,67,98.5,,,,40.7646749,-74.153164
851,Hawthorne Park Elementary,New Jersey,Burlington,66,98.5,,1.5,,40.0362197,-74.8714987
852,Joseph C. Shaner,New Jersey,Atlantic,267,98.5,0.8,0.8,,39.4536626,-74.72333
853,Lafayette Street,New Jersey,Essex,132,98.5,,,,40.729701,-74.163253
854,Langtree Elementary,New Jersey,Mercer,66,98.5,,,,40.2239956,-74.6781932
855,Lillian M. Dunfee Elementary,New Jersey,Ocean,68,98.5,,1.5,,39.748617,-74.242759
856,Lincoln Annex - Fairview,New Jersey,Bergen,136,98.5,,,,40.8130442,-73.9969141
857,Mansfield Township Elementary,New Jersey,Warren,67,98.5,,1.5,,40.7746442,-74.9122046
858,Margaret C. Clifford,New Jersey,Gloucester,195,98.5,,1.5,,39.746427,-75.313649
859,Mount Prospect,New Jersey,Somerset,66,98.5,,1.5,,40.6561778,-74.6227234
860,Scotch Plains One,New Jersey,Union,65,98.5,,,,40.6252509,-74.3579671
861,Triangle,New Jersey,Somerset,66,98.5,,1.5,,40.514909,-74.6484367
862,Victor Mravlag 21,New Jersey,Union,67,98.5,,1.5,,40.6702532,-74.2476032
863,Walnut Street Elementary,New Jersey,Ocean,133,98.5,,0.8,,39.9693018,-74.196318
864,Washington - Lyndhurst,New Jersey,Bergen,66,98.5,,,,40.8006892,-74.1250293
865,Washington - Nutley,New Jersey,Essex,68,98.5,,1.5,,40.8107802,-74.1454196
866,Avon,New Jersey,Camden,63,98.4,,,,39.8802782,-75.0467896
867,Beechwood,New Jersey,Union,63,98.4,,1.6,,40.671563,-74.3686443
868,Ben Porat Yosef,New Jersey,Bergen,63,98.4,,,,40.917419,-74.050913
869,Benjamin Franklin 13,New Jersey,Union,64,98.4,1.6,,,40.6561214,-74.1826202
870,Burnet Hill Elementary,New Jersey,Essex,61,98.4,,1.6,,40.7782161,-74.3333028
871,Cicely L. Tyson Elementary,New Jersey,Essex,62,98.4,1.6,,,40.764012,-74.210664
872,CR Applegate Elementary,New Jersey,Monmouth,62,98.4,,1.6,,40.2799689,-74.2836171
873,E.J. Patten Elementary,New Jersey,Middlesex,189,98.4,,1.6,,40.5173953,-74.2670754
874,Edward H. Bryan,New Jersey,Bergen,64,98.4,,,,40.9445402,-73.9685857
875,Freedom Prep Charter,New Jersey,Camden,63,98.4,,1.6,,39.9288302,-75.108323
876,Kingston Elementary,New Jersey,Camden,64,98.4,,,,39.921007,-74.9887566
877,Lincoln - Nutley,New Jersey,Essex,62,98.4,,1.6,,40.8135209,-74.1706598
878,Lopatcong Township Elementary,New Jersey,Warren,61,98.4,,,,40.7014698,-75.1535391
879,MacAfee Road,New Jersey,Somerset,61,98.4,,,,40.4943006,-74.4987446
880,Magowan Elementary,New Jersey,Burlington,64,98.4,,1.6,,40.0579723,-74.9087571
881,Midtown Community Elementary,New Jersey,Monmouth,61,98.4,,,,40.211467,-74.0196381
882,Mount Pleasant Elementary,New Jersey,Essex,64,98.4,,1.6,,40.7928142,-74.2792774
883,Riker Hill Elementary,New Jersey,Essex,61,98.4,,1.6,,40.8009282,-74.3322978
884,Travell Elementary,New Jersey,Bergen,64,98.4,,,,40.9865578,-74.1031122
885,Washington Elementary,New Jersey,Passaic,62,98.4,,1.6,,40.926252,-73.993064
886,Washington Street,New Jersey,Ocean,61,98.4,,1.6,,39.95509,-74.1712611
887,Betty McElmon Elementary,New Jersey,Monmouth,59,98.3,,1.7,,40.290247,-74.0197611
888,Bradley Elementary,New Jersey,Monmouth,58,98.3,,1.7,,40.2244489,-74.0163443
889,Captain James Lawrence,New Jersey,Burlington,59,98.3,,1.7,,40.0784957,-74.8524267
890,Cornelia F. Bradford #16 Elementary,New Jersey,Hudson,115,98.3,,1.7,,40.714824,-74.038199
891,Dr. William Horton Elementary,New Jersey,Essex,60,98.3,,,,40.759921,-74.187192
892,Early Childhood Development Center,New Jersey,Cape May,59,98.3,,1.7,,39.9375849,-75.1006492
893,Edward V. Walton,New Jersey,Union,179,98.3,1.1,0.6,,40.693145,-74.3270731
894,Eugenio Maria De Hostos Early Childhood Center,New Jersey,Hudson,119,98.3,,1.7,,40.7692143,-74.0393448
895,G. E. Wilson Elementary,New Jersey,Mercer,59,98.3,,,,40.2000014,-74.7207658
896,Jordan Road Elementary,New Jersey,Atlantic,58,98.3,,,,39.319929,-74.607223
897,Kilmer Elementary,New Jersey,Mercer,60,98.3,1.7,,,40.2418657,-74.7914991
898,Lawrence Brook Elementary,New Jersey,Middlesex,60,98.3,,1.7,,40.462638,-74.417353
899,Oak Street,New Jersey,Somerset,60,98.3,,1.7,,40.7052401,-74.5525731
900,Oakview Elementary,New Jersey,Gloucester,59,98.3,,1.7,,39.8526093,-75.1568476
901,Radix Elementary,New Jersey,Gloucester,118,98.3,,0.8,,39.6905877,-74.9786851
902,Randolphville Elementary,New Jersey,Middlesex,119,98.3,,1.7,,40.5464778,-74.4498941
903,Roosevelt Elementary,New Jersey,Union,60,98.3,,8,,40.7955105,-74.1217195
904,Roosevelt Elementary - New Brunswick,New Jersey,Middlesex,115,98.3,,,,40.4911211,-74.4471189
905,Sharon,New Jersey,Mercer,179,98.3,,1.7,,40.213276,-74.576718
906,Spruce Street,New Jersey,Ocean,237,98.3,,0.8,,40.0696643,-74.2131964
907,Taylor Street,New Jersey,Warren,58,98.3,1.7,,,40.760876,-74.9797814
908,Theodore Roosevelt - Union,New Jersey,Hudson,116,98.3,,0.9,,40.7767418,-74.0153776
909,Washington - Lodi,New Jersey,Bergen,58,98.3,,1.7,,40.8735179,-74.0850826
910,Anna L. Klein,New Jersey,Hudson,110,98.2,,0.9,,40.7938186,-74.0083331
911,Belleville 3,New Jersey,Essex,57,98.2,,1.8,,40.7936744,-74.1500469
912,Belleville 5,New Jersey,Essex,55,98.2,,1.8,,40.8026814,-74.1563379
913,Conerly Road Elementary,New Jersey,Somerset,57,98.2,,1.8,,40.504869,-74.4942258
914,Daniel Webster #2,New Jersey,Hudson,109,98.2,,1.8,,40.7686519,-74.0281296
915,Dr. Antonia Pantoja #27,New Jersey,Union,112,98.2,,0.9,,40.6734212,-74.222243
916,Dudley Elementary,New Jersey,Camden,57,98.2,,1.8,,39.9448358,-75.092756
917,George Washington Academy 1,New Jersey,Union,57,98.2,,,,40.6518091,-74.1894096
918,Harmony Elementary,New Jersey,Monmouth,57,98.2,,1.8,,40.4088589,-74.1054801
919,Hawes Elementary,New Jersey,Bergen,57,98.2,,1.8,,40.9595131,-74.1044972
920,Kirby's Mill Elementary,New Jersey,Burlington,57,98.2,,,,39.9048929,-74.8490623
921,Lincoln - Hasbrouck Heights,New Jersey,Bergen,56,98.2,,1.8,,40.8569525,-74.0792869
922,Mount Pleasant - West Orange,New Jersey,Essex,57,98.2,,1.8,,40.7895112,-74.2596974
923,North Boulevard Elementary,New Jersey,Morris,54,98.2,,1.8,,40.9742326,-74.3047537
924,Norwood Public,New Jersey,Bergen,54,98.2,,1.8,,40.994717,-73.9618517
925,Reverend George A Brown Memorial,New Jersey,Sussex,55,98.2,,1.8,,41.0332228,-74.665227
926,Richard Stockton Elementary,New Jersey,Camden,56,98.2,,1.8,,39.8962019,-74.9617178
927,Roberge Elementary,New Jersey,Bergen,54,98.2,,,,40.9935761,-74.0108704
928,Signal Hill,New Jersey,Camden,57,98.2,,1.8,,39.8306789,-74.9237087
929,Cherry Hill,New Jersey,Bergen,104,98.1,,1.9,,40.9206476,-74.036261
930,Clifton PS #14,New Jersey,Passaic,53,98.1,,,,40.8561869,-74.1655119
931,Dr. Martin Luther King Junior,New Jersey,Atlantic,53,98.1,,,,39.3711807,-74.4397559
932,Dr. Orlando Edreira Academy 26,New Jersey,Union,52,98.1,,1.9,,40.6531232,-74.2258243
933,Haleyville-Mauricetown,New Jersey,Cumberland,52,98.1,,1.9,,39.2829749,-75.0238464
934,J.P. Faber Elementary,New Jersey,Middlesex,107,98.1,,,,40.5823581,-74.4678345
935,James W. Alexander Elementary,New Jersey,Mercer,53,98.1,,1.9,,40.2175595,-74.6543156
936,Lenox,New Jersey,Passaic,53,98.1,,,,41.0035482,-74.2897619
937,Lincoln Elementary,New Jersey,Morris,52,98.1,,1.9,,40.91764,-74.00757
