index,state,year,name,type,city,enroll,mmr,lat,lng
477,Pennsylvania,2017,Corry Area Primary,,Corry,153,99.3,41.9280817,-79.6374082
478,Pennsylvania,2017,Lauers Park Elementary,,Reading,148,99.3,40.3399605,-75.9328967
479,Pennsylvania,2017,Maple Ridge Elementary,,Somerset,149,99.3,40.0031799,-79.0992915
480,Pennsylvania,2017,Mid Valley Elementary Center,,Throop,137,99.3,41.4471678,-75.6036225
481,Pennsylvania,2017,Moore J Hampton,,Philadelphia,150,99.3,40.0492029,-75.0770009
482,Pennsylvania,2017,Pine Road Elementary,,Huntingdon Valley,147,99.3,40.1380285,-75.028947
483,Pennsylvania,2017,W.G. Rice Elementary,,Mount Holly Springs,146,99.3,40.1300803,-77.193539
484,Pennsylvania,2017,Washington Park Elementary,,Washington,152,99.3,40.1671045,-80.225097
485,Pennsylvania,2017,West Oak Lane Cs,,Philadelphia,134,99.3,40.0595479,-75.1633849
486,Pennsylvania,2017,Kindergarten Academy,,Prospect Park,254,99.2,39.8874021,-75.3041194
487,Pennsylvania,2017,Lower Nazareth Elementary,,Nazareth,353,99.2,40.7059528,-75.3357498
488,Pennsylvania,2017,Muse Elementary,,Muse,129,99.2,40.292082,-80.1980547
489,Pennsylvania,2017,North Schooluylkill Elem,,Ashland,127,99.2,40.7717529,-76.2915359
490,Pennsylvania,2017,Pfeiffer-Burleigh,,Erie,124,99.2,42.1261575,-80.0761917
491,Pennsylvania,2017,Pittsburgh Colfax K-8,,Pittsburgh,120,99.2,40.4331215,-79.9153733
492,Pennsylvania,2017,Rainbow Elementary,,Coatesville,121,99.2,39.9865507,-75.8552707
493,Pennsylvania,2017,Sara Lindemuth Elementary,,Harrisburg,262,99.2,40.3008027,-76.8464556
494,Pennsylvania,2017,Sixteenth & Haak Elementary,,Reading,123,99.2,40.3308654,-75.905143
495,Pennsylvania,2017,Aliquippa Elementary,,Aliquippa,109,99.1,40.6088528,-80.2781378
496,Pennsylvania,2017,Charleroi Area Elementary Center,,Charleroi,107,99.1,40.1575901,-79.9230909
497,Pennsylvania,2017,Cochran Primary,,Williamsport,108,99.1,41.2539818,-77.0109001
498,Pennsylvania,2017,Glen Acres Elementary,,West Chester,110,99.1,39.968094,-75.5656737
499,Pennsylvania,2017,Mastery Cs-Smedley Campus,,Philadelphia,114,99.1,40.0197036,-75.076167
500,Pennsylvania,2017,Montour Elementary,,McKees Rocks,226,99.1,40.4659277,-80.1207222
501,Pennsylvania,2017,New Brighton Area Elementary,,New Brighton,114,99.1,40.7364407,-80.3016937
502,Pennsylvania,2017,Pine Grove Elementary,,Pine Grove,113,99.1,40.5601034,-76.3809324
503,Pennsylvania,2017,Ringgold Elementary School South,,Monongahela,116,99.1,40.1726082,-79.9111539
504,Pennsylvania,2017,Stewartsville Elementary,,North Huntingdon,110,99.1,40.3443636,-79.7663247
505,Pennsylvania,2017,Brooke Elementary,,Royersford,103,99,40.196368,-75.5368136
506,Pennsylvania,2017,Chatham Park Elementary,,Havertown,103,99,39.975849,-75.2981651
507,Pennsylvania,2017,Edgewood Elementary,,Pittsburgh,97,99,40.4329817,-79.8831409
508,Pennsylvania,2017,Eisenhower Elementary,,Pittsburgh,100,99,40.349593,-80.062368
509,Pennsylvania,2017,Fogelsville,,Breinigsville,99,99,40.5679462,-75.6161714
510,Pennsylvania,2017,Franklin Towne Charter Elementary,,Philadelphia,105,99,39.9961006,-75.0754647
511,Pennsylvania,2017,Fred J. Jaindl Elementary,,Breinigsville,102,99,40.5500632,-75.6171449
512,Pennsylvania,2017,Hiram W Dodd Elementary,,Allentown,97,99,40.5790795,-75.4620054
513,Pennsylvania,2017,Holme Thomas,,Philadelphia,101,99,40.0553465,-75.0089051
514,Pennsylvania,2017,John G Whittier #2,,Scranton,105,99,41.399084,-75.6578
515,Pennsylvania,2017,Ohara Elementary,,Pittsburgh,97,99,40.515515,-79.863777
516,Pennsylvania,2017,Paul V Fly Elementary,,Norristown,104,99,40.1576485,-75.3593451
517,Pennsylvania,2017,Rice Elementary,,Mountain Top,96,99,41.1450597,-75.971542
518,Pennsylvania,2017,Shady Grove Elementary,,Ambler,103,99,40.1461287,-75.2542467
519,Pennsylvania,2017,Summitview Elementary,,Waynesboro,99,99,39.7464941,-77.5647783
520,Pennsylvania,2017,Tenth & Green Elementary,,Reading,101,99,40.3423435,-75.9183947
521,Pennsylvania,2017,Upper Darby Kdg Ctr,,Drexel Hill,618,99,39.9546632,-75.2992619
522,Pennsylvania,2017,Wilkins Elementary,,Pittsburgh,98,99,40.4301023,-79.8274924
523,Pennsylvania,2017,Wilson Elementary,,Imperial,98,99,40.4442535,-80.2673266
524,Pennsylvania,2017,Barton Clara,,Philadelphia,268,98.9,40.0203849,-75.1198757
525,Pennsylvania,2017,Bentworth Elementary Center,,Bentleyville,87,98.9,40.1233592,-80.0201354
526,Pennsylvania,2017,Burchfield Primary,,Allison Park,89,98.9,40.5472247,-79.9430037
527,Pennsylvania,2017,Cheltenham Elementary,,Cheltenham,93,98.9,40.0597972,-75.107742
528,Pennsylvania,2017,Clarke Elementary Center,,Pottsville,174,98.9,40.684075,-76.216835
529,Pennsylvania,2017,Fishing Creek Elementary,,Lewisberry,87,98.9,40.1777783,-76.8380225
530,Pennsylvania,2017,Hambright Elementary,,Lancaster,92,98.9,40.0188945,-76.3879117
531,Pennsylvania,2017,Hopewell Elementary,,Center Valley,91,98.9,40.537315,-75.426073
532,Pennsylvania,2017,Kipp West Philadelphia Cs,,Philadelphia,95,98.9,39.9258215,-75.227803
533,Pennsylvania,2017,Mahanoy Area Elementary,,Mahanoy City,92,98.9,40.8098386,-76.1502893
534,Pennsylvania,2017,Mckinley,,Elkins Park,88,98.9,40.0812878,-75.1055416
535,Pennsylvania,2017,Mt Penn Primary Ctr,,Reading,93,98.9,40.3301135,-75.8874718
536,Pennsylvania,2017,Pleasant Valley Elementary,,Altoona,89,98.9,40.493602,-78.4026637
537,Pennsylvania,2017,Pollock Robert B,,Philadelphia,89,98.9,40.0602604,-75.0271621
538,Pennsylvania,2017,Selinsgrove Area Elementary,,Selinsgrove,189,98.9,40.8078164,-76.8680119
539,Pennsylvania,2017,Shenandoah Valley Jshs,,Shenandoah,87,98.9,40.8190793,-76.2113355
540,Pennsylvania,2017,South St Marys Street Elementary,,Saint Marys,92,98.9,41.42453,-78.5620039
541,Pennsylvania,2017,Swarthmore-Rutledge,,Swarthmore,92,98.9,39.9052891,-75.346715
542,Pennsylvania,2017,Valley El/Ms,,Sugarloaf,90,98.9,40.9885447,-76.0752688
543,Pennsylvania,2017,Bellefonte Elementary,,Bellefonte,82,98.8,40.9154605,-77.7794437
544,Pennsylvania,2017,Blairsville Elementary,,Blairsville,80,98.8,40.4505432,-79.2188629
545,Pennsylvania,2017,Centerville Elementary,,Lancaster,80,98.8,40.065941,-76.391711
546,Pennsylvania,2017,Cornwall Elementary,,Cornwall,84,98.8,40.275523,-76.414289
547,Pennsylvania,2017,Crestview Elementary,,Carlisle,81,98.8,40.2248286,-77.193806
548,Pennsylvania,2017,Donaldson Elem,,Oakdale,82,98.8,40.4184327,-80.2319824
549,Pennsylvania,2017,Freeland El/Ms,,Freeland,81,98.8,41.0213001,-75.8924256
550,Pennsylvania,2017,Gladwyne,,Gladwyne,84,98.8,40.034147,-75.278538
551,Pennsylvania,2017,Haine Elementary,,Cranberry Twp,167,98.8,40.6951752,-80.1281903
552,Pennsylvania,2017,Hamilton Elementary,,Lancaster,81,98.8,40.0209848,-76.3177759
553,Pennsylvania,2017,Jackson,,York,80,98.8,39.953455,-76.7188979
554,Pennsylvania,2017,Jefferson Elementary,,Jefferson Hills,80,98.8,40.297039,-79.932747
555,Pennsylvania,2017,Jefferson Elementary,,Erie,80,98.8,42.1043302,-80.0627474
556,Pennsylvania,2017,Joanna Connell,,Erie,86,98.8,42.1173056,-80.0277788
557,Pennsylvania,2017,Kane Area Elementary,,Kane,83,98.8,41.6551896,-78.8129031
558,Pennsylvania,2017,Keystone Academy Charter,,Philadelphia,84,98.8,40.0274814,-75.0440146
559,Pennsylvania,2017,Kratzer,,Allentown,85,98.8,40.6209167,-75.5155956
560,Pennsylvania,2017,Lorane Elementary,,Reading,85,98.8,40.2916839,-75.852732
561,Pennsylvania,2017,Margaret Ross Elementary,,Aliquippa,86,98.8,40.5922359,-80.2605386
562,Pennsylvania,2017,Mcclellan Elementary,,Pittsburgh,82,98.8,40.3298028,-79.970427
563,Pennsylvania,2017,Ray S. Musselman Learning Center,,Norristown,248,98.8,40.1132281,-75.3230278
564,Pennsylvania,2017,Reynolds Elementary,,Greenville,84,98.8,41.3371081,-80.3952273
565,Pennsylvania,2017,Shafer Elementary,,Nazareth,164,98.8,40.7405372,-75.3009354
566,Pennsylvania,2017,Skippack Elementary,,Collegeville,83,98.8,40.2144152,-75.4177845
567,Pennsylvania,2017,Spring Garden Elementary,,Bethlehem,80,98.8,40.6473752,-75.3597377
568,Pennsylvania,2017,West Bradford Elementary,,Downingtown,85,98.8,39.9717893,-75.7421459
569,Pennsylvania,2017,Alliance For Progress Cs,,Philadelphia,76,98.7,39.9798443,-75.1654473
570,Pennsylvania,2017,Apollo-Ridge Elem,,Spring Church,77,98.7,40.6031717,-79.4759895
571,Pennsylvania,2017,Asbury Elementary,,Fairview,75,98.7,42.0450695,-80.1705918
572,Pennsylvania,2017,Caley Elementary,,King of Prussia,79,98.7,40.1064909,-75.3873216
573,Pennsylvania,2017,Chartiers Valley Primary,,Bridgeville,301,98.7,40.3815668,-80.1068264
574,Pennsylvania,2017,Cornwall Terrace Elementary,,West Lawn,78,98.7,40.3171955,-76.0113022
575,Pennsylvania,2017,Cornwells Elementary,,Bensalem,77,98.7,40.0836991,-74.9516667
576,Pennsylvania,2017,Enders-Fisherville Elementary,,Halifax,75,98.7,40.4963629,-76.8521748
577,Pennsylvania,2017,First Philadelphia Preparatory Charter,,Philadelphia,155,98.7,40.0073134,-75.0819726
578,Pennsylvania,2017,Foot Of Ten Elementary,,Duncansville,76,98.7,40.4190459,-78.4480236
579,Pennsylvania,2017,Fort Washington Elementary,,Fort Washington,75,98.7,40.1482188,-75.2018673
580,Pennsylvania,2017,French Creek Elementary,,Pottstown,75,98.7,40.165875,-75.687881
581,Pennsylvania,2017,Highland Elementary,,Camp Hill,76,98.7,40.2297757,-76.898164
582,Pennsylvania,2017,Honey Brook Elementary Center,,Honey Brook,78,98.7,40.088374,-75.920225
583,Pennsylvania,2017,Ithan Elementary,,Bryn Mawr,75,98.7,40.0081042,-75.3621318
584,Pennsylvania,2017,Kissel Hill Elementary,,Lititz,77,98.7,40.140258,-76.2957803
585,Pennsylvania,2017,Martin,,New Kensington,159,98.7,40.5629863,-79.7448467
586,Pennsylvania,2017,Oaks Elementary,,Oaks,78,98.7,40.1425874,-75.4649312
587,Pennsylvania,2017,Overlook,,Abington,78,98.7,40.130766,-75.1113913
588,Pennsylvania,2017,Parkway Manor,,Allentown,79,98.7,40.593847,-75.5499368
589,Pennsylvania,2017,Perry Elementary,,Erie,75,98.7,42.1016437,-80.0920962
590,Pennsylvania,2017,Rupert Elementary,,Pottstown,75,98.7,40.2409403,-75.6219908
591,Pennsylvania,2017,Southern Elementary,,Glen Rock,77,98.7,39.7711717,-76.7325787
592,Pennsylvania,2017,Spruance Gilbert,,Philadelphia,149,98.7,40.0376945,-75.07301
593,Pennsylvania,2017,Stewartstown Elementary,,Stewartstown,76,98.7,39.7623152,-76.5893422
594,Pennsylvania,2017,Stony Brook Elementary,,York,152,98.7,39.9950229,-76.6404366
595,Pennsylvania,2017,Sugartown Elementary,,Malvern,77,98.7,40.0181043,-75.5190408
596,Pennsylvania,2017,Titus Elementary,,Warrington,76,98.7,40.2402776,-75.1391784
597,Pennsylvania,2017,Tracy Elementary,,Easton,77,98.7,40.7149263,-75.2524289
598,Pennsylvania,2017,Upper Moreland Primary,,Hatboro,234,98.7,40.1721264,-75.0933981
599,Pennsylvania,2017,York Academy Regional Charter,,York,75,98.7,39.9655688,-76.7309917
600,Pennsylvania,2017,Baker Elementary,,Pittsburgh,73,98.6,40.335212,-80.096524
601,Pennsylvania,2017,Bethel Memorial Elementary,,Bethel Park,70,98.6,40.3238525,-80.0539794
602,Pennsylvania,2017,Cambria Heights Elementary,,Carrolltown,72,98.6,40.6061008,-78.7070521
603,Pennsylvania,2017,Churchville Elementary,,Churchville,72,98.6,40.1927478,-75.0177287
604,Pennsylvania,2017,Discovery Charter,,Philadelphia,69,98.6,39.977122,-75.214046
605,Pennsylvania,2017,Doe Run Elementary,,Manheim,138,98.6,40.1743841,-76.3725489
606,Pennsylvania,2017,Fayetteville Elementary,,Fayetteville,69,98.6,39.9092726,-77.5494053
607,Pennsylvania,2017,Frances Willard #32,,Scranton,73,98.6,41.4062438,-75.6867615
608,Pennsylvania,2017,Hallowell Elementary,,Horsham,72,98.6,40.194411,-75.1362306
609,Pennsylvania,2017,Hanover Green Elementary,,Hanover Township,141,98.6,41.2191232,-75.9491451
610,Pennsylvania,2017,Homeville Elementary,,West Mifflin,72,98.6,40.3884731,-79.8745711
611,Pennsylvania,2017,Liberty Bell Elementary,,Coopersburg,72,98.6,40.5134908,-75.397101
612,Pennsylvania,2017,Mary Mother Of The Redeemer,,North Wales,73,98.6,40.2503828,-75.2243415
613,Pennsylvania,2017,Memorial Elementary,,Bloomsburg,74,98.6,40.9987149,-76.4553541
614,Pennsylvania,2017,Mifflinburg Elementary,,Mifflinburg,147,98.6,40.9200907,-77.0307155
615,Pennsylvania,2017,Mountville Elementary,,Mountville,70,98.6,40.0437859,-76.4256014
616,Pennsylvania,2017,Mowrey Elementary,,Waynesboro,70,98.6,39.8153269,-77.5701714
617,Pennsylvania,2017,Oakview Elementary,,Stoneboro,70,98.6,41.3398695,-80.0841941
618,Pennsylvania,2017,Osborne Elementary,,Sewickley,69,98.6,40.5303658,-80.1683246
619,Pennsylvania,2017,Parkside Education Center,,Palmerton,74,98.6,40.8033264,-75.6082447
620,Pennsylvania,2017,Paynter Elementary,,Pittsburgh,138,98.6,40.381297,-79.950243
621,Pennsylvania,2017,Pfaff Elementary,,Quakertown,70,98.6,40.4367414,-75.441072
622,Pennsylvania,2017,Reidenbaugh Elementary,,Lititz,73,98.6,40.1220026,-76.3254317
623,Pennsylvania,2017,Rutherford Elementary,,Harrisburg,71,98.6,40.2665228,-76.774197
624,Pennsylvania,2017,Rydal East,,Huntingdon Valley,74,98.6,40.0990417,-75.0909664
625,Pennsylvania,2017,South Park Elem Center,,South Park,139,98.6,40.3007019,-79.9874918
626,Pennsylvania,2017,Springfield Literacy Center,,Springfield,290,98.6,39.925551,-75.342576
627,Pennsylvania,2017,Tyrone Area Elementary,,Tyrone,140,98.6,40.6715374,-78.2509884
628,Pennsylvania,2017,Upper Providence Elementary,,Royersford,72,98.6,40.1893112,-75.5112008
629,Pennsylvania,2017,Wattsburg Area Elementary Center,,Erie,73,98.6,42.0494069,-79.9051525
630,Pennsylvania,2017,Bryant William C,,Philadelphia,66,98.5,39.9530359,-75.2438953
631,Pennsylvania,2017,C G Johnson Elementary,,Reynoldsville,67,98.5,41.089654,-78.884402
632,Pennsylvania,2017,Canadochly Elementary,,East Prospect,67,98.5,39.9675288,-76.5176421
633,Pennsylvania,2017,Center Township,,Butler,130,98.5,40.9065536,-79.9281195
634,Pennsylvania,2017,Clara Barton Elementary,,West Mifflin,66,98.5,40.3425128,-79.9216533
635,Pennsylvania,2017,Everett Area Elementary,,Everett,67,98.5,40.0049858,-78.3587354
636,Pennsylvania,2017,Francis S Grandinetti Elementary,,Ridgway,66,98.5,41.4120771,-78.7082924
637,Pennsylvania,2017,Frank Anne,,Philadelphia,204,98.5,40.0880254,-75.0286226
638,Pennsylvania,2017,Hamilton Elementary,,Carlisle,67,98.5,40.2136584,-77.1848795
639,Pennsylvania,2017,Hatfield Elementary,,Hatfield,68,98.5,40.2796038,-75.3067964
640,Pennsylvania,2017,J H Brooks Elementary,,Moon Township,68,98.5,40.499786,-80.176726
641,Pennsylvania,2017,Joseph C Ashkar Elementary,,Hughesville,68,98.5,41.2376105,-76.7342737
642,Pennsylvania,2017,Landisville Pri Ctr,,Landisville,135,98.5,40.086434,-76.411158
643,Pennsylvania,2017,Lititz Elementary,,Lititz,67,98.5,40.1556825,-76.3055227
644,Pennsylvania,2017,Lower Allen Elementary,,Camp Hill,68,98.5,40.2196046,-76.9480573
645,Pennsylvania,2017,Marshall Street Elementary,,Norristown,132,98.5,40.128375,-75.3625147
646,Pennsylvania,2017,Mill Creek Elementary,,Levittown,197,98.5,40.1380003,-74.8528893
647,Pennsylvania,2017,Monessen Elementary Center,,Monessen,65,98.5,40.151482,-79.887827
648,Pennsylvania,2017,Oaklyn,,Sunbury,67,98.5,40.8575732,-76.759382
649,Pennsylvania,2017,Old Forge Elementary,,Old Forge,65,98.5,41.3719438,-75.7435896
650,Pennsylvania,2017,Paradise Elementary,,Paradise,67,98.5,40.0070809,-76.1059974
651,Pennsylvania,2017,Pocopson Elementary,,West Chester,66,98.5,39.9005007,-75.6291949
652,Pennsylvania,2017,Robb Elementary,,Lock Haven,68,98.5,41.135041,-77.438579
653,Pennsylvania,2017,Russell Elementary,,Broomall,65,98.5,39.9717764,-75.3604381
654,Pennsylvania,2017,Schuylkill Valley Elementary,,Leesport,137,98.5,40.4458984,-75.9479623
655,Pennsylvania,2017,Sharpsville Area Elementary,,Sharpsville,68,98.5,41.2562634,-80.4779291
656,Pennsylvania,2017,South Hanover Elementary,,Hershey,68,98.5,40.2915508,-76.6837965
657,Pennsylvania,2017,Trumbauersville Elementary,,Quakertown,67,98.5,40.4158605,-75.3735876
658,Pennsylvania,2017,Union Canal Elementary,,Lebanon,68,98.5,40.3614547,-76.3772589
659,Pennsylvania,2017,University Park Elementary,,Monroeville,67,98.5,40.4508772,-79.7335663
660,Pennsylvania,2017,Washington Elementary,,Barto,65,98.5,40.39043,-75.5946349
661,Pennsylvania,2017,Alburtis Elementary,,Alburtis,64,98.4,40.5078387,-75.6062922
662,Pennsylvania,2017,Beaver Creek Elementary,,Downingtown,64,98.4,40.002186,-75.7205146
663,Pennsylvania,2017,Central Elementary,,Franklin,63,98.4,41.3999612,-79.8295717
664,Pennsylvania,2017,Charles W Longer Elementary,,Hollidaysburg,62,98.4,40.4389286,-78.3970749
665,Pennsylvania,2017,Colonel John Siegfried Elementary,,Northampton,123,98.4,40.6868,-75.494016
666,Pennsylvania,2017,East Coventry Elementary,,Pottstown,64,98.4,40.208019,-75.610056
667,Pennsylvania,2017,Farrell Area Es/Lms,,Farrell,64,98.4,41.2132421,-80.4841176
668,Pennsylvania,2017,Hilltop Elementary,,Aston,62,98.4,39.8500682,-75.4358394
669,Pennsylvania,2017,Jackson Primary,,Williamsport,129,98.4,41.2400429,-77.0626736
670,Pennsylvania,2017,John F. Kennedy #7,,Scranton,64,98.4,41.3838783,-75.6796942
671,Pennsylvania,2017,Lafayette Elementary,,Uniontown,63,98.4,39.901224,-79.7056848
672,Pennsylvania,2017,Line Mountain Elementary,,Trevorton,61,98.4,40.7803448,-76.6737201
673,Pennsylvania,2017,Logan Elementary,,Altoona,63,98.4,40.5300043,-78.3709073
674,Pennsylvania,2017,Manor Elementary,,Levittown,64,98.4,40.171586,-74.8210258
675,Pennsylvania,2017,Moshannon Valley Elementary,,Houtzdale,64,98.4,40.826616,-78.401897
676,Pennsylvania,2017,Muhlenberg Elementary Center,,Reading,256,98.4,40.3928792,-75.9215134
677,Pennsylvania,2017,Northside Elementary,,Brookville,123,98.4,41.1635968,-79.0806517
678,Pennsylvania,2017,Northwestern Lehigh Elementary,,New Tripoli,61,98.4,40.681694,-75.7263911
679,Pennsylvania,2017,Paradise Elementary,,Thomasville,63,98.4,39.9168926,-76.9201214
680,Pennsylvania,2017,Penn-Lincoln Elementary,,Altoona,61,98.4,40.5112094,-78.3950203
681,Pennsylvania,2017,Pennell Elementary,,Aston,64,98.4,39.8624084,-75.4296475
682,Pennsylvania,2017,Russell C Struble Elementary,,Bensalem,64,98.4,40.0991122,-74.9210812
683,Pennsylvania,2017,Shawmont,,Philadelphia,61,98.4,40.0514782,-75.2386289
684,Pennsylvania,2017,Shawnee Elementary,,Easton,126,98.4,40.7051494,-75.2283681
685,Pennsylvania,2017,Shohola Elementary,,Shohola,63,98.4,41.3771558,-74.8947684
686,Pennsylvania,2017,Tenth Street Elementary,,Oakmont,62,98.4,40.5211364,-79.8326926
687,Pennsylvania,2017,Tyson-Schoener Elementary,,Reading,126,98.4,40.3301614,-75.9277124
688,Pennsylvania,2017,Valley Grove Elementary,,Franklin,61,98.4,41.4238031,-79.8804676
689,Pennsylvania,2017,Alloway Creek Elementary,,Littlestown,117,98.3,39.7523859,-77.0886429
690,Pennsylvania,2017,Central Columbia Elementary,,Bloomsburg,121,98.3,41.0209495,-76.3655884
691,Pennsylvania,2017,Clarence M Gockley Elementary,,Whitehall,236,98.3,40.6448736,-75.504688
692,Pennsylvania,2017,Copper Beech,,Glenside,172,98.3,40.1145738,-75.1385251
693,Pennsylvania,2017,E M Crouthamel Elementary,,Souderton,58,98.3,40.3121591,-75.3108795
694,Pennsylvania,2017,Episcopal Academy,,Newtown Square,59,98.3,40.0063008,-75.4250952
695,Pennsylvania,2017,Forest Hills Elementary,,Sidman,116,98.3,40.330164,-78.7548824
696,Pennsylvania,2017,Glenwood Elementary,,Media,60,98.3,39.904907,-75.441383
697,Pennsylvania,2017,Indian Lane Elementary,,Media,59,98.3,39.9041317,-75.4065205
698,Pennsylvania,2017,Park Elementary,,Munhall,59,98.3,40.3820989,-79.9060582
699,Pennsylvania,2017,Paxinosa Elementary,,Easton,116,98.3,40.6908524,-75.2272831
700,Pennsylvania,2017,Pittsburgh Phillips K-5,,Pittsburgh,59,98.3,40.4279079,-79.9782076
701,Pennsylvania,2017,Richland Elementary,,Johnstown,119,98.3,40.2706198,-78.8402885
702,Pennsylvania,2017,Southern Fulton Elementary,,Warfordsburg,59,98.3,39.7960906,-78.2000848
703,Pennsylvania,2017,Uwchlan Hills Elementary,,Downingtown,60,98.3,40.0333802,-75.6801195
704,Pennsylvania,2017,Washington Elementary,,Pittsburgh,60,98.3,40.378647,-80.045156
705,Pennsylvania,2017,Widener Partnership Cs,,Chester,60,98.3,39.8593526,-75.3623981
706,Pennsylvania,2017,Wingate Elementary,,Wingate,60,98.3,40.9361162,-77.812922
707,Pennsylvania,2017,Allegheny-Clarion Valley Elem,,Foxburg,56,98.2,41.1444255,-79.6753379
708,Pennsylvania,2017,Allen Dr Ethelementary,,Philadelphia,55,98.2,39.9971422,-75.1839951
709,Pennsylvania,2017,Benjamin Chambers Elementary,,Chambersburg,114,98.2,39.9436779,-77.6679316
710,Pennsylvania,2017,Bushkill Elementary,,Dingmans Ferry,55,98.2,41.1705109,-75.0212098
711,Pennsylvania,2017,Carbondale Elementary,,Carbondale,112,98.2,41.5679874,-75.514899
712,Pennsylvania,2017,Clarion Area Elementary,,Clarion,55,98.2,41.204222,-79.3842156
713,Pennsylvania,2017,Cooke Jay Ms,,Philadelphia,56,98.2,40.025576,-75.1460605
714,Pennsylvania,2017,Dillsburg Elementary,,Dillsburg,56,98.2,40.1068735,-77.0326007
715,Pennsylvania,2017,Earle C Davis Primary,,North East,112,98.2,42.219332,-79.830026
716,Pennsylvania,2017,First District Elementary,,Meadville,55,98.2,41.6431637,-80.148179
717,Pennsylvania,2017,Fulton Elementary,,Lancaster,57,98.2,40.0394493,-76.3103568
718,Pennsylvania,2017,Greenwood Elementary,,Millerstown,57,98.2,40.5531239,-77.1500661
719,Pennsylvania,2017,Gwynedd Square Elementary,,Lansdale,56,98.2,40.2224614,-75.3094009
720,Pennsylvania,2017,Harambee Institute Of Science And Technology Cs,,Philadelphia,57,98.2,39.9732663,-75.2518114
721,Pennsylvania,2017,Heston Edward,,Philadelphia,57,98.2,39.9777073,-75.2294922
722,Pennsylvania,2017,Ironton,,Coplay,55,98.2,40.6655516,-75.563468
723,Pennsylvania,2017,Kiski Area North Primary,,Leechburg,110,98.2,40.6106691,-79.6091498
724,Pennsylvania,2017,Lakeview Elementary,,Ridley Park,55,98.2,39.8772213,-75.3292837
725,Pennsylvania,2017,Linwood Elementary,,Linwood,56,98.2,39.8241801,-75.4230615
726,Pennsylvania,2017,Loganville-Springfield Elementary,,York,110,98.2,39.8609898,-76.7030407
727,Pennsylvania,2017,Mckinley,,York,55,98.2,39.9523244,-76.729587
728,Pennsylvania,2017,Newtown Elementary,,Newtown,56,98.2,40.2512505,-74.9503697
729,Pennsylvania,2017,Olney Elementary,,Philadelphia,114,98.2,40.031012,-75.1207879
730,Pennsylvania,2017,Penn Bernville Elementary,,Bernville,55,98.2,40.4400585,-76.1176002
731,Pennsylvania,2017,Portage Area Elementary,,Portage,56,98.2,40.3846582,-78.6631715
732,Pennsylvania,2017,Ramsey Elementary,,Monroeville,56,98.2,40.4085254,-79.7477105
733,Pennsylvania,2017,Rose Tree Elementary,,Media,55,98.2,39.9333708,-75.3881177
734,Pennsylvania,2017,Shamokin Area Elementary,,Coal Township,170,98.2,40.7806809,-76.5898308
735,Pennsylvania,2017,Smithfield Elementary,,Smithfield,57,98.2,39.8020996,-79.805284
736,Pennsylvania,2017,Southwest Leadership Academy Cs,,Philadelphia,56,98.2,39.9181336,-75.2425133
737,Pennsylvania,2017,St Theresa,,New Cumberland,56,98.2,40.2327766,-76.874529
738,Pennsylvania,2017,Twin Rivers Elementary,,McKeesport,113,98.2,40.3446864,-79.8581667
739,Pennsylvania,2017,Walton Farm Elementary,,Lansdale,56,98.2,40.2548825,-75.3241415
740,Pennsylvania,2017,West Greene Elementary Center,,Waynesburg,57,98.2,39.8685417,-80.2845298
741,Pennsylvania,2017,West Greene Hs,,Waynesburg,57,98.2,39.8687935,-80.2833513
742,Pennsylvania,2017,West Point Elementary,,Greensburg,56,98.2,40.2701555,-79.5116635
743,Pennsylvania,2017,Willow Creek Elementary,,Fleetwood,109,98.2,40.4551766,-75.8374643
744,Pennsylvania,2017,Woodlyn Elementary,,Woodlyn,56,98.2,39.8775515,-75.3418884
745,Pennsylvania,2017,Belmont Hills Elementary,,Bala Cynwyd,53,98.1,40.0230649,-75.2374952
746,Pennsylvania,2017,Big Beaver Elementary,,Darlington,53,98.1,40.8059751,-80.3677797
747,Pennsylvania,2017,Borland Manor Elementary,,Canonsburg,54,98.1,40.2596812,-80.1660557
748,Pennsylvania,2017,Brecknock Elementary,,Shillington,106,98.1,40.3052744,-75.9626048
749,Pennsylvania,2017,Central Elementary,,Allison Park,53,98.1,40.5716616,-79.9259162
750,Pennsylvania,2017,Conneaut Valley Elementary,,Conneautville,52,98.1,41.7802169,-80.3643036
751,Pennsylvania,2017,Corpus Christi,,Lansdale,52,98.1,40.2256666,-75.3109706
752,Pennsylvania,2017,Devers,,York,104,98.1,39.9734981,-76.747326
753,Pennsylvania,2017,Devon Elementary,,Devon,106,98.1,40.0363451,-75.4239258
754,Pennsylvania,2017,Dunmore Elementary Center,,Dunmore,106,98.1,41.4276886,-75.6355516
755,Pennsylvania,2017,Jefferson Elementary,,Allentown,107,98.1,40.5910415,-75.4683165
756,Pennsylvania,2017,Keystone Elementary,,Croydon,156,98.1,40.0875429,-74.8938656
757,Pennsylvania,2017,Lehigh Parkway Elementary,,Allentown,52,98.1,40.5765407,-75.4847646
758,Pennsylvania,2017,Marvine Elementary,,Bethlehem,53,98.1,40.6336145,-75.3448961
759,Pennsylvania,2017,Mast Community Charter,,Philadelphia,103,98.1,40.113756,-75.005228
760,Pennsylvania,2017,Meyersdale Area Elementary,,Meyersdale,54,98.1,39.7994713,-79.0422857
761,Pennsylvania,2017,Middleburg Elementary,,Middleburg,103,98.1,40.786999,-77.0340245
