index,state,year,name,city,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
102,North Dakota,2017-18,Washington Elementary,Minot,Ward,,74.00,97.30,,0,2.702702703,0,48.215924,-101.284416
103,North Dakota,2017-18,William S Gussner Elementary,Jamestown,Stutsman,,37.00,97.30,,0,0,0,46.913004,-98.686872
104,North Dakota,2017-18,Surrey Elementary,Surrey,Ward,,36.00,97.22,,0,2.777777778,0,48.237158,-101.130343
105,North Dakota,2017-18,Trinity Elementary West,Dickinson,Stark,,35.00,97.14,,0,0,0,46.88068,-102.790261
106,North Dakota,2017-18,Dakota Elementary,Minot AFB,Ward,,66.00,96.97,,0,1.515151515,1.515151515,48.424966,-101.307349
107,North Dakota,2017-18,Roosevelt Elementary,Jamestown,Stutsman,,33.00,96.97,,0,0,0,46.90257,-98.69986
108,North Dakota,2017-18,Hettinger Elementary,Hettinger,Adams,,32.00,96.88,,0,3.125,0,45.999433,-102.632908
109,North Dakota,2017-18,Lewis And Clark Elementary,Grand Forks,Grand Forks,,32.00,96.88,,0,3.125,0,47.909124,-97.042382
110,North Dakota,2017-18,Longfellow Elementary,Fargo,Cass,,62.00,96.77,,0,3.225806452,0,46.915633,-96.775309
111,North Dakota,2017-18,Oak Grove Lutheran Elementary,Fargo,Cass,,62.00,96.77,,0,1.612903226,1.612903226,46.83142,-96.824231
112,North Dakota,2017-18,Bowman Co Elementary,Bowman,Bowman,,29.00,96.55,,3.448275862,0,0,46.181133,-103.407637
113,North Dakota,2017-18,Zimmerman Elementary,Wahpeton,Richland,,83.00,96.39,,0,3.614457831,0,46.268881,-96.612313
114,North Dakota,2017-18,Centennial Elementary,Bismarck,Burleigh,,82.00,96.34,,0,3.658536585,1.219512195,46.836476,-100.804239
115,North Dakota,2017-18,Legacy Elementary,West Fargo,Cass,,109.00,96.33,,0.9174311927,2.752293578,0,46.805411,-96.91697
116,North Dakota,2017-18,Wilder Elementary,Grand Forks,Grand Forks,,27.00,96.30,,0,0,3.703703704,47.932409,-97.044606
117,North Dakota,2017-18,Manvel Elementary,Manvel,Grand Forks,,26.00,96.15,,0,0,3.846153846,48.072391,-97.176304
118,North Dakota,2017-18,St John's Academy,Jamestown,Stutsman,,26.00,96.15,,0,3.846153846,0,46.9043,-98.706581
119,North Dakota,2017-18,Taylor-Richardton Elementary,Taylor,Stark,,26.00,96.15,,0,3.846153846,0,46.904236,-102.42464
120,North Dakota,2017-18,Kenmare Elementary,Kenmare,Ward,,25.00,96.00,,0,0,0,48.677678,-102.083365
121,North Dakota,2017-18,Lake Agassiz Elementary,Grand Forks,Grand Forks,,75.00,96.00,,0,0,0,47.926409,-97.081734
122,North Dakota,2017-18,Minnewaukan Elementary,Minnewaukan,Benson,,25.00,96.00,,0,0,0,48.087171,-99.28304
123,North Dakota,2017-18,Westside Elementary,West Fargo,Cass,,74.00,95.95,,0,2.702702703,0,46.868531,-96.915072
124,North Dakota,2017-18,Ellendale Elementary,Ellendale,Dickey,,24.00,95.83,,0,4.166666667,0,46.003004,-98.522838
125,North Dakota,2017-18,Kennedy Elementary,Fargo,Cass,,72.00,95.83,,1.388888889,1.388888889,1.388888889,46.813992,-96.852573
126,North Dakota,2017-18,Rugby Ely Elementary,Rugby,Pierce,,47.00,95.74,,0,0,0,48.368043,-99.998252
127,North Dakota,2017-18,Sunrise Elementary,Bismarck,Burleigh,,93.00,95.70,,0,2.150537634,1.075268817,46.847922,-100.719609
128,North Dakota,2017-18,Grimsrud Elementary,Bismarck,Burleigh,,46.00,95.65,,0,6.52173913,2.173913043,46.827719,-100.800912
129,North Dakota,2017-18,Holy Family St. Marys,Grand Forks,Grand Forks,,22.00,95.45,,0,0,0,47.903537,-97.04101
130,North Dakota,2017-18,Kidder County,Steele,,,22.00,95.45,,0,4.545454545,0,46.8499206,-99.9176524
131,North Dakota,2017-18,Robert Place Miller Elementary,Bismarck,Burleigh,,66.00,95.45,,0,3.03030303,1.515151515,46.82882,-100.756676
132,North Dakota,2017-18,St Joseph's Elementary,Williston,Williams ,,22.00,95.45,,4.545454545,9.090909091,0,48.1494453,-103.6276419
133,North Dakota,2017-18,John Hoeven Elementary,Minot,Ward,,87.00,95.40,,0,2.298850575,1.149425287,48.199074,-101.275498
134,North Dakota,2017-18,Dorothy Moses Elementary,Bismarck,Burleigh,,65.00,95.38,,0,1.538461538,1.538461538,46.790565,-100.786001
135,North Dakota,2017-18,Custer Elementary,Mandan,Morton,,21.00,95.24,,0,0,0,46.829483,-100.880909
136,North Dakota,2017-18,Prairie Rose Elementary,Dickinson,Stark,,84.00,95.24,,0,4.761904762,0,46.910908,-102.801592
137,North Dakota,2017-18,Century Elementary,Grafton,Walsh,,83.00,95.18,,0,6.024096386,0,48.407154,-97.425122
138,North Dakota,2017-18,Lisbon Elementary,Lisbon,Ransom,,39.00,94.87,,0,5.128205128,0,46.44105,-97.68731
139,North Dakota,2017-18,St Marys Elementary,Bismarck,Burleigh,,39.00,94.87,,2.564102564,2.564102564,0,46.807125,-100.7817777
140,North Dakota,2017-18,Eagles Elementary,Fargo,Cass,,57.00,94.74,,0,1.754385965,0,46.82642,-96.800906
141,North Dakota,2017-18,Fessenden-Bowdon Elementary,Fessenden,Wells,,19.00,94.74,,0,5.263157895,0,47.652028,-99.627076
142,North Dakota,2017-18,Highland Acres Elementary,Bismarck,Burleigh,,38.00,94.74,,0,2.631578947,2.631578947,46.816456,-100.811575
143,North Dakota,2017-18,Warwick Elementary,Warwick,Benson,,19.00,94.74,,0,0,0,47.857662,-98.710555
144,North Dakota,2017-18,Victor Solheim Elementary,Bismarck,Burleigh,,93.00,94.62,,0,7.52688172,3.225806452,46.781495,-100.79786
145,North Dakota,2017-18,Century Elementary,Grand Forks,Grand Forks,,73.00,94.52,,0,1.369863014,2.739726027,47.902923,-97.076402
146,North Dakota,2017-18,Turtle Lake-Mercer Elementary,Turtle Lake,McLean,,18.00,94.44,,0,0,0,47.520573,-100.895397
147,North Dakota,2017-18,Viking Elementary,Grand Forks,Grand Forks,,72.00,94.44,,0,4.166666667,1.388888889,47.898301,-97.03784
148,North Dakota,2017-18,Wilton Elementary,Wilton,McLean,,18.00,94.44,,0,5.555555556,0,47.158304,-100.79001
149,North Dakota,2017-18,Freedom Elementary,West Fargo,Cass,,107.00,94.39,,0,2.803738318,0.9345794393,46.839176,-96.892031
150,North Dakota,2017-18,Oakes Elementary,Oakes,Dickey,,35.00,94.29,,0,5.714285714,0,46.138455,-98.089041
151,North Dakota,2017-18,Lewis And Clark Elementary,Minot,Ward,,104.00,94.23,,0,1.923076923,2.884615385,48.26094,-101.308092
152,North Dakota,2017-18,Lincoln Elementary,Lincoln,Burleigh,,104.00,94.23,,0.9615384615,4.807692308,1.923076923,46.768262,-100.692206
153,North Dakota,2017-18,Roosevelt Elementary,Mandan,Morton,,52.00,94.23,,0,5.769230769,0,46.827566,-100.905748
154,North Dakota,2017-18,Glenburn Elementary,Glenburn,Renville,,17.00,94.12,,0,0,0,48.515855,-101.223427
155,North Dakota,2017-18,Lincoln Elementary,Beach,Golden Valley,,17.00,94.12,,0,17.64705882,0,46.912561,-104.005392
156,North Dakota,2017-18,Lincoln Elementary,Fargo,Cass,,81.00,93.83,,0,0,0,46.84641,-96.7926
157,North Dakota,2017-18,Rita Murphy Elementary,Bismarck,Burleigh,,97.00,93.81,,1.030927835,3.092783505,0,46.810142,-100.745439
158,North Dakota,2017-18,Edgeley Elementary,Edgeley,LaMoure,,16.00,93.75,,0,0,0,46.358893,-98.717662
159,North Dakota,2017-18,Trinity Elementary,West Fargo,Cass,,48.00,93.75,,0,4.166666667,0,46.839098,-96.88755
160,North Dakota,2017-18,Ed Clapp Elementary,Fargo,Cass,,79.00,93.67,,0,0,0,46.834063,-96.826651
161,North Dakota,2017-18,Jefferson Elementary,Valley City,Barnes,,79.00,93.67,,0,5.063291139,0,46.934433,-98.002546
162,North Dakota,2017-18,Park River Elementary,Park River,Walsh,,31.00,93.55,,0,3.225806452,0,48.393283,-97.75119
163,North Dakota,2017-18,Phoenix Elementary,Grand Forks,Grand Forks,,31.00,93.55,,0,6.451612903,0,47.917961,-97.029355
164,North Dakota,2017-18,Kindred Elementary,Kindred,Cass,,45.00,93.33,,0,2.222222222,0,46.648893,-97.010125
165,North Dakota,2017-18,Lamoure Elementary,LaMoure,LaMoure,,15.00,93.33,,0,0,0,46.352346,-98.291892
166,North Dakota,2017-18,Lewis And Clark Elementary,Fargo,Cass,,75.00,93.33,,0,1.333333333,1.333333333,46.853102,-96.806742
167,North Dakota,2017-18,St Anne Elementary,Bismarck,Burleigh,,30.00,93.33,,0,13.33333333,0,46.8194903,-100.7741168
168,North Dakota,2017-18,Willow Park Elementary,West Fargo,Cass,,105.00,93.33,,0,1.904761905,0,46.860107,-96.869423
169,North Dakota,2017-18,Bell Elementary,Minot,Ward,,14.00,92.86,,0,7.142857143,0,48.178045,-101.204969
170,North Dakota,2017-18,Napoleon Elementary,Napoleon,Logan,,14.00,92.86,,0,7.142857143,0,46.506942,-99.765602
171,North Dakota,2017-18,Thompson Elementary,Thompson,Grand Forks,,42.00,92.86,,0,4.761904762,0,47.775185,-97.105851
172,North Dakota,2017-18,Westhope Elementary,Westhope,Bottineau,,14.00,92.86,,0,7.142857143,0,48.912396,-101.021572
