index,state,year,name,county,enroll,mmr,overall,xmed,xper,xrel,lat,lng
1219,Minnesota,2017-18,Our Lady Of The Prairie,Scott,,,,,,,44.62469,-93.766391
1220,Minnesota,2017-18,Pankalo Education Center,,,,,,,,44.954908,-92.9290363
1221,Minnesota,2017-18,Pearson Elementary,Traverse,,,,,,,45.808722,-96.492803
1222,Minnesota,2017-18,Pillager Area Charter,Cass,,,,,,,46.341813,-94.485886
1223,Minnesota,2017-18,Pillager Elementary,Cass,,,,,,,46.327197,-94.469886
1224,Minnesota,2017-18,Pillager Sec.,Cass,,,,,,,46.341751,-94.485683
1225,Minnesota,2017-18,Pioneer Amish Parochial,Todd,,,,,,,46.26762,-94.990811
1226,Minnesota,2017-18,Pls Elem,Sibley,,,,,,,44.5345223,-94.5220787
1227,Minnesota,2017-18,Prairie Care Edina - Php,Hennepin,,,,,,,44.8845,-93.327731
1228,Minnesota,2017-18,Prairie Care Mankato,Blue Earth,,,,,,,44.16739,-93.998351
1229,Minnesota,2017-18,R.I.S.E. Program,Brown,,,,,,,44.299795,-94.446617
1230,Minnesota,2017-18,Red Rock Central,Redwood,,,,,,,44.2269356,-95.2631306
1231,Minnesota,2017-18,Rice Lake Elementary,Anoka,,,,,,,45.143554,-93.11294
1232,Minnesota,2017-18,Richfield Stem,Hennepin,,,,,,,44.875693,-93.258675
1233,Minnesota,2017-18,River Bend Area Learning Center,Brown,,,,,,,44.29978,-94.446688
1234,Minnesota,2017-18,River Bend Education Center,Hennepin,,,,,,,44.9811873,-93.2993604
1235,Minnesota,2017-18,River Valley Academy,,,,,,,,44.3096729,-92.001665
1236,Minnesota,2017-18,Robbinsdale Tasc Alc,Hennepin,,,,,,,45.004269,-93.365464
1237,Minnesota,2017-18,Rochester Pentecostal,Olmsted,,,,,,,44.01669,-92.407481
1238,Minnesota,2017-18,Rochester Phoenix Academy,Olmsted,,,,,,,43.999287,-92.456978
1239,Minnesota,2017-18,Rothsay Public Schools,Wilkin,,,,,,,46.482401,-96.284116
1240,Minnesota,2017-18,Safe,Hennepin,,,,,,,45.053694,-93.386604
1241,Minnesota,2017-18,Salem Lutheran,Wright,,,,,,,45.039685,-92.8037389
1242,Minnesota,2017-18,Schaeffer Academy,Olmsted,,,,,,,44.05181,-92.414861
1243,Minnesota,2017-18,Seeds Of Wisdom,Olmsted,,,,,,,44.0190167,-92.4461997
1244,Minnesota,2017-18,Sejong Academy Of Minnesota,Ramsey,,,,,,,44.960966,-93.156486
1245,Minnesota,2017-18,Seward Elementary,Hennepin,,,,,,,44.960225,-93.230785
1246,Minnesota,2017-18,Soar,Chisago,,,,,,,45.38274,-92.868681
1247,Minnesota,2017-18,Sonnesyn Elementary,Hennepin,,,,,,,45.018684,-93.391083
