index,state,year,name,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
1,Michigan,2018-19,Academy of Sacred Heart,Oakland,Bloomfield Hills School District,12,,100,0,,,42.5804438,-83.2265961
2,Michigan,2018-19,Adams Christian,Kent,Grandville Public Schools,32,,100,0,,,42.8640668,-85.7238308
3,Michigan,2018-19,AGBU Alex-Marie Manoogian,Oakland,AGBU Alex-Marie Manoogian,27,,100,0,,,42.455094,-83.219216
4,Michigan,2018-19,Anchor Point Christian,Kent,Godwin Heights Public Schools,10,,100,0,,,42.90038,-85.680571
5,Michigan,2018-19,Angus Elementary,Macomb,Warren Consolidated Schools,65,,100,0,,,42.540481,-83.07491
6,Michigan,2018-19,Ann Arbor Trail Magnet,Detroit,Detroit Public Schools Community District,24,,100,0,,,42.3470854,-83.2610545
7,Michigan,2018-19,Arbor Academy,Calhoun,Arbor Academy,41,,100,0,,,42.300986,-85.213227
8,Michigan,2018-19,ASA Higher Learning Preparatory Sch,Detroit,Detroit Public Schools Community District,12,,100,0,,,42.4442173,-83.1423668
9,Michigan,2018-19,Auburn Area Catholic,Bay,Bay City School District,17,,100,0,,,43.60407,-84.070151
10,Michigan,2018-19,Augusta Academy,Kalamazoo,Augusta Academy,12,,100,0,,,42.336094,-85.358444
11,Michigan,2018-19,Bailey Elementary,Hillsdale,Hillsdale Community Schools,13,,100,0,,,41.9172989,-84.6337053
12,Michigan,2018-19,Bangor Lincoln,Bay,Bangor Township Schools,37,,100,0,,,43.659274,-83.911376
13,Michigan,2018-19,Beach Elementary,Muskegon,Fruitport Community Schools,53,,100,0,,,43.189138,-86.175881
14,Michigan,2018-19,Beadle Lake Elementary,Calhoun,Harper Creek Community Schools,70,,100,0,,,42.2721101,-85.1356453
15,Michigan,2018-19,Bear Lake Elementary and High,Manistee,Bear Lake School District,25,,100,0,,,44.4192692,-86.1467774
16,Michigan,2018-19,Beechnau Elementary,Muskegon,Ravenna Public Schools,65,,100,0,,,43.190198,-85.939786
17,Michigan,2018-19,Bethlehem Luthern,Saginaw,Carrollton School District,16,,100,0,,,43.4448614,-83.9529722
18,Michigan,2018-19,Big Bay de Noc,Delta,Big Bay De Noc School District,12,,100,0,,,45.868872,-86.524584
19,Michigan,2018-19,Birney K-8,Oakland,Southfield Public School District,18,,100,0,,,42.4894661,-83.243165
20,Michigan,2018-19,Bishop Baraga Catholic,Cheboygan,Cheboygan Area Schools,13,,100,0,,,45.6323,-84.489621
21,Michigan,2018-19,Blessed Sacrament,Midland,Midland Public Schools,10,,100,0,,,43.6272728,-84.2088821
22,Michigan,2018-19,Blossomland Learning Center,Berrien,Berrien ISD,11,,100,0,,,41.950665,-86.346683
23,Michigan,2018-19,Breton Downs,Kent,East Grand Rapids Public Schools,80,,100,0,,,42.933955,-85.608159
24,Michigan,2018-19,Brimley Elementary,Chippewa,Brimley Area Schools,38,,100,0,,,46.401455,-84.573259
25,Michigan,2018-19,Britton Deerfield Elementary School - Britton,Lenawee,Britton-Deerfield School District,46,,100,0,,,41.9854996,-83.8350385
26,Michigan,2018-19,Brookfield Academy,Oakland,Rochester Community School District,16,,100,0,,,42.556054,-83.340937
27,Michigan,2018-19,Burr Oak Elementary,St. Joseph,Burr Oak Community School District,18,,100,0,,,41.846634,-85.314442
28,Michigan,2018-19,Carver STEM Academy,Detroit,Detroit Public Schools Community District,36,,100,0,,,42.3355428,-83.2237478
29,Michigan,2018-19,Cascades Elementary,Jackson,Jackson Public Schools,46,,100,0,,,42.2357397,-84.4288736
30,Michigan,2018-19,Cavanaugh,Ingham,Lansing Public School District,64,,100,0,,,42.689204,-84.555294
31,Michigan,2018-19,Central Elementary,Kent,Grandville Public Schools,35,,100,0,,,43.014236,-85.7744869
32,Michigan,2018-19,Child's Elementary,Washtenaw,Lincoln Consolidated School District,74,,100,0,,,42.1714008,-83.614472
33,Michigan,2018-19,Comstock STEM Elementary,Kalamazoo,Comstock Public Schools,26,,100,0,,,42.2864998,-85.4861394
34,Michigan,2018-19,Concord Academy Boyne,Charlevoix,Concord Academy:Boyne,12,,100,0,,,45.19146,-84.96959
35,Michigan,2018-19,Cooks Academy PreK,Oakland,Bloomfield Hills School District,14,,100,0,,,42.567799,-83.282479
36,Michigan,2018-19,Cornerstone Jefferson-Douglas Academy,Detroit,Cornerstone Jefferson-Douglas Academy,78,,100,0,,,42.428081,-83.0306282
37,Michigan,2018-19,Daycroft Montessori,Washtenaw,Ann Arbor Public Schools,11,,100,0,,,42.30022,-83.841531
38,Michigan,2018-19,Duncan Lake Early Childhood Ctr KD,Kent,Caledonia Community Schools,61,,100,0,,,42.7879301,-85.5228443
39,Michigan,2018-19,Dutton Elementary,Kent,Caledonia Community Schools,47,,100,0,,,42.837513,-85.584548
40,Michigan,2018-19,Eagle Creek Academy,Oakland,Rochester Community School District,19,,100,0,,,42.72482,-83.212401
41,Michigan,2018-19,Emanuel Lutheran,Ingham,Lansing Public School District,10,,100,0,,,42.7453,-84.554591
42,Michigan,2018-19,Emerson Elementary,Shiawassee,Owosso Public Schools,97,,100,0,,,43.0027793,-84.1637097
43,Michigan,2018-19,Emerson,Washtenaw,Ann Arbor Public Schools,18,,100,0,,,42.25374,-83.836581
44,Michigan,2018-19,Engadine Schools,Mackinac,Engadine Consolidated Schools,13,,100,0,,,46.117378,-85.568009
45,Michigan,2018-19,Faith Community Christian,Ionia,Belding Area School District,12,,100,0,,,43.11007,-85.264841
46,Michigan,2018-19,Farber Hebrew Day School Yeshivat Akiva,Oakland,Southfield Public School District,21,,100,0,,,42.5022763,-83.2529675
47,Michigan,2018-19,Flat River Academy Elementary,Montcalm,Flat River Academy,11,,100,0,,,43.15975,-85.259718
48,Michigan,2018-19,Fox Elementary,Macomb,Chippewa Valley Schools,80,,100,0,,,42.634237,-82.947423
49,Michigan,2018-19,Francis Street Primary,Jackson,Francis Street Primary,15,,100,0,,,42.23205,-84.404271
50,Michigan,2018-19,Gladiola Elementary,Kent,Wyoming Public Schools,62,,100,0,,,42.901466,-85.712956
51,Michigan,2018-19,Global Tech Academy,Washtenaw,Global Tech Academy,20,,100,0,,,42.251082,-83.575659
52,Michigan,2018-19,Godfrey Lee ECC,Kent,Godfrey Lee Public Schools,61,,100,0,,,42.9277879,-85.7001687
53,Michigan,2018-19,Graveraet Elementary,Marquette,Marquette Area Public Schools,51,,100,0,,,46.54869,-87.393261
54,Michigan,2018-19,Great Lakes Academy,Oakland,Great Lakes Academy,29,,100,0,,,42.631903,-83.287371
55,Michigan,2018-19,Gros Cap,Mackinac,Moran Township School District,12,,100,0,,,45.870412,-84.823861
56,Michigan,2018-19,Guardian Angels Catholic,Oakland,Clawson City School District,18,,100,0,,,42.5343763,-83.1392118
57,Michigan,2018-19,Hebrew Day School of Ann Arbor,Washtenaw,Ann Arbor Public Schools,12,,100,0,,,42.238936,-83.721564
58,Michigan,2018-19,Hiller Elementary,Oakland,Lamphere Public Schools,19,,100,0,,,42.517223,-83.102082
59,Michigan,2018-19,Holt Lutheran Schools,Ingham,Holt Public Schools,14,,100,0,,,42.653015,-84.5220311
60,Michigan,2018-19,Holy Ghost Lutheran,Monroe,Monroe Public Schools,11,,100,0,,,41.99239,-83.429091
61,Michigan,2018-19,Holy Redeemer Grade,Detroit,Detroit Public Schools Community District,21,,100,0,,,42.317117,-83.101341
62,Michigan,2018-19,Holy Rosary,Genesee,Kearsley Community Schools,15,,100,0,,,43.0526722,-83.6083442
63,Michigan,2018-19,Immaculate Heart of Mary,Kent,Grand Rapids Public Schools,27,,100,0,,,42.9278591,-85.6247149
64,Michigan,2018-19,Immanuel - St James Lutheran,Kent,Grand Rapids Public Schools,13,,100,0,,,43.000741,-85.659384
65,Michigan,2018-19,International Academy of Saginaw,Saginaw,International Academy of Saginaw,21,,100,0,,,43.384352,-83.917579
66,Michigan,2018-19,Jessie Rouse Elementary,Saginaw,Saginaw City School District,32,,100,0,,,43.4032031,-83.9578058
67,Michigan,2018-19,John Paul II Catholic,Wayne,Lincoln Park Public Schools,15,,100,0,,,42.229546,-83.186471
68,Michigan,2018-19,Ken-O-Sha Park,Kent,Grand Rapids Public Schools,24,,100,0,,,42.9044249,-85.6330755
69,Michigan,2018-19,Kent Hills Elementary,Kent,Grand Rapids Public Schools,44,,100,0,,,42.9896662,-85.6486665
70,Michigan,2018-19,Koepsell Education Center,Macomb,South Lake Schools,28,,100,0,,,42.456675,-82.92919
71,Michigan,2018-19,Legacy Christian,Kent,Kentwood Public Schools,28,,100,0,,,42.841679,-85.665935
72,Michigan,2018-19,Lighthouse Education Center,Berrien,Berrien ISD,13,,100,0,,,42.044285,-86.462355
73,Michigan,2018-19,Lincoln-King Academy,Wayne,Washington-Parks Academy,60,,100,0,,,42.414475,-83.177886
74,Michigan,2018-19,Living Stones Academy,Kent,Grand Rapids Public Schools,21,,100,0,,,42.9668033,-85.6350162
75,Michigan,2018-19,Loomis Math Science and Technology Academy,Saginaw,Saginaw City School District,62,,100,0,,,43.4086083,-83.913538
76,Michigan,2018-19,Ludington Area Catholic,Mason,Ludington Area School District,14,,100,0,,,43.969474,-86.436128
77,Michigan,2018-19,Lybrook Elementary,Berrien,Eau Claire Public Schools,49,,100,0,,,41.983331,-86.306604
78,Michigan,2018-19,Madison Academy,Genesee,Madison Academy,13,,100,0,,,42.9824005,-83.6154657
79,Michigan,2018-19,Madison-Carver Academy,Detroit,Madison-Carver Academy,62,,100,0,,,42.4369326,-83.2629363
80,Michigan,2018-19,Marion Crouse Instructional Center,Genesee,Genesee ISD,18,,100,0,,,43.054826,-83.800667
81,Michigan,2018-19,Mintos Casa Child Care Ctr KD,Oakland,Farmington Public School District,12,,100,0,,,42.5921924,-83.336188
82,Michigan,2018-19,Montessori Academy of Farmington Hills,Oakland,Farmington Public School District,10,,100,0,,,42.5136307,-83.3565836
83,Michigan,2018-19,Montessori Center of Our Lady,Wayne,Livonia Public Schools,23,,100,0,,,42.38529,-83.411991
84,Michigan,2018-19,Montessori Stepping Stones,Macomb,Mt. Clemens Community School District,11,,100,0,,,42.59781,-82.884821
85,Michigan,2018-19,Muskegon Catholic Central,Muskegon,Public Schools of the City of Muskegon,19,,100,0,,,43.2190443,-86.2714985
86,Michigan,2018-19,Nah Tah Wahsh Public School Academy,Menominee,Nah Tah Wahsh Public School Academy,26,,100,0,,,45.660307,-87.343623
87,Michigan,2018-19,ND Marist Academy Lower Div,Oakland,Pontiac City School District,13,,100,0,,,42.6343592,-83.3355613
88,Michigan,2018-19,New Paradigm College Prep,Detroit,New Paradigm College Prep,18,,100,0,,,42.2693129,-83.1540775
89,Michigan,2018-19,Nichols Elementary-Middle,Detroit,Detroit Public Schools Community District,17,,100,0,,,42.367025,-82.9982405
90,Michigan,2018-19,North Dickinson County,Dickinson,North Dickinson County Schools,19,,100,0,,,46.0112792,-87.9599363
91,Michigan,2018-19,North Godwin Elementary,Kent,Godwin Heights Public Schools,47,,100,0,,,42.903046,-85.669806
92,Michigan,2018-19,Northridge Academy,Genesee,Northridge Academy,16,,100,0,,,43.091481,-83.757564
93,Michigan,2018-19,Nouvel Catholic Central Elementary,Saginaw,Saginaw Township Community Schools,38,,100,0,,,43.43855,-84.020491
94,Michigan,2018-19,Oakland Children's Academy,Oakland,Troy School District,22,,100,0,,,42.57208,-83.147911
95,Michigan,2018-19,Oceana Christian,Oceana,Hart Public School District,13,,100,0,,,43.70419,-86.377221
96,Michigan,2018-19,Ontonagon Area,Ontonagon,Ontonagon Area Schools,16,,100,0,,,46.87038,-89.30001
97,Michigan,2018-19,Our Lady Star of the Sea,Wayne,Grosse Pointe Public Schools,17,,100,0,,,42.4243035,-82.8895665
98,Michigan,2018-19,Pansophia Academy,Branch,Pansophia Academy,36,,100,0,,,41.949891,-84.996538
99,Michigan,2018-19,Peace Lutheran,Wayne,Livonia Public Schools,11,,100,0,,,42.3611644,-83.3526405
100,Michigan,2018-19,Pellston Elementary,Emmet,Pellston Public Schools,29,,100,0,,,45.552972,-84.778272
101,Michigan,2018-19,Pennfield Purdy,Calhoun,Pennfield School District,71,,100,0,,,42.35321,-85.170267
102,Michigan,2018-19,Pine Trails Elementary,Allegan,Allegan Public Schools,50,,100,0,,,42.513056,-85.834528
103,Michigan,2018-19,Prairieview,Calhoun,Lakeview School District (Calhoun),63,,100,0,,,42.300559,-85.227217
104,Michigan,2018-19,Robert D Brandon Elem,Allegan,Martin Public Schools,37,,100,0,,,42.535849,-85.638616
105,Michigan,2018-19,Robinson Elementary,Ottawa,Grand Haven Area Public Schools,70,,100,0,,,42.9830247,-86.0843061
106,Michigan,2018-19,Sacred Heart,Lenawee,Hudson Area Schools,10,,100,0,,,41.853477,-84.354247
107,Michigan,2018-19,Saginaw Preparatory Academy,Saginaw,Saginaw Preparatory Academy,40,,100,0,,,43.396078,-83.87829
108,Michigan,2018-19,School Outbreak Site 2,Ingham,Lansing Public School District,12,,100,0,,,42.6468943,-84.3542049
109,Michigan,2018-19,Schoolhouse Montessori Academy,Oakland,Troy School District,12,,100,0,,,42.56576,-83.168021
110,Michigan,2018-19,Shajara Tayyiba,Wayne,Plymouth Canton Schools,11,,100,0,,,42.338902,-83.479635
111,Michigan,2018-19,Sharp Park,Jackson,Jackson Public Schools,58,,100,0,,,42.211443,-84.42165
112,Michigan,2018-19,Sherwood Global Studies Academy,Kent,Grand Rapids Public Schools,21,,100,0,,,42.893538,-85.620196
113,Michigan,2018-19,Shettler Elementary,Muskegon,Fruitport Community Schools,38,,100,0,,,43.1788881,-86.1912471
114,Michigan,2018-19,St Anthony of Padua,Kent,Grand Rapids Public Schools,33,,100,0,,,42.9963654,-85.731195
115,Michigan,2018-19,St Charles Catholic,Montcalm,Greenville Public Schools,15,,100,0,,,43.1759438,-85.2546486
116,Michigan,2018-19,St Gerard,Ingham,Waverly Community Schools,46,,100,0,,,42.7473809,-84.6111401
117,Michigan,2018-19,St Mary Catholic,Chippewa,Sault Ste. Marie Area Schools,13,,100,0,,,46.4977789,-84.341829
118,Michigan,2018-19,St Mary Catholic,Van Buren,Paw Paw Public School District,16,,100,0,,,42.2161115,-85.8848165
119,Michigan,2018-19,St Mary,Gratiot,Alma Public Schools,10,,100,0,,,43.380336,-84.663818
120,Michigan,2018-19,St Mary's Visitation,Allegan,Hopkins Public Schools,12,,100,0,,,42.7544824,-85.7883942
121,Michigan,2018-19,St Michael,Bay,Pinconning Area Schools,10,,100,0,,,43.8563511,-83.9588338
122,Michigan,2018-19,St Monica,Kalamazoo,Kalamazoo Public School District,17,,100,0,,,42.24528,-85.590091
123,Michigan,2018-19,St Paul Lutheran,Saginaw,Saginaw City School District,13,,100,0,,,43.4352727,-83.9771257
124,Michigan,2018-19,St Peter Lutheran,Macomb,Eastpointe Community Schools,11,,100,0,,,42.4672267,-82.9574549
125,Michigan,2018-19,St Pius Catholic,Wayne,Southgate Community School District,18,,100,0,,,42.205538,-83.195836
126,Michigan,2018-19,St Pius X Catholic,Genesee,Carman-Ainsworth Community Schools,11,,100,0,,,42.9945947,-83.7393722
127,Michigan,2018-19,St Thomas Aquinas Catholic,Ingham,East Lansing School District,37,,100,0,,,42.7434746,-84.4726239
128,Michigan,2018-19,St. Anselm,Wayne,Dearborn City School District,11,,100,0,,,42.3299637,-83.2615003
129,Michigan,2018-19,St. Augustine Cathedral,Kalamazoo,Kalamazoo Public School District,25,,100,0,,,42.2922857,-85.5909744
130,Michigan,2018-19,St. Germaine Elementary,Macomb,Lakeview Public Schools (Macomb),12,,100,0,,,42.500891,-82.909482
131,Michigan,2018-19,St. Mary,Leelanau,Leland Public School District,11,,100,0,,,44.97899,-85.712321
132,Michigan,2018-19,St. Marys,Ottawa,Spring Lake Public Schools,20,,100,0,,,43.075946,-86.190963
133,Michigan,2018-19,St. Michael's Lutheran,Kalamazoo,Portage Public Schools,14,,100,0,,,42.2116374,-85.6127283
134,Michigan,2018-19,St. Paul The Apostle,Kent,Grand Rapids Public Schools,20,,100,0,,,42.92561,-85.600701
135,Michigan,2018-19,St. Peters Lutheran,Mecosta,Big Rapids Public Schools,10,,100,0,,,43.7034657,-85.4886872
136,Michigan,2018-19,St. Thecla Catholic,Macomb,Clintondale Community Schools,20,,100,0,,,42.5681374,-82.9091574
137,Michigan,2018-19,St. Valentine,Wayne,Redford Union School District,17,,100,0,,,42.3961987,-83.2969239
138,Michigan,2018-19,State Street Academy,Bay,State Street Academy,26,,100,0,,,43.618019,-83.893988
139,Michigan,2018-19,Stocking,Kent,Grand Rapids Public Schools,39,,100,0,,,42.9785658,-85.6900792
140,Michigan,2018-19,Suttons Bay Elementary,Leelanau,Suttons Bay Public Schools,18,,100,0,,,44.971167,-85.655376
141,Michigan,2018-19,The Gagie,Kalamazoo,Kalamazoo Public School District,47,,100,0,,,42.2630021,-85.5917201
142,Michigan,2018-19,Thornapple Elementary,Kent,Forest Hills Public Schools,77,,100,0,,,42.937178,-85.497838
143,Michigan,2018-19,Tobey Elementary,Kalamazoo,Vicksburg Community Schools,59,,100,0,,,42.191694,-85.516596
144,Michigan,2018-19,Traverse Heights Elementary,Gd. Traverse,Traverse City Area Public Schools,46,,100,0,,,44.7492386,-85.5992868
145,Michigan,2018-19,Trinity Lutheran Monitor,Bay,Bay City School District,10,,100,0,,,43.5816366,-84.0480977
146,Michigan,2018-19,Vanderbilt Charter Academy,Ottawa,Vanderbilt Charter Academy,78,,100,0,,,42.783201,-86.121711
147,Michigan,2018-19,Vestaburg Elementary,Montcalm,Vestaburg Community Schools,29,,100,0,,,43.3968967,-84.9071036
148,Michigan,2018-19,Vivian Riddle Elementary,Ingham,Lansing Public School District,32,,100,0,,,42.731981,-84.57033
149,Michigan,2018-19,Wakefield-Marenisco,Gogebic,Wakefield-Marenisco School District,13,,100,0,,,46.477736,-89.937438
150,Michigan,2018-19,Waldron Elementary,Hillsdale,Waldron Area Schools,14,,100,0,,,41.73226,-84.419422
151,Michigan,2018-19,Washington Writers Academy,Kalamazoo,Kalamazoo Public School District,28,,100,0,,,42.27284,-85.571198
152,Michigan,2018-19,Waterford Montessori Academy ELR,Oakland,Waterford Montessori Academy,12,,100,0,,,42.6947165,-83.3848883
153,Michigan,2018-19,Watersmeet Township,Gogebic,Watersmeet Township School District,10,,100,0,,,46.269414,-89.177281
154,Michigan,2018-19,Wayne Elementary,Detroit,Detroit Public Schools Community District,39,,100,0,,,42.4157145,-82.9563208
155,Michigan,2018-19,Weidman Elementary,Mecosta,Chippewa Hills School District,43,,100,0,,,43.6876228,-84.9787237
156,Michigan,2018-19,Wenzel Elementary,St. Joseph,Sturgis Public Schools,49,,100,0,,,41.7945192,-85.4263938
157,Michigan,2018-19,West Elementary,Kent,Grandville Public Schools,44,,100,0,,,42.895009,-85.711098
158,Michigan,2018-19,West Shore Lutheran,Muskegon,Mona Shores Public School District,12,,100,0,,,43.1944495,-86.2784821
159,Michigan,2018-19,Z Quest,Ottawa,Zeeland Public Schools,16,,100,0,,,42.8200444,-86.0250187
160,Michigan,2018-19,Zinser Elementary,Kent,Kenowa Hills Public Schools,95,,100,0,,,42.987801,-85.766199
161,Michigan,2018-19,Zion Lutheran,Huron,Harbor Beach Community Schools,10,,100,0,,,43.84621,-82.65525
162,Michigan,2018-19,Grand View Elementary,Kent,Grandville Public Schools,114,,99.1,0.9,,,42.8719984,-85.7561405
163,Michigan,2018-19,William A Pearson Elementary,Oakland,South Lyon Community Schools,111,,99.1,0.9,,,42.4772771,-83.6201851
164,Michigan,2018-19,Adams Elementary,Ottawa,Zeeland Public Schools,100,,99,1,,,42.78514,-85.966816
165,Michigan,2018-19,Beacon Elementary,Washtenaw,Dexter Community School District,96,,99,1,,,42.3283805,-83.8806903
166,Michigan,2018-19,Bennett Elementary,Jackson,Jackson Public Schools,100,,99,1,,,42.2574712,-84.4197207
167,Michigan,2018-19,Seminole Academy,Macomb,Mt. Clemens Community School District,102,,99,1,,,42.580584,-82.900487
168,Michigan,2018-19,Valley View Elementary,Calhoun,Battle Creek Public Schools,100,,99,0,,,42.327309,-85.245251
169,Michigan,2018-19,Great Lakes Elementary,Ottawa,West Ottawa Public School District,95,,98.9,0,,,42.828161,-86.155801
170,Michigan,2018-19,Jefferson Elementary,Macomb,Warren Consolidated Schools,92,,98.9,1.1,,,42.569764,-83.066139
171,Michigan,2018-19,Pine Ridge Elementary,Kent,Forest Hills Public Schools,95,,98.9,1.1,,,42.905235,-85.487418
172,Michigan,2018-19,Schroeder Elementary,Oakland,Troy School District,90,,98.9,0,,,42.567805,-83.193297
173,Michigan,2018-19,West Godwin Elementary,Kent,Godwin Heights Public Schools,92,,98.9,0,,,42.899831,-85.683795
174,Michigan,2018-19,Woodside Elementary,Ottawa,West Ottawa Public School District,89,,98.9,1.1,,,42.815385,-86.138775
175,Michigan,2018-19,Cummings Elementary,Kent,Grandville Public Schools,83,,98.8,1.2,,,42.9600645,-85.7737536
176,Michigan,2018-19,Dickinson East Elementary,Wayne,Hamtramck Public Schools,80,,98.8,0,,,42.398093,-83.051983
177,Michigan,2018-19,East Oakview Elementary,Kent,Northview Public School District,80,,98.8,1.3,,,43.0341971,-85.6118661
178,Michigan,2018-19,Harrison,Kent,Grand Rapids Public Schools,82,,98.8,1.2,,,42.9899799,-85.6857299
179,Michigan,2018-19,Kenbrook Elementary,Oakland,Farmington Public School District,81,,98.8,0,,,42.50605,-83.364384
180,Michigan,2018-19,Meadow Ridge Elementary,Kent,Rockford Public Schools,163,,98.8,0.6,,,43.110054,-85.536717
181,Michigan,2018-19,West Kelloggsville Elementary,Kent,Kelloggsville Public Schools,80,,98.8,1.3,,,42.8814488,-85.6733395
182,Michigan,2018-19,Clarke Elementary,Berrien,St. Joseph Public Schools,76,,98.7,1.3,,,42.0443559,-86.4456759
183,Michigan,2018-19,Emmons Lake Elem,Kent,Caledonia Community Schools,75,,98.7,1.3,,,42.8017178,-85.519771
184,Michigan,2018-19,Lake Hills Elementary,Ottawa,Grand Haven Area Public Schools,77,,98.7,1.3,,,43.097263,-86.237876
185,Michigan,2018-19,Lincoln Heights Elementary,Montcalm,Greenville Public Schools,76,,98.7,1.3,,,43.1917782,-85.3510987
186,Michigan,2018-19,Luce Road Elementary,Gratiot,Alma Public Schools,157,,98.7,1.3,,,43.383468,-84.688219
187,Michigan,2018-19,Northside Elementary,Berrien,Niles Community School District,78,,98.7,0,,,41.9484437,-86.345923
188,Michigan,2018-19,Roosevelt Elementary,Ottawa,Zeeland Public Schools,75,,98.7,0,,,42.820344,-86.025071
189,Michigan,2018-19,Rosy Mound Elementary,Ottawa,Grand Haven Area Public Schools,77,,98.7,1.3,,,43.0229943,-86.2191875
190,Michigan,2018-19,Spitler Elementary,Oceana,Hart Public School District,79,,98.7,1.3,,,43.698624,-86.369902
191,Michigan,2018-19,Deerfield Elementary Novi,Oakland,Novi Community School District,73,,98.6,1.4,,,42.4832501,-83.5336503
192,Michigan,2018-19,Leonard Elementary,Oakland,Troy School District,70,,98.6,1.4,,,42.583538,-83.1420137
193,Michigan,2018-19,Lincoln Elementary,Ottawa,Zeeland Public Schools,69,,98.6,1.4,,,42.808078,-86.016567
194,Michigan,2018-19,Paris Ridge Elementary,Kent,Caledonia Community Schools,70,,98.6,0,,,42.7597626,-85.5766666
195,Michigan,2018-19,Dorr Elementary,Allegan,Wayland Union Schools,130,,98.5,1.5,,,42.7219049,-85.721236
196,Michigan,2018-19,Ionia Kinderstart IHS,Ionia,Ionia Public Schools,67,,98.5,1.5,,,42.9533097,-85.0707311
197,Michigan,2018-19,Washington-Parks Academy,Wayne,Washington-Parks Academy,67,,98.5,1.5,,,42.37261,-83.272681
198,Michigan,2018-19,Belmont Elementary,Kent,Rockford Public Schools,62,,98.4,1.6,,,43.073802,-85.60985
199,Michigan,2018-19,Discovery Elementary,Kent,Kentwood Public Schools,126,,98.4,0.8,,,42.856196,-85.604036
200,Michigan,2018-19,Eaton Academy,Macomb,Eaton Academy,61,,98.4,0,,,42.456331,-82.957611
201,Michigan,2018-19,Marie C. Graham Elem.,Macomb,L'Anse Creuse Public Schools,62,,98.4,1.6,,,42.575271,-82.85411
202,Michigan,2018-19,River Oaks Elementary,Wayne,Dearborn City School District,61,,98.4,1.6,,,42.335173,-83.243078
203,Michigan,2018-19,Woodland Elementary,Kalamazoo,Portage Public Schools,64,,98.4,1.6,,,42.211063,-85.605613
204,Michigan,2018-19,Bentheim Elementary,Allegan,Hamilton Community Schools,59,,98.3,0,,,42.713761,-85.918294
205,Michigan,2018-19,Challenger Elementary,Kent,Kentwood Public Schools,58,,98.3,1.7,,,42.870549,-85.604897
206,Michigan,2018-19,Douglas Road Elementary,Monroe,Bedford Public Schools,117,,98.3,0.9,,,41.740769,-83.607259
207,Michigan,2018-19,Hillside Elementary,Oakland,Farmington Public School District,119,,98.3,0.8,,,42.482465,-83.411169
208,Michigan,2018-19,Lakewood,Ottawa,West Ottawa Public School District,58,,98.3,0,,,42.80333,-86.198731
209,Michigan,2018-19,Marjorie Carlson Elementary,Macomb,Van Dyke Public Schools,58,,98.3,0,,,42.484109,-82.997574
210,Michigan,2018-19,Campus Elementary,Kent,Grand Rapids Public Schools,57,,98.2,1.8,,,42.949746,-85.636644
211,Michigan,2018-19,Doyle-Ryder Elementary,Genesee,Flint City School District,55,,98.2,0,,,43.0261355,-83.6928431
212,Michigan,2018-19,Eisenhower Elementary,Genesee,Flint City School District,56,,98.2,1.8,,,43.0041832,-83.708954
213,Michigan,2018-19,Grand Blanc Academy,Genesee,Grand Blanc Academy,55,,98.2,1.8,,,42.946083,-83.607972
214,Michigan,2018-19,Hamtramck Academy,Wayne,Hamtramck Academy,55,,98.2,1.8,,,42.403979,-83.05325
215,Michigan,2018-19,Herig Elementary,Saginaw,Saginaw City School District,55,,98.2,0,,,43.428672,-83.9654853
216,Michigan,2018-19,Holland Heights,Ottawa,Holland City School District,57,,98.2,0,,,42.786407,-86.070678
217,Michigan,2018-19,James B. Angell Elementary,Oakland,Berkley School District,56,,98.2,1.8,,,42.5007423,-83.1987373
218,Michigan,2018-19,Meadow Brook Elementary,Oakland,Rochester Community School District,56,,98.2,1.8,,,42.6707379,-83.1815013
219,Michigan,2018-19,Palmer Park Preparatory Academy,Detroit,Detroit Public Schools Community District,55,,98.2,0,,,42.4272439,-83.1387797
220,Michigan,2018-19,Peach Plains Elementary,Ottawa,Grand Haven Area Public Schools,55,,98.2,1.8,,,43.03792,-86.1835321
221,Michigan,2018-19,W.R. Bush Elementary,Bay,Essexville-Hampton Public Schools,113,,98.2,1.8,,,43.603264,-83.848606
222,Michigan,2018-19,William Ford,Wayne,Dearborn City School District,111,,98.2,0,,,42.3308481,-83.1879868
223,Michigan,2018-19,Alpine Elementary,Kent,Kenowa Hills Public Schools,54,,98.1,0,,,43.049837,-85.718097
224,Michigan,2018-19,Dibble Elementary,Jackson,Jackson Public Schools,54,,98.1,1.9,,,42.211949,-84.457679
225,Michigan,2018-19,Donelson Hills Elementary,Oakland,Waterford School District,52,,98.1,1.9,,,42.642021,-83.339823
226,Michigan,2018-19,Emily B Williams Elementary,Hillsdale,Jonesville Community Schools,103,,98.1,1,,,41.9771082,-84.6548601
227,Michigan,2018-19,Lakeside Elementary,Muskegon,Public Schools of the City of Muskegon,54,,98.1,0,,,43.211194,-86.29568
228,Michigan,2018-19,Rockford Spanish Immersion,Kent,Rockford Public Schools,53,,98.1,1.9,,,43.092381,-85.571862
229,Michigan,2018-19,Bridgman Elementary,Berrien,Bridgman Public Schools,102,,98,1,,,41.944308,-86.547617
230,Michigan,2018-19,Bunche Preparatory Academy,Detroit,Detroit Public Schools Community District,50,,98,0,,,42.3443059,-83.0259857
231,Michigan,2018-19,Concord Community Elem,Jackson,Concord Community Schools,51,,98,2,,,42.1698149,-84.6442839
