index,state,year,name,county,enroll,overall,xmed,xrel,lat,lng
623,Tennessee,2018-19,Calhoun Elementary,McMinn ,37,94.6,0,2.7,35.292936,-84.744279
624,Tennessee,2018-19,Centerville Elementary,Hickman ,111,94.6,0,2.7,35.784504,-87.468253
625,Tennessee,2018-19,Christenberry Elementary,Knox ,74,94.6,0,4.1,35.995153,-83.930393
626,Tennessee,2018-19,Indian Springs Elementary ,Sullivan ,56,94.6,0,5.4,36.5393,-82.423231
627,Tennessee,2018-19,Northview Elementary,Sevier ,129,94.6,0.8,1.6,35.956824,-83.619795
628,Tennessee,2018-19,South Haven Elementary ,Henderson ,37,94.6,0,2.7,35.576868,-88.459203
629,Tennessee,2018-19,Southwest Elementary ,Fayette ,37,94.6,0,0,35.13997,-89.48781
630,Tennessee,2018-19,Thelma Barker Elementary,Madison ,111,94.6,0,3.6,35.716932,-88.833915
631,Tennessee,2018-19,Waterville Community Elementary,Bradley ,111,94.6,0,1.8,35.0998148,-84.8718546
632,Tennessee,2018-19,Arlington Elementary ,Shelby ,110,94.5,0,4.5,35.28583,-89.667875
633,Tennessee,2018-19,Caryville Elementary,Campbell ,73,94.5,0,1.4,36.299117,-84.219389
634,Tennessee,2018-19,Kingston Springs Elementary,Cheatham ,55,94.5,0,3.6,36.089062,-87.109612
635,Tennessee,2018-19,Blythe-Bower Elementary,Bradley ,89,94.4,0,0,35.13932,-84.87868
636,Tennessee,2018-19,Clark Memorial,Franklin ,90,94.4,1.1,1.1,35.190377,-86.11498
637,Tennessee,2018-19,Cloudland Elementary,Carter ,36,94.4,0,0,36.1921338,-82.05446
638,Tennessee,2018-19,Cole Elementary,Davidson ,142,94.4,0,0.7,36.058171,-86.698466
639,Tennessee,2018-19,Dexter Elementary,Shelby ,143,94.4,0,2.1,35.167059,-89.825588
640,Tennessee,2018-19,Gadsden Elementary,Crockett ,18,94.4,0,5.6,35.766,-89.006878
641,Tennessee,2018-19,Leadership Preparatory Charter School ,Shelby ,54,94.4,0,0,35.08509,-89.922281
642,Tennessee,2018-19,Liberty Elementary,Montgomery ,125,94.4,0,2.4,36.549948,-87.449486
643,Tennessee,2018-19,Lucy Elementary ,Shelby ,54,94.4,0,0,35.297109,-89.926563
644,Tennessee,2018-19,Mary V Wheeler Elementary,Bledsoe ,36,94.4,0,2.8,35.665082,-85.230151
645,Tennessee,2018-19,Mcpheeter's Bend Elementary,Hawkins ,18,94.4,0,0,36.493425,-82.725791
646,Tennessee,2018-19,Mt Olive Elementary,Knox ,36,94.4,0,2.8,35.906807,-83.94031
647,Tennessee,2018-19,Mt. View Elementary,Davidson ,124,94.4,0,0.8,36.041775,-86.604101
648,Tennessee,2018-19,North Hamilton Elementary,Hamilton ,54,94.4,0,3.7,35.348088,-85.132324
649,Tennessee,2018-19,Pearre Creek Elementary,Williamson ,108,94.4,0,4.6,35.9244865,-86.9201772
650,Tennessee,2018-19,Pisgah Elementary,Montgomery ,126,94.4,0,4,36.613483,-87.350059
651,Tennessee,2018-19,Reeves-Rogers Elementary,Rutherford ,72,94.4,1.4,0,35.85531,-86.360061
652,Tennessee,2018-19,Summertown Elementary,Lawrence ,72,94.4,0,4.2,35.428218,-87.308984
653,Tennessee,2018-19,Temple Hill Elementary,Unicoi ,18,94.4,0,5.6,36.087135,-82.484431
654,Tennessee,2018-19,Westmeade Elementary ,Davidson ,90,94.4,0,2.2,36.092232,-86.893317
655,Tennessee,2018-19,Germanshire Elementary,Shelby ,105,94.3,0,0,35.040498,-89.826831
656,Tennessee,2018-19,Jacksboro Elementary,Campbell ,87,94.3,1.1,0,36.32701,-84.179504
657,Tennessee,2018-19,Knight Road Elementary ,Shelby ,88,94.3,0,1.1,35.060253,-89.911159
658,Tennessee,2018-19,Lenoir City Elementary,Loudon ,106,94.3,0.9,0.9,35.800762,-84.26735
659,Tennessee,2018-19,Mc Ewen Elementary,Humphreys ,70,94.3,0,0,36.113672,-87.629948
660,Tennessee,2018-19,Midway Elementary,Claiborne ,35,94.3,0,2.9,36.441175,-83.685434
661,Tennessee,2018-19,Oakmont Elementary ,Dickson ,105,94.3,0,1.9,36.086836,-87.382783
662,Tennessee,2018-19,Walter Hill Elementary,Rutherford ,53,94.3,0,3.8,35.952827,-86.379005
663,Tennessee,2018-19,A. Z. Kelley Elementary,Davidson ,155,94.2,0,0.6,36.021806,-86.659107
664,Tennessee,2018-19,Freedom Preparatory Academy,Shelby ,69,94.2,0,0,35.008764,-90.073867
665,Tennessee,2018-19,Goodlettsville Elementary,Davidson ,69,94.2,0,0,36.312836,-86.710718
666,Tennessee,2018-19,Hillcrest Elementary,Hamilton ,52,94.2,0,1.9,35.080448,-85.210543
667,Tennessee,2018-19,Hillsboro Elementary,Coffee ,52,94.2,0,1.9,35.408538,-85.973987
668,Tennessee,2018-19,Kittrell Elementary,Rutherford ,52,94.2,0,5.8,35.827044,-86.248978
669,Tennessee,2018-19,Mayfield Elementary,Bradley ,86,94.2,0,3.5,35.170462,-84.862978
670,Tennessee,2018-19,Mosheim Elementary,Greene ,103,94.2,0,2.9,36.195272,-82.957709
671,Tennessee,2018-19,Prospect Elementary,Blount ,69,94.2,0,0,35.8395357,-83.8029238
672,Tennessee,2018-19,Spring Hill Elementary,Maury ,120,94.2,0.8,3.3,35.749274,-86.934184
673,Tennessee,2018-19,Stoner Creek Elementary ,Wilson ,69,94.2,0,1.4,36.181502,-86.509529
674,Tennessee,2018-19,Walnut Grove Elementary,Williamson ,86,94.2,0,4.7,35.977584,-86.895216
675,Tennessee,2018-19,Waverly-Belmont Elementary School ,Davidson ,121,94.2,0,3.3,36.12649,-86.787251
676,Tennessee,2018-19,Eagleville,Rutherford ,51,94.1,0,2,35.739352,-86.643013
677,Tennessee,2018-19,East Side Elementary,Carter ,51,94.1,0,5.9,36.341752,-82.203526
678,Tennessee,2018-19,Norris Elementary,Anderson ,34,94.1,0,5.9,36.198552,-84.065549
679,Tennessee,2018-19,North Sumner Elementary,Sumner ,34,94.1,0,2.9,36.595461,-86.360471
680,Tennessee,2018-19,Northeast Elementary,Montgomery ,136,94.1,0,0.7,36.616088,-87.309934
681,Tennessee,2018-19,Raleigh-Bartlett Meadows Elementary,Shelby ,85,94.1,0,1.2,35.195441,-89.890086
682,Tennessee,2018-19,Smithville Elementary ,Dekalb ,170,94.1,0,1.8,35.95174,-85.810286
683,Tennessee,2018-19,Smoky Mountain Elementary,Cocke ,17,94.1,0,5.9,35.791319,-83.234429
684,Tennessee,2018-19,Brighton Elementary,Tipton ,116,94,0,1.7,35.480428,-89.737506
685,Tennessee,2018-19,Carpenters Elementary,Blount ,83,94,0,2.4,35.6758576,-84.0286925
686,Tennessee,2018-19,Centennial Elementary ,Dickson ,116,94,0.9,1.7,36.090671,-87.415596
687,Tennessee,2018-19,Community Montessori,Madison ,84,94,0,6,35.62958,-88.832601
688,Tennessee,2018-19,Gateway Elementary,Davidson ,50,94,0,2,36.292144,-86.711002
689,Tennessee,2018-19,Sam E. Hill Primary,Knox ,50,94,0,0,35.982451,-83.959161
690,Tennessee,2018-19,South Cumberland Elementary,Cumberland ,67,94,0,4.5,35.908613,-85.06405
691,Tennessee,2018-19,Westhaven Elementary,Shelby ,134,94,0,0.7,35.023691,-90.049892
692,Tennessee,2018-19,Bon De Croft Elementary,White ,33,93.9,0,3,35.943098,-85.331507
693,Tennessee,2018-19,College Street Elementary,Coffee ,66,93.9,0,1.5,35.479082,-86.08118
694,Tennessee,2018-19,Dandridge Elementary,Jefferson ,82,93.9,0,3.7,36.030091,-83.42786
695,Tennessee,2018-19,Heritage Elementary,Williamson ,82,93.9,0,6.1,35.786491,-86.914404
696,Tennessee,2018-19,Mcgavock Elementary,Davidson ,49,93.9,0,2,36.160326,-86.680472
697,Tennessee,2018-19,Oak Elementary ,Shelby ,115,93.9,0,0.9,35.223605,-89.827637
698,Tennessee,2018-19,Paul G. Caywood Elementary ,Henderson ,98,93.9,0,4.1,35.646046,-88.3971
699,Tennessee,2018-19,Sycamore Elementary,Putnam ,66,93.9,0,6.1,36.17699,-85.532218
700,Tennessee,2018-19,Dyllis Springs Elementary,Roane ,80,93.8,1.3,1.3,36.009672,-84.346536
701,Tennessee,2018-19,Hickerson Elementary,Coffee ,32,93.8,0,3.1,35.402297,-86.140271
702,Tennessee,2018-19,Hunters Bend Elementary,Williamson ,80,93.8,1.3,3.8,35.960749,-86.887336
703,Tennessee,2018-19,J. Brown Elementary,Maury ,64,93.8,0,0,35.584888,-87.045134
704,Tennessee,2018-19,Jackson Elementary,Shelby ,48,93.8,0,0,35.184971,-89.929459
705,Tennessee,2018-19,Mill Creek Elementary,Williamson ,146,93.8,0,4.8,35.9394794,-86.6511581
706,Tennessee,2018-19,Ralph Askins,Lincoln ,113,93.8,0,0.9,35.164414,-86.580866
707,Tennessee,2018-19,Smithson Craighead Academy ,Davidson ,32,93.8,0,0,36.25036,-86.696841
708,Tennessee,2018-19,Sweetwater Primary,Monroe ,160,93.8,0.6,2.5,35.606654,-84.437938
709,Tennessee,2018-19,West Carroll Primary,Carroll ,64,93.8,0,0,35.989909,-88.57843
710,Tennessee,2018-19,Wilson Elementary,Rutherford ,160,93.8,1.9,3.8,35.9808332,-86.4014673
711,Tennessee,2018-19,Bobby Ray Memorial ,Warren ,95,93.7,0,0,35.691253,-85.776081
712,Tennessee,2018-19,Clovercroft Elementary,Williamson ,95,93.7,1.1,5.3,35.9296818,-86.761826
713,Tennessee,2018-19,Farragut Primary,Knox ,317,93.7,0,3.5,35.890396,-84.172968
714,Tennessee,2018-19,John Sevier Elementary,Blount ,142,93.7,0,2.8,35.76984,-83.941051
715,Tennessee,2018-19,Norman Binkley Elementary,Davidson ,127,93.7,0,0.8,36.076895,-86.748729
716,Tennessee,2018-19,Westwood Elementary,Williamson ,79,93.7,0,3.8,35.9881632,-87.1253765
717,Tennessee,2018-19,Barksdale Elementary,Montgomery ,125,93.6,0,5.6,36.512917,-87.300426
718,Tennessee,2018-19,Grassland Elementary,Williamson ,78,93.6,0,5.1,36.00923,-86.882489
719,Tennessee,2018-19,Jack T Farrar Elementary,Coffee ,47,93.6,0,2.1,35.352808,-86.216037
720,Tennessee,2018-19,Mitchell-Neilson Elementary,Rutherford ,109,93.6,0,1.8,35.862283,-86.397771
721,Tennessee,2018-19,Ross Elementary,Shelby ,94,93.6,0,0,35.015364,-89.838035
722,Tennessee,2018-19,Alpha Elementary,Hamblen ,108,93.5,0,2.8,36.177827,-83.386666
723,Tennessee,2018-19,Aurora Collegiate Academy,Shelby ,62,93.5,0,0,35.156086,-89.933687
724,Tennessee,2018-19,Culleoka Unit,Maury ,77,93.5,0,2.6,35.481877,-86.987272
725,Tennessee,2018-19,Daisy Elementary,Hamilton ,62,93.5,0,1.6,35.233415,-85.174432
726,Tennessee,2018-19,Highland Oaks Elementary,Shelby ,123,93.5,0,0.8,35.004723,-89.814402
727,Tennessee,2018-19,Highland Park Elementary,Maury ,62,93.5,0,0,35.602596,-87.041268
728,Tennessee,2018-19,Rogers Creek Elementary,McMinn ,31,93.5,0,0,35.436481,-84.741749
729,Tennessee,2018-19,Woodland Elementary ,Washington ,92,93.5,0,2.2,36.321049,-82.405877
730,Tennessee,2018-19,Chapman's Retreat Elementary,Williamson ,121,93.4,0,5,35.747519,-86.873499
731,Tennessee,2018-19,Fairmount Elementary,Sullivan ,61,93.4,0,3.3,36.586918,-82.169393
732,Tennessee,2018-19,Hobgood Elementary,Rutherford ,122,93.4,0,1.6,35.838659,-86.366858
733,Tennessee,2018-19,Linden Elementary,Perry ,61,93.4,0,4.9,35.609297,-87.843332
734,Tennessee,2018-19,Northeast Elementary,Putnam ,91,93.4,1.1,2.2,36.170718,-85.467851
735,Tennessee,2018-19,Grand Oaks Elementary,Anderson ,45,93.3,0,2.2,36.052698,-84.239408
736,Tennessee,2018-19,Isaac Lane Technology Magnet,Madison ,134,93.3,0,2.2,35.6227048,-88.7888431
737,Tennessee,2018-19,Memphis Stem Academy ,Shelby ,45,93.3,0,2.2,35.21999,-89.981581
738,Tennessee,2018-19,Surgoinsville Elementary,Hawkins ,75,93.3,0,4,36.462034,-82.868698
739,Tennessee,2018-19,Trinity Elementary,Williamson ,119,93.3,0,5,35.897813,-86.772437
740,Tennessee,2018-19,Whitesburg Elementary,Hamblen ,30,93.3,0,0,36.27264,-83.139437
741,Tennessee,2018-19,Allen Elementary,Hamilton ,73,93.2,1.4,0,35.237356,-85.151874
742,Tennessee,2018-19,Barfield Elementary,Rutherford ,176,93.2,0,2.8,35.788017,-86.408199
743,Tennessee,2018-19,Burks Elementary,Putnam ,74,93.2,0,1.4,36.137928,-85.260761
744,Tennessee,2018-19,East Montgomery Elementary,Montgomery ,117,93.2,1.7,3.4,36.491561,-87.224677
745,Tennessee,2018-19,Homestead Elementary,Cumberland ,73,93.2,0,2.7,35.9027525,-84.9839595
746,Tennessee,2018-19,Lakeside Park Elementary,Sumner ,44,93.2,0,0,36.274609,-86.614046
747,Tennessee,2018-19,Norman Smith Elementary,Montgomery ,74,93.2,0,4.1,36.518673,-87.348053
748,Tennessee,2018-19,Tuckers Crossroads Elementary ,Wilson ,44,93.2,0,4.5,36.199519,-86.17546
749,Tennessee,2018-19,W Chester Elementary,Chester ,74,93.2,0,1.4,35.4231627,-88.6733984
750,Tennessee,2018-19,Watauga Elementary,Robertson ,59,93.2,0,5.1,36.39694,-86.764394
751,Tennessee,2018-19,Bulls Gap,Hawkins ,29,93.1,0,0,36.262497,-83.084893
752,Tennessee,2018-19,Cordova Elementary,Shelby ,145,93.1,0,0,35.14624,-89.768937
753,Tennessee,2018-19,Crestview Elementary,Tipton ,116,93.1,0,0.9,35.542222,-89.640752
754,Tennessee,2018-19,Franklin Elementary,Williamson ,58,93.1,0,5.2,35.909705,-86.882283
755,Tennessee,2018-19,Guild Elementary,Sumner ,101,93.1,0,2,36.371741,-86.441667
756,Tennessee,2018-19,Pigeon Forge Primary,Sevier ,131,93.1,0,1.5,35.789578,-83.630374
757,Tennessee,2018-19,Rockvale Elementary,Rutherford ,202,93.1,0.5,4,35.783433,-86.50632
758,Tennessee,2018-19,Snowden Elementary,Shelby ,87,93.1,0,0,35.1529216,-89.9970439
759,Tennessee,2018-19,William Herbert Brewster Elementary,Shelby ,72,93.1,0,1.4,35.1459356,-89.97298
760,Tennessee,2018-19,Bluff City Elementary ,Sullivan ,100,93,0,3,36.472388,-82.262211
761,Tennessee,2018-19,Clyde Riggs Elementary,Sumner ,43,93,0,0,36.549297,-86.498988
762,Tennessee,2018-19,Stanford Elementary ,Davidson ,71,93,0,5.6,36.175966,-86.682313
763,Tennessee,2018-19,Sunnyview Primary,Knox ,71,93,0,2.8,36.025495,-83.801517
764,Tennessee,2018-19,Woodlawn Elementary,Montgomery ,129,93,0,5.4,36.544357,-87.501713
765,Tennessee,2018-19,Centertown Elementary ,Warren ,56,92.9,1.8,0,35.706061,-85.893655
766,Tennessee,2018-19,Dekalb West Elementary ,Dekalb ,42,92.9,0,7.1,36.006211,-85.993226
767,Tennessee,2018-19,Dutch Valley Elementary,Anderson ,14,92.9,0,0,36.12433,-84.202671
768,Tennessee,2018-19,Ida B. Wells Academy,Shelby ,14,92.9,0,0,35.1203475,-90.0443781
769,Tennessee,2018-19,Kipp Academy Nashville Elementary,Davidson ,99,92.9,0,2,36.1674849,-86.7517563
770,Tennessee,2018-19,Lockeland Elementary,Davidson ,56,92.9,0,5.4,36.176396,-86.739226
771,Tennessee,2018-19,Mary Hughes School ,Sullivan ,56,92.9,0,5.4,36.418614,-82.306635
772,Tennessee,2018-19,Moore Elementary,Williamson ,99,92.9,1,4,35.893525,-86.849104
773,Tennessee,2018-19,Pickett County Elementary,Pickett ,42,92.9,0,0,36.57581,-85.136391
774,Tennessee,2018-19,Stone Elementary,Cumberland ,84,92.9,0,3.6,35.967405,-85.007278
775,Tennessee,2018-19,Swiss Memorial Elementary,Grundy ,14,92.9,0,7.1,35.380994,-85.61157
776,Tennessee,2018-19,Hull-Jackson Elementary,Davidson ,69,92.8,0,5.8,36.189732,-86.807316
777,Tennessee,2018-19,Longview Elementary,Williamson ,125,92.8,0.8,5.6,35.7630198,-86.9099344
778,Tennessee,2018-19,Alex Green Elementary,Davidson ,55,92.7,0,1.8,36.253521,-86.832561
779,Tennessee,2018-19,Cumberland Heights Elementary,Montgomery ,109,92.7,0,2.8,36.466167,-87.416249
780,Tennessee,2018-19,Talbott Elementary,Jefferson ,41,92.7,0,4.9,36.133757,-83.402073
781,Tennessee,2018-19,Briceville Elementary,Anderson ,27,92.6,0,7.4,36.177387,-84.184119
782,Tennessee,2018-19,Byrns Darden Elementary,Montgomery ,108,92.6,0,3.7,36.551278,-87.379939
783,Tennessee,2018-19,Cedar Bluff Elementary,Knox ,188,92.6,0,3.7,35.931555,-84.096399
784,Tennessee,2018-19,Chadwell Elementary,Davidson ,54,92.6,0,1.9,36.256631,-86.741165
785,Tennessee,2018-19,Glendale Elementary,Davidson ,94,92.6,0,5.3,36.095591,-86.785134
786,Tennessee,2018-19,Green Magnet Math And Science Academy,Knox ,68,92.6,0,2.9,35.968793,-83.911493
787,Tennessee,2018-19,Union Grove Elementary,Blount ,54,92.6,0,3.7,35.7489073,-84.076255
788,Tennessee,2018-19,Carmel Elementary,Montgomery ,107,92.5,0,5.6,36.483231,-87.158648
789,Tennessee,2018-19,Jonesborough Elementary ,Washington ,93,92.5,0,1.1,36.301125,-82.456198
790,Tennessee,2018-19,Nolan Elementary,Hamilton ,107,92.5,0.9,2.8,35.160472,-85.361181
791,Tennessee,2018-19,Valley Forge Elementary,Carter ,40,92.5,0,0,36.310694,-82.192744
792,Tennessee,2018-19,Tulip Grove Elementary ,Davidson ,105,92.4,0,1,36.198522,-86.610987
793,Tennessee,2018-19,Abraham Lincoln Elementary School ,Sullivan ,78,92.3,0,1.3,36.539199,-82.539905
794,Tennessee,2018-19,Big Sandy,Benton,26,92.3,0,3.8,36.228605,-88.086604
795,Tennessee,2018-19,Blountville Elementary ,Sullivan ,52,92.3,0,1.9,36.534387,-82.315409
796,Tennessee,2018-19,Hardin Valley Elementary,Knox ,181,92.3,0.6,6.6,35.933252,-84.185088
797,Tennessee,2018-19,Scenic Hills Elementary,Shelby ,52,92.3,1.9,1.9,35.20459,-89.948186
798,Tennessee,2018-19,Crieve Hall Elementary,Davidson ,103,92.2,0,3.9,36.065823,-86.7584
799,Tennessee,2018-19,Hancock County Elementary,Hancock ,77,92.2,1.3,1.3,36.533399,-83.21948
800,Tennessee,2018-19,Lincoln Heights Elementary,Hamblen ,90,92.2,0,0,36.201558,-83.286542
801,Tennessee,2018-19,Wolftever Creek Elementary,Hamilton ,90,92.2,0,1.1,35.062229,-85.062773
802,Tennessee,2018-19,Barger Academy,Hamilton ,76,92.1,0,0,35.012555,-85.229672
803,Tennessee,2018-19,Karns Elementary,Knox ,202,92.1,0,3.5,35.980761,-84.110856
804,Tennessee,2018-19,Oakland Elementary,Montgomery ,151,92.1,0.7,4,36.620693,-87.286396
805,Tennessee,2018-19,Sulphur Springs Elementary ,Washington ,38,92.1,0,5.3,36.346578,-82.541225
806,Tennessee,2018-19,Chattanooga Charter School Of Excellence,Hamilton ,75,92,0,1.3,35.00907,-85.215591
807,Tennessee,2018-19,Mooresburg Elementary,Hawkins ,25,92,0,4,36.347408,-83.228793
808,Tennessee,2018-19,Soddy Elementary,Hamilton ,75,92,1.3,1.3,35.291655,-85.162702
809,Tennessee,2018-19,Beaumont Elementary,Knox ,99,91.9,1,1,35.9758315,-83.9414115
810,Tennessee,2018-19,Bethesda Elementary,Williamson ,74,91.9,0,5.4,35.763114,-86.798049
811,Tennessee,2018-19,Cummings Elementary,Shelby ,74,91.9,0,0,35.1187616,-90.0283291
812,Tennessee,2018-19,Johnson Elementary,Williamson ,62,91.9,0,1.6,35.926101,-86.881636
813,Tennessee,2018-19,Kate Bond Elementary,Shelby ,124,91.9,0.8,0,35.2001043,-89.8025596
814,Tennessee,2018-19,Madisonville Primary,Monroe ,160,91.9,0,3.1,35.521402,-84.367458
815,Tennessee,2018-19,Oakhaven Elementary ,Shelby ,99,91.9,0,1,35.044978,-89.958597
816,Tennessee,2018-19,Powell Elementary,Knox ,123,91.9,1.6,3.3,36.033081,-84.028771
817,Tennessee,2018-19,Rockford Elementary,Blount ,74,91.9,0,0,35.823921,-83.942287
818,Tennessee,2018-19,Delano Elementary,Shelby ,97,91.8,0,1,35.199451,-90.005716
819,Tennessee,2018-19,Getwell Elementary,Shelby ,61,91.8,0,1.6,35.072472,-89.93375
820,Tennessee,2018-19,Henry C. Maxwell Elementary,Davidson ,98,91.8,0,0,36.030815,-86.674294
821,Tennessee,2018-19,Neely's Bend Elementary,Davidson ,49,91.8,0,2,36.239518,-86.673762
822,Tennessee,2018-19,Prescott South Elementary,Putnam ,85,91.8,0,8.2,36.111707,-85.51196
823,Tennessee,2018-19,Snow Hill Elementary,Hamilton ,98,91.8,0,2,35.180261,-85.060102
824,Tennessee,2018-19,David Crockett Elementary,Lawrence ,72,91.7,1.4,0,35.255307,-87.375388
825,Tennessee,2018-19,Dover Elementary,Stewart ,72,91.7,0,1.4,36.478287,-87.868015
826,Tennessee,2018-19,Georgian Hills Achievement Elementary School ,Shelby ,36,91.7,0,0,35.232892,-89.998214
827,Tennessee,2018-19,Laurel Elementary,Johnson ,12,91.7,0,0,36.565347,-81.756182
828,Tennessee,2018-19,Midway Elementary,Roane ,72,91.7,0,4.2,35.779766,-84.54892
829,Tennessee,2018-19,Piedmont Elementary,Jefferson ,60,91.7,0,1.7,36.026,-83.51868
830,Tennessee,2018-19,Short Mountain Elementary,Cannon ,12,91.7,0,0,35.843277,-85.9461
831,Tennessee,2018-19,Una Elementary ,Davidson ,144,91.7,0.7,0,36.095595,-86.65286
832,Tennessee,2018-19,Valley View Elementary,Bradley ,48,91.7,0,6.3,35.051383,-84.8053375
833,Tennessee,2018-19,Brickey Mccloud Elementary,Knox ,166,91.6,1.2,6.6,36.062112,-83.97257
834,Tennessee,2018-19,Sherwood Elementary,Shelby ,83,91.6,0,2.4,35.100329,-89.939329
835,Tennessee,2018-19,Battle Academy For Teaching,Hamilton ,82,91.5,0,2.4,35.036124,-85.3078491
836,Tennessee,2018-19,Circles Of Success Learning,Shelby ,47,91.5,0,0,35.1079369,-90.0332988
837,Tennessee,2018-19,Eastview Elementary,Greene ,47,91.5,0,6.4,36.164151,-82.810028
838,Tennessee,2018-19,Gainesboro Elementary,Jackson ,82,91.5,1.2,0,36.350108,-85.659145
839,Tennessee,2018-19,Moore Magnet Elementary,Montgomery ,82,91.5,0,6.1,36.51948,-87.337819
840,Tennessee,2018-19,Ooltewah Elementary,Hamilton ,177,91.5,0,4,35.128448,-85.033685
841,Tennessee,2018-19,Shady Grove Elementary,Shelby ,71,91.5,1.4,0,35.123775,-89.88345
842,Tennessee,2018-19,Buena Vista Elementary,Davidson ,35,91.4,0,0,36.177671,-86.798492
843,Tennessee,2018-19,Ford Road Elementary,Shelby ,93,91.4,0,0,35.057618,-90.079566
844,Tennessee,2018-19,Keystone Elementary,Shelby ,81,91.4,0,2.5,35.243093,-89.952706
845,Tennessee,2018-19,Sevierville Primary,Sevier ,233,91.4,0.4,1.3,35.853365,-83.541856
846,Tennessee,2018-19,Theodore Roosevelt Elementary School ,Sullivan ,35,91.4,0,0,36.562326,-82.576803
847,Tennessee,2018-19,Vonore Elementary,Monroe ,70,91.4,0,2.9,35.587844,-84.2394
848,Tennessee,2018-19,Bargerton Elementary ,Henderson ,23,91.3,0,8.7,35.732165,-88.490506
849,Tennessee,2018-19,Bruce Elementary,Shelby ,80,91.3,0,1.3,35.1312,-90.0223
850,Tennessee,2018-19,Ramer Elementary,McNairy ,46,91.3,0,2.2,35.06927,-88.617499
851,Tennessee,2018-19,Rush Strong Elementary,Jefferson ,46,91.3,0,4.3,36.06427,-83.682267
852,Tennessee,2018-19,Sarah Moore Greene Magnet,Knox ,80,91.3,0,1.3,35.9823862,-83.8745122
853,Tennessee,2018-19,Wilson Elementary,Overton ,23,91.3,0,8.7,36.216596,-85.171824
854,Tennessee,2018-19,Boyds Creek Elementary,Sevier ,57,91.2,1.8,5.3,35.9321257,-83.6700611
855,Tennessee,2018-19,Lake Ridge Elementary ,Washington ,102,91.2,0,7.8,36.384683,-82.385978
856,Tennessee,2018-19,Carter-Lawrence Elementary,Davidson ,45,91.1,0,8.9,36.143605,-86.786177
857,Tennessee,2018-19,Eagle View Elementary,Davidson ,101,91.1,0,4,36.0511461,-86.6415422
858,Tennessee,2018-19,Erin Elementary,Houston ,56,91.1,0,7.1,36.314089,-87.674652
859,Tennessee,2018-19,Jere Whitson Elementary,Putnam ,79,91.1,0,1.3,36.186082,-85.503524
860,Tennessee,2018-19,Vollentine Elementary,Shelby ,45,91.1,0,0,35.1643,-90.0014
861,Tennessee,2018-19,Coopertown Elementary,Robertson ,78,91,0,5.1,36.43742,-86.96916
862,Tennessee,2018-19,Mcconnell Elementary,Hamilton ,78,91,0,6.4,35.194823,-85.160423
863,Tennessee,2018-19,Park View Elementary,Putnam ,78,91,0,1.3,36.152533,-85.511651
864,Tennessee,2018-19,South Park Elementary,Shelby ,78,91,0,1.3,35.083845,-89.930822
865,Tennessee,2018-19,Bellshire Elementary,Davidson ,66,90.9,0,1.5,36.269821,-86.762348
866,Tennessee,2018-19,Coker Creek Elementary,Monroe ,11,90.9,0,0,35.259039,-84.295372
867,Tennessee,2018-19,Orchard Knob Elementary,Hamilton ,88,90.9,0,1.1,35.044224,-85.276409
868,Tennessee,2018-19,Pi Beta Phi Elementary,Sevier ,44,90.9,0,4.5,35.711733,-83.512088
869,Tennessee,2018-19,Winstead Elementary,Williamson ,110,90.9,0,9.1,35.882852,-86.878111
870,Tennessee,2018-19,Smyrna Elementary,Rutherford ,141,90.8,0,2.1,35.988905,-86.507133
871,Tennessee,2018-19,South Elementary,Madison ,76,90.8,0,5.3,35.500788,-88.737683
872,Tennessee,2018-19,Amherst Elementary,Knox ,107,90.7,0.9,4.7,35.9784359,-84.0583755
873,Tennessee,2018-19,Cascade Elementary,Bedford ,107,90.7,0.9,2.8,35.56875,-86.358862
874,Tennessee,2018-19,Bel Aire Elementary,Coffee ,53,90.6,0,9.4,35.359069,-86.228085
875,Tennessee,2018-19,Evans Elementary,Shelby ,96,90.6,0,0,35.0687,-89.8984
876,Tennessee,2018-19,Jellico Elementary,Campbell ,32,90.6,0,3.1,36.575193,-84.129471
877,Tennessee,2018-19,Pin Oak Elementary ,Henderson ,32,90.6,6.3,3.1,35.635359,-88.275209
878,Tennessee,2018-19,Bonny Kate Elementary,Knox ,42,90.5,0,4.8,35.883057,-83.898005
879,Tennessee,2018-19,Kingsbury Elementary,Shelby ,63,90.5,0,0,35.168898,-89.924908
880,Tennessee,2018-19,West Hills Elementary,Knox ,116,90.5,1.7,3.4,35.933926,-84.038848
881,Tennessee,2018-19,Mountain View Elementary ,Washington ,73,90.4,0,4.1,36.315987,-82.331842
882,Tennessee,2018-19,Granbery Elementary,Davidson ,186,90.3,0,9.1,36.04667,-86.753313
883,Tennessee,2018-19,Chimneyrock Elementary,Shelby ,153,90.2,0,0.7,35.1768078,-89.776191
884,Tennessee,2018-19,Claxton Elementary,Anderson ,82,90.2,0,3.7,36.042409,-84.112057
885,Tennessee,2018-19,Haywood Elementary,Davidson ,122,90.2,0,0,36.074515,-86.70786
886,Tennessee,2018-19,Leoma Elementary,Lawrence ,61,90.2,0,3.3,35.15578,-87.349284
887,Tennessee,2018-19,Shelby Oaks Elementary,Shelby ,133,90.2,0,0,35.1778,-89.8604
888,Tennessee,2018-19,West Elementary,Hamblen ,81,90.1,0,1.2,36.22329,-83.304895
