index,state,year,name,county,enroll,overall,lat,lng
660,Iowa,2018-19,Grant Center,Monroe,218,94,41.020955,-92.80784
661,Iowa,2018-19,North Elementary,Decatur,215,94,40.748496,-93.74077
662,Iowa,2018-19,Oelwein Comm School District,Fayette,1231,94,42.6743925,-91.9024062
663,Iowa,2018-19,Alta Elementary,Buena Vista,228,93.9,42.664958,-95.303075
664,Iowa,2018-19,Cleveland Elementary,Linn,358,93.9,41.971846,-91.703085
665,Iowa,2018-19,Rock Run Elementary,Hardin,338,93.8,42.529326,-93.265866
666,Iowa,2018-19,St Cecilia,Story,144,93.8,42.0498063,-93.6287839
667,Iowa,2018-19,Cora B Darling Elementary,Allamakee,520,93.7,43.081893,-91.571749
668,Iowa,2018-19,John Cline Elementary,Winneshiek,300,93.7,43.30548,-91.785655
669,Iowa,2018-19,Virgil Grissom Elementary,Scott,159,93.7,41.676575,-90.34649
670,Iowa,2018-19,Washington Elementary School-Davenport,Scott,271,93.7,41.5388089,-90.5521055
671,Iowa,2018-19,Aquin Elementary,Dubuque,232,93.5,42.299278,-91.01939
672,Iowa,2018-19,Notre Dame Elementary,Howard,170,93.5,43.3732741,-92.1142119
673,Iowa,2018-19,Oviatt Elementary,Warren,735,93.5,41.472717,-93.680215
674,Iowa,2018-19,Grant Wood Elementary,Johnson,304,93.4,41.634613,-91.507418
675,Iowa,2018-19,Orchard Hill Elementary,Black Hawk,393,93.4,42.502632,-92.421701
676,Iowa,2018-19,Rock Valley Elementary,Sioux,392,93.4,43.208897,-96.287175
677,Iowa,2018-19,Schaller-Crestland M.S. Ridge View Middle Sch,Sac,227,93.4,42.464106,-95.1555607
678,Iowa,2018-19,Sylvia Enarson Elementary,Montgomery,121,93.4,40.933235,-94.982062
679,Iowa,2018-19,Thomas Jefferson Elementary,Scott,137,93.4,41.528791,-90.523156
680,Iowa,2018-19,Cardinal Elementary,Wapello,445,93.3,40.9637997,-92.2386505
681,Iowa,2018-19,Clark Elementary,Henry,240,93.3,40.92307,-91.402918
682,Iowa,2018-19,Longfellow Elementary,Johnson,341,93.3,41.653912,-91.518222
683,Iowa,2018-19,Melcher-Dallas Elem,Marion,193,93.3,41.234817,-93.236828
684,Iowa,2018-19,Waco Elementary,Washington,253,93.3,41.212574,-91.538182
685,Iowa,2018-19,St Anthony,Dubuque,278,93.2,42.5037905,-90.6973733
686,Iowa,2018-19,Washington Elementary School-Mount Vernon,Linn,600,93.2,41.9199369,-91.4250874
687,Iowa,2018-19,St Catherine-St Mary Grade,Plymouth,131,93.1,42.8128036,-95.9716507
688,Iowa,2018-19,Bohumil Shimek Elementary,Johnson,215,93,41.680091,-91.526816
689,Iowa,2018-19,Heritage Christian School-Iowa City,Johnson,142,93,41.7399163,-91.5936217
690,Iowa,2018-19,Longfellow Elementary,Benton,242,93,41.890897,-92.276505
691,Iowa,2018-19,St Mary Grade,Buena Vista,142,93,42.6397995,-95.1974253
692,Iowa,2018-19,Logan-Magnolia Elementary,Harrison,339,92.9,41.656355,-95.788066
693,Iowa,2018-19,North Kossuth Elementary,Kossuth,126,92.9,43.383691,-94.312864
694,Iowa,2018-19,Prairie Point,Linn,1308,92.9,41.900986,-91.655269
695,Iowa,2018-19,Westfield Elementary,Linn,564,92.7,42.063794,-91.649539
696,Iowa,2018-19,Saint Edward,Black Hawk,216,92.6,42.4773049,-92.3542555
697,Iowa,2018-19,Seton Catholic Elem Sch Farley Center,Dubuque,108,92.6,42.4412231,-91.0039773
698,Iowa,2018-19,Washington Elementary School-Charles City,Floyd,326,92.6,43.078982,-92.6714909
699,Iowa,2018-19,All Saints,Linn,161,92.5,41.9779484,-91.6256142
700,Iowa,2018-19,Rogers Elementary,Marshall,213,92.5,42.052518,-92.920032
701,Iowa,2018-19,Readlyn Elementary,Bremer,131,92.4,42.704203,-92.224221
702,Iowa,2018-19,East Campus Elementary,Allamakee,235,92.3,43.270881,-91.483255
703,Iowa,2018-19,Harris-Lake Park Elementary,Dickinson,142,92.3,43.4553,-95.32438
704,Iowa,2018-19,Marquette Catholic Elementary,Jackson,128,92.2,42.2599236,-90.4290156
705,Iowa,2018-19,Storm Lake Elementary,Buena Vista,937,92.2,42.648897,-95.226846
706,Iowa,2018-19,Valley Elementary,Fayette,166,92.2,42.97219,-91.654291
707,Iowa,2018-19,Lincoln Center,Monroe,362,92,41.029392,-92.805503
708,Iowa,2018-19,Valley Lutheran,Black Hawk,175,92,42.49682,-92.418331
709,Iowa,2018-19,Central Elementary,Johnson,431,91.9,41.676388,-91.572308
710,Iowa,2018-19,Lamoni Elementary,Decatur,148,91.9,40.624841,-93.935872
711,Iowa,2018-19,South Elementary,Decatur,124,91.9,40.735585,-93.74594
712,Iowa,2018-19,St Joseph,Linn,136,91.9,42.0404513,-91.5955301
713,Iowa,2018-19,Taylor Elementary,Linn,223,91.9,41.970015,-91.678888
714,Iowa,2018-19,Des Moines Christian Elementary,Polk,1021,91.8,41.628836,-93.797815
715,Iowa,2018-19,Lincoln Elementary,Mitchell,328,91.8,43.2853824,-92.8138584
716,Iowa,2018-19,Van Allen Elementary,Lucas,282,91.8,41.023668,-93.311301
717,Iowa,2018-19,Hoover Elementary,Linn,363,91.7,41.970797,-91.725047
718,Iowa,2018-19,Lisbon Elementary,Linn,288,91.7,41.91867,-91.387376
719,Iowa,2018-19,Mark Twain Elementary,Johnson,337,91.7,41.643371,-91.51572
720,Iowa,2018-19,Seymour Elementary,Wayne,156,91.7,40.680905,-93.115977
721,Iowa,2018-19,Pella Christian Grade,Marion,468,91.5,41.40539,-92.909246
722,Iowa,2018-19,Charter Oak-Ute Elementary,Crawford,126,91.3,42.065348,-95.590832
723,Iowa,2018-19,Prescott Elementary,Dubuque,290,91,42.504409,-90.66628
724,Iowa,2018-19,Lenox Elementary,Taylor,276,90.9,40.875827,-94.556799
725,Iowa,2018-19,Trinity Lutheran,Scott,306,90.8,41.54688,-90.589891
726,Iowa,2018-19,Christ The King,Polk,171,90.6,41.5323996,-93.6238293
727,Iowa,2018-19,Irving Elementary,Dubuque,457,90.6,42.499223,-90.702469
728,Iowa,2018-19,Twin Cedars Elementary,Marion,171,90.6,41.218079,-92.925346
729,Iowa,2018-19,Underwood Elementary,Pottawattamie,329,90.6,41.386149,-95.68283
730,Iowa,2018-19,Lincoln Elementary,Floyd,169,90.5,43.066872,-92.663576
731,Iowa,2018-19,Pence Elementary,Jefferson,377,90.5,40.9971627,-91.9710136
732,Iowa,2018-19,Grand View Christian Elementary,Polk,396,90.4,41.6436182,-93.5597473
733,Iowa,2018-19,Horace Mann Elementary,Johnson,209,90.4,41.667479,-91.52606
734,Iowa,2018-19,West Lyon Elementary,Lyon,385,90.1,43.39238,-96.42997
735,Iowa,2018-19,Trinity Lutheran,Linn,194,89.7,41.96945,-91.689921
736,Iowa,2018-19,Marquette Catholic School System,Jackson,202,89.6,42.2599236,-90.4290156
737,Iowa,2018-19,Siouxland Community Christian,Woodbury,220,89.5,42.4748211,-96.3288733
738,Iowa,2018-19,Norman Borlaug Elementary,Johnson,508,89.4,41.670406,-91.600974
739,Iowa,2018-19,Washington Elementary School-Fairfield,Jefferson,205,89.3,41.0025533,-91.9574597
740,Iowa,2018-19,Marnie Simons Elementary,Fremont,111,89.2,40.616684,-95.652462
741,Iowa,2018-19,Dubuque Comm School District,Dubuque,138,89.1,42.5094998,-90.7152749
742,Iowa,2018-19,Rock Valley Christian,Sioux,201,89.1,43.20827,-96.296731
743,Iowa,2018-19,Central Ward Elementary,Appanoose,221,88.7,40.730805,-92.873206
744,Iowa,2018-19,River Hills,Black Hawk,104,88.5,42.518651,-92.412075
745,Iowa,2018-19,Notre Dame Elementary,Des Moines,181,88.4,40.8024489,-91.1405105
746,Iowa,2018-19,Columbus Elementary,Lucas,263,88.2,41.013786,-93.312296
747,Iowa,2018-19,St Benedict,Winneshiek,108,88,43.297445,-91.781999
748,Iowa,2018-19,MFL MarMac Elementary,Clayton,232,87.9,43.046245,-91.391999
749,Iowa,2018-19,Clarinda Academy,Page,137,87.6,40.75782,-95.036062
750,Iowa,2018-19,Immaculate Conception,Floyd,184,87.5,43.06506,-92.672931
751,Iowa,2018-19,West Campus Elementary,Allamakee,206,87.4,43.272369,-91.489435
752,Iowa,2018-19,Sacred Heart,Jackson,110,87.3,42.0663855,-90.6748586
753,Iowa,2018-19,Westwood Elementary,Woodbury,409,87.3,42.229958,-96.218215
754,Iowa,2018-19,Central Lutheran,Benton,147,87.1,41.993105,-91.973827
755,Iowa,2018-19,Kenwood Elementary,Linn,411,87.1,42.016095,-91.641431
756,Iowa,2018-19,St Mary,Humboldt,139,87.1,42.7253196,-94.2124208
757,Iowa,2018-19,Iowa Virtual Academy,Clayton,398,86.9,42.867744,-91.242134
758,Iowa,2018-19,Isaac Newton Christian Academy,Linn,236,86.9,42.0062,-91.672511
759,Iowa,2018-19,Ernest Horn Elementary,Johnson,407,86.7,41.650772,-91.563031
760,Iowa,2018-19,Oskaloosa Christian,Mahaska,177,85.9,41.3025,-92.649871
761,Iowa,2018-19,Cowles Elementary,Polk,323,84.8,41.607987,-93.705419
762,Iowa,2018-19,Alexander Elementary,Johnson,427,84.3,41.62198,-91.512993
763,Iowa,2018-19,St Joseph Community,Chickasaw,139,83.5,43.061555,-92.319599
764,Iowa,2018-19,Pocahontas Area Elementary,Pocahontas,641,83,42.731873,-94.672909
765,Iowa,2018-19,Charles City Middle Sch.,Floyd,517,82.4,43.062698,-92.655686
766,Iowa,2018-19,Pineview Elementary,Hardin,176,81.8,42.520177,-93.277487
767,Iowa,2018-19,Kirkwood Elementary,Johnson,354,81.6,41.685988,-91.583763
768,Iowa,2018-19,Ireton Elementary,Sioux,102,80.4,42.975246,-96.314846
769,Iowa,2018-19,Iowa Christian Academy,Polk,157,80.3,41.58012,-93.739001
770,Iowa,2018-19,St Patrick,Allamakee,169,79.9,43.26725,-91.478331
771,Iowa,2018-19,Heartland Christian,Pottawattamie,190,79.5,41.21857,-95.852251
772,Iowa,2018-19,Tri-County Elementary,Keokuk,131,79.4,41.453182,-92.33475
773,Iowa,2018-19,Ankeny Christian Academy Elementary,Polk,292,77.7,41.7325352,-93.6231259
774,Iowa,2018-19,College View Elementary,Pottawattamie,484,76.9,41.267999,-95.804377
775,Iowa,2018-19,Iowa Connections Academy Elementary,Cass,101,75.2,41.44553,-94.767571
776,Iowa,2018-19,Cedar Rapids Comm School District,Linn,334,75.1,42.0258244,-91.714958
777,Iowa,2018-19,Morning Star Academy,Scott,198,74.7,41.56106,-90.511681
778,Iowa,2018-19,Cedar Valley Christian,Linn,134,73.9,41.99602,-91.615511
779,Iowa,2018-19,Ames Comm School District,Story,322,71.7,42.0020589,-93.6015207
780,Iowa,2018-19,Boone Comm School District,Boone,170,61.8,42.1114144,-93.8858955
781,Iowa,2018-19,Marion Home,Linn,1049,59.7,42.02528,-91.594211
782,Iowa,2018-19,Netherlands Reformed Christian School K-12,Sioux,409,58.4,43.1955863,-96.2875754
783,Iowa,2018-19,Maharishi School Of The Age Of Enlightenment,Jefferson,130,40.8,41.0154333,-91.9670254
784,Iowa,2018-19,A-H-S-T-W Intermediate,Pottawattamie,99,,41.4694947,-95.3418031
785,Iowa,2018-19,Adventist Christian,Muscatine,8,,41.442239,-91.0689809
786,Iowa,2018-19,AGWSR Elementary at Wellsburg,Grundy,56,,42.432905,-92.9313
787,Iowa,2018-19,Albert City-Truesdale Elementary,Buena Vista,94,,42.783082,-94.950444
788,Iowa,2018-19,Alternative,Cerro Gordo,74,,43.151528,-93.167314
789,Iowa,2018-19,Ames Christian School K-8,Story,40,,42.008897,-93.6242189
790,Iowa,2018-19,Anamosa Comm School District,Jones,14,,42.1060521,-91.2874418
791,Iowa,2018-19,Ankeny Comm School District,Polk,76,,41.7242774,-93.6015207
792,Iowa,2018-19,Anthon Elementary,Woodbury,89,,42.384702,-95.869738
793,Iowa,2018-19,Ar-We-Va Elementary Community,Crawford,89,,42.07519,-95.100821
794,Iowa,2018-19,Aurelia Elementary,Cherokee,69,,42.714036,-95.429023
795,Iowa,2018-19,Ballard Comm School District,Story,25,,41.9228383,-93.6015207
796,Iowa,2018-19,Bennett Elementary,Cedar,70,,41.740891,-90.976756
797,Iowa,2018-19,Bertha Godfrey Elementary,Kossuth,89,,43.070004,-94.21722
798,Iowa,2018-19,Bettendorf Comm School District,Scott,37,,41.5551555,-90.5021589
799,Iowa,2018-19,Bloomington Amish,Decatur,18,,40.6681682,-93.9674371
800,Iowa,2018-19,CAM North Elementary,Cass,98,,41.45363,-94.769669
801,Iowa,2018-19,Centerville Amish,Johnson,23,,40.7290565,-92.8738196
802,Iowa,2018-19,Central Iowa Christian,Poweshiek,31,,41.74676,-92.745871
803,Iowa,2018-19,Chariton Comm School District,Lucas,12,,41.0303353,-93.3792057
804,Iowa,2018-19,Clarinda Comm School District,Page,13,,40.7297776,-95.0352154
805,Iowa,2018-19,Clarinda Lutheran School Association,Page,88,,40.7468504,-95.0450291
806,Iowa,2018-19,Clay Central-Everly Elementary,Clay,99,,43.062038,-95.286446
807,Iowa,2018-19,Clyde D Mease Elementary,Humboldt,85,,42.721638,-94.203499
808,Iowa,2018-19,Collins-Maxwell Comm School District,Story,4,,41.884133,-93.392113
809,Iowa,2018-19,Colo-NESCO School Comm School District,Story,12,,42.0704809,-93.2986106
810,Iowa,2018-19,Community Christian,Webster,54,,42.49529,-94.164741
811,Iowa,2018-19,COMMUNITY LUTHERAN SCHOOL,Bremer,28,,42.66108,-92.238121
812,Iowa,2018-19,Countryside Mennonite,Chickasaw,31,,43.0724667,-92.3813621
813,Iowa,2018-19,Crescent Elementary,Pottawattamie,74,,41.364285,-95.854111
814,Iowa,2018-19,Creston Early Childhood Center,Union,85,,41.066791,-94.363443
815,Iowa,2018-19,Dallas Center Christian,Dallas,13,,41.699535,-93.970641
816,Iowa,2018-19,Danbury Catholic,Woodbury,56,,42.2369,-95.717301
817,Iowa,2018-19,De Sales Grade,Winneshiek,90,,43.1430098,-91.7583693
818,Iowa,2018-19,Deerfield Mennonite,Chickasaw,29,,43.0589195,-92.3290555
819,Iowa,2018-19,Deerview Amish,Johnson,22,,41.7095838,-91.6757358
820,Iowa,2018-19,Des Moines Independent Comm School District,Polk,10,,41.5842182,-93.6217802
821,Iowa,2018-19,Diagonal Elementary,Ringgold,57,,40.80722,-94.343673
822,Iowa,2018-19,Doon Christian,Lyon,16,,43.273097,-96.234264
823,Iowa,2018-19,Dubuque Lutheran,Dubuque,33,,42.509245,-90.721058
824,Iowa,2018-19,Earlville Elementary,Delaware,49,,42.483762,-91.275855
825,Iowa,2018-19,East Lincoln Mennonite,Mitchell,24,,43.2317132,-92.6288523
826,Iowa,2018-19,Echo Vale Amish,Johnson,35,,41.533932,-91.785484
827,Iowa,2018-19,Elliott Elementary,Montgomery,75,,41.15144,-95.164091
828,Iowa,2018-19,Emmetsburg Catholic,Palo Alto,92,,43.10291,-94.679131
829,Iowa,2018-19,Essex Elementary,Page,81,,40.830465,-95.309169
830,Iowa,2018-19,Faith Academy,Johnson,88,,41.639075,-91.5215322
831,Iowa,2018-19,Franklin Christian Day,Decatur,22,,40.782037,-93.698342
832,Iowa,2018-19,Friendship Amish,Washington,31,,41.2874228,-91.6957325
833,Iowa,2018-19,Galva-Holstein Elementary,Ida,93,,42.487426,-95.537045
834,Iowa,2018-19,Gilmore City Elementary,Humboldt,91,,42.726759,-94.439209
835,Iowa,2018-19,Gospel Assembly Christian Academy,Polk,12,,41.644433,-93.7160547
836,Iowa,2018-19,Gospel Lighthouse Academy,Floyd,51,,43.1245569,-92.7383727
837,Iowa,2018-19,Great River Christian,Des Moines,77,,40.789489,-91.102893
838,Iowa,2018-19,Greenview Alternative,Bremer,17,,42.72382,-92.49235
839,Iowa,2018-19,Grinnell-Newburg Community School District,Poweshiek,14,,41.7679201,-92.7381672
840,Iowa,2018-19,Harvest Baptist,Webster,63,,42.50311,-94.188901
841,Iowa,2018-19,Hickory Grove Amish,Buchanan,26,,41.8192461,-92.8597605
842,Iowa,2018-19,Hillside Christian,Johnson,18,,41.69077,-91.583661
843,Iowa,2018-19,Hilltop Amish,Buchanan,25,,41.5339022,-91.7855112
844,Iowa,2018-19,Holy Cross St Michael,Woodbury,87,,42.5411549,-96.3631434
845,Iowa,2018-19,Holy Ghost,Dubuque,69,,42.524877,-90.6811237
846,Iowa,2018-19,Independence Comm School District,Buchanan,28,,42.4685833,-91.9079455
847,Iowa,2018-19,Individualized Learning Center,Plymouth,23,,42.78844,-96.168709
848,Iowa,2018-19,Interstate 35 Comm School District,Madison,12,,41.2107817,-93.8416333
849,Iowa,2018-19,Inwood Christian,Lyon,40,,43.30519,-96.428691
850,Iowa,2018-19,Iowa City Comm School District,Johnson,65,,41.6502294,-91.5789994
851,Iowa,2018-19,Iowa Great Lakes Lutheran,Clay,86,,43.15728,-95.125971
852,Iowa,2018-19,Iowa Mennonite,Johnson,77,,41.540269,-91.789054
853,Iowa,2018-19,Iowa School for the Deaf,Pottawattamie,69,,41.2252515,-95.8199494
854,Iowa,2018-19,Ireton Christian School K-8th,Sioux,60,,42.9742196,-96.3131498
855,Iowa,2018-19,J. N. Andrews Christian Academy,Linn,21,,42.065025,-91.7067216
856,Iowa,2018-19,Johnston Elementary,Delaware,95,,42.343761,-91.240589
857,Iowa,2018-19,Kanawha Christian,Hancock,44,,42.938287,-93.786308
858,Iowa,2018-19,Keokuk Catholic Schools St. Vincent's,Lee,61,,40.4201094,-91.4032776
859,Iowa,2018-19,Keokuk Christian Academy,Lee,60,,40.39743,-91.412921
860,Iowa,2018-19,LaSalle Catholic,Dubuque,31,,42.600268,-90.9971
861,Iowa,2018-19,Laurens-Marathon Elementary,Pocahontas,89,,42.85268,-94.850979
862,Iowa,2018-19,Lebanon Amish,Van Buren,40,,40.7001158,-91.9099238
863,Iowa,2018-19,Liberty Christian,Pottawattamie,19,,41.2744932,-95.8870194
864,Iowa,2018-19,Little Cedar Mennonite,Mitchell,19,,43.3802849,-92.7257634
865,Iowa,2018-19,Little Rock Elementary,Lyon,50,,43.441821,-95.881449
866,Iowa,2018-19,Lutheran Interparish,Iowa,83,,41.656387,-92.007252
867,Iowa,2018-19,LuVerne Elementary,Kossuth,52,,42.912516,-94.085484
868,Iowa,2018-19,Mallard Elementary,Palo Alto,91,,42.934303,-94.6824
869,Iowa,2018-19,Maple Grove Amish,Washington,20,,41.3477966,-91.7538817
870,Iowa,2018-19,Marshalltown Christian,Marshall,56,,42.03129,-92.899671
871,Iowa,2018-19,Marshalltown Comm School District,Marshall,11,,42.0363596,-92.9073241
872,Iowa,2018-19,Mayflower Heritage Christian,Union,51,,41.0707748,-94.3552795
873,Iowa,2018-19,Meadow View Amish School-Sigourney,Keokuk,29,,41.3333445,-92.2046255
874,Iowa,2018-19,Mediapolis Comm School District,Des Moines,20,,41.0135619,-91.1615464
875,Iowa,2018-19,MOC-Floyd Valley Comm School District,Sioux,13,,42.9979776,-96.0483144
876,Iowa,2018-19,Mount Pleasant Comm School District,Henry,88,,40.9885488,-91.5596117
877,Iowa,2018-19,Mt Olive Lutheran,Polk,99,,41.61199,-93.695851
878,Iowa,2018-19,Mt Pleasant Christian,Henry,67,,40.96315,-91.531161
879,Iowa,2018-19,Muscatine Comm School District,Muscatine,77,,41.442565,-91.06785
880,Iowa,2018-19,Nevada Comm School District,Story,8,,42.0205009,-93.438319
881,Iowa,2018-19,Nevada Seventh Day Adventist,Story,19,,42.0133963,-93.452288
882,Iowa,2018-19,New Albin Elementary,Allamakee,95,,43.493281,-91.288054
883,Iowa,2018-19,Newell-Fonda Middle Sch.,Buena Vista,83,,42.605499,-94.997898
884,Iowa,2018-19,Newton Christian Day,Jasper,73,,41.7104544,-93.0307686
885,Iowa,2018-19,North Iowa Christian,Cerro Gordo,75,,43.14696,-93.188041
886,Iowa,2018-19,North Side Elementary,Franklin,92,,42.75211,-93.205355
887,Iowa,2018-19,North Winneshiek Elementary,Winneshiek,56,,43.442351,-91.81058
888,Iowa,2018-19,Northeast Hamilton Elementary,Hamilton,89,,42.479217,-93.639467
889,Iowa,2018-19,Northwest Iowa Protestant Reformed Sch,Lyon,22,,43.2826443,-96.2327058
890,Iowa,2018-19,Northwood Pre-School,Story,42,,42.05032,-93.618877
891,Iowa,2018-19,Oak Grove Amish,Howard,16,,43.2070368,-92.4553473
892,Iowa,2018-19,Olin Elementary,Jones,72,,41.994093,-91.139554
893,Iowa,2018-19,Orient Elementary,Adair,88,,41.200418,-94.411766
894,Iowa,2018-19,Ottumwa Christian,Wapello,76,,41.00681,-92.441751
895,Iowa,2018-19,Page Elementary,Boone,40,,42.05629,-93.881056
896,Iowa,2018-19,Pathway Christian,Johnson,44,,41.51398,-91.712591
897,Iowa,2018-19,Paton-Churdan Elementary,Greene,77,,42.159741,-94.476302
898,Iowa,2018-19,PCM Comm School District,Jasper,3,,41.5185731,-93.1378173
899,Iowa,2018-19,Pekin Comm School District,Keokuk,10,,41.1548907,-92.1606705
900,Iowa,2018-19,Pella Comm School District,Marion,48,,41.444905,-92.8976254
901,Iowa,2018-19,Peoria Christian,Mahaska,39,,41.4658,-92.802
902,Iowa,2018-19,Perry #1 Elementary,Buchanan,38,,42.525556,-91.970541
903,Iowa,2018-19,Pierson Elementary,Woodbury,36,,42.547679,-95.868813
904,Iowa,2018-19,Pine Crest,Cerro Gordo,25,,43.1494516,-93.1681984
905,Iowa,2018-19,Pine Grove Mennonite,Howard,43,,43.3819496,-92.3813621
906,Iowa,2018-19,Plainview Amish Schools-McIntire,Mitchell,12,,43.4358006,-92.5937915
907,Iowa,2018-19,Plainview Amish Schools-Milton,Van Buren,14,,40.6733602,-92.1621241
908,Iowa,2018-19,Pleasant Valley Amish,Washington,29,,41.5697213,-90.4232235
909,Iowa,2018-19,Pocahontas Catholic Grade,Pocahontas,91,,42.7287422,-94.6747547
910,Iowa,2018-19,Prairie Edge,Linn,66,,41.921765,-91.658525
911,Iowa,2018-19,Prairie Grove Elementary,Buchanan,38,,42.56939,-91.983581
912,Iowa,2018-19,Prince of Peace Catholic Elementary Building,Clinton,96,,41.842791,-90.193464
913,Iowa,2018-19,Promise Academy at Quakerdale,Hardin,13,,42.2953938,-93.1716237
914,Iowa,2018-19,Purple Bloom,Johnson,3,,41.7024958,-91.5883177
915,Iowa,2018-19,Quad City Montessori,Scott,29,,41.5679687,-90.5413076
916,Iowa,2018-19,Riverside ELC,Webster,40,,42.4965,-94.197811
917,Iowa,2018-19,Rock Valley Comm School District,Sioux,5,,43.1912526,-96.365157
918,Iowa,2018-19,Roland-Story Comm School District,Story,18,,42.188549,-93.588821
919,Iowa,2018-19,Rolling Hills Amish,Fayette,18,,41.5541855,-91.5348875
920,Iowa,2018-19,Rural Elementary School #1,Buchanan,26,,42.627739,-91.983714
921,Iowa,2018-19,Rural Elementary School #2,Buchanan,28,,42.61242,-91.982201
922,Iowa,2018-19,Rural Elementary School #3,Buchanan,22,,42.598247,-91.983175
923,Iowa,2018-19,Rural Elementary School #4,Buchanan,27,,42.611994,-92.005274
924,Iowa,2018-19,Sacred Heart Elementary,Fayette,64,,42.66991,-91.914431
925,Iowa,2018-19,Sacred Heart Grade,Jones,91,,42.2403894,-91.1886231
926,Iowa,2018-19,Sacred Heart,Black Hawk,68,,42.49109,-92.343631
927,Iowa,2018-19,Scarville Lutheran,Winnebago,21,,43.4704131,-93.6183861
928,Iowa,2018-19,Scattergood Friends,Cedar,26,,41.66365,-91.310051
929,Iowa,2018-19,Scenic View Christian,Fayette,19,,42.90691,-91.851521
930,Iowa,2018-19,Schleswig Elementary,Crawford,81,,42.163983,-95.428024
931,Iowa,2018-19,Schleswig Middle-School,Crawford,84,,42.164021,-95.428394
932,Iowa,2018-19,Seton Catholic,Wapello,70,,41.0196915,-92.4101855
933,Iowa,2018-19,Seton Grade,Kossuth,92,,43.07153,-94.227641
934,Iowa,2018-19,Shady Lane Amish,Johnson,18,,41.5536063,-91.5396845
935,Iowa,2018-19,Shelby Co. Catholic,Shelby,85,,41.6490288,-95.3310754
936,Iowa,2018-19,Sigourney Comm School District,Keokuk,7,,41.3301451,-92.1948736
937,Iowa,2018-19,Sioux Center Comm School District,Sioux,8,,43.064212,-96.2163597
938,Iowa,2018-19,Solon Comm School District,Johnson,12,,41.7909145,-91.4821482
939,Iowa,2018-19,South Page Elementary,Page,62,,40.62121,-95.119863
940,Iowa,2018-19,Spalding Catholic Alton St. Mary's,Sioux,42,,42.988204,-96.014638
941,Iowa,2018-19,St James Elem,Washington,69,,41.3008538,-91.6989953
942,Iowa,2018-19,ST MARY IMMACULATE CONCEPTION SCHOOL,Clayton,69,,42.781077,-91.097768
943,Iowa,2018-19,St Patrick,Jones,57,,42.11064,-91.287298
944,Iowa,2018-19,St Patrick's,O'Brien,64,,43.1786442,-95.8545322
945,Iowa,2018-19,St Paul Lutheran,Webster,68,,42.501502,-94.181553
946,Iowa,2018-19,St Pauls Lutheran,Franklin,28,,42.733164,-93.369634
947,Iowa,2018-19,St Pauls Lutheran,Woodbury,29,,42.496618,-96.399324
948,Iowa,2018-19,St Rose Of Lima,Crawford,84,,42.0145586,-95.3595837
949,Iowa,2018-19,St Thomas Aquinas,Hamilton,69,,42.46628,-93.821127
950,Iowa,2018-19,Sterling Central Education,Pottawattamie,25,,41.2186764,-95.8143298
951,Iowa,2018-19,Storm Lake Comm School District,Buena Vista,21,,42.6420345,-95.2003248
952,Iowa,2018-19,Stratford Elementary,Hamilton,62,,42.273302,-93.92614
953,Iowa,2018-19,Stringtown,Decatur,14,,40.748147,-93.7405014
954,Iowa,2018-19,Sully Christian,Jasper,43,,41.572916,-92.838367
955,Iowa,2018-19,Summit Schools Inc,Linn,72,,42.024549,-91.648263
956,Iowa,2018-19,Sunny Slope Amish,Washington,20,,41.3096685,-91.7183567
957,Iowa,2018-19,Timber View Mennonite,Howard,24,,43.374784,-92.1023897
958,Iowa,2018-19,Timothy Christian,Grundy,55,,42.43328,-92.963831
959,Iowa,2018-19,Tipton Christian,Cedar,7,,41.7661275,-91.1322396
960,Iowa,2018-19,Trinity Catholic,Howard,42,,43.218584,-92.091402
961,Iowa,2018-19,Trinity Lutheran,Boone,60,,42.06765,-93.882191
962,Iowa,2018-19,Triumph Elementary,Buchanan,54,,42.57629,-92.013729
963,Iowa,2018-19,Twin Cedars Comm School District,Marion,4,,41.2043542,-92.8976254
964,Iowa,2018-19,Twin Rivers Elementary,Humboldt,42,,42.867456,-94.290073
965,Iowa,2018-19,Valley View Amish,Mitchell,11,,43.2777302,-92.8089538
966,Iowa,2018-19,Waco Comm School District,Henry,40,,41.1534452,-91.6601064
967,Iowa,2018-19,Walnut Grove Mennonite,Mitchell,21,,43.3710702,-92.8577105
968,Iowa,2018-19,Wapsie Valley Amish,Mitchell,10,,42.680821,-92.1396536
969,Iowa,2018-19,Waterloo Christian Elementary,Black Hawk,80,,42.468599,-92.3771971
970,Iowa,2018-19,West Academy Alternative,Jasper,67,,41.69933,-93.069631
971,Iowa,2018-19,West Fork  Elementary Sheffield,Franklin,92,,42.896521,-93.218149
972,Iowa,2018-19,West Fork CSD,Cerro Gordo,7,,42.8975537,-93.2178368
973,Iowa,2018-19,Whiting Elementary,Monona,79,,42.126761,-96.156292
974,Iowa,2018-19,Wild Rose Christian,Mitchell,13,,43.4433003,-92.6207182
975,Iowa,2018-19,Willowwind,Johnson,64,,41.65084,-91.493891
976,Iowa,2018-19,WisdomQuest Education Center,Henry,14,,40.966945,-91.548669
977,Iowa,2018-19,Zion Lutheran School K-8th,Crawford,58,,42.0159939,-95.3590682
978,Iowa,2018-19,Zion-St. John Lutheran,O'Brien,34,,42.973975,-95.687805
