index,state,year,name,type,address,city,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
1372,Wisconsin,2018-19,Obama SCTE,,,Milwaukee,Milwaukee,,,,57,,5,5,43.1097379,-87.9681767
1373,Wisconsin,2018-19,Cass Street Elementary,,,Milwaukee,Milwaukee,,,,56,,5,5,43.051604,-87.902584
1374,Wisconsin,2018-19,Lakeview Montessori,,,Sparta,Monroe,,,,56,,5,5,43.946653,-90.799775
1375,Wisconsin,2018-19,Longfellow Elementary,,,Milwaukee,Milwaukee,,,,56,,5,5,43.020569,-87.939951
1376,Wisconsin,2018-19,Parkview Elementary,,,Milwaukee,Milwaukee,,,,56,,5,5,43.111298,-88.047828
1377,Wisconsin,2018-19,Tamarack Waldorf,,,Milwaukee,Milwaukee,,,,56,,44,5,43.053149,-87.897082
1378,Wisconsin,2018-19,Hawthorne Elementary,,,Milwaukee,Milwaukee,,,,55,,5,5,43.144033,-87.963794
1379,Wisconsin,2018-19,St John Paul II Classical,,,Green Bay,Brown,,,,55,,5,9,44.51579,-88.064691
1380,Wisconsin,2018-19,Bose Elementary,,,Kenosha,Kenosha,,,,54,,5,5,42.632768,-87.832521
1381,Wisconsin,2018-19,Hampton Elementary,,,Milwaukee,Milwaukee,,,,54,,5,5,43.109111,-87.978234
1382,Wisconsin,2018-19,Holmes Elementary,,,Milwaukee,Milwaukee,,,,54,,5,5,43.063496,-87.907182
1383,Wisconsin,2018-19,Edward Bain Sch Dual Language,,,Kenosha,Kenosha,,,,53,,5,5,42.593565,-87.8414819
1384,Wisconsin,2018-19,Pratt Elementary,,,Milwaukee,Milwaukee,,,,53,,5,5,43.110796,-87.933419
1385,Wisconsin,2018-19,Roosevelt Elementary,,,Kenosha,Kenosha,,,,53,,5,5,42.570605,-87.848991
1386,Wisconsin,2018-19,Viroqua Area Montessori,,,Viroqua,Vernon,,,,53,,47,5,43.556901,-90.902816
1387,Wisconsin,2018-19,Sherman Elementary,,,Milwaukee,Milwaukee,,,,52,,5,5,43.072168,-87.978014
1388,Wisconsin,2018-19,Strange Elementary,,,Kenosha,Kenosha,,,,52,,5,5,42.586413,-87.869101
1389,Wisconsin,2018-19,Burbank Elementary,,,Milwaukee,Milwaukee,,,,50,,5,5,43.027226,-87.988811
1390,Wisconsin,2018-19,Clayton Elementary,,,Clayton,Polk,,,,50,,25,5,45.328395,-92.173241
1391,Wisconsin,2018-19,Fond du Lac Christian,,,Fond du Lac,Fond du Lac,,,,50,,36,5,43.76175,-88.419131
1392,Wisconsin,2018-19,St Katharine Drexel,,,Beaver Dam,Dodge,,,,50,,5,5,43.45151,-88.836121
1393,Wisconsin,2018-19,Grant Elementary,,,Kenosha,Kenosha,,,,47,,5,5,42.606743,-87.830397
1394,Wisconsin,2018-19,Elkhorn Options Virtual,,,Elkhorn,Walworth,,,,46,,31,23,42.67224,-88.538831
1395,Wisconsin,2018-19,i4Learning Community,,,Campbellsport,Washington,,,,46,,8,5,43.515181,-88.324464
1396,Wisconsin,2018-19,Nash Elementary,,,Kenosha,Kenosha,,,,46,,8,5,42.57354,-87.92716
1397,Wisconsin,2018-19,Barton Elementary,,,Milwaukee,Milwaukee,,,,45,,5,5,43.141666,-87.983718
1398,Wisconsin,2018-19,Browning Elementary,,,Milwaukee,Milwaukee,,,,44,,5,5,43.117443,-87.99069
1399,Wisconsin,2018-19,Prairie Hill Waldorf,,,Pewaukee,Waukesha,,,,44,,44,6,43.04905,-88.328201
1400,Wisconsin,2018-19,Neeskara Elementary,,,Milwaukee,Milwaukee,,,,41,,5,5,43.051806,-87.983516
1401,Wisconsin,2018-19,Forest Home Elementary,,,Milwaukee,Milwaukee,,,,40,,5,5,43.010878,-87.931467
1402,Wisconsin,2018-19,River Trail Elementary,,,Milwaukee,Milwaukee,,,,39,,5,5,43.125824,-88.061669
1403,Wisconsin,2018-19,Daniels Univ Prep,,,Milwaukee,Milwaukee,,,,38,,5,5,43.1071478,-87.9568402
1404,Wisconsin,2018-19,Metcalfe Elementary,,,Milwaukee,Milwaukee,,,,38,,5,5,43.060894,-87.956268
1405,Wisconsin,2018-19,Saint Margaret Mary Grade,,,Milwaukee,Milwaukee,,,,38,,5,5,43.0891713,-88.0270526
1406,Wisconsin,2018-19,Bridges Virtual Academy,,,Merrill,Lincoln,,,,37,,29,5,45.19056,-89.672761
1407,Wisconsin,2018-19,Elm Creative Arts Elementary,,,Milwaukee,Milwaukee,,,,36,,5,5,43.053724,-87.92354
1408,Wisconsin,2018-19,Holy Rosary Catholic Grade,,,Medford,Taylor,,,,36,,55,5,45.1350195,-90.3502212
1409,Wisconsin,2018-19,Edward Bain School Creative Arts,,,Kenosha,Kenosha,,,,35,,5,5,42.593609,-87.841385
1410,Wisconsin,2018-19,Valley Christian,,,Oshkosh,Winnebago,,,,35,,31,5,44.0636,-88.552771
1411,Wisconsin,2018-19,Bethune Academy,,,Milwaukee,Milwaukee,,,,30,,5,5,43.050823,-87.957989
1412,Wisconsin,2018-19,Brown Street Academy,,,Milwaukee,Milwaukee,,,,30,,5,5,43.057094,-87.938038
1413,Wisconsin,2018-19,Pleasant Ridge Waldorf,,,Viroqua,Vernon,,,,30,,70,5,43.5558787,-90.8841562
1414,Wisconsin,2018-19,HACIL,,,Hayward,Sawyer,,,,29,,64,7,46.0130065,-91.4846208
1415,Wisconsin,2018-19,Congress Elementary,,,Milwaukee,Milwaukee,,,,28,,5,5,43.09893,-87.978953
1416,Wisconsin,2018-19,Madison Waldorf,,,Madison,Dane,,,,8,,46,5,43.04723,-89.493611
1417,Wisconsin,2018-19,Carter's Christian Academy,,,Milwaukee,Milwaukee,,,,5,,16,8,43.11327,-87.955911
1418,Wisconsin,2018-19,Reedsville Hi,,,Reedsville,Manitowoc,,,,5,,5,5,44.1538421,-87.9530908
1419,Wisconsin,2018-19,Rio Mid/Hi,,,Rio,Columbia,,,,5,,5,5,43.443107,-89.23297
1420,Wisconsin,2018-19,Saint Croix Falls Hi,,,Saint Croix Falls,Polk,,,,5,,5,5,45.4076016,-92.6337713
1421,Wisconsin,2018-19,Sch for Arts and Performance,,,Wales,Waukesha,,,,5,,5,5,43.0092084,-88.37704
1422,Wisconsin,2018-19,Spooner Hi,,,Spooner,Washburn,,,,5,,5,5,45.8224475,-91.8893431
1423,Wisconsin,2018-19,Wisconsin Virtual Learning,,,Fredonia,Ozaukee,,,,5,,8,8,43.476575,-87.94294
1424,Wisconsin,2018-19,4K Community-Based,,,Reedsburg,Sauk,,,,,,,,43.529539,-90.024813
1425,Wisconsin,2018-19,A Promise of Hope Academy,,,Milwaukee,Milwaukee,,,,,,,,43.0226852,-87.9416007
1426,Wisconsin,2018-19,Amish Parochial,,,Cashton,Vernon,,,,,,,,43.7405837,-90.7797475
1427,Wisconsin,2018-19,Argyle Mid,,,Argyle,Lafayette,,,,,,,,42.7011151,-89.8670679
1428,Wisconsin,2018-19,Arlington Elementary,,,Poynette,Columbia,,,,,,,,43.3895249,-89.3969482
1429,Wisconsin,2018-19,Augusta Amish Parochial,,,Augusta,Eau Claire,,,,,,,,44.685516,-91.13847
1430,Wisconsin,2018-19,Ave Maria Academy,,,Plum City,Pierce,,,,,,,,44.628279,-92.192697
1431,Wisconsin,2018-19,Believers Institute,,,Milwaukee,Milwaukee,,,,,,,,43.1752177,-88.0043168
1432,Wisconsin,2018-19,Blessed Trinity Catholic Schoo,,,Dane,Columbia,,,,,,,,43.2494749,-89.501008
1433,Wisconsin,2018-19,Blooming Grove Montessori,,,Madison,Dane,,,,,,,,43.0966753,-89.2696068
1434,Wisconsin,2018-19,Breezeway Amish,,,Greenwood,Clark,,,,,,,,44.7652048,-90.6013977
1435,Wisconsin,2018-19,Calvary's Chrstn Acad Sch Arts,,,Milwaukee,Milwaukee,,,,,,,,42.987166,-88.037913
1436,Wisconsin,2018-19,Cambria Friesland Elementary,,,Cambria,Columbia,,,,,,,,43.542487,-89.101909
1437,Wisconsin,2018-19,Carr Valley Amish,,,La Valle,Sauk,,,,,,,,43.534862,-90.164618
1438,Wisconsin,2018-19,Class ACT Charter,,,Park Falls,Price,,,,,,,,45.947179,-90.45357
1439,Wisconsin,2018-19,Clearview Amish,,,Albany,Green,,,,,,,,42.6969,-89.371661
1440,Wisconsin,2018-19,Clinton Amish Schs,,,Westby,Monroe,,,,,,,,43.7256251,-90.75273
1441,Wisconsin,2018-19,Cornerstone Christian Academy,,,Viroqua,Vernon,,,,,,,,43.598283,-90.888268
1442,Wisconsin,2018-19,D C Everest Idea,,,Weston,Marathon,,,,,,,,44.914525,-89.573345
1443,Wisconsin,2018-19,DCE 4K Community Partnership,,,Rothschild,Marathon,,,,,,,,44.9000469,-89.5934891
1444,Wisconsin,2018-19,De Soto Virtual,,,De Soto,Vernon,,,,,,,,43.42858,-91.195681
1445,Wisconsin,2018-19,East Ridgeville Amish,,,Wilton,Monroe,,,,,,,,43.7615464,-90.5796358
1446,Wisconsin,2018-19,Eau Claire 4K Community Sites,,,Eau Claire,Eau Claire,,,,,,,,44.7967459,-91.5034191
1447,Wisconsin,2018-19,Eleva Elementary,,,Eleva,Trempealeau,,,,,,,,44.57563,-91.473781
1448,Wisconsin,2018-19,Evergreen Elementary,,,Rothschild,Marathon,,,,,,,,44.852013,-89.635196
1449,Wisconsin,2018-19,Fly Creek Amish,,,Blair,Trempealeau,,,,,,,,44.2833314,-91.2194401
1450,Wisconsin,2018-19,Frederic Amish,,,Frederic,Polk,,,,,,,,45.59215,-92.345411
1451,Wisconsin,2018-19,FreedomProject Academy,,,Appleton,Outagamie,,,,,,,,44.269476,-88.447567
1452,Wisconsin,2018-19,Hatley Elementary,,,Hatley,Marathon,,,,,,,,44.888011,-89.336051
1453,Wisconsin,2018-19,Hillel Academy,,,Glendale,Milwaukee,,,,,,,,43.1332647,-87.907716
1454,Wisconsin,2018-19,Hillside Amish,,,Medford,Taylor,,,,,,,,45.1385798,-90.3401404
1455,Wisconsin,2018-19,Humke Elementary,,,Nekoosa,Wood,,,,,,,,44.310821,-89.904817
1456,Wisconsin,2018-19,Immaculate Hrt of Mary Gr,,,Monona,Dane,,,,,,,,43.066064,-89.329874
1457,Wisconsin,2018-19,Innovative &amp; Alternative Mid,,,Madison,Dane,,,,,,,,43.0730517,-89.4012302
1458,Wisconsin,2018-19,Island City Virtual Academy,,,Cumberland,Barron,,,,,,,,45.528393,-92.03065
1459,Wisconsin,2018-19,Jefferson Elementary,,,Richland Center,Richland,,,,,,,,43.3397,-90.387003
1460,Wisconsin,2018-19,Kingdom Prep Lutheran Hi,,,Wauwatosa,Milwaukee,,,,,,,,43.0649983,-88.0067592
1461,Wisconsin,2018-19,Larkin Valley Amish,,,Blair,Trempealeau,,,,,,,,44.327858,-91.251659
1462,Wisconsin,2018-19,Life Christian,,,Phillips,Price,,,,,,,,45.6525548,-90.3897339
1463,Wisconsin,2018-19,Little Stars Pre-School,,,Colby,Clark,,,,,,,,44.91872,-90.320398
1464,Wisconsin,2018-19,Living Word Child Dev Ctr,,,Jackson,Washington,,,,,,,,43.326016,-88.150451
1465,Wisconsin,2018-19,Milwaukee Academy,,,Wauwatosa,Milwaukee,,,,,,,,43.0887837,-88.0242785
1466,Wisconsin,2018-19,MilwCounty Corrctnl Fac South,,,Franklin,Milwaukee,,,,,,,,42.879856,-88.00184
1467,Wisconsin,2018-19,Mountain Bay Elementary,,,Weston,Marathon,,,,,,,,44.900539,-89.514488
1468,Wisconsin,2018-19,Mountain View Montessori,,,Wausau,Marathon,,,,,,,,44.9822,-89.648101
1469,Wisconsin,2018-19,Nekoosa 4K,,,Nekoosa,Wood,,,,,,,,44.309,-89.906661
1470,Wisconsin,2018-19,Nekoosa Academy,,,Nekoosa,Wood,,,,,,,,44.309531,-89.909506
1471,Wisconsin,2018-19,Nekoosa Hi,,,Nekoosa,Wood,,,,,,,,44.30906,-89.91046
1472,Wisconsin,2018-19,New Sch for Youth Empowerment,,,Milwaukee,Milwaukee,,,,,,,,43.0378814,-87.9221208
1473,Wisconsin,2018-19,New Vision Wilderness Academy,,,Medford,Taylor,,,,,,,,45.1520776,-90.3338454
1474,Wisconsin,2018-19,Oak Grove Amish,,,Downing,Dunn,,,,,,,,45.0463524,-92.1321284
1475,Wisconsin,2018-19,Odyssey Elementary,,,Weston,Marathon,,,,,,,,44.8908021,-89.5476204
1476,Wisconsin,2018-19,Pecatonica Elementary,,,Hollandale,Lafayette,,,,,,,,42.871515,-89.932528
1477,Wisconsin,2018-19,Phillips Mid,,,Phillips,Price,,,,,,,,45.6966257,-90.4004296
1478,Wisconsin,2018-19,Pine Creek Amish,,,Blair,Trempealeau,,,,,,,,44.2944029,-91.2351602
1479,Wisconsin,2018-19,Pine Hill Amish,,,Blair,Trempealeau,,,,,,,,44.35264,-91.245101
1480,Wisconsin,2018-19,Plank Road Complex,,,Wauwatosa,Milwaukee,,,,,,,,43.04431,-88.040441
1481,Wisconsin,2018-19,Pleasant View Amish,,,Chetek,Barron,,,,,,,,45.308114,-91.769823
1482,Wisconsin,2018-19,Pleasant View Amish,,,New Auburn,Chippewa,,,,,,,,45.2669,-91.610331
1483,Wisconsin,2018-19,Pleasant View Amish,,,Hillpoint,Sauk,,,,,,,,43.390045,-90.19813
1484,Wisconsin,2018-19,Quaker Valley Amish,,,La Valle,Sauk,,,,,,,,43.556348,-90.206892
1485,Wisconsin,2018-19,Richland Online Academy,,,Richland Center,Richland,,,,,,,,43.348972,-90.405645
1486,Wisconsin,2018-19,Riverdale Academy,,,Muscoda,Forest,,,,,,,,43.193237,-90.435674
1487,Wisconsin,2018-19,Riverside Elementary,,,Ringle,Marathon,,,,,,,,44.905614,-89.469609
1488,Wisconsin,2018-19,Rolling Acres Amish,,,Blair,Trempealeau,,,,,,,,44.3569,-91.256341
1489,Wisconsin,2018-19,Rothschild Elementary,,,Rothschild,Marathon,,,,,,,,44.892125,-89.61808
1490,Wisconsin,2018-19,Rural Virtual Academy,,,Medford,Taylor,,,,,,,,45.129379,-90.336013
1491,Wisconsin,2018-19,Saint Boniface Grade,,,Waumandee,Trempealeau,,,,,,,,44.3028,-91.7059
1492,Wisconsin,2018-19,Saint Charles Education Ctr,,,Milwaukee,Milwaukee,,,,,,,,43.050255,-88.00822
1493,Wisconsin,2018-19,Saint Francis Solanus,,,Stone Lake,Sawyer,,,,,,,,45.8903343,-91.3861657
1494,Wisconsin,2018-19,Saint Francis Xavier Gr,,,Cross Plains,Dane,,,,,,,,43.1198241,-89.6346315
1495,Wisconsin,2018-19,Saint John the Evangelist,,,Spring Green,Sauk,,,,,,,,43.1780628,-90.0693117
1496,Wisconsin,2018-19,Saint Joseph Catholic Academy,,,Kenosha,Kenosha,,,,,,,,42.5708171,-87.837956
1497,Wisconsin,2018-19,Saint Luke Grade,,,Plain,Sauk,,,,,,,,43.2762643,-90.0492658
1498,Wisconsin,2018-19,Saint Pauls Evang Luth,,,Wisconsin Rapids,Wood,,,,,,,,44.393447,-89.840399
1499,Wisconsin,2018-19,Saint Peters Lutheran Grade Sc,,,Reedsburg,Sauk,,,,,,,,43.5347426,-90.0046995
1500,Wisconsin,2018-19,Sandy Oak Amish,,,Rockland,La Crosse,,,,,,,,43.89496,-90.917361
1501,Wisconsin,2018-19,Silver Ten Amish,,,Medford,Taylor,,,,,,,,45.071749,-90.47416
1502,Wisconsin,2018-19,Sonnenberg,,,Pleasant Prairie,Kenosha,,,,,,,,42.52238,-87.895291
1503,Wisconsin,2018-19,Sunny Meadow Amish,,,Chetek,Barron,,,,,,,,45.26397,-91.743621
1504,Wisconsin,2018-19,Sunny Valley Amish,,,Tomah,Monroe,,,,,,,,43.862182,-90.4134483
1505,Wisconsin,2018-19,Texas Bufkin Christian Academy,,,Milwaukee,Milwaukee,,,,,,,,43.041,-87.956931
1506,Wisconsin,2018-19,Toad Hill Children's House,,,Madison,Dane,,,,,,,,43.0990974,-89.3067276
1507,Wisconsin,2018-19,Tri-Center,,,West Bend,Washington,,,,,,,,43.4251233,-88.1735961
1508,Wisconsin,2018-19,Tuckertown Amish,,,Hillpoint,Sauk,,,,,,,,43.38945,-90.195461
1509,Wisconsin,2018-19,Univ of Islam,,,Milwaukee,Milwaukee,,,,,,,,43.0744352,-87.8818511
1510,Wisconsin,2018-19,Valley View Amish,,,La Valle,Sauk,,,,,,,,43.5780712,-90.135349
1511,Wisconsin,2018-19,Vance Creek Amish,,,Prairie Farm,Barron,,,,,,,,45.2325859,-91.9830628
1512,Wisconsin,2018-19,Walnut Grove Amish,,,Hillpoint,Sauk,,,,,,,,43.4237935,-90.1125248
1513,Wisconsin,2018-19,Wauwatosa Virtual Academy,,,Wauwatosa,Milwaukee,,,,,,,,43.05936,-88.063521
1514,Wisconsin,2018-19,Weston Elementary,,,Weston,Marathon,,,,,,,,44.910337,-89.571602
1515,Wisconsin,2018-19,WISE Academy,,,Nekoosa,Wood,,,,,,,,44.309343,-89.916676
